# 19780916_M7.3_Tabas median gmf, Stations:Seismic, gmlt:USGS, Rupture:Walker_et_al_2003, Max_dist:25km
custom_site_id,lon,lat,AbrahamsonEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
m_100,56.76213,33.70142,0.14201729,0.09541567,0.13947251
m_101,56.78848,33.73223,0.14783281,0.09885603,0.14541554
m_102,56.8821,33.8282,0.13637972,0.09721811,0.132991
m_103,56.982,33.02844,0.13509546,0.107742526,0.1295581
m_104,56.91933,33.01659,0.15053916,0.106549494,0.14798892
m_105,56.67772,33.71564,0.11427513,0.07981099,0.11219252
m_106,56.64834,33.6564,0.12249265,0.08227622,0.1210811
m_107,56.64823,33.29858,0.10275497,0.07289321,0.10135414
m_108,56.61398,33.45853,0.09173712,0.06758712,0.08995339
m_109,57.12946,33.77962,0.17628193,0.14957537,0.17542046
m_110,57.42479,33.37796,0.48341754,0.4812401,0.4790884
m_111,57.51184,33.30213,0.40819094,0.3857687,0.40029106
m_112,57.20219,33.75948,0.23327875,0.19222118,0.2378069
m_113,57.39298,33.42891,0.49071026,0.529826,0.4411267
m_114,57.51631,33.32464,0.4024966,0.3550008,0.40078565
m_115,57.12085,33.80806,0.16772757,0.13712776,0.16486265
m_116,57.23418,33.75,0.22965816,0.20135179,0.23568721
m_117,57.23585,33.79858,0.22363771,0.17216383,0.22813335
m_118,56.50162,33.74171,0.0807942,0.0601983,0.08073029
m_119,57.24463,33.80687,0.23347484,0.17478973,0.24483345
m_120,57.25041,33.79621,0.2262835,0.17732938,0.23394676
m_121,57.56518,33.17773,0.37936544,0.29851314,0.3559138
m_122,57.27236,33.82109,0.2319704,0.17025405,0.24640593
m_123,57.31641,33.57109,0.4651951,0.51489264,0.40294307
m_124,57.35271,33.54502,0.5529609,0.54729104,0.48923296
m_125,57.29044,33.62559,0.5327106,0.49242494,0.46338
m_126,57.226,33.87559,0.18403597,0.13383302,0.18433483
m_127,57.30781,33.6019,0.5413852,0.5137978,0.4678531
m_128,57.19543,33.88033,0.17087275,0.12678425,0.16860828
m_129,57.22609,33.89692,0.1730136,0.12525918,0.17190777
m_130,57.38926,33.5782,0.5613872,0.5456981,0.5385561
m_131,57.37917,33.60308,0.5636008,0.5372046,0.5475031
m_132,57.40678,33.58768,0.55234146,0.532372,0.5474039
m_133,57.35636,33.71564,0.3167251,0.29899922,0.39717782
m_134,57.35787,33.7263,0.30415314,0.27934477,0.3754621
m_135,57.17524,33.92536,0.15695262,0.11316799,0.15427288
