STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA,REFERENCES
KTP,KTP,85.27259,27.68216,seismic,0.25972,0,CESMD
TVU,TVU,85.28825,27.68179,seismic,0.23318,0,CESMD
PTN,PTN,85.31896,27.6815,seismic,0.1536,0,CESMD
THM,THM,85.37705,27.6813,seismic,0.15342,0,CESMD
DMG,DMG,85.3166,27.7193,seismic,0.17707,0,Bhattarai_et_al_2015
Those1,Those1,86.2558,27.553,macroseismic,1.49174,0.8059,Stations_USGS
OBS_6,Phulkharka (Intensity IX),84.9198,28.0646,macroseismic,1.31486,0.8059,Stations_USGS
OBS_7,Pipaldanda (Intensity IX),85.6869,27.7791,macroseismic,1.3114,0.8059,Stations_USGS
OBS_4,Barpak Village (Intensity IX),84.7429,28.201,macroseismic,1.30984,0.8059,Stations_USGS
Chautrara8,Chautrara8,85.7246,27.75,macroseismic,1.30844,0.8059,Stations_USGS
Melamchi1,Melamchi1,85.5292,27.847,macroseismic,1.30717,0.8059,Stations_USGS
OBS_8,Chautara (Intensity IX),85.7222,27.7707,macroseismic,1.30348,0.8059,Stations_USGS
OBS_5,Laprak Village (Intensity IX),84.8008,28.2189,macroseismic,1.2978,0.8059,Stations_USGS
OBS_10,Gaunkharka (Intensity IX),85.4578,27.9371,macroseismic,1.29442,0.8059,Stations_USGS
Jiri4,Jiri4,86.2435,27.622,macroseismic,1.1261,0.8059,Stations_USGS
Jiri3,Jiri3,86.2538,27.602,macroseismic,1.111,0.8059,Stations_USGS
Changunarayan1,Changunarayan1,85.4421,27.705,macroseismic,0.98368,0.8059,Stations_USGS
Tarkeshwor6,Tarkeshwor6,85.3088,27.781,macroseismic,0.97897,0.8059,Stations_USGS
Shankarapur11,Shankarapur11,85.4695,27.738,macroseismic,0.9769,0.8059,Stations_USGS
OBS_13,Battar Bazaar (Intensity IX),85.1463,27.8969,macroseismic,0.96724,0.8059,Stations_USGS
Bhimeshwor11,Bhimeshwor11,86.0163,27.663,macroseismic,0.9672,0.8059,Stations_USGS
OBS_14,Near Trishuli Bazaar (Intensity IX),85.1303,27.9236,macroseismic,0.96387,0.8059,Stations_USGS
Chautrara9,Chautrara9,85.6862,27.755,macroseismic,0.96313,0.8059,Stations_USGS
OBS_15,Trishuli Bazaar (Intensity IX),85.1413,27.9255,macroseismic,0.96312,0.8059,Stations_USGS
Melamchi9,Melamchi9,85.5439,27.805,macroseismic,0.96308,0.8059,Stations_USGS
Bhimeshwor9,Bhimeshwor9,86.0335,27.649,macroseismic,0.9628,0.8059,Stations_USGS
Melamchi3,Melamchi3,85.5308,27.821,macroseismic,0.96131,0.8059,Stations_USGS
Melamchi13,Melamchi13,85.5839,27.82,macroseismic,0.95913,0.8059,Stations_USGS
Chautrara2,Chautrara2,85.7014,27.796,macroseismic,0.95758,0.8059,Stations_USGS
OBS_12,Betrawati (Intensity IX),85.1857,27.9737,macroseismic,0.9543,0.8059,Stations_USGS
Chautrara6,Chautrara6,85.7599,27.772,macroseismic,0.95391,0.8059,Stations_USGS
Bhimeshwor5,Bhimeshwor5,86.0792,27.649,macroseismic,0.93982,0.8059,Stations_USGS
Dhunche8,Dhunche8,85.3038,28.082,macroseismic,0.93554,0.8059,Stations_USGS
Kamalamai1,Kamalamai1,85.8871,27.259,macroseismic,0.90309,0.8059,Stations_USGS
Jiri9,Jiri9,86.1803,27.605,macroseismic,0.86021,0.8059,Stations_USGS
Jiri6,Jiri6,86.2207,27.628,macroseismic,0.84038,0.8059,Stations_USGS
Those6,Those6,86.2549,27.591,macroseismic,0.81053,0.8059,Stations_USGS
Those3,Those3,86.2589,27.572,macroseismic,0.80359,0.8059,Stations_USGS
RAM,RAM (Intensity VIII),85.251,27.7223,macroseismic,0.77305,0.8059,Stations_USGS
Gorkha8,Gorkha8,84.6133,27.965,macroseismic,0.73483,0.8059,Stations_USGS
Gorkha6,Gorkha6,84.6237,27.984,macroseismic,0.73194,0.8059,Stations_USGS
SWY,SWY (Intensity VIII),85.2756,27.7126,macroseismic,0.72687,0.8059,Stations_USGS
OBS_2,Dharhara Tower (Intensity VIII),85.3119,27.7006,macroseismic,0.72641,0.8059,Stations_USGS
OBS_3,Taleju (Intensity VIII),85.3079,27.7049,macroseismic,0.72604,0.8059,Stations_USGS
Gorkha14,Gorkha14,84.6553,28.012,macroseismic,0.72599,0.8059,Stations_USGS
OBS_1,Swayambhunath Stupa (Intensity VIII),85.2905,27.7151,macroseismic,0.72548,0.8059,Stations_USGS
GNG,GNG (Intensity VIII),85.3171,27.7375,macroseismic,0.72161,0.8059,Stations_USGS
Nilkantha1,Nilkantha1,84.8893,27.944,macroseismic,0.71826,0.8059,Stations_USGS
Bidur5,Bidur5,85.1463,27.881,macroseismic,0.7104,0.8059,Stations_USGS
Melamchi10,Melamchi10,85.5739,27.771,macroseismic,0.70829,0.8059,Stations_USGS
Bidur3,Bidur3,85.1557,27.904,macroseismic,0.70751,0.8059,Stations_USGS
Melamchi8,Melamchi8,85.5696,27.788,macroseismic,0.70656,0.8059,Stations_USGS
Bidur9,Bidur9,85.1487,27.936,macroseismic,0.70421,0.8059,Stations_USGS
Bhimeshwor10,Bhimeshwor10,86.0397,27.669,macroseismic,0.70371,0.8059,Stations_USGS
Melamchi12,Melamchi12,85.5989,27.806,macroseismic,0.70367,0.8059,Stations_USGS
Melamchi7,Melamchi7,85.568,27.82,macroseismic,0.70316,0.8059,Stations_USGS
Melamchi2,Melamchi2,85.5149,27.841,macroseismic,0.70265,0.8059,Stations_USGS
Melamchi5,Melamchi5,85.5427,27.835,macroseismic,0.70238,0.8059,Stations_USGS
Melamchi6,Melamchi6,85.5694,27.835,macroseismic,0.70153,0.8059,Stations_USGS
OBS_11,Kharanitar (Intensity VIII),85.3207,27.9281,macroseismic,0.70017,0.8059,Stations_USGS
Chautrara3,Chautrara3,85.7173,27.776,macroseismic,0.70015,0.8059,Stations_USGS
Chautrara7,Chautrara7,85.7289,27.769,macroseismic,0.69969,0.8059,Stations_USGS
Bhimeshwor1,Bhimeshwor1,86.0545,27.666,macroseismic,0.69941,0.8059,Stations_USGS
Chautrara4,Chautrara4,85.7236,27.788,macroseismic,0.69903,0.8059,Stations_USGS
Laharepauwa1,Laharepauwa1,85.1846,27.978,macroseismic,0.6987,0.8059,Stations_USGS
Melamchi14,Melamchi14,85.6293,27.845,macroseismic,0.69865,0.8059,Stations_USGS
Chautrara5,Chautrara5,85.7415,27.783,macroseismic,0.6977,0.8059,Stations_USGS
Manthali12,Manthali12,86.0255,27.362,macroseismic,0.66012,0.8059,Stations_USGS
Kamalamai2,Kamalamai2,85.8911,27.248,macroseismic,0.65311,0.8059,Stations_USGS
Manthali16,Manthali16,86.063,27.408,macroseismic,0.64903,0.8059,Stations_USGS
BHK,BHK (Intensity VIII),85.4259,27.6719,macroseismic,0.6405,0.8059,Stations_USGS
Manthali3,Manthali3,86.0776,27.398,macroseismic,0.63827,0.8059,Stations_USGS
Kamalamai8,Kamalamai8,85.9767,27.242,macroseismic,0.63055,0.8059,Stations_USGS
Jiri7,Jiri7,86.1912,27.629,macroseismic,0.62971,0.8059,Stations_USGS
Jiri8,Jiri8,86.2148,27.599,macroseismic,0.61268,0.8059,Stations_USGS
Kamalamai3,Kamalamai3,85.8551,27.169,macroseismic,0.60301,0.8059,Stations_USGS
UTM:(45R 033 306 10000),,85.3266,27.6992,macroseismic,0.60234,0.8059,Stations_USGS
Jiri1,Jiri1,86.2658,27.643,macroseismic,0.59881,0.8059,Stations_USGS
Jiri2,Jiri2,86.2665,27.616,macroseismic,0.5936,0.8059,Stations_USGS
Those5,Those5,86.2547,27.58,macroseismic,0.59186,0.8059,Stations_USGS
Those7,Those7,86.2765,27.593,macroseismic,0.58548,0.8059,Stations_USGS
OBS_9,Ghale (Intensity VIII),84.3089,28.2776,macroseismic,0.58543,0.8059,Stations_USGS
Those4,Those4,86.2775,27.567,macroseismic,0.58054,0.8059,Stations_USGS
Those8,Those8,86.2928,27.594,macroseismic,0.57939,0.8059,Stations_USGS
Those9,Those9,86.2975,27.578,macroseismic,0.57493,0.8059,Stations_USGS
Kamalamai16,Kamalamai16,85.9936,27.095,macroseismic,0.55739,0.8059,Stations_USGS
Kamalamai14,Kamalamai14,85.9901,27.073,macroseismic,0.5495,0.8059,Stations_USGS
Thaha4,Thaha4,85.0989,27.613,macroseismic,0.54756,0.8059,Stations_USGS
Thaha2,Thaha2,85.0691,27.638,macroseismic,0.54569,0.8059,Stations_USGS
Palungtar3,Palungtar3,84.4481,27.962,macroseismic,0.54507,0.8059,Stations_USGS
Karyabinayak14,Karyabinayak14,85.3046,27.577,macroseismic,0.54467,0.8059,Stations_USGS
Karyabinayak17,Karyabinayak17,85.2929,27.584,macroseismic,0.54433,0.8059,Stations_USGS
Thaha3,Thaha3,85.0761,27.652,macroseismic,0.54396,0.8059,Stations_USGS
Gorkha11,Gorkha11,84.5563,27.957,macroseismic,0.54395,0.8059,Stations_USGS
Karyabinayak18,Karyabinayak18,85.2945,27.595,macroseismic,0.54312,0.8059,Stations_USGS
Karyabinayak15,Karyabinayak15,85.3095,27.594,macroseismic,0.54271,0.8059,Stations_USGS
Karyabinayak16,Karyabinayak16,85.3053,27.607,macroseismic,0.54151,0.8059,Stations_USGS
Karyabinayak12,Karyabinayak12,85.297,27.613,macroseismic,0.54118,0.8059,Stations_USGS
Gorkha10,Gorkha10,84.5773,27.977,macroseismic,0.54071,0.8059,Stations_USGS
Bajrabarahi3,Bajrabarahi3,85.3186,27.613,macroseismic,0.54046,0.8059,Stations_USGS
Bajrabarahi4,Bajrabarahi4,85.3206,27.613,macroseismic,0.54039,0.8059,Stations_USGS
Karyabinayak13,Karyabinayak13,85.3078,27.619,macroseismic,0.54021,0.8059,Stations_USGS
Karyabinayak11,Karyabinayak11,85.3021,27.625,macroseismic,0.53979,0.8059,Stations_USGS
Gorkha9,Gorkha9,84.5927,27.973,macroseismic,0.53961,0.8059,Stations_USGS
Karyabinayak10,Karyabinayak10,85.2983,27.629,macroseismic,0.53951,0.8059,Stations_USGS
Lalitpur25,Lalitpur25,85.33,27.621,macroseismic,0.53928,0.8059,Stations_USGS
Godawari4,Godawari4,85.3835,27.604,macroseismic,0.53927,0.8059,Stations_USGS
Lalitpur27,Lalitpur27,85.319,27.625,macroseismic,0.53924,0.8059,Stations_USGS
Karyabinayak9,Karyabinayak9,85.2989,27.634,macroseismic,0.53899,0.8059,Stations_USGS
Karyabinayak8,Karyabinayak8,85.2905,27.639,macroseismic,0.53877,0.8059,Stations_USGS
Panauti12,Panauti12,85.5326,27.567,macroseismic,0.53844,0.8059,Stations_USGS
Panauti9,Panauti9,85.5023,27.576,macroseismic,0.53843,0.8059,Stations_USGS
Karyabinayak7,Karyabinayak7,85.2991,27.64,macroseismic,0.53839,0.8059,Stations_USGS
Lalitpur24,Lalitpur24,85.3287,27.631,macroseismic,0.53832,0.8059,Stations_USGS
Panauti13,Panauti13,85.545,27.565,macroseismic,0.53821,0.8059,Stations_USGS
Lalitpur26,Lalitpur26,85.3193,27.636,macroseismic,0.53813,0.8059,Stations_USGS
Karyabinayak6,Karyabinayak6,85.2962,27.644,macroseismic,0.53809,0.8059,Stations_USGS
Karyabinayak3,Karyabinayak3,85.3027,27.643,macroseismic,0.53798,0.8059,Stations_USGS
Karyabinayak1,Karyabinayak1,85.3072,27.643,macroseismic,0.53783,0.8059,Stations_USGS
Godawari1,Godawari1,85.3572,27.627,macroseismic,0.5378,0.8059,Stations_USGS
Panauti5,Panauti5,85.5087,27.581,macroseismic,0.53774,0.8059,Stations_USGS
Gorkha5,Gorkha5,84.6047,27.987,macroseismic,0.53765,0.8059,Stations_USGS
Lalitpur29,Lalitpur29,85.3456,27.633,macroseismic,0.53758,0.8059,Stations_USGS
Lalitpur23,Lalitpur23,85.3284,27.639,macroseismic,0.53754,0.8059,Stations_USGS
Lalitpur28,Lalitpur28,85.3385,27.636,macroseismic,0.53751,0.8059,Stations_USGS
Panauti8,Panauti8,85.502,27.586,macroseismic,0.53744,0.8059,Stations_USGS
Panauti10,Panauti10,85.5297,27.578,macroseismic,0.53743,0.8059,Stations_USGS
Karyabinayak5,Karyabinayak5,85.2999,27.655,macroseismic,0.53689,0.8059,Stations_USGS
Karyabinayak4,Karyabinayak4,85.2966,27.658,macroseismic,0.5367,0.8059,Stations_USGS
