# 19810000_Sequence_GulfOfCorinth/19810224_M6.7_GulfofCorinth median gmf, Stations:Seismic, gmlt:GEM, Rupture:ESM
custom_site_id,lon,lat,KothaEtAl2020ESHM20SlopeGeology,"KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = -1.35563000","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = 1.35563000"
s_0,22.93055000000001,37.93862,0.290723,0.290723,0.290723,0.290723,0.290723
s_1,22.631039999999985,38.07778,0.284385,0.284385,0.284385,0.284385,0.284385
s_10,22.716999999999985,37.983,0.21854098,0.21991016,0.21718033,0.19184527,0.24895145
s_100,23.783000000000015,38.017,0.0241094,0.02205571,0.02635432,0.017821522,0.0326158
s_101,23.783000000000015,38.0,0.02804586,0.025640408,0.030676978,0.02073163,0.037940588
s_102,23.789999999999992,38.058,0.024813756,0.022700408,0.027123852,0.018340278,0.033572145
s_103,23.783000000000015,37.983,0.02526619,0.023082202,0.027656822,0.018677078,0.03417988
s_104,22.849999999999994,37.52,0.029861337,0.027976396,0.031873275,0.022299815,0.039986853
s_105,23.129999999999995,37.53,0.02851919,0.026731526,0.030426405,0.021249458,0.038276
s_106,23.80000000000001,38.05,0.025106154,0.022926362,0.027493197,0.018555254,0.03396984
s_107,23.795999999999992,37.986,0.024444222,0.022287818,0.026809266,0.018067574,0.033071402
s_108,23.805000000000007,38.046,0.025951065,0.02367632,0.028444357,0.01917913,0.035114095
s_109,23.801999999999992,37.993,0.024430005,0.022260092,0.026811441,0.018056192,0.03305377
s_11,23.120000000000005,38.32,0.10001058,0.09932969,0.10069614,0.07504619,0.13327947
s_110,22.870000000000005,37.87,0.14894357,0.14808166,0.14981051,0.13105363,0.16927566
s_111,23.819999999999993,38.093,0.022332652,0.02034141,0.02451882,0.016502386,0.030222744
s_112,23.783000000000015,38.317,0.025321493,0.023060145,0.027804596,0.018705713,0.034277126
s_113,22.099999999999994,38.02,0.037803836,0.035754945,0.03997014,0.028189221,0.05069775
s_114,24.0,38.02,0.019558772,0.017274063,0.022145664,0.014443973,0.026484791
s_115,22.03,38.22,0.03147295,0.029355815,0.033742778,0.023361381,0.042401034
s_116,22.77000000000001,38.33,0.11045786,0.11100182,0.10991657,0.08476967,0.14393046
s_117,21.920000000000016,38.08,0.022120655,0.020343907,0.024052577,0.016383154,0.02986747
s_118,22.870000000000005,37.78,0.07049206,0.069267906,0.07173785,0.057009447,0.08716328
s_119,23.03,37.78,0.07563781,0.07451184,0.076780796,0.060297683,0.09488056
s_12,23.317000000000007,38.217,0.080524616,0.07928103,0.081787705,0.06018467,0.10773862
s_120,22.849999999999994,37.77,0.06546182,0.06417559,0.06677384,0.05248532,0.08164664
s_121,22.569999999999993,38.08,0.18521474,0.18545608,0.18497372,0.16836855,0.2037465
s_122,21.668000000000006,37.984,0.014557407,0.012830336,0.016516957,0.010753686,0.019706557
s_123,21.599999999999994,38.08,0.013982464,0.012203167,0.016021192,0.010326892,0.018932054
s_124,22.829999999999984,37.7,0.057511095,0.05569022,0.059391502,0.044507697,0.074313566
s_125,21.5,38.07,0.011842363,0.010166553,0.013794406,0.008744607,0.01603749
s_126,22.930000000000007,38.5,0.052132804,0.050438184,0.053884357,0.03879945,0.07004814
s_127,23.069999999999993,37.68,0.04509252,0.043600596,0.046635494,0.0344078,0.059095193
s_128,22.44999999999999,38.07,0.10464585,0.103974074,0.105321966,0.0850999,0.12868117
s_129,22.569999999999993,37.78,0.059270486,0.057622954,0.060965125,0.04568955,0.07688828
s_13,23.170000000000016,38.32,0.085202456,0.0843127,0.08610161,0.063756876,0.11386158
s_130,22.569999999999993,37.77,0.05447877,0.05287142,0.056134984,0.041887175,0.07085549
s_131,22.420000000000016,38.13,0.084579475,0.08372612,0.085441515,0.067247786,0.106378034
s_132,22.420000000000016,38.07,0.0923687,0.09148807,0.09325781,0.07385697,0.115520254
s_133,22.72,37.68,0.06245091,0.05998456,0.06501867,0.04768248,0.081793495
s_134,22.829999999999984,37.65,0.0524806,0.05036945,0.054680236,0.040001225,0.06885322
s_135,22.629999999999995,37.72,0.05479029,0.052818928,0.05683523,0.041904777,0.07163803
s_136,23.61699999999999,37.95,0.040085763,0.037524268,0.042822115,0.029706009,0.05409237
s_137,22.733000000000004,38.517,0.054817863,0.053218015,0.05646581,0.040844746,0.07357123
s_138,23.655,37.989,0.03178943,0.029648077,0.03408544,0.023537759,0.0429339
s_139,22.516999999999996,38.417,0.06654647,0.06527042,0.06784746,0.050029974,0.08851559
s_14,22.620000000000005,38.07,0.28262454,0.28290665,0.2823427,0.27581272,0.28960457
s_140,23.02000000000001,37.62,0.0393239,0.037635416,0.041088134,0.029716358,0.052037638
s_141,22.75,38.55,0.04145299,0.039970033,0.042990964,0.030818192,0.05575766
s_142,22.766999999999996,37.617,0.05520504,0.052517537,0.05803007,0.041698944,0.073085696
s_143,23.69999999999999,37.95,0.031837773,0.02941861,0.034455866,0.023556715,0.043029923
s_144,22.72,38.58,0.048309587,0.0463075,0.05039823,0.035864715,0.06507276
s_145,23.712999999999994,37.942,0.028349211,0.026129305,0.030757714,0.020971779,0.038321868
s_146,23.730999999999995,37.948,0.028039617,0.0257802,0.030497054,0.020738129,0.037911817
s_147,23.73400000000001,37.951,0.02770754,0.025467435,0.030144684,0.02049181,0.037464127
s_148,23.75,38.02,0.026047386,0.02395857,0.028318316,0.019259738,0.035227183
s_149,23.583,38.467,0.029709177,0.027458536,0.032144293,0.021953719,0.04020436
s_15,23.0,38.47,0.08626255,0.083694085,0.08890983,0.06423163,0.11584989
s_150,22.849999999999994,37.55,0.036341388,0.034249682,0.038560838,0.027224034,0.04851215
s_151,23.754999999999995,38.019,0.025101442,0.023069028,0.027312914,0.018559406,0.03394949
s_152,23.75,37.967,0.025905043,0.023771863,0.028229643,0.019155327,0.03503314
s_153,23.75,37.95,0.025174905,0.023080025,0.027459929,0.018615484,0.034045625
s_154,23.75,37.92,0.025657302,0.02348035,0.028036088,0.01897203,0.0346983
s_155,23.766999999999996,37.967,0.023088768,0.021130387,0.025228653,0.017070008,0.031229699
s_156,23.78,38.07,0.026183393,0.023998108,0.02856767,0.01935371,0.035423186
s_157,23.650000000000006,38.43,0.031961415,0.029401813,0.03474384,0.023614975,0.043257803
s_158,22.72,37.55,0.033163484,0.031084822,0.035381146,0.024796294,0.04435407
s_159,23.781000000000006,38.003,0.02819463,0.025787817,0.030826075,0.0208419,0.038141303
s_16,22.77000000000001,37.97,0.2612959,0.2631108,0.25949356,0.22973636,0.29719087
s_160,23.77199999999999,37.925,0.018791107,0.017142422,0.020598358,0.013891987,0.025417944
s_161,23.786,37.973,0.021334501,0.0194718,0.023375392,0.015770402,0.028861722
s_162,23.75,37.87,0.028373174,0.02649954,0.030379284,0.020979166,0.038373165
s_163,23.774,37.914,0.019329518,0.017616495,0.021209115,0.014289694,0.026146835
s_164,23.795999999999992,37.957,0.018311134,0.016672205,0.020111175,0.013534508,0.024773536
s_165,23.77199999999999,37.884,0.025665581,0.023927143,0.027530326,0.018973611,0.034717802
s_166,23.766999999999996,37.85,0.025395589,0.02365516,0.027264072,0.01877399,0.034352634
s_167,23.819999999999993,38.02,0.02892095,0.026301987,0.031800695,0.021372428,0.039135534
s_168,23.833,38.073,0.02275723,0.020678913,0.025044424,0.016815312,0.030798802
