# 19900620_M7.4_Manjil-Rudbar median gmf, Stations:None, gmlt:USGS, Rupture:Berberian_et_al_1992
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
t_0,51.40646,33.65178,0.0030318673,0.0018986213,0.0029516441,0.003605317
t_1,51.58613,33.65178,0.0022191633,0.0012921105,0.0023812274,0.0025750366
t_10,51.2268,33.65178,0.0026023453,0.0015486378,0.002711056,0.0030289146
t_100,52.75394,33.65178,0.0025623257,0.0016975205,0.0023309698,0.0031779052
t_1000,46.28606,33.65178,0.0015302143,0.0008972224,0.0016072836,0.0018139158
t_1001,46.3759,33.65178,0.0017691518,0.0010776056,0.0017844168,0.0021309124
t_1002,46.55556,33.65178,0.0013343563,0.00074150914,0.0015119844,0.0015472573
t_1003,46.46573,33.65178,0.0016916947,0.0010077157,0.0017461809,0.0020149343
t_1004,46.28606,33.72652,0.0016698351,0.0009931911,0.0017267213,0.0019882866
t_1005,46.3759,33.72652,0.00178549,0.0010759259,0.0018205175,0.0021358943
t_1006,46.46573,33.72652,0.0016135266,0.00093486736,0.0017167572,0.001894839
t_1007,46.55556,33.72652,0.0015735575,0.0009009556,0.0017051798,0.0018388898
t_1008,46.28606,33.8012,0.0016569318,0.0009692095,0.0017406971,0.0019535357
t_1009,46.3759,33.8012,0.0019204259,0.0011680849,0.0019372811,0.0023018976
t_101,52.6641,33.65178,0.0027169222,0.0018150891,0.0024456722,0.003375475
t_1010,46.64539,33.65178,0.001539039,0.0008802603,0.0016689032,0.0017992107
t_1011,46.73522,33.65178,0.0020011468,0.0012289295,0.0019973738,0.0024077033
t_1012,46.82505,33.65178,0.0021357797,0.0013288284,0.002100503,0.0025812155
t_1013,46.73522,33.72652,0.002111589,0.0013001472,0.0021003636,0.0025375616
t_1014,46.64539,33.72652,0.0021926374,0.001375363,0.0021369143,0.0026589674
t_1015,46.82505,33.72652,0.0021397532,0.0013133057,0.002134844,0.0025646263
t_1016,46.82505,33.8012,0.0022624228,0.0013927888,0.0022484863,0.0027084358
t_1017,46.73522,33.8012,0.0021057446,0.0012763606,0.002127226,0.0025063448
t_1018,46.64539,33.8012,0.002204145,0.0013664532,0.0021756184,0.0026537657
t_1019,46.73522,33.87582,0.0024669291,0.0015499282,0.0023977945,0.0029762264
t_102,52.57427,33.65178,0.0029723267,0.0020195101,0.002618215,0.0037100173
t_1020,47.00472,33.65178,0.0018716491,0.0011021309,0.0019515613,0.0022025364
t_1021,47.09455,33.65178,0.0021723276,0.0013320516,0.002168677,0.0026001344
