# 19921012_M5.9_Cairo median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AkkarEtAlRjb2014,ChiouYoungs2014
m_1,30.900000000000006,29.4,0.030802777,0.050376114
m_10,31.076449999999994,29.10928,0.018163381,0.035120144
m_11,31.35463999999999,29.72455,0.16787057,0.16772549
m_12,31.20741000000001,29.72904,0.3150121,0.17838952
m_13,31.35924,29.39671,0.03613486,0.05432251
m_14,31.0,29.5,0.051454324,0.07070621
m_15,31.15279000000001,30.00449,0.08216055,0.12354933
m_16,31.33843999999999,29.60928,0.108418494,0.10594612
m_17,30.900000000000006,29.1,0.016184377,0.031736817
m_18,31.30000000000001,30.1,0.048924252,0.08224239
m_19,31.33518000000001,29.88323,0.1667806,0.17478055
m_2,31.13565,29.50299,0.0649078,0.07895795
m_20,30.900000000000006,29.3,0.02379094,0.041614078
m_21,31.19999999999999,29.8,0.3283062,0.21269372
m_3,31.30000000000001,29.8,0.290433,0.22839463
m_4,31.34978000000001,29.51497,0.062419012,0.07722608
m_5,31.30000000000001,29.3,0.022353882,0.034858704
m_6,31.400000000000006,29.9,0.10799282,0.13652983
m_7,31.288039999999995,30.0015,0.06464617,0.088852935
m_8,30.891230000000007,29.56737,0.048220918,0.067933165
m_9,30.79033000000001,29.33533,0.023379924,0.04318411
s_0,31.829000000000008,29.927,0.0321,0.0321
t_0,26.72659999999999,25.79569,0.0006292196,4.459013e-05
t_1,27.265590000000003,25.79569,0.0006152425,5.7094847e-05
t_10,28.523230000000012,25.79569,0.00082403485,0.00014063275
t_100,29.241890000000012,25.79569,0.0011344713,0.00026447332
t_1000,30.679190000000006,25.79569,0.0007573873,0.00020731286
t_1001,30.679190000000006,25.95734,0.0007023163,0.00021263176
t_1002,30.679190000000006,26.11876,0.0011522822,0.00044188087
t_1003,30.679190000000006,26.27997,0.00108393,0.00045839837
t_1004,30.679190000000006,26.44095,0.001483717,0.0007575457
t_1005,30.679190000000006,26.60171,0.0014119613,0.0007907275
t_1006,30.679190000000006,26.76224,0.0015586393,0.0009907469
t_1007,30.679190000000006,26.92254,0.0015943743,0.001123751
t_1008,30.679190000000006,27.08262,0.0018057672,0.0014407899
t_1009,30.679190000000006,27.24247,0.0019540922,0.0017359074
t_101,29.241890000000012,25.95734,0.00073254196,0.00017123588
t_1010,30.499529999999993,25.79569,0.00081557943,0.00022335135
t_1011,30.499529999999993,25.95734,0.0009629759,0.000309123
t_1012,30.499529999999993,26.11876,0.0012014672,0.00045731943
t_1013,30.499529999999993,26.27997,0.0013002715,0.00056487246
t_1014,30.499529999999993,26.44095,0.0012159235,0.0005792461
t_1015,30.499529999999993,26.60171,0.0015719098,0.00088811753
t_1016,30.499529999999993,26.76224,0.0015756836,0.0009852238
t_1017,30.499529999999993,26.92254,0.0015999349,0.0011067829
t_1018,30.499529999999993,27.08262,0.0016939642,0.0013042741
t_1019,30.499529999999993,27.24247,0.0020737094,0.0018340709
t_102,29.241890000000012,26.11876,0.0010189711,0.00028865167
t_1020,30.85884999999999,27.40209,0.0025756015,0.0027075862
t_1021,30.85884999999999,27.56148,0.0017329061,0.0017777005
t_1022,30.85884999999999,27.72064,0.0030711445,0.0038852312
t_1023,30.813940000000002,27.80013,0.0034011048,0.00455055
t_1024,30.85884999999999,27.80013,0.0032937569,0.0043743397
t_1025,30.724109999999996,27.80013,0.0025810432,0.0031883104
t_1026,30.769020000000012,27.80013,0.0034587397,0.0046415073
t_1027,30.813940000000002,27.83985,0.0035032397,0.0047911447
t_1028,30.769020000000012,27.83985,0.0035890446,0.0049368516
t_1029,30.724109999999996,27.83985,0.0033390326,0.004472508
t_103,29.241890000000012,26.27997,0.0009465389,0.00029345613
t_1030,30.679190000000006,27.40209,0.002113472,0.0020779385
t_1031,30.679190000000006,27.56148,0.001805426,0.0018438452
t_1032,30.679190000000006,27.72064,0.0020190259,0.0022696832
t_1033,30.679190000000006,27.80013,0.0026713924,0.0033147337
t_1034,30.58936,27.80013,0.0029791482,0.0037678233
t_1035,30.63427999999999,27.80013,0.002844983,0.0035708735
t_1036,30.63427999999999,27.83985,0.0028422165,0.0036191337
t_1037,30.58936,27.83985,0.0029852993,0.003832228
t_1038,30.679190000000006,27.83985,0.0022352152,0.0026973041
t_1039,30.58936,27.87956,0.0028698144,0.0036992577
t_104,29.241890000000012,26.44095,0.0012418602,0.0004578396
t_1040,30.499529999999993,27.40209,0.0016339768,0.0014796291
t_1041,30.499529999999993,27.56148,0.0023262524,0.0024772447
t_1042,30.499529999999993,27.72064,0.0023900787,0.0027448514
t_1043,30.54444000000001,27.80013,0.0030430406,0.00385332
t_1044,30.499529999999993,27.80013,0.0028008372,0.00345222
t_1045,30.454610000000002,27.80013,0.002854374,0.0035166543
t_1046,30.54444000000001,27.83985,0.002826601,0.0035617992
t_1047,30.499529999999993,27.83985,0.0031262792,0.004025705
t_1048,30.454610000000002,27.83985,0.0033087917,0.0043138517
t_1049,30.499529999999993,27.87956,0.0030337006,0.0039282977
t_105,29.241890000000012,26.60171,0.0010384427,0.0004053083
t_1050,30.319860000000006,27.40209,0.0017432877,0.0015633128
t_1051,30.319860000000006,27.56148,0.002345146,0.0024419706
t_1052,30.319860000000006,27.72064,0.002493839,0.0028266176
t_1053,30.364779999999996,27.80013,0.002866728,0.0034975605
t_1054,30.319860000000006,27.80013,0.0031692178,0.0039617764
t_1055,30.409699999999987,27.80013,0.0028817775,0.0035401462
t_1056,30.319860000000006,27.83985,0.0028804163,0.0035505204
t_1057,30.409699999999987,27.83985,0.0031220422,0.003978691
t_1058,30.364779999999996,27.83985,0.0029053565,0.003610144
t_1059,30.364779999999996,27.87956,0.0029905145,0.0037984748
t_106,29.241890000000012,26.76224,0.0013759988,0.00063572056
t_1060,30.409699999999987,27.87956,0.003100779,0.0039984486
t_1061,30.319860000000006,27.87956,0.002812706,0.0034962685
t_1062,30.409699999999987,27.91926,0.0028252464,0.0036065525
t_1063,30.319860000000006,27.91926,0.003046175,0.0039200857
t_1064,30.364779999999996,27.91926,0.0031123117,0.00405075
t_1065,30.409699999999987,27.95894,0.003202367,0.004277218
t_1066,30.364779999999996,27.95894,0.0031966383,0.004245736
t_1067,30.319860000000006,27.95894,0.0030687563,0.0040099714
t_1068,30.364779999999996,27.9986,0.0030781638,0.0041004047
t_1069,30.409699999999987,27.9986,0.0033735821,0.0046267766
t_107,29.241890000000012,26.92254,0.0014996789,0.0007784488
t_1070,30.54444000000001,27.87956,0.0029429053,0.003799675
t_1071,30.454610000000002,27.87956,0.0032366707,0.0042454987
t_1072,30.454610000000002,27.91926,0.003429003,0.004634753
t_1073,30.499529999999993,27.91926,0.0032615212,0.004363591
t_1074,30.54444000000001,27.91926,0.0033805433,0.0045898664
t_1075,30.54444000000001,27.95894,0.0032955273,0.0044977246
t_1076,30.454610000000002,27.95894,0.0031938467,0.004283379
t_1077,30.499529999999993,27.95894,0.0035731967,0.0049701226
t_1078,30.499529999999993,27.9986,0.0030240724,0.0040702866
t_1079,30.454610000000002,27.9986,0.003342992,0.0045947335
t_108,29.241890000000012,27.08262,0.0013872293,0.000772301
t_1080,30.63427999999999,27.87956,0.0028979469,0.0037607842
t_1081,30.679190000000006,27.87956,0.0023390297,0.0028947978
t_1082,30.63427999999999,27.91926,0.003061711,0.0040828995
t_1083,30.58936,27.91926,0.0030996082,0.0041289013
t_1084,30.679190000000006,27.91926,0.0022931737,0.0028639408
t_1085,30.63427999999999,27.95894,0.0030778935,0.0041634263
t_1086,30.58936,27.95894,0.0028926292,0.00383799
t_1087,30.679190000000006,27.95894,0.0035849954,0.0050676013
t_1088,30.63427999999999,27.9986,0.003021249,0.004119473
t_1089,30.679190000000006,27.9986,0.0039046076,0.0057287225
t_109,29.241890000000012,27.24247,0.0015058985,0.0009327378
t_1090,30.319860000000006,27.9986,0.0026380718,0.0033655805
t_1091,30.319860000000006,28.03826,0.0034987,0.004856305
t_1092,30.364779999999996,28.03826,0.003144868,0.004264576
t_1093,30.409699999999987,28.03826,0.0034116325,0.0047484366
t_1094,30.364779999999996,28.07789,0.0031594916,0.0043407693
t_1095,30.409699999999987,28.07789,0.0032504736,0.0045197974
t_1096,30.319860000000006,28.07789,0.0033123416,0.0045808745
t_1097,30.409699999999987,28.11751,0.0035517665,0.005107124
t_1098,30.319860000000006,28.11751,0.002894262,0.003917513
t_1099,30.364779999999996,28.11751,0.0035743113,0.005124414
t_11,28.7029,25.79569,0.0005408452,8.876592e-05
t_110,29.421549999999996,25.79569,0.0008063833,0.00018040683
t_1100,31.038520000000005,25.79569,0.0010243128,0.00030801637
t_1101,31.038520000000005,25.95734,0.0010827894,0.00037183118
t_1102,31.038520000000005,26.11876,0.0013039379,0.0005272009
t_1103,31.038520000000005,26.27997,0.0013948345,0.0006422505
t_1104,31.038520000000005,26.44095,0.0011735731,0.000577399
t_1105,31.038520000000005,26.60171,0.0015020487,0.00087380764
t_1106,31.038520000000005,26.76224,0.0015641307,0.0010180358
t_1107,31.038520000000005,26.92254,0.0016934288,0.0012399671
t_1108,31.038520000000005,27.08262,0.0016829445,0.0013508027
t_1109,31.038520000000005,27.24247,0.0023872035,0.0022903811
t_111,29.421549999999996,25.95734,0.00067957095,0.00016369342
t_1110,30.85884999999999,25.79569,0.00094021385,0.00027465905
t_1111,30.85884999999999,25.95734,0.0012455874,0.00043992046
t_1112,30.85884999999999,26.11876,0.0012426737,0.00049214927
t_1113,30.85884999999999,26.27997,0.0012788796,0.0005710127
t_1114,30.85884999999999,26.44095,0.0013366184,0.0006733019
t_1115,30.85884999999999,26.60171,0.0015809878,0.0009241538
t_1116,30.85884999999999,26.76224,0.0015439119,0.0009928714
t_1117,30.85884999999999,26.92254,0.0017397758,0.0012713558
t_1118,30.85884999999999,27.08262,0.001632001,0.0012884683
t_1119,30.85884999999999,27.24247,0.0015870206,0.0013597051
t_112,29.2868,27.80013,0.0019768714,0.001730419
t_1120,31.038520000000005,27.40209,0.0020061138,0.0019935386
t_1121,31.038520000000005,27.56148,0.002831945,0.0033129323
t_1122,31.038520000000005,27.72064,0.002629633,0.0032221114
t_1123,31.12835000000001,27.80013,0.002696076,0.003435795
t_1124,31.083429999999993,27.80013,0.0032523451,0.004342822
t_1125,31.038520000000005,27.80013,0.0029190932,0.0037838756
t_1126,31.12835000000001,27.83985,0.002923733,0.0038553784
t_1127,31.083429999999993,27.83985,0.0031622208,0.004248346
t_1128,31.038520000000005,27.83985,0.0029614796,0.0039081923
t_1129,31.038520000000005,27.87956,0.002869775,0.0038108022
t_113,29.33171999999999,27.80013,0.0019349719,0.0017082214
t_1130,30.94869,27.80013,0.0026329572,0.0033160762
t_1131,30.993600000000015,27.80013,0.0027548205,0.0035146314
t_1132,30.90377000000001,27.80013,0.0021907846,0.002634359
t_1133,30.993600000000015,27.83985,0.0028121278,0.0036585124
t_1134,30.94869,27.83985,0.002630277,0.0033608142
t_1135,30.90377000000001,27.83985,0.0028056188,0.0036327194
t_1136,30.90377000000001,27.87956,0.0026736897,0.0034705997
t_1137,30.94869,27.87956,0.0034337745,0.0047567775
t_1138,30.993600000000015,27.87956,0.0030961577,0.004181597
t_1139,30.94869,27.91926,0.0031441185,0.0043108175
t_114,29.376630000000006,27.80013,0.0022994697,0.0021530567
t_1140,30.85884999999999,27.83985,0.0021381306,0.0025873638
t_1141,30.85884999999999,27.87956,0.0022782723,0.0028392146
t_1142,30.813940000000002,27.87956,0.0036713476,0.0051593017
t_1143,30.769020000000012,27.87956,0.0036976698,0.0051969276
t_1144,30.724109999999996,27.87956,0.0037158758,0.00521869
t_1145,30.813940000000002,27.91926,0.0037369148,0.005339162
t_1146,30.85884999999999,27.91926,0.0034595819,0.0048406133
t_1147,30.724109999999996,27.91926,0.003720907,0.005281399
t_1148,30.769020000000012,27.91926,0.0037971935,0.005442749
t_1149,30.769020000000012,27.95894,0.0038021903,0.0055059795
t_115,29.376630000000006,27.83985,0.0022902652,0.0021759723
t_1150,31.083429999999993,27.87956,0.002725889,0.0035801814
t_1151,31.12835000000001,27.87956,0.0032324789,0.004430713
t_1152,31.12835000000001,27.91926,0.0032332186,0.0044894493
t_1153,31.038520000000005,27.91926,0.002779312,0.0037118706
t_1154,31.083429999999993,27.91926,0.0028472347,0.0038295807
t_1155,31.12835000000001,27.95894,0.002970999,0.0040926766
t_1156,31.038520000000005,27.95894,0.0030715177,0.004255142
t_1157,31.083429999999993,27.95894,0.003821421,0.005611989
t_1158,31.083429999999993,27.9986,0.0032627676,0.004647388
t_1159,31.12835000000001,27.9986,0.0037302026,0.0055016372
t_116,29.33171999999999,27.83985,0.0022048776,0.0020459562
t_1160,30.993600000000015,27.91926,0.0031802035,0.004380753
t_1161,30.90377000000001,27.91926,0.0030201261,0.00409141
t_1162,30.90377000000001,27.95894,0.002724985,0.0036484017
t_1163,30.94869,27.95894,0.0030919737,0.004275712
t_1164,30.993600000000015,27.95894,0.0030289306,0.0041755554
t_1165,30.90377000000001,27.9986,0.0025623047,0.0034222729
t_1166,30.993600000000015,27.9986,0.0031512394,0.004438739
t_1167,30.94869,27.9986,0.0031750067,0.004472205
t_1168,30.94869,28.03826,0.003287816,0.0047235005
t_1169,30.993600000000015,28.03826,0.0038981063,0.005858263
t_117,29.2868,27.83985,0.0019552917,0.0017348839
t_1170,30.85884999999999,27.95894,0.0036881398,0.0053158244
t_1171,30.813940000000002,27.95894,0.0038989019,0.005708029
t_1172,30.724109999999996,27.95894,0.0037741933,0.0054376475
t_1173,30.724109999999996,27.9986,0.0038875241,0.005710805
t_1174,30.813940000000002,27.9986,0.004040479,0.0060431566
t_1175,30.85884999999999,27.9986,0.0032963587,0.0046649594
t_1176,30.769020000000012,27.9986,0.0040348265,0.0060190526
t_1177,30.724109999999996,28.03826,0.0041572955,0.006305505
t_1178,30.769020000000012,28.03826,0.0040465025,0.0060924147
t_1179,30.813940000000002,28.03826,0.0036184234,0.005287595
t_118,29.376630000000006,27.87956,0.0023773338,0.002317986
t_1180,31.038520000000005,27.9986,0.0029804374,0.0041491394
t_1181,31.12835000000001,28.03826,0.0036568027,0.0054216753
t_1182,31.083429999999993,28.03826,0.0036589317,0.0054205335
t_1183,31.038520000000005,28.03826,0.003778693,0.0056383954
t_1184,31.038520000000005,28.07789,0.0032118917,0.00465295
t_1185,31.083429999999993,28.07789,0.0032585594,0.004742448
