calc_id,description,cal_time,gmpe,imt,nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations,abs_bias
262,"Median gmf - 20150916_M8.3_Illapel (Rupture:Matthew_Herman_et_al_2017, GMPEs:GEM, Recording Stations:all)",99,ZhaoEtAl2006SInter,PGA,0.009,0.83006305,Matthew_Herman_et_al_2017,GEM,all,0.009
259,"Median gmf - 20150916_M8.3_Illapel (Rupture:SCARDEC, GMPEs:GEM, Recording Stations:seismic)",45,ZhaoEtAl2006SInter,PGA,0.013,0.83007294,SCARDEC,GEM,seismic,0.013
266,"Median gmf - 20150916_M8.3_Illapel (Rupture:JMA, GMPEs:GEM, Recording Stations:all)",93,ZhaoEtAl2006SInter,PGA,-0.014,0.8300732,JMA,GEM,all,0.014
255,"Median gmf - 20150916_M8.3_Illapel (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",47,ZhaoEtAl2006SInter,PGA,-0.047,0.83006823,USGS,GEM,seismic,0.047
254,"Median gmf - 20150916_M8.3_Illapel (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",52,ZhaoEtAl2006SInter,PGA,0.055,0.83007026,USGS,GEM,all,0.055
263,"Median gmf - 20150916_M8.3_Illapel (Rupture:Matthew_Herman_et_al_2017, GMPEs:GEM, Recording Stations:seismic)",70,ZhaoEtAl2006SInter,PGA,-0.081,0.83006084,Matthew_Herman_et_al_2017,GEM,seismic,0.081
267,"Median gmf - 20150916_M8.3_Illapel (Rupture:JMA, GMPEs:GEM, Recording Stations:seismic)",124,ZhaoEtAl2006SInter,PGA,-0.108,0.83007133,JMA,GEM,seismic,0.108
258,"Median gmf - 20150916_M8.3_Illapel (Rupture:SCARDEC, GMPEs:GEM, Recording Stations:all)",61,ZhaoEtAl2006SInter,PGA,0.117,0.8300747,SCARDEC,GEM,all,0.117
269,"Median gmf - 20150916_M8.3_Illapel (Rupture:JMA, GMPEs:USGS, Recording Stations:seismic)",54,ZhaoEtAl2016SInter,PGA,0.27,1.4728653,JMA,USGS,seismic,0.27
260,"Median gmf - 20150916_M8.3_Illapel (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:all)",45,AtkinsonBoore2003SInter,PGA,-0.276,0.8300469,SCARDEC,USGS,all,0.276
254,"Median gmf - 20150916_M8.3_Illapel (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",52,MontalvaEtAl2017SInter,PGA,-0.314,0.830059,USGS,GEM,all,0.314
256,"Median gmf - 20150916_M8.3_Illapel (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",49,MontalvaEtAl2017SInter,PGA,-0.314,0.830059,USGS,USGS,all,0.314
262,"Median gmf - 20150916_M8.3_Illapel (Rupture:Matthew_Herman_et_al_2017, GMPEs:GEM, Recording Stations:all)",99,MontalvaEtAl2017SInter,PGA,-0.319,0.83005154,Matthew_Herman_et_al_2017,GEM,all,0.319
264,"Median gmf - 20150916_M8.3_Illapel (Rupture:Matthew_Herman_et_al_2017, GMPEs:USGS, Recording Stations:all)",52,MontalvaEtAl2017SInter,PGA,-0.319,0.83005154,Matthew_Herman_et_al_2017,USGS,all,0.319
266,"Median gmf - 20150916_M8.3_Illapel (Rupture:JMA, GMPEs:GEM, Recording Stations:all)",93,MontalvaEtAl2017SInter,PGA,-0.321,0.8300616,JMA,GEM,all,0.321
268,"Median gmf - 20150916_M8.3_Illapel (Rupture:JMA, GMPEs:USGS, Recording Stations:all)",106,MontalvaEtAl2017SInter,PGA,-0.321,0.8300616,JMA,USGS,all,0.321
268,"Median gmf - 20150916_M8.3_Illapel (Rupture:JMA, GMPEs:USGS, Recording Stations:all)",106,ZhaoEtAl2016SInter,PGA,0.323,1.5342332,JMA,USGS,all,0.323
258,"Median gmf - 20150916_M8.3_Illapel (Rupture:SCARDEC, GMPEs:GEM, Recording Stations:all)",61,MontalvaEtAl2017SInter,PGA,-0.324,0.8300639,SCARDEC,GEM,all,0.324
260,"Median gmf - 20150916_M8.3_Illapel (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:all)",45,MontalvaEtAl2017SInter,PGA,-0.324,0.8300639,SCARDEC,USGS,all,0.324
256,"Median gmf - 20150916_M8.3_Illapel (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",49,AtkinsonBoore2003SInter,PGA,-0.36,0.8300461,USGS,USGS,all,0.36
