calc_id,description,cal_time,gmpe,imt,nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations,abs_bias
8,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:Hernandez_et_al_2001, GMPEs:USGS, Recording Stations:seismic)",78,AbrahamsonEtAl2015SSlab,PGA,-0.008,0.49321833,Hernandez_et_al_2001,USGS,seismic,0.008
7,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:Hernandez_et_al_2001, GMPEs:GEM, Recording Stations:seismic)",59,AbrahamsonEtAl2015SSlab,PGA,-0.008,0.49321833,Hernandez_et_al_2001,GEM,seismic,0.008
8,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:Hernandez_et_al_2001, GMPEs:USGS, Recording Stations:seismic)",78,AtkinsonBoore2003SSlab,SA(1.0),-0.015,0.85309273,Hernandez_et_al_2001,USGS,seismic,0.015
10,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",78,AbrahamsonEtAl2015SSlab,PGA,-0.023,0.44055134,GCMT,USGS,seismic,0.023
9,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",57,AbrahamsonEtAl2015SSlab,PGA,-0.023,0.44055134,GCMT,GEM,seismic,0.023
8,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:Hernandez_et_al_2001, GMPEs:USGS, Recording Stations:seismic)",78,AbrahamsonEtAl2015SSlab,SA(0.3),-0.03,1.0760524,Hernandez_et_al_2001,USGS,seismic,0.03
7,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:Hernandez_et_al_2001, GMPEs:GEM, Recording Stations:seismic)",59,AbrahamsonEtAl2015SSlab,SA(0.3),-0.03,1.0760524,Hernandez_et_al_2001,GEM,seismic,0.03
10,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",78,AbrahamsonEtAl2015SSlab,SA(0.3),-0.046,0.9131613,GCMT,USGS,seismic,0.046
9,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",57,AbrahamsonEtAl2015SSlab,SA(0.3),-0.046,0.9131613,GCMT,GEM,seismic,0.046
7,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:Hernandez_et_al_2001, GMPEs:GEM, Recording Stations:seismic)",59,Kanno2006Deep,SA(1.0),0.055,1.1524011,Hernandez_et_al_2001,GEM,seismic,0.055
12,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",79,AtkinsonBoore2003SSlabCascadia,SA(1.0),0.061,0.66194737,USGS,USGS,seismic,0.061
8,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:Hernandez_et_al_2001, GMPEs:USGS, Recording Stations:seismic)",78,ZhaoEtAl2016SSlab,SA(1.0),-0.064,0.55230546,Hernandez_et_al_2001,USGS,seismic,0.064
8,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:Hernandez_et_al_2001, GMPEs:USGS, Recording Stations:seismic)",78,AtkinsonBoore2003SSlabCascadia,SA(1.0),-0.093,0.8677419,Hernandez_et_al_2001,USGS,seismic,0.093
8,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:Hernandez_et_al_2001, GMPEs:USGS, Recording Stations:seismic)",78,AtkinsonBoore2003SSlab,SA(0.3),0.101,1.081824,Hernandez_et_al_2001,USGS,seismic,0.101
8,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:Hernandez_et_al_2001, GMPEs:USGS, Recording Stations:seismic)",78,ZhaoEtAl2016SSlab,PGA,-0.109,0.767403,Hernandez_et_al_2001,USGS,seismic,0.109
10,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",78,ZhaoEtAl2016SSlab,SA(1.0),-0.119,0.33000755,GCMT,USGS,seismic,0.119
12,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",79,AtkinsonBoore2003SSlab,SA(1.0),0.139,0.65083134,USGS,USGS,seismic,0.139
10,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",78,ZhaoEtAl2016SSlab,PGA,-0.148,0.6024684,GCMT,USGS,seismic,0.148
10,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",78,AtkinsonBoore2003SSlabCascadia,SA(1.0),0.167,0.82473814,GCMT,USGS,seismic,0.167
12,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",79,AtkinsonBoore2003SSlab,SA(0.3),0.177,0.91936594,USGS,USGS,seismic,0.177
8,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:Hernandez_et_al_2001, GMPEs:USGS, Recording Stations:seismic)",78,AtkinsonBoore2003SSlabCascadia,SA(0.3),0.181,1.3489316,Hernandez_et_al_2001,USGS,seismic,0.181
12,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",79,AtkinsonBoore2003SSlab,PGA,0.183,0.5227992,USGS,USGS,seismic,0.183
9,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",57,YoungsEtAl1997SSlab,PGA,-0.194,0.36342338,GCMT,GEM,seismic,0.194
8,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:Hernandez_et_al_2001, GMPEs:USGS, Recording Stations:seismic)",78,ZhaoEtAl2016SSlab,SA(0.3),-0.206,1.2841272,Hernandez_et_al_2001,USGS,seismic,0.206
11,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",59,AbrahamsonEtAl2015SSlab,PGA,-0.208,0.35478297,USGS,GEM,seismic,0.208
12,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",79,AbrahamsonEtAl2015SSlab,PGA,-0.208,0.35478297,USGS,USGS,seismic,0.208
11,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",59,AbrahamsonEtAl2015SSlab,SA(0.3),-0.226,0.83745337,USGS,GEM,seismic,0.226
12,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",79,AbrahamsonEtAl2015SSlab,SA(0.3),-0.226,0.83745337,USGS,USGS,seismic,0.226
10,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",78,ZhaoEtAl2016SSlab,SA(0.3),-0.242,1.1285276,GCMT,USGS,seismic,0.242
10,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",78,AtkinsonBoore2003SSlab,SA(1.0),0.245,0.8108884,GCMT,USGS,seismic,0.245
12,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",79,AtkinsonBoore2003SSlabCascadia,SA(0.3),0.258,1.0860844,USGS,USGS,seismic,0.258
12,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",79,ZhaoEtAl2016SSlab,PGA,-0.261,0.4724789,USGS,USGS,seismic,0.261
10,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",78,AtkinsonBoore2003SSlab,SA(0.3),0.276,1.1107851,GCMT,USGS,seismic,0.276
11,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",59,YoungsEtAl1997SSlab,PGA,-0.281,0.3653071,USGS,GEM,seismic,0.281
7,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:Hernandez_et_al_2001, GMPEs:GEM, Recording Stations:seismic)",59,Kanno2006Deep,SA(0.3),0.298,3.4935777,Hernandez_et_al_2001,GEM,seismic,0.298
11,"Median gmf - 19990930_M7.4_Oaxaca (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",59,Kanno2006Deep,SA(1.0),0.301,0.6876102,USGS,GEM,seismic,0.301
