custom_site_id,lon,lat,vs30,vs30measured,z1pt0,z2pt5
t_0,6.20555,45.41257,900.0,False,15.45801,0.5001
t_1,6.11906,45.46978,860.0,False,20.3719,0.5268
t_2,6.03246,45.52692,683.0,False,71.39429,0.6857
t_3,6.20036,45.53064,625.0,False,106.56459,0.75897
t_4,5.94576,45.584,776.0,False,36.85289,0.59253
t_5,6.11376,45.58779,848.0,False,22.15114,0.53534
t_6,6.02705,45.64487,900.0,False,15.45801,0.5001
t_7,6.19515,45.6486,900.0,False,15.45801,0.5001
t_8,5.94025,45.7019,852.0,False,21.5405,0.53246
t_9,6.10844,45.70569,712.0,False,58.15602,0.65385
t_10,6.28686,45.47343,717.0,False,56.12552,0.64863
t_11,6.36827,45.53423,711.0,False,58.57057,0.6549
t_12,6.28176,45.59145,638.0,False,97.56677,0.74131
t_13,6.44978,45.59496,600.0,False,125.83404,0.79526
t_14,6.36326,45.65219,485.0,False,247.34795,1.01444
t_15,6.27665,45.70935,900.0,False,15.45801,0.5001
t_16,6.44486,45.71287,900.0,False,15.45801,0.5001
t_17,6.35824,45.77003,724.0,False,53.39814,0.64146
t_18,6.27152,45.82714,900.0,False,15.45801,0.5001
t_19,6.43993,45.83066,855.0,False,21.09418,0.53033
t_20,5.85897,45.64101,779.0,False,36.07364,0.58992
t_21,5.77208,45.69796,806.0,False,29.77595,0.56737
t_22,5.68509,45.75485,668.0,False,79.3063,0.70335
t_23,5.85336,45.75885,600.0,False,125.83404,0.79526
t_24,5.76636,45.81575,272.0,False,478.2255,1.96592
t_25,5.67926,45.87258,818.0,False,27.35225,0.55786
t_26,5.84773,45.87658,900.0,False,15.45801,0.5001
t_27,5.76063,45.93342,843.0,False,22.9402,0.53897
t_28,5.9292,45.93736,770.0,False,38.46309,0.59782
t_29,5.67343,45.9902,727.0,False,52.26928,0.63844
t_30,6.02164,45.76272,719.0,False,55.33272,0.64657
t_31,6.18993,45.76644,900.0,False,15.45801,0.5001
t_32,5.93473,45.81968,793.0,False,32.65361,0.57802
t_33,6.10312,45.82348,900.0,False,15.45801,0.5001
t_34,6.01621,45.88045,777.0,False,36.59125,0.59166
t_35,6.1847,45.88418,900.0,False,15.45801,0.5001
t_36,6.09778,45.94116,735.0,False,49.37226,0.63049
t_37,6.01077,45.99807,566.0,False,156.3343,0.85014
t_38,6.17946,46.0018,520.0,False,205.24329,0.93671
t_39,6.09243,46.05872,900.0,False,15.45801,0.5001
t_40,5.598,45.81168,900.0,False,15.45801,0.5001
t_41,5.51081,45.86844,818.0,False,27.35225,0.55786
t_42,5.42353,45.92514,892.0,False,16.32876,0.50524
t_43,5.59207,45.92935,852.0,False,21.5405,0.53246
t_44,5.50478,45.98606,786.0,False,34.32008,0.58392
t_45,5.41738,46.0427,866.0,False,19.53956,0.52263
t_46,5.58613,46.04691,871.0,False,18.87349,0.5192
t_47,5.49873,46.10356,862.0,False,20.09035,0.5254
t_48,5.41123,46.16014,302.0,False,457.21896,1.74416
t_49,5.58017,46.16436,867.0,False,19.40437,0.52194
t_50,5.84209,45.9942,721.0,False,54.55082,0.64452
t_51,5.75488,46.05099,890.0,False,16.55455,0.50654
t_52,5.92365,46.05492,900.0,False,15.45801,0.5001
t_53,5.66757,46.1077,841.0,False,23.26405,0.54044
t_54,5.83644,46.11171,836.0,False,24.09487,0.54414
t_55,5.74912,46.16843,865.0,False,19.67574,0.52332
t_56,5.91809,46.17237,822.0,False,26.59067,0.55475
t_57,5.66171,46.22509,872.0,False,18.74319,0.51852
t_58,5.83077,46.2291,849.0,False,21.99679,0.53462
t_59,5.74335,46.28577,857.0,False,20.80207,0.52891
t_60,6.00531,46.11558,658.0,False,85.01978,0.71559
t_61,6.1742,46.1193,900.0,False,15.45801,0.5001
t_62,6.08707,46.17617,735.0,False,49.37226,0.63049
t_63,5.99984,46.23297,507.0,False,220.47121,0.96424
t_64,6.16893,46.2367,600.0,False,125.83404,0.79526
t_65,5.99436,46.35025,900.0,False,15.45801,0.5001
t_66,5.98887,46.46741,839.0,False,23.59271,0.54191
t_67,5.91252,46.2897,900.0,False,15.45801,0.5001
t_68,5.65583,46.34237,900.0,False,15.45801,0.5001
t_69,5.82509,46.34638,863.0,False,19.95113,0.52471
t_70,5.73756,46.40299,898.0,False,15.67093,0.50138
t_71,5.90693,46.40692,857.0,False,20.80207,0.52891
t_72,5.64994,46.45953,866.0,False,19.53956,0.52263
t_73,5.8194,46.46354,848.0,False,22.15114,0.53534
t_74,5.73176,46.52009,864.0,False,19.81293,0.52401
t_75,5.90133,46.52403,828.0,False,25.48948,0.55016
t_76,5.64403,46.57658,882.0,False,17.49162,0.5118
t_77,5.98336,46.58446,857.0,False,20.80207,0.52891
t_78,5.97785,46.70139,872.0,False,18.74319,0.51852
t_79,6.06007,46.7617,856.0,False,20.94759,0.52962
t_80,5.97231,46.81821,873.0,False,18.61385,0.51784
t_81,6.1424,46.82194,372.0,False,389.0669,1.37408
t_82,6.53138,45.65564,900.0,False,15.45801,0.5001
t_83,6.61309,45.71625,900.0,False,15.45801,0.5001
t_84,6.52656,45.77348,459.0,False,280.37316,1.08044
t_85,6.69489,45.77679,874.0,False,18.48546,0.51716
t_86,6.60835,45.83404,900.0,False,15.45801,0.5001
t_87,6.77679,45.83728,900.0,False,15.45801,0.5001
t_88,6.52172,45.89122,810.0,False,28.94423,0.56417
t_89,6.69025,45.89453,900.0,False,15.45801,0.5001
t_90,6.60361,45.95172,900.0,False,15.45801,0.5001
t_91,6.77224,45.95496,900.0,False,15.45801,0.5001
t_92,6.35321,45.88777,900.0,False,15.45801,0.5001
t_93,6.26638,45.94481,744.0,False,46.30231,0.62178
t_94,6.43499,45.94833,872.0,False,18.74319,0.51852
t_95,6.34816,46.00539,682.0,False,71.89806,0.68685
t_96,6.51687,46.00884,900.0,False,15.45801,0.5001
t_97,6.26123,46.06238,738.0,False,48.32718,0.62756
t_98,6.43004,46.0659,861.0,False,20.23061,0.5261
t_99,6.3431,46.12289,802.0,False,30.63242,0.57061
t_100,6.51201,46.12635,741.0,False,47.304,0.62466
t_101,6.25607,46.17983,753.0,False,43.42221,0.61328
t_102,6.6856,46.01215,688.0,False,68.92466,0.68001
t_103,6.59886,46.06928,900.0,False,15.45801,0.5001
t_104,6.76769,46.07252,900.0,False,15.45801,0.5001
t_105,6.68094,46.12966,748.0,False,44.99946,0.61797
t_106,6.59409,46.18673,820.0,False,26.96866,0.5563
t_107,6.58931,46.30407,900.0,False,15.45801,0.5001
t_108,6.42507,46.18335,770.0,False,38.46309,0.59782
t_109,6.33803,46.24029,900.0,False,15.45801,0.5001
t_110,6.50714,46.24374,900.0,False,15.45801,0.5001
t_111,6.25089,46.29716,771.0,False,38.18985,0.59693
t_112,6.4201,46.30069,332.0,False,431.12268,1.56506
t_113,6.33295,46.35757,534.0,False,189.48971,0.90867
t_114,6.50226,46.36102,797.0,False,31.73887,0.57471
t_115,7.47724,47.66126,308.0,False,452.40309,1.70534
t_116,7.64885,47.66375,869.0,False,19.13698,0.52056
t_117,7.82047,47.6661,841.0,False,23.26405,0.54044
t_118,7.5612,47.72047,882.0,False,17.49162,0.5118
t_119,7.73292,47.72289,887.0,False,16.89951,0.5085
t_120,7.64527,47.77962,885.0,False,17.13375,0.50981
t_121,7.81709,47.78197,881.0,False,17.61268,0.51246
t_122,7.55751,47.83629,218.0,False,503.8363,2.53232
t_123,6.55069,47.2386,352.0,False,411.04459,1.46376
t_124,6.63372,47.29841,637.0,False,98.23483,0.74264
t_125,6.54581,47.35489,294.0,False,463.321,1.79856
t_126,6.38493,47.11881,814.0,False,28.13655,0.561
t_127,6.29704,47.17528,369.0,False,392.4733,1.38687
t_128,6.46776,47.17874,452.0,False,289.39481,1.0996
t_129,6.37986,47.23522,879.0,False,17.85747,0.5138
t_130,6.29186,47.29163,292.0,False,464.78944,1.81266
t_131,6.46279,47.29509,883.0,False,17.37145,0.51113
t_132,6.37478,47.3515,890.0,False,16.55455,0.50654
t_133,6.28667,47.40786,895.0,False,15.99623,0.5033
t_134,6.4578,47.41132,788.0,False,33.83524,0.58222
t_135,6.36968,47.46767,583.0,False,140.46129,0.82184
t_136,7.0547,47.4804,667.0,False,79.86148,0.70455
t_137,6.96686,47.53697,574.0,False,148.7101,0.8366
t_138,7.13824,47.53988,480.0,False,253.61462,1.02653
t_139,6.71685,47.35814,853.0,False,21.39063,0.53175
t_140,6.62894,47.41464,887.0,False,16.89951,0.5085
t_141,6.54092,47.47106,895.0,False,15.99623,0.5033
t_142,6.71217,47.47431,656.0,False,86.20624,0.71808
t_143,6.62414,47.53075,896.0,False,15.887,0.50266
t_144,6.7955,47.53393,322.0,False,440.37618,1.62079
t_145,6.53602,47.58711,504.0,False,224.05992,0.97081
t_146,6.70747,47.59036,734.0,False,49.72556,0.63148
t_147,6.61934,47.64674,900.0,False,15.45801,0.5001
t_148,7.22598,47.48324,668.0,False,79.3063,0.70335
t_149,7.30963,47.54264,874.0,False,18.48546,0.51716
t_150,7.22189,47.59929,416.0,False,335.68,1.20912
t_151,7.39338,47.60198,465.0,False,272.67065,1.0645
t_152,7.30564,47.65863,724.0,False,53.39814,0.64146
t_153,6.87893,47.59348,301.0,False,458.00169,1.75079
t_154,7.05041,47.59645,349.0,False,414.18391,1.47816
t_155,6.96247,47.65296,248.0,False,491.4348,2.18505
t_156,7.13405,47.65587,348.0,False,415.22066,1.48302
t_157,6.87443,47.70941,440.0,False,304.89644,1.13398
t_158,7.04611,47.71238,616.0,False,113.19881,0.77167
t_159,6.95806,47.76883,900.0,False,15.45801,0.5001
t_160,7.12985,47.77174,382.0,False,377.46027,1.33301
t_161,6.86991,47.82522,900.0,False,15.45801,0.5001
t_162,7.0418,47.82819,900.0,False,15.45801,0.5001
t_163,7.9921,47.66831,736.0,False,49.02145,0.62951
t_164,8.16374,47.67038,678.0,False,73.94645,0.69149
t_165,7.90465,47.72517,874.0,False,18.48546,0.51716
t_166,8.07638,47.72732,855.0,False,21.09418,0.53033
t_167,7.98893,47.78418,900.0,False,15.45801,0.5001
t_168,8.16077,47.78626,857.0,False,20.80207,0.52891
t_169,7.90137,47.84099,900.0,False,15.45801,0.5001
t_170,8.07331,47.84313,900.0,False,15.45801,0.5001
t_171,7.98574,47.89994,882.0,False,17.49162,0.5118
t_172,8.15779,47.90201,880.0,False,17.73463,0.51313
t_173,7.2178,47.71522,338.0,False,425.31379,1.53332
t_174,7.3895,47.71792,689.0,False,68.44047,0.67888
t_175,7.30164,47.7745,309.0,False,451.58057,1.69903
t_176,7.47345,47.77713,277.0,False,475.07785,1.92538
t_177,7.21369,47.83103,429.0,False,319.07385,1.1673
t_178,7.3856,47.83373,252.0,False,489.44607,2.14542
t_179,7.29764,47.89026,327.0,False,435.81724,1.59247
t_180,7.46965,47.89288,245.0,False,492.87234,2.21568
t_181,7.20958,47.94672,900.0,False,15.45801,0.5001
t_182,7.38169,47.94942,236.0,False,496.91369,2.31261
t_183,8.24525,47.84513,871.0,False,18.87349,0.5192
t_184,8.41721,47.847,539.0,False,184.03921,0.89903
t_185,8.32984,47.90394,606.0,False,120.96828,0.78626
t_186,8.5019,47.90574,796.0,False,31.96506,0.57553
t_187,8.24238,47.96082,653.0,False,88.01385,0.72186
