# 19780916_M7.3_Tabas median gmf, Stations:Seismic, gmlt:USGS, Rupture:Niazi_And_Kanamori_1981
custom_site_id,lon,lat,AbrahamsonEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
m_10,56.94342,33.52962,0.67584944,0.65382475,0.6709277
m_100,56.64823000000001,33.29858,0.16984801,0.15061036,0.16478932
m_101,56.61398,33.45853,0.18362884,0.17022088,0.1759489
m_102,57.129459999999995,33.77962,0.22230308,0.24615267,0.21487471
m_103,57.42479,33.37796,0.35076973,0.3294423,0.36737177
m_104,57.51184000000001,33.30213,0.37082064,0.36239687,0.38038903
m_105,57.20219,33.75948,0.2261395,0.23657799,0.22787891
m_106,57.392979999999994,33.42891,0.29257336,0.2972168,0.2977797
m_107,57.516310000000004,33.32464,0.35567412,0.33906206,0.37547174
m_108,57.12084999999999,33.80806,0.21696833,0.23208043,0.20944384
m_109,57.23418000000001,33.75,0.19804764,0.21914943,0.20336527
m_11,57.01041000000001,33.53081,0.5702392,0.53730136,0.5707826
m_110,57.23585,33.79858,0.20515028,0.20281708,0.21420918
m_111,56.50162,33.74171,0.15361002,0.1408573,0.14902346
m_112,57.24463,33.80687,0.21246284,0.19963263,0.22645143
m_113,57.25040999999999,33.79621,0.19910668,0.19745043,0.20940092
m_114,57.56518,33.17773,0.31120926,0.29958403,0.3185497
m_115,57.27235999999999,33.82109,0.20011254,0.18295096,0.2153237
m_116,57.31640999999999,33.57109,0.23608047,0.25810698,0.24225941
m_117,57.35271,33.54502,0.27433273,0.26616254,0.28837037
m_118,57.29043999999999,33.62559,0.26534975,0.26281217,0.27389917
m_119,57.226,33.87559,0.18707843,0.17701662,0.19627264
m_12,56.95017999999999,33.41232,0.36121246,0.31579372,0.35327697
m_120,57.30781000000002,33.6019,0.26654482,0.2633278,0.2757987
m_121,57.19542999999999,33.88033,0.18749627,0.18131727,0.19250675
m_122,57.22609,33.89692,0.18008281,0.1702874,0.18898328
m_123,57.38926000000001,33.5782,0.26403448,0.24326794,0.2948842
m_124,57.37916999999999,33.60308,0.26190445,0.23817621,0.29378012
m_125,57.40678,33.58768,0.25959206,0.2348222,0.2947278
m_126,57.356359999999995,33.71564,0.20698056,0.19649628,0.23207779
m_127,57.35786999999999,33.7263,0.20018022,0.1907919,0.22439115
m_128,57.17524,33.92536,0.18637565,0.17361428,0.19171031
m_129,57.37377000000001,33.70024,0.21811086,0.1999285,0.24724257
m_13,56.92031,33.57346,1.0234637,1.0133119,1.0223573
m_130,57.220439999999996,33.93839,0.17965257,0.16396374,0.18879502
m_131,57.37512000000001,33.67417,0.22856662,0.21044947,0.25897044
m_132,57.56476000000001,33.08175,0.28835747,0.28413635,0.28022623
m_133,57.208830000000006,33.94668,0.18091494,0.16443539,0.18951459
m_134,57.55584999999999,33.04147,0.24964795,0.2695649,0.23987974
m_135,57.615700000000004,33.07583,0.30715588,0.27800652,0.31955898
m_136,57.029650000000004,33.93365,0.22160788,0.19064116,0.21763225
m_137,56.75227000000001,33.77962,0.25878266,0.219649,0.24945797
m_138,56.879490000000004,33.8981,0.19914,0.18815623,0.18661413
m_139,56.52131,33.58057,0.16828756,0.152879,0.16286378
m_14,56.9503,33.43839,0.3983028,0.3551059,0.39057213
m_140,56.78944000000001,33.95379,0.17467616,0.15918328,0.16683479
m_141,56.516610000000014,33.50592,0.16400002,0.14852585,0.15914401
m_142,56.51101,33.55569,0.16959058,0.1512202,0.16469371
m_143,56.51053000000002,33.44668,0.15194544,0.14021069,0.14754896
m_144,56.543830000000014,33.7346,0.16892411,0.1526458,0.16334574
m_145,56.49898000000002,33.47038,0.14930558,0.13888255,0.14481372
m_146,56.496340000000004,33.53199,0.15538162,0.14320973,0.15065938
m_147,57.55984000000001,33.2891,0.33642668,0.31574428,0.3593384
m_148,56.54567,33.1564,0.12979153,0.11825108,0.12892443
m_149,57.57445999999999,33.30095,0.32798365,0.29829127,0.35685498
m_15,56.927700000000016,33.59953,0.9215049,0.9268682,0.9235623
m_150,56.52525,33.81635,0.15456916,0.13993832,0.15025932
m_151,56.64234999999999,33.95261,0.15566956,0.14038576,0.15090148
m_152,56.55905999999999,33.88744,0.12676995,0.12591353,0.11961459
m_153,57.27681999999999,33.84242,0.18352821,0.17171553,0.19693832
m_154,57.30009000000001,33.83412,0.17477614,0.1647678,0.1883959
m_155,57.31018,33.81043,0.17442398,0.16831733,0.18935126
m_156,57.30879999999999,33.8282,0.16617164,0.16121979,0.17913915
m_157,57.305949999999996,33.8436,0.1675003,0.15874663,0.1799427
m_158,57.32485,33.83531,0.16040699,0.1531532,0.1725063
m_159,57.26256000000001,33.91114,0.17220919,0.15920359,0.18262108
m_16,56.93572,33.43483,0.38813117,0.34565428,0.37965462
m_160,57.26409000000001,33.92773,0.16898505,0.15602256,0.17902271
m_162,57.30933999999999,33.95261,0.15529528,0.14356785,0.16423094
m_163,57.398439999999994,33.68009,0.21769834,0.20071827,0.24908741
m_164,57.226380000000006,33.96327,0.17327616,0.15799585,0.18231022
m_165,57.23669000000001,33.99052,0.16958283,0.15293583,0.1787539
m_166,57.33285999999998,34.00237,0.15814126,0.14101633,0.1669492
m_167,57.236760000000004,34.00592,0.16549212,0.1501884,0.17440178
m_168,57.24991,34.01659,0.16216286,0.14738873,0.17117122
m_169,57.68585999999999,33.13389,0.2911714,0.2523984,0.3267687
m_17,56.93289999999999,33.45498,0.42442632,0.36812413,0.4172131
m_170,57.21358000000001,34.03318,0.17667477,0.1516564,0.18507715
m_171,57.684320000000014,33.11374,0.29501173,0.25406906,0.3283055
m_172,57.67988,33.09716,0.2979672,0.25643313,0.3283828
m_173,57.68108000000001,33.0391,0.30109984,0.25239974,0.32213753
m_174,57.714740000000006,33.07701,0.28807312,0.24488749,0.32069194
m_175,57.69130999999999,33.04858,0.2982045,0.24992594,0.3223151
m_176,57.73079999999999,33.08649,0.2823956,0.23986459,0.31859297
m_177,56.981870000000015,33.99763,0.19393907,0.1676243,0.18966809
m_178,57.666349999999994,33.00118,0.29457906,0.25543022,0.30593878
m_179,57.67949999999999,33.01185,0.28899714,0.2533076,0.30317178
m_18,57.11243000000002,33.21445,0.27826753,0.23805135,0.2721059
m_180,57.69412,33.02488,0.2854999,0.25023624,0.3040977
m_181,56.99069,34.01659,0.18488002,0.16159517,0.1816026
m_182,56.95564999999999,33.99763,0.18449013,0.16430594,0.17900473
m_183,56.93090000000001,33.99882,0.18442915,0.16327025,0.17845051
m_184,56.932469999999995,34.02488,0.18256892,0.15806864,0.17778029
m_185,56.81734,34.00592,0.17142543,0.15216029,0.16491705
m_186,56.56648999999999,33.92299,0.117315374,0.11983851,0.110610045
m_187,56.626450000000006,33.97986,0.13602343,0.12891638,0.13110065
m_188,56.4436,33.79502,0.14775284,0.130722,0.14521407
m_189,56.510999999999996,33.88863,0.12029016,0.11955508,0.11465109
m_19,56.94890000000001,33.45261,0.42392763,0.38082862,0.41641718
m_21,57.22252,33.08057,0.28032398,0.23009276,0.27584887
m_22,56.91287,33.53791,0.71052784,0.6652876,0.703977
m_23,57.32361,33.21801,0.3566164,0.3139703,0.35835558
m_24,57.112930000000006,33.66351,0.38571355,0.38327032,0.37491378
m_25,56.89685,33.53791,0.6710346,0.61874217,0.6626702
m_26,57.19183000000001,33.38863,0.35656446,0.32049862,0.35632393
m_27,56.89389,33.52725,0.60853004,0.5504949,0.60033154
m_28,56.89860999999999,33.60782,0.78949535,0.7705185,0.7848855
m_29,57.151459999999986,33.1481,0.27651224,0.22835517,0.27104545
m_30,56.91102999999998,33.45024,0.4067822,0.35183755,0.39835072
m_31,56.88389000000001,33.57227,0.7624331,0.72005093,0.75353146
m_32,57.16006999999999,33.45261,0.37805218,0.3450447,0.37737566
m_33,56.89254,33.55095,0.7241177,0.6754526,0.71553725
m_34,57.37696,33.09716,0.29601398,0.28203878,0.28382924
m_35,56.95272,33.32701,0.28902158,0.23686709,0.28271285
m_36,57.00823,33.69787,0.4399354,0.42364454,0.43294066
m_37,57.172860000000014,33.38033,0.35179678,0.3159751,0.35065806
m_38,57.03399999999999,33.26422,0.2798683,0.22677445,0.2755608
m_39,56.885310000000004,33.5628,0.7441482,0.699007,0.7350904
m_40,57.19207,33.11137,0.279351,0.22963409,0.27453437
m_41,57.33079000000001,33.1955,0.31898612,0.30633467,0.30638745
m_42,56.98062999999999,33.71327,0.4154487,0.40305623,0.4048794
m_43,56.91523000000001,33.74526,0.36111873,0.3341149,0.35151893
m_44,56.87313,33.77607,0.2742582,0.27022806,0.2560105
m_45,57.42562000000001,33.2346,0.3618818,0.3565339,0.35008425
m_46,56.87371999999999,33.5782,0.711281,0.6679371,0.70171756
m_47,56.89141000000001,33.62678,0.6700589,0.639142,0.66429
m_48,57.25735,33.38626,0.33543134,0.32335538,0.32398194
