# 19780916_M7.3_Tabas median gmf, Stations:Seismic, gmlt:USGS, Rupture:Hartzell_And_Mendoza_1991
custom_site_id,lon,lat,AbrahamsonEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
m_10,56.94342,33.52962,0.79105306,0.8141666,0.7963418
m_100,56.64823000000001,33.29858,0.1333622,0.12880751,0.12260925
m_101,56.61398,33.45853,0.14879061,0.15056613,0.13567212
m_102,57.129459999999995,33.77962,0.5775993,0.9088081,0.5675801
m_103,57.42479,33.37796,0.49836972,0.51927555,0.5070572
m_104,57.51184000000001,33.30213,0.39903682,0.40106234,0.3977276
m_105,57.20219,33.75948,0.5318844,0.76461023,0.50901246
m_106,57.392979999999994,33.42891,0.53781533,0.6605084,0.50701
m_107,57.516310000000004,33.32464,0.41468436,0.41881853,0.41246286
m_108,57.12084999999999,33.80806,0.59191287,0.88951117,0.5766626
m_109,57.23418000000001,33.75,0.44944558,0.71863186,0.4294928
m_11,57.01041000000001,33.53081,0.906201,0.855948,0.9771642
m_110,57.23585,33.79858,0.45601264,0.6084745,0.4498355
m_111,56.50162,33.74171,0.15304548,0.1515381,0.14157215
m_112,57.24463,33.80687,0.431668,0.54206026,0.45511395
m_113,57.25040999999999,33.79621,0.43188658,0.5810873,0.42727745
m_114,57.56518,33.17773,0.5722331,0.6393566,0.55923015
m_115,57.27235999999999,33.82109,0.3624067,0.4478266,0.39960873
m_116,57.31640999999999,33.57109,0.5303263,0.79969454,0.50029093
m_117,57.35271,33.54502,0.5935238,0.7270715,0.5592332
m_118,57.29043999999999,33.62559,0.5961303,0.7651252,0.56365395
m_119,57.226,33.87559,0.4197036,0.53329575,0.43287003
m_12,56.95017999999999,33.41232,0.39665872,0.3907568,0.40427682
m_120,57.30781000000002,33.6019,0.5986892,0.76263714,0.56213015
m_121,57.19542999999999,33.88033,0.47145492,0.611418,0.46451777
m_122,57.22609,33.89692,0.41326362,0.52470165,0.42424348
m_123,57.38926000000001,33.5782,0.53513765,0.62435204,0.5284945
m_124,57.37916999999999,33.60308,0.51909673,0.6010498,0.5243829
m_125,57.40678,33.58768,0.5089916,0.5837895,0.51023823
m_126,57.356359999999995,33.71564,0.3965057,0.503849,0.4060806
m_127,57.35786999999999,33.7263,0.37487367,0.46469313,0.38504443
m_128,57.17524,33.92536,0.47854152,0.46852046,0.41259667
m_129,57.37377000000001,33.70024,0.39952764,0.4727626,0.4180073
m_13,56.92031,33.57346,1.032422,1.0327263,1.0341239
m_130,57.220439999999996,33.93839,0.40428913,0.41988674,0.3848692
m_131,57.37512000000001,33.67417,0.4400233,0.53140014,0.45044792
m_132,57.56476000000001,33.08175,0.6196906,0.49650007,0.44970334
m_133,57.208830000000006,33.94668,0.41761726,0.4073299,0.3760775
m_134,57.55584999999999,33.04147,0.32481307,0.3725846,0.30876982
m_135,57.615700000000004,33.07583,0.5693553,0.39065182,0.40085262
m_136,57.029650000000004,33.93365,0.3366979,0.32968682,0.3524063
m_137,56.75227000000001,33.77962,0.35856667,0.34806225,0.3699993
m_138,56.879490000000004,33.8981,0.26748326,0.30110228,0.28283465
m_139,56.52131,33.58057,0.1481683,0.14600429,0.13622932
m_14,56.9503,33.43839,0.4487157,0.44878992,0.45806745
m_140,56.78944000000001,33.95379,0.19728829,0.20188849,0.19364917
m_141,56.516610000000014,33.50592,0.1339594,0.13149565,0.12275787
m_142,56.51101,33.55569,0.14495248,0.14009443,0.13341784
m_143,56.51053000000002,33.44668,0.118765295,0.11860519,0.10844107
m_144,56.543830000000014,33.7346,0.17416911,0.17153911,0.16286053
m_145,56.49898000000002,33.47038,0.11803161,0.1186696,0.10757446
m_146,56.496340000000004,33.53199,0.12904114,0.12854633,0.117906295
m_147,57.55984000000001,33.2891,0.43366233,0.4439708,0.43086007
m_148,56.54567,33.1564,0.09497422,0.0932345,0.08845169
m_149,57.57445999999999,33.30095,0.42637262,0.4317272,0.42987835
m_15,56.927700000000016,33.59953,0.9842505,0.98351187,0.9874961
m_150,56.52525,33.81635,0.15970562,0.15625858,0.1486664
m_151,56.64234999999999,33.95261,0.16471078,0.16155441,0.15429102
m_152,56.55905999999999,33.88744,0.13400707,0.1434713,0.12033546
m_153,57.27681999999999,33.84242,0.34086925,0.4206986,0.369866
m_154,57.30009000000001,33.83412,0.30242166,0.35826018,0.32247055
