# 19780916_M7.3_Tabas median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
m_10,56.94342,33.52962,1.0718459,1.0822151,1.0284879
m_100,56.64823000000001,33.29858,0.32299507,0.31290478,0.3086663
m_101,56.61398,33.45853,0.40054607,0.41293955,0.3892997
m_102,57.129459999999995,33.77962,0.27977952,0.28034112,0.21366207
m_103,57.42479,33.37796,0.360629,0.33308998,0.33542192
m_104,57.51184000000001,33.30213,0.3598228,0.35556483,0.35698962
m_105,57.20219,33.75948,0.24667968,0.24008253,0.19550309
m_106,57.392979999999994,33.42891,0.31808707,0.30924124,0.26792625
m_107,57.516310000000004,33.32464,0.33370733,0.32596537,0.32920647
m_108,57.12084999999999,33.80806,0.27826598,0.27158907,0.21326673
m_109,57.23418000000001,33.75,0.20591849,0.2157605,0.16648686
m_11,57.01041000000001,33.53081,0.9217125,0.925824,0.8784656
m_110,57.23585,33.79858,0.21062034,0.20481871,0.17961569
m_111,56.50162,33.74171,0.26791456,0.2639002,0.24613054
m_112,57.24463,33.80687,0.21374777,0.20171078,0.19010916
m_113,57.25040999999999,33.79621,0.20000169,0.19707783,0.17277506
m_114,57.56518,33.17773,0.3441541,0.30780414,0.28244
m_115,57.27235999999999,33.82109,0.1928748,0.183516,0.17998034
m_116,57.31640999999999,33.57109,0.25512847,0.26166785,0.20294933
m_117,57.35271,33.54502,0.28622052,0.2670154,0.23521826
m_118,57.29043999999999,33.62559,0.28027052,0.2607583,0.22398059
m_119,57.226,33.87559,0.19027945,0.18752377,0.17323832
m_12,56.95017999999999,33.41232,0.86328524,0.859169,0.8779796
m_120,57.30781000000002,33.6019,0.28149882,0.2625874,0.22559913
m_121,57.19542999999999,33.88033,0.20114315,0.19745205,0.175099
m_122,57.22609,33.89692,0.18070072,0.18121527,0.16675046
m_123,57.38926000000001,33.5782,0.249496,0.23436679,0.22017615
m_124,57.37916999999999,33.60308,0.2456271,0.22884597,0.21875
m_125,57.40678,33.58768,0.23626499,0.22353898,0.21403843
m_126,57.356359999999995,33.71564,0.18453903,0.18494834,0.17081726
m_127,57.35786999999999,33.7263,0.17710756,0.17936802,0.16555172
m_128,57.17524,33.92536,0.19988921,0.19313185,0.17722034
m_129,57.37377000000001,33.70024,0.19152296,0.18808448,0.1801831
m_13,56.92031,33.57346,1.080205,1.0799206,1.083774
m_130,57.220439999999996,33.93839,0.17529918,0.17573476,0.16646601
m_131,57.37512000000001,33.67417,0.20358635,0.19832009,0.18771712
m_132,57.56476000000001,33.08175,0.22146377,0.27317503,0.23025751
m_133,57.208830000000006,33.94668,0.17865527,0.1777493,0.1682951
m_134,57.55584999999999,33.04147,0.18662806,0.24829733,0.18981187
m_135,57.615700000000004,33.07583,0.22475243,0.2472578,0.23174687
m_136,57.029650000000004,33.93365,0.24348791,0.23754208,0.23628925
m_137,56.75227000000001,33.77962,0.34789073,0.3484787,0.3697447
m_138,56.879490000000004,33.8981,0.23877965,0.2776328,0.24369897
m_139,56.52131,33.58057,0.35043085,0.34837463,0.33741236
m_14,56.9503,33.43839,0.90795416,0.9070798,0.9130432
m_140,56.78944000000001,33.95379,0.21219628,0.22630334,0.20686758
m_141,56.516610000000014,33.50592,0.33421952,0.3293761,0.31966317
m_142,56.51101,33.55569,0.3426071,0.3333924,0.33059865
m_143,56.51053000000002,33.44668,0.29814386,0.2962464,0.2783897
m_144,56.543830000000014,33.7346,0.29742914,0.29181895,0.27806774
m_145,56.49898000000002,33.47038,0.2989089,0.29937044,0.27861908
m_146,56.496340000000004,33.53199,0.31906506,0.3184842,0.30130744
m_147,57.55984000000001,33.2891,0.3200972,0.3094797,0.30882493
m_148,56.54567,33.1564,0.21629213,0.20560874,0.19551228
m_149,57.57445999999999,33.30095,0.3022614,0.2890295,0.2939019
m_15,56.927700000000016,33.59953,0.96903354,0.9680443,0.94931513
m_150,56.52525,33.81635,0.24168684,0.23459978,0.21958886
m_151,56.64234999999999,33.95261,0.20020396,0.19979437,0.18629827
m_152,56.55905999999999,33.88744,0.18532889,0.1977759,0.16166338
m_153,57.27681999999999,33.84242,0.17528673,0.17336941,0.1660795
m_154,57.30009000000001,33.83412,0.16261373,0.16387656,0.15725043
m_155,57.31018,33.81043,0.16108067,0.16452762,0.1536264
m_156,57.30879999999999,33.8282,0.15337235,0.15901276,0.14814976
m_157,57.305949999999996,33.8436,0.15448792,0.15818979,0.15152133
