# 19780916_M7.3_Tabas median gmf, Stations:Seismic, gmlt:GEM, Rupture:Niazi_And_Kanamori_1981
custom_site_id,lon,lat,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,ZhaoEtAl2006Asc
m_10,56.94342,33.52962,0.63801545,0.6354022,0.65382475,0.6924246
m_100,56.64823000000001,33.29858,0.099490866,0.118770756,0.15061036,0.17519169
m_101,56.61398,33.45853,0.11132371,0.12687936,0.17022088,0.20423251
m_102,57.129459999999995,33.77962,0.26072773,0.21013254,0.24615267,0.26197597
m_103,57.42479,33.37796,0.5013285,0.49176702,0.3294423,0.4098573
m_104,57.51184000000001,33.30213,0.4063667,0.40761778,0.36239687,0.3775705
m_105,57.20219,33.75948,0.35745654,0.2778512,0.23657799,0.24327935
m_106,57.392979999999994,33.42891,0.53683907,0.4610222,0.2972168,0.30782917
m_107,57.516310000000004,33.32464,0.43168113,0.4347709,0.33906206,0.3713727
m_108,57.12084999999999,33.80806,0.22448118,0.19191357,0.23208043,0.24438033
m_109,57.23418000000001,33.75,0.37561044,0.2767158,0.21914943,0.23217386
m_11,57.01041000000001,33.53081,0.633245,0.602755,0.53730136,0.606178
m_110,57.23585,33.79858,0.2922321,0.245516,0.20281708,0.25528407
m_111,56.50162,33.74171,0.09016332,0.105076216,0.1408573,0.16523127
m_112,57.24463,33.80687,0.28811288,0.257594,0.19963263,0.2442383
m_113,57.25040999999999,33.79621,0.30030996,0.24948569,0.19745043,0.24777675
m_114,57.56518,33.17773,0.5446534,0.49168363,0.29958403,0.36806586
m_115,57.27235999999999,33.82109,0.26177126,0.24404036,0.18295096,0.21813598
m_116,57.31640999999999,33.57109,0.5625675,0.44160447,0.25810698,0.28022152
m_117,57.35271,33.54502,0.61419374,0.52856714,0.26616254,0.27511424
m_118,57.29043999999999,33.62559,0.628064,0.5269609,0.26281217,0.26916552
m_119,57.226,33.87559,0.19443195,0.18545687,0.17701662,0.21762055
m_12,56.95017999999999,33.41232,0.27805597,0.30679375,0.31579372,0.38403946
m_120,57.30781000000002,33.6019,0.6249135,0.5249003,0.2633278,0.27123135
m_121,57.19542999999999,33.88033,0.18332654,0.17383283,0.18131727,0.22910112
m_122,57.22609,33.89692,0.17862253,0.17313205,0.1702874,0.20936081
m_123,57.38926000000001,33.5782,0.60352075,0.5537099,0.24326794,0.31171265
m_124,57.37916999999999,33.60308,0.5955926,0.55569106,0.23817621,0.302965
m_125,57.40678,33.58768,0.59080774,0.55403906,0.2348222,0.29913807
m_126,57.356359999999995,33.71564,0.51678735,0.46530095,0.19649628,0.24304284
m_127,57.35786999999999,33.7263,0.49604636,0.442712,0.1907919,0.2347606
m_128,57.17524,33.92536,0.15974487,0.1627033,0.17361428,0.21673222
m_129,57.37377000000001,33.70024,0.5128025,0.47704104,0.1999285,0.24593168
m_13,56.92031,33.57346,1.0104419,1.0160015,1.0133119,1.0292662
m_130,57.220439999999996,33.93839,0.15923446,0.16435385,0.16396374,0.19890904
m_131,57.37512000000001,33.67417,0.5504213,0.5102329,0.21044947,0.2626138
m_132,57.56476000000001,33.08175,0.586021,0.49106514,0.28413635,0.29771736
m_133,57.208830000000006,33.94668,0.1556022,0.16250733,0.16443539,0.20013045
m_134,57.55584999999999,33.04147,0.52989954,0.4105192,0.2695649,0.29887617
m_135,57.615700000000004,33.07583,0.60528314,0.5568081,0.27800652,0.36267814
m_136,57.029650000000004,33.93365,0.1526373,0.17509456,0.19064116,0.2357408
m_137,56.75227000000001,33.77962,0.1665514,0.20124917,0.219649,0.2653819
m_138,56.879490000000004,33.8981,0.1324137,0.14200479,0.18815623,0.24131677
m_139,56.52131,33.58057,0.0996086,0.116599075,0.152879,0.1789499
m_14,56.9503,33.43839,0.3201121,0.34434283,0.3551059,0.42335743
m_140,56.78944000000001,33.95379,0.10748104,0.12254116,0.15918328,0.19666618
m_141,56.516610000000014,33.50592,0.09635064,0.11338065,0.14852585,0.1725456
m_142,56.51101,33.55569,0.099422574,0.11862177,0.1512202,0.1742039
m_143,56.51053000000002,33.44668,0.08886116,0.10321337,0.14021069,0.16390942
m_144,56.543830000000014,33.7346,0.100310214,0.11764976,0.1526458,0.17960328
m_145,56.49898000000002,33.47038,0.08737117,0.10084038,0.13888255,0.16322848
m_146,56.496340000000004,33.53199,0.09121185,0.10591915,0.14320973,0.16781205
m_147,57.55984000000001,33.2891,0.45289028,0.4500829,0.31574428,0.34936193
m_148,56.54567,33.1564,0.073606566,0.08789251,0.11825108,0.1287254
m_149,57.57445999999999,33.30095,0.45414114,0.45863983,0.29829127,0.33866566
m_15,56.927700000000016,33.59953,0.93884146,0.96107167,0.9268682,0.91622955
m_150,56.52525,33.81635,0.090420306,0.10652009,0.13993832,0.16292281
m_151,56.64234999999999,33.95261,0.09153786,0.10764541,0.14038576,0.1655088
m_152,56.55905999999999,33.88744,0.07441169,0.080843195,0.12591353,0.1268068
m_153,57.27681999999999,33.84242,0.2303636,0.21315002,0.17171553,0.20404777
m_154,57.30009000000001,33.83412,0.23621128,0.21509828,0.1647678,0.19327317
m_155,57.31018,33.81043,0.28018507,0.2422425,0.16831733,0.20026651
m_156,57.30879999999999,33.8282,0.24228732,0.21253218,0.16121979,0.19067998
m_157,57.305949999999996,33.8436,0.21865226,0.2001839,0.15874663,0.18491235
m_158,57.32485,33.83531,0.22077256,0.20005924,0.1531532,0.17633635
m_159,57.26256000000001,33.91114,0.1701199,0.16887371,0.15920359,0.1893385
m_16,56.93572,33.43483,0.3036443,0.3299291,0.34565428,0.41114676
m_160,57.26409000000001,33.92773,0.16098106,0.16171849,0.15602256,0.1856006
m_162,57.30933999999999,33.95261,0.14355707,0.14540066,0.14356785,0.1668146
m_163,57.398439999999994,33.68009,0.5169969,0.46863145,0.20071827,0.24962318
