# 19780916_M7.3_Tabas median gmf, Stations:None, gmlt:USGS, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
t_0,60.97259,36.39073,0.0014703034,0.0014295614,0.0021064
t_1,61.06242,36.39073,0.0014001018,0.0013678306,0.0020055019
t_10,55.40303,36.24597,0.0050617424,0.0045166714,0.0070841936
t_100,53.24707999999998,36.39073,0.0015582652,0.0015719376,0.0021812615
t_1000,58.81663,35.73719,0.008281856,0.00674691,0.011743398
t_1001,58.54714000000001,35.73719,0.0101629095,0.008006796,0.014407589
t_1002,58.457300000000004,35.73719,0.010538955,0.008298578,0.014906989
t_1003,58.36747,35.73719,0.006374691,0.0060603614,0.008519082
t_1004,58.7268,35.73719,0.0094891,0.0074656233,0.013520861
t_1005,58.90646000000001,35.73719,0.005434426,0.0050500305,0.0073896544
t_1006,58.36747,35.81007,0.010581199,0.008252545,0.015017602
t_1007,58.18781000000001,35.81007,0.01123207,0.008763548,0.015873104
t_1008,58.457300000000004,35.81007,0.010379363,0.008057933,0.014776705
t_1009,58.63696999999999,35.81007,0.005534335,0.0052260077,0.0074737384
t_101,53.067409999999995,36.39073,0.0014388304,0.0014578106,0.0020187655
t_1010,58.27763999999999,35.81007,0.010830107,0.008470084,0.015330002
t_1011,58.54714000000001,35.81007,0.0058597247,0.0054876856,0.00791074
t_1012,58.81663,35.81007,0.008888287,0.0069400123,0.012755588
t_1013,58.7268,35.81007,0.008534669,0.0068472372,0.0121520655
t_1014,58.90646000000001,35.81007,0.008189142,0.006497063,0.011740195
t_1015,58.18781000000001,35.88289,0.010847579,0.008392024,0.015417323
t_1016,58.63696999999999,35.88289,0.0052689877,0.004968143,0.007138157
t_1017,58.7268,35.88289,0.008431395,0.0066730846,0.012076962
t_1018,58.81663,35.88289,0.008412589,0.006582133,0.012105105
t_1019,58.27763999999999,35.88289,0.010719465,0.0082443785,0.015282283
t_102,53.15724,36.39073,0.0014567008,0.0014862771,0.0020331736
t_1020,58.54714000000001,35.88289,0.0063497857,0.0056715566,0.008735632
t_1021,58.457300000000004,35.88289,0.0058338046,0.0054282467,0.00789649
t_1022,58.36747,35.88289,0.006115195,0.005657122,0.008273007
t_1023,58.90646000000001,35.88289,0.007837169,0.006209164,0.0112716425
t_1024,58.36747,35.95564,0.0054631466,0.0051609697,0.0073817777
t_1025,58.457300000000004,35.95564,0.006592132,0.00577069,0.009160817
t_1026,58.7268,35.95564,0.00809004,0.0063826907,0.01163166
t_1027,58.81663,35.95564,0.007945459,0.0062345914,0.011460265
t_1028,58.27763999999999,35.95564,0.0061902828,0.0056440253,0.008419272
t_1029,58.63696999999999,35.95564,0.008575314,0.006704379,0.012328151
t_103,53.426739999999995,36.39073,0.0018302297,0.0017882853,0.002585689
t_1030,58.18781000000001,35.95564,0.007224054,0.0063097454,0.009986049
t_1031,58.54714000000001,35.95564,0.008076082,0.006522117,0.011509173
t_1032,58.90646000000001,35.95564,0.007408653,0.005887353,0.010678708
t_1033,58.54714000000001,36.02832,0.008238718,0.0064853537,0.011842475
t_1034,58.7268,36.02832,0.007916737,0.0061836536,0.011441246
t_1035,58.81663,36.02832,0.007602969,0.0059559233,0.011002076
t_1036,58.457300000000004,36.02832,0.008604893,0.0067400304,0.012359087
t_1037,58.36747,36.02832,0.009007401,0.0070120716,0.0129303625
t_1038,58.27763999999999,36.02832,0.00901755,0.007085154,0.0128979795
t_1039,58.63696999999999,36.02832,0.007947406,0.006268359,0.01144023
t_104,53.51657,36.39073,0.0017904002,0.0017820625,0.0025048114
t_1040,58.18781000000001,36.02832,0.009227303,0.0072576515,0.013173135
t_1041,58.90646000000001,36.02832,0.007155525,0.0056606177,0.010352689
t_1042,58.18781000000001,36.10094,0.0085283555,0.0067611,0.01219935
t_1043,58.63696999999999,36.10094,0.0076381043,0.0060007647,0.011037769
t_1044,58.54714000000001,36.10094,0.0077507407,0.0061209043,0.01116862
t_1045,58.81663,36.10094,0.0070158653,0.0055583883,0.01015637
t_1046,58.36747,36.10094,0.004983035,0.004673625,0.0067842966
t_1047,58.457300000000004,36.10094,0.006110432,0.0052938643,0.008585785
t_1048,58.7268,36.10094,0.007408873,0.0058212103,0.010725321
t_1049,58.27763999999999,36.10094,0.008230732,0.006549719,0.01178258
t_105,53.24707999999998,36.46301,0.0015449389,0.0015464296,0.0021740485
t_1050,58.90646000000001,36.10094,0.006748979,0.0053600934,0.009782348
t_1051,58.81663,36.17348,0.0065477826,0.0052258973,0.009489056
t_1052,58.18781000000001,36.17348,0.007515109,0.006108639,0.010729358
t_1053,58.7268,36.17348,0.0068930876,0.005459951,0.009989424
t_1054,59.08613,35.59122,0.0067505976,0.0058471547,0.009422137
t_1055,59.26579000000001,35.59122,0.008384615,0.0065371497,0.012083517
t_1056,59.53528,35.59122,0.004210529,0.0039815665,0.005765642
t_1057,59.35561999999999,35.59122,0.007770217,0.0061289496,0.01120017
t_1058,59.62511000000001,35.59122,0.003906771,0.003735608,0.005347423
t_1059,59.17596,35.59122,0.008678913,0.0067870924,0.012466441
t_106,53.426739999999995,36.46301,0.0012587265,0.0013861823,0.0017148055
t_1060,58.99628999999999,35.59122,0.008028103,0.006649166,0.011327143
t_1061,59.445449999999994,35.59122,0.0073972363,0.005846493,0.010685503
t_1062,59.17596,35.66424,0.0049284487,0.00461732,0.0067168367
t_1063,59.62511000000001,35.66424,0.0032766366,0.0032973106,0.0044469247
t_1064,59.35561999999999,35.66424,0.0044862055,0.004216909,0.0061371764
t_1065,59.53528,35.66424,0.0041363863,0.0038815117,0.0056871953
t_1066,59.26579000000001,35.66424,0.0046263007,0.004367716,0.006308014
t_1067,59.08613,35.66424,0.0050309384,0.0047509703,0.006828905
t_1068,58.99628999999999,35.66424,0.0058622574,0.0053180857,0.008028612
t_1069,59.445449999999994,35.66424,0.004522677,0.0041765496,0.0062399767
t_107,53.15724,36.46301,0.0014441946,0.0014626145,0.0020263607
t_1070,59.17596,35.73719,0.0046647983,0.004387034,0.006366998
t_1071,58.99628999999999,35.73719,0.0068279756,0.005791331,0.009627989
t_1072,59.62511000000001,35.73719,0.0031512964,0.003171985,0.004283637
t_1073,59.08613,35.73719,0.0051745437,0.0047567217,0.007091666
t_1074,59.26579000000001,35.73719,0.004526254,0.004239959,0.0061975606
t_1075,59.53528,35.73719,0.0033280128,0.0033347353,0.0045197094
t_1076,59.35561999999999,35.73719,0.00381263,0.003747502,0.005177694
t_1077,59.445449999999994,35.73719,0.004403211,0.004049234,0.0061046025
t_1078,58.99628999999999,35.81007,0.005944375,0.005201976,0.008321415
t_1079,59.53528,35.81007,0.0044768834,0.003985493,0.0063240193
t_108,53.067409999999995,36.46301,0.0013723094,0.0013983566,0.0019243408
t_1080,59.17596,35.81007,0.0042320513,0.0040582945,0.0057646753
t_1081,59.08613,35.81007,0.00415237,0.004069096,0.00562198
t_1082,59.26579000000001,35.81007,0.0039218464,0.0038118586,0.005337862
t_1083,59.62511000000001,35.81007,0.00334232,0.0032448154,0.0045832787
t_1084,59.35561999999999,35.81007,0.003585741,0.0035494901,0.004872278
t_1085,59.445449999999994,35.81007,0.0039657652,0.0037267844,0.0054615717
t_1086,59.17596,35.88289,0.0065312637,0.0053078956,0.009401243
t_1087,58.99628999999999,35.88289,0.007266407,0.0058378205,0.01044179
t_1088,59.53528,35.88289,0.0033855604,0.0032725716,0.0046469523
t_1089,59.26579000000001,35.88289,0.0039445446,0.0037642447,0.005400501
t_109,53.33690999999999,36.46301,0.0017015556,0.0016666782,0.0024103276
t_1090,59.08613,35.88289,0.006859137,0.0055514514,0.009861484
t_1091,59.62511000000001,35.88289,0.003183462,0.0031017638,0.004369284
t_1092,59.35561999999999,35.88289,0.004293179,0.0039269244,0.0059844605
t_1093,59.445449999999994,35.88289,0.003982806,0.003688109,0.0055364827
t_1094,59.17596,35.95564,0.006830705,0.005379778,0.009925552
t_1095,58.99628999999999,35.95564,0.0072177714,0.0057179197,0.010431904
t_1096,59.35561999999999,35.95564,0.005800924,0.004715882,0.008402862
t_1097,59.26579000000001,35.95564,0.0049922485,0.0043320307,0.00709773
t_1098,59.62511000000001,35.95564,0.004588739,0.0038926478,0.00661804
t_1099,59.08613,35.95564,0.0071250703,0.005599498,0.010336956
t_11,55.58269999999999,36.24597,0.006139657,0.0052159773,0.008708828
t_110,53.696230000000014,36.46301,0.0015690415,0.0016526493,0.002151108
t_1100,59.53528,35.95564,0.005166907,0.0042608054,0.007488683
t_1101,59.445449999999994,35.95564,0.0054582185,0.0044740876,0.0079067815
t_1102,59.26579000000001,36.02832,0.0049726116,0.004258078,0.007114543
t_1103,58.99628999999999,36.02832,0.006568741,0.005292455,0.009483346
t_1104,59.35561999999999,36.02832,0.0036628172,0.0034365524,0.005077506
t_1105,59.08613,36.02832,0.0062748594,0.005076094,0.009068055
t_1106,59.62511000000001,36.02832,0.0033152679,0.0031016206,0.0046375357
t_1107,59.17596,36.02832,0.0045507895,0.0040643266,0.006410193
t_1108,59.53528,36.02832,0.0036872418,0.003369428,0.005196154
t_1109,59.445449999999994,36.02832,0.0039173476,0.0035503076,0.005525162
t_111,53.60640000000001,36.46301,0.00136716,0.0014968589,0.0018617086
t_1110,59.62511000000001,36.10094,0.003588162,0.0032265107,0.005109052
t_1111,59.17596,36.10094,0.0042770244,0.0038439329,0.006027311
t_1112,59.08613,36.10094,0.0052461107,0.004448349,0.007515296
t_1113,59.53528,36.10094,0.0031273277,0.0029803214,0.0043388773
t_1114,59.35561999999999,36.10094,0.0033754518,0.0032100165,0.0046651033
t_1115,58.99628999999999,36.10094,0.0062873606,0.0050614295,0.009102058
t_1116,59.26579000000001,36.10094,0.0033824586,0.003255039,0.0046504894
t_1117,59.445449999999994,36.10094,0.0033889418,0.0031816403,0.0047222557
t_1118,59.62511000000001,36.17348,0.0032037457,0.0029545245,0.004530625
t_1119,59.53528,36.17348,0.0030767128,0.0029101528,0.0042952285
t_112,52.97757999999999,36.46301,0.0015262,0.0014837228,0.0021809898
t_1120,59.26579000000001,36.17348,0.003167771,0.0030730371,0.0043553784
t_1121,59.17596,36.17348,0.0035305794,0.00333522,0.0048850486
t_1122,59.08613,36.17348,0.003991348,0.0036588667,0.005584486
t_1123,59.35561999999999,36.17348,0.0030833432,0.0029831363,0.00424874
t_1124,56.03184999999999,35.51814,0.01643746,0.012802644,0.022587787
t_1125,56.570840000000004,35.51814,0.019051837,0.014704569,0.025938952
t_1126,56.48101,35.51814,0.012625212,0.011197179,0.016539706
t_1127,56.39117999999999,35.51814,0.014875449,0.012397681,0.019991325
t_1128,56.12168,35.59122,0.016714381,0.012738235,0.023125164
t_1129,56.21152000000001,35.59122,0.016993266,0.012980608,0.023457471
t_113,53.51657,36.46301,0.0013112398,0.0014401267,0.0017859059
t_1130,56.48101,35.59122,0.01371185,0.011513738,0.018470408
t_1131,56.30135000000001,35.59122,0.010679314,0.009673737,0.014041756
t_1132,56.570840000000004,35.59122,0.016593482,0.013094032,0.022664927
t_1133,56.39117999999999,35.59122,0.01687176,0.01310168,0.0231578
t_1134,56.03184999999999,35.59122,0.01575921,0.012156054,0.021809477
t_1135,56.66067000000001,35.59122,0.0131804915,0.011309195,0.017579192
t_1136,56.570840000000004,35.66424,0.011039196,0.009774026,0.014628884
t_1137,56.48101,35.66424,0.012626062,0.010633029,0.017091889
t_1138,56.39117999999999,35.66424,0.013992355,0.011316701,0.01917844
t_1139,56.30135000000001,35.66424,0.013280009,0.010873308,0.018173328
t_114,53.60640000000001,36.53522,0.0015586384,0.001604943,0.0021534113
t_1140,56.12168,35.66424,0.013619521,0.010894806,0.018796494
t_1141,56.03184999999999,35.66424,0.014609353,0.011301357,0.020317867
t_1142,56.21152000000001,35.66424,0.011241364,0.009682911,0.015154303
t_1143,56.66067000000001,35.66424,0.016716335,0.012851802,0.023045981
t_1144,56.12168,35.73719,0.009633819,0.008481076,0.012957649
t_1145,56.03184999999999,35.73719,0.011342418,0.009371466,0.01564212
t_1146,56.570840000000004,35.73719,0.015702406,0.011989643,0.021816857
t_1147,56.48101,35.73719,0.013698235,0.010938181,0.018908033
t_1148,56.30135000000001,35.73719,0.0117097655,0.00977359,0.016026022
t_1149,56.21152000000001,35.73719,0.012557001,0.010165472,0.017348368
t_115,52.97757999999999,36.53522,0.0017674161,0.0016157808,0.0025725362
t_1150,56.39117999999999,35.73719,0.012515899,0.010265984,0.017190563
t_1151,56.66067000000001,35.73719,0.015320001,0.011838268,0.021230413
t_1152,56.21152000000001,35.81007,0.012095765,0.009688523,0.016832529
t_1153,56.39117999999999,35.81007,0.011700664,0.009590295,0.016158096
t_1154,56.570840000000004,35.81007,0.01289361,0.010298965,0.017876238
t_1155,56.30135000000001,35.81007,0.01301785,0.010221207,0.01815945
t_1156,56.48101,35.81007,0.012365865,0.00998677,0.017119909
t_1157,56.12168,35.81007,0.011675644,0.009404788,0.016252434
t_1158,56.03184999999999,35.81007,0.00708976,0.0067577166,0.009405601
t_1159,56.66067000000001,35.81007,0.014369789,0.011075421,0.020033946
t_116,53.15724,36.53522,0.0017472493,0.0016409397,0.0025192508
t_1160,56.21152000000001,35.88289,0.012193744,0.009512643,0.017134223
t_1161,56.570840000000004,35.88289,0.013152481,0.010177932,0.018433558
t_1162,56.30135000000001,35.88289,0.012084717,0.009513251,0.016932948
t_1163,56.39117999999999,35.88289,0.012819431,0.009932292,0.017993767
t_1164,56.03184999999999,35.88289,0.011622915,0.009097237,0.016368367
