STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA,SOIL_TYPE,VS30,VS30_TYPE,VS30_USGS
AIGA,AIGIO,22.0852,38.2512,seismic,0.5125,0.0,B,437.0,inferred_USGS,437.0
AMIA,AMIA,22.38,38.53,seismic,0.18416,0.0,C,386.0,inferred_USGS,386.0
PAT2,PAT2,21.738,38.238,seismic,0.087231,0.0,C,338.0,inferred_USGS,338.0
MRNA,MRNA,22.12,38.53,seismic,0.070988,0.0,C,406.0,inferred_USGS,406.0
PYR1,PYR1,21.438,37.67,seismic,0.055816,0.0,D,347.0,inferred_USGS,347.0
NAUA,NAUA,21.83,38.4,seismic,0.049822,0.0,B,593.0,inferred_USGS,593.0
PATA,PATA,21.73,38.25,seismic,0.043966,0.0,C,361.0,inferred_USGS,361.0
PAT3,PAT3,21.738,38.254,seismic,0.041419,0.0,D,482.0,inferred_USGS,482.0
PAT1,PAT1,21.733,38.25,seismic,0.033095,0.0,C,361.0,inferred_USGS,361.0
LEVA,LEVA,22.88,38.43,seismic,0.028707,0.0,C,635.0,inferred_USGS,635.0
KRP1,KRP1,21.8,38.917,seismic,0.02598,0.0,A,494.0,inferred_USGS,494.0
KOR1,KOR1,22.933,37.939,seismic,0.020957,0.0,D,452.0,inferred_USGS,452.0
KORA,KORA,22.93,37.93,seismic,0.019039,0.0,D,476.0,inferred_USGS,476.0
AGR1,AGR1,21.406,38.621,seismic,0.017239,0.0,D,447.0,inferred_USGS,447.0
LEF1,LEF1,20.702,38.826,seismic,0.01424,0.0,D,327.0,inferred_USGS,327.0
ZAK1,ZAK1,20.9,37.785,seismic,0.011901,0.0,D,600.0,inferred_USGS,600.0
ATH3,ATH3,23.706,37.972,seismic,0.011364,0.0,C,503.0,inferred_USGS,503.0
OBS_32,Aigion,22.083,38.25,macroseismic,0.744465,0.8059,,481.32,inferred,437.0
OBS_104,Erateini,22.22,38.33,macroseismic,0.399553,0.8059,,600.0,inferred,600.0
obs_2,ERATEINI  PHOKIDA(572),22.223,38.366,macroseismic,0.399553,0.8059,,553.77,inferred,561.0
obs_1,VALIMITIKA  ACHAIA(550),22.135,38.223,macroseismic,0.399553,0.8059,,284.81,inferred,312.0
obs_3,TOLOFONAS  PHOKIDA(544),22.194,38.373,macroseismic,0.399553,0.8059,,900.0,inferred,513.0
OBS_371,Valimitika,22.133,38.233,macroseismic,0.399553,0.8059,,291.57,inferred,273.0
OBS_365,Tolofon,22.2,38.33,macroseismic,0.399553,0.8059,,600.0,inferred,600.0
OBS_7,Agioi Pantes,22.28,38.37,macroseismic,0.292711,0.8059,,900.0,inferred,596.0
obs_5,NIKOLAIIKA  ACHAIA(458),22.138,38.205,macroseismic,0.288331,0.8059,,633.89,inferred,421.0
obs_6,RODIA  ACHAIA(467),22.155,38.2,macroseismic,0.28598,0.8059,,546.16,inferred,364.0
OBS_315,Rodia,22.15,38.2,macroseismic,0.285594,0.8059,,686.92,inferred,382.0
OBS_39,Amygdalea,22.22,38.42,macroseismic,0.274779,0.8059,,836.55,inferred,594.0
OBS_147,Kamarai,22.0,38.28,macroseismic,0.273054,0.8059,,600.09,inferred,608.0
obs_4,KAMARES  ACHAIA(1.401),21.997,38.297,macroseismic,0.271968,0.8059,,490.46,inferred,374.0
OBS_226,Malandrinon,22.22,38.45,macroseismic,0.262268,0.8059,,426.8,inferred,379.0
OBS_396,Ziria,21.97,38.28,macroseismic,0.260137,0.8059,,590.62,inferred,550.0
OBS_132,Itea,22.417,38.433,macroseismic,0.254515,0.8059,,291.6,inferred,415.0
