# 20090108_M6.1_Cinchona median gmf, Stations:Seismic, gmlt:GEM, Rupture:SCARDEC
custom_site_id,lon,lat,AbrahamsonEtAl2014,AkkarEtAlRjb2014,CauzziEtAl2014
m_17,-84.127,9.9839,0.1513282,0.17704959,0.15421322
m_18,-84.2182,9.9847,0.13882962,0.1369355,0.13830662
m_19,-84.1278,9.8936,0.056599762,0.060709585,0.06323316
m_20,-84.1262,10.0742,0.13180137,0.243001,0.1353538
m_21,-84.219,9.8943,0.04730714,0.05075068,0.0535166
m_22,-84.0359,9.983,0.09773179,0.10042527,0.09891048
m_23,-84.0367,9.8927,0.030948276,0.033866365,0.033384316
m_24,-85.1239,10.9854,0.007150314,0.0064801928,0.0065523675
m_25,-84.4909,10.0771,0.041349526,0.052191123,0.04495029
m_26,-84.4005,9.9861,0.04420358,0.0483766,0.04544538
m_27,-83.9457,9.892,0.021545256,0.021682067,0.021689484
m_28,-83.6778,9.3476,0.00841859,0.0074557625,0.007881241
m_29,-84.3056,10.4371,0.045118965,0.04098672,0.04027697
s_0,-84.213,10.013,0.169,0.169,0.169
s_1,-84.036,9.995,0.113,0.113,0.113
s_10,-84.423,10.311,0.0276,0.0276,0.0276
s_11,-84.11,9.94,0.179,0.179,0.179
s_12,-84.311,9.847,0.044,0.044,0.044
s_13,-84.036,9.869,0.029,0.029,0.029
s_14,-83.7896,10.2156,0.028,0.028,0.028
s_15,-84.432,10.324,0.024,0.024,0.024
s_16,-83.871,9.832,0.022,0.022,0.022
s_2,-83.941,9.894,0.0213,0.0213,0.0213
s_3,-84.058,9.753,0.0185,0.0185,0.0185
s_4,-84.16,9.43,0.0147,0.0147,0.0147
s_5,-83.806,9.843,0.00528,0.00528,0.00528
s_6,-83.095,9.989,0.00439,0.00439,0.00439
s_7,-84.485,10.087,0.0605,0.0605,0.0605
s_8,-84.113,9.943,0.175,0.175,0.175
s_9,-84.038,9.871,0.0281,0.0281,0.0281
t_0,-85.14306,9.61058,0.0057155313,0.0053798347,0.005807308
t_1,-85.05323,9.65487,0.0063344804,0.0058086007,0.0064035533
t_10,-85.14306,9.65487,0.0067416774,0.0062006693,0.0065295314
t_100,-85.00832,10.00891,0.009045614,0.007944738,0.008788652
t_1000,-83.84051,9.83194,0.0074356045,0.00808031,0.008653431
t_1001,-83.88542,9.87619,0.014071383,0.014797344,0.015481639
t_1002,-83.84051,9.87619,0.009943181,0.010254677,0.010618632
t_1003,-83.93034,9.87619,0.02166601,0.021632876,0.02143691
t_1004,-83.84051,9.92044,0.011132518,0.01132615,0.012295839
t_1005,-84.55916,9.61058,0.011902441,0.010455069,0.011473345
t_1006,-84.60407,9.61058,0.010899366,0.0095731765,0.010592726
t_1007,-84.37949,9.522,0.01802951,0.015000457,0.015474697
t_1008,-84.51424,9.5663,0.012206413,0.010693136,0.011614631
t_1009,-84.46933,9.5663,0.015286985,0.013115863,0.0137651125
t_101,-85.05323,10.00891,0.008308195,0.0073472178,0.008130387
t_1010,-84.42441,9.5663,0.0153870145,0.013379849,0.014086827
t_1011,-84.37949,9.5663,0.015670527,0.013788292,0.014520006
t_1012,-84.51424,9.61058,0.01304395,0.011472135,0.012466712
t_1013,-84.42441,9.61058,0.014487194,0.012923574,0.013949484
t_1014,-84.37949,9.61058,0.015282753,0.0137448665,0.01474654
t_1015,-84.46933,9.61058,0.0145560065,0.012802893,0.013713695
t_1016,-84.46933,9.65487,0.0134658525,0.01213736,0.013410236
t_1017,-84.64899,9.65487,0.012938948,0.011158338,0.011939962
t_1018,-84.60407,9.65487,0.011576965,0.010196137,0.011292411
t_1019,-84.55916,9.65487,0.010558398,0.009512006,0.010880622
t_102,-84.9634,10.00891,0.009869875,0.008629515,0.00953383
t_1020,-84.64899,9.69914,0.013710993,0.0118728215,0.01271411
t_1021,-84.60407,9.69914,0.011096464,0.009946026,0.011278092
t_1022,-84.55916,9.69914,0.0145021435,0.0128094815,0.013833788
t_1023,-84.55916,9.74341,0.015476974,0.013826444,0.014901415
t_1024,-84.60407,9.74341,0.012621823,0.011324685,0.012634048
t_1025,-84.64899,9.74341,0.013135982,0.01157853,0.012661319
t_1026,-84.42441,9.65487,0.016127668,0.014513438,0.015532286
t_1027,-84.37949,9.65487,0.0198377,0.017620279,0.01826469
t_1028,-84.51424,9.65487,0.012735135,0.01137208,0.012603877
t_1029,-84.37949,9.69914,0.015528271,0.014709224,0.016185708
t_103,-85.00832,10.05314,0.009214278,0.008081222,0.0089384345
t_1030,-84.51424,9.69914,0.016420545,0.014534556,0.015452796
t_1031,-84.46933,9.69914,0.021457823,0.01843994,0.019023292
t_1032,-84.42441,9.69914,0.016793251,0.015439585,0.016593857
t_1033,-84.42441,9.74341,0.016148673,0.0154029885,0.016905298
t_1034,-84.51424,9.74341,0.017707795,0.015890373,0.016818335
t_1035,-84.46933,9.74341,0.014365091,0.013519943,0.015111382
t_1036,-84.42441,9.78768,0.017118819,0.016848883,0.018469963
t_1037,-84.51424,9.78768,0.015921336,0.014839477,0.016225398
t_1038,-84.46933,9.78768,0.02208399,0.020355817,0.021016916
t_1039,-84.42441,9.83194,0.02561802,0.024970692,0.025450896
t_104,-84.87357,10.05314,0.018486641,0.01481669,0.015412967
t_1040,-84.51424,9.83194,0.019578485,0.018422497,0.0194175
t_1041,-84.46933,9.83194,0.017536035,0.017245343,0.018825755
t_1042,-84.46933,9.87619,0.024680573,0.024274416,0.024801644
t_1043,-84.42441,9.87619,0.021797424,0.022554206,0.024027474
t_1044,-84.51424,9.87619,0.025824478,0.024297448,0.024467299
t_1045,-84.42441,9.92044,0.026985904,0.028438224,0.029140184
t_1046,-84.55916,9.78768,0.019481732,0.017286872,0.018003026
t_1047,-84.60407,9.78768,0.015078674,0.013537321,0.014682204
t_1048,-84.64899,9.78768,0.014193991,0.012601502,0.013700899
t_1049,-84.60407,9.83194,0.018779244,0.016826086,0.017595822
t_105,-84.82865,10.09737,0.016251048,0.013993046,0.014702426
t_1050,-84.55916,9.83194,0.017665952,0.016356196,0.017457426
t_1051,-84.64899,9.83194,0.019554336,0.016898915,0.017484238
