# 19950615_M6.4_Aigio median gmf, Stations:None, gmlt:GEM, Rupture:EFEHR
custom_site_id,lon,lat,KothaEtAl2020ESHM20SlopeGeology,"KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = -1.35563000","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = 1.35563000"
t_0,21.88351,36.75269,0.006287896,0.004638739,0.008523359,0.0038845197,0.010178256
t_1,21.925150000000002,36.7813,0.0070070876,0.005208635,0.009426515,0.00432882,0.011342416
t_10,21.74105,36.88661,0.010115049,0.0076688356,0.013341557,0.006248848,0.016373292
t_100,22.284249999999986,37.25779,0.009055652,0.0077168546,0.0106267175,0.005594377,0.01465844
t_1000,21.36090999999999,39.05334,0.012125443,0.01072556,0.013708038,0.0074908244,0.01962753
t_1001,21.28209000000001,39.05793,0.012321023,0.010796136,0.014061291,0.007611649,0.019944116
t_1002,21.32444000000001,39.08636,0.0096661495,0.00847277,0.0110276155,0.0059715286,0.015646657
t_1003,21.245599999999996,39.09093,0.010233346,0.008885804,0.0117852455,0.00632193,0.01656478
t_1004,21.287949999999995,39.11937,0.009282227,0.008062577,0.010686376,0.0057343496,0.0150251975
t_1005,21.209090000000003,39.12392,0.009318919,0.008018658,0.010830023,0.005757017,0.015084591
t_1006,21.518509999999992,39.04407,0.018553892,0.016700936,0.020612432,0.011462175,0.0300333
t_1007,21.63972000000001,39.06775,0.015644467,0.014168834,0.01727378,0.009664797,0.025323793
t_1008,21.560910000000007,39.07245,0.013819632,0.0124254525,0.015370243,0.008537455,0.022369923
t_1009,21.603340000000003,39.10082,0.013973657,0.012543543,0.01556682,0.008632609,0.022619244
t_101,22.206709999999987,37.26282,0.007612912,0.0064900364,0.008930062,0.0047030845,0.0123230675
t_1010,21.52449999999999,39.10551,0.012697338,0.011314085,0.014249708,0.007844128,0.02055326
t_1011,21.645780000000002,39.12918,0.012285564,0.011004995,0.013715143,0.007589743,0.019886717
t_1012,21.566930000000013,39.13388,0.01147456,0.010208777,0.0128972875,0.0070887236,0.018573942
t_1013,21.609379999999987,39.16224,0.010866893,0.009648823,0.012238733,0.0067133205,0.017590307
t_1014,21.53049999999999,39.16693,0.010619933,0.009364388,0.012043818,0.006560754,0.017190551
t_1015,21.651849999999996,39.19058,0.010516318,0.009314765,0.0118728625,0.006496743,0.017022828
t_1016,21.488069999999993,39.13855,0.011047223,0.009755456,0.012510038,0.006824724,0.017882207
t_1017,21.4092,39.14319,0.009791937,0.008577635,0.011178143,0.0060492367,0.015850268
t_1018,21.451609999999988,39.17158,0.011372873,0.009952876,0.012995463,0.007025903,0.018409338
t_1019,21.372720000000015,39.1762,0.010303378,0.008944195,0.011869107,0.006365194,0.016678141
t_102,22.326179999999994,37.28625,0.008982813,0.007700746,0.010478327,0.0055493787,0.014540535
t_1020,21.494050000000016,39.19996,0.009135716,0.007983889,0.010453715,0.005643838,0.014788039
t_1021,21.415140000000008,39.2046,0.008590242,0.0074501545,0.009904795,0.0053068567,0.013905077
t_1022,21.457570000000004,39.23298,0.008478424,0.0073433714,0.009788919,0.005237778,0.013724077
t_1023,21.37863999999999,39.2376,0.0083235605,0.0071539925,0.009684335,0.005142107,0.013473399
t_1024,21.50003000000001,39.26134,0.008546048,0.0073891203,0.009884116,0.0052795545,0.01383354
t_1025,21.42107999999999,39.26598,0.008636619,0.0074135973,0.010061402,0.0053355074,0.013980147
t_1026,21.330330000000004,39.14779,0.010019567,0.008702258,0.011536284,0.0061898613,0.016218735
t_1027,21.251450000000006,39.15236,0.008486482,0.0073046703,0.009859497,0.005242756,0.013737121
t_1028,21.29382000000001,39.18079,0.008951457,0.0077042165,0.010400615,0.0055300076,0.014489779
t_1029,21.214920000000006,39.18534,0.008494533,0.0072454186,0.0099589955,0.0052477303,0.013750153
t_103,22.24861999999999,37.29129,0.009707921,0.008329119,0.011314971,0.005997334,0.015714271
t_1030,21.336219999999997,39.2092,0.008430803,0.0072525786,0.009800437,0.0052083596,0.013646993
t_1031,21.257299999999987,39.21377,0.007447437,0.006351769,0.008732107,0.004600858,0.012055212
t_1032,21.2997,39.24219,0.007277172,0.006203652,0.008536461,0.004495672,0.011779603
t_1033,21.22075000000001,39.24674,0.007538667,0.006371406,0.008919774,0.0046572178,0.012202887
t_1034,21.342119999999994,39.27059,0.0077247065,0.006579588,0.009069122,0.0047721486,0.01250403
t_1035,21.263149999999996,39.27516,0.006778219,0.0057261344,0.008023607,0.0041874303,0.010971945
t_1036,21.141790000000015,39.25126,0.0069896895,0.005854438,0.008345081,0.004318072,0.011314253
t_1037,21.06282999999999,39.25574,0.0068772747,0.005706646,0.00828804,0.0042486247,0.011132287
t_1038,21.184179999999998,39.2797,0.0066401665,0.0055612554,0.007928392,0.0041021444,0.010748479
t_1039,21.105199999999996,39.2842,0.006504569,0.0053988183,0.007836793,0.0040183757,0.010528986
t_104,22.081099999999992,37.17731,0.008289806,0.006926444,0.009921524,0.005121254,0.013418759
t_1040,21.147590000000008,39.31264,0.006642039,0.005512511,0.00800301,0.004103301,0.010751509
t_1041,21.068579999999997,39.31713,0.006151369,0.005059466,0.0074789184,0.0038001763,0.009957259
t_1042,21.189999999999998,39.34106,0.007200035,0.0059731444,0.00867893,0.0044480185,0.01165474
t_1043,21.110980000000012,39.34557,0.006001592,0.0049359305,0.0072973287,0.0037076476,0.009714814
t_1044,21.15339,39.374,0.005263281,0.0043269848,0.0064021777,0.0032515358,0.008519705
t_1045,21.074340000000007,39.37849,0.0054423413,0.0044355015,0.006677729,0.0033621553,0.008809552
t_1046,21.463539999999995,39.29435,0.007541786,0.0064630555,0.008800564,0.0046591447,0.012207936
