# 20140000_Sequence_Kefalonia/20140126_M6.1_Kefalonia median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,KothaEtAl2020ESHM20SlopeGeology,"KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = -1.35563000","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = 1.35563000"
t_10,15.04795999999999,36.72207,0.00042180662,0.00015697477,0.0011334358,0.00026058257,0.000682781
t_1000,17.073469999999986,41.04315,0.00030056396,0.00017992577,0.00050208863,0.0001856816,0.00048652472
t_1001,19.397940000000006,40.88872,0.0012233931,0.0009043779,0.0016549396,0.00075578457,0.001980314
t_1002,19.663790000000006,41.18145,0.00083525444,0.00060029107,0.0011621861,0.00051600125,0.0013520315
t_1003,19.50295,41.18904,0.0010729751,0.00076776714,0.0014995113,0.0006628597,0.0017368314
t_1004,19.588400000000007,41.246,0.00086340366,0.00061480876,0.0012125167,0.0005333912,0.0013975968
t_1005,19.673929999999984,41.30291,0.0007535583,0.000533861,0.0010636667,0.00046553125,0.0012197894
t_1006,19.512910000000005,41.3105,0.000840159,0.00059271057,0.0011909136,0.0005190312,0.0013599705
t_1007,19.59845999999999,41.36742,0.000891007,0.0006254645,0.0012692863,0.00055044395,0.0014422785
t_1008,19.437340000000006,41.37494,0.0008879306,0.00062056904,0.0012704803,0.0005485434,0.0014372987
t_1009,19.522899999999993,41.43187,0.0007998681,0.00055631733,0.0011500431,0.0004941404,0.0012947513
t_1010,19.608550000000008,41.48874,0.0006859974,0.00047470667,0.0009913332,0.00042379368,0.0011104282
t_1011,19.532910000000015,41.55314,0.0007831209,0.0005369584,0.0011421338,0.00048379437,0.0012676426
t_1012,19.618660000000006,41.60997,0.00073349045,0.00050034095,0.0010752834,0.0004531338,0.0011873055
t_1013,19.62879000000001,41.7311,0.00065613544,0.00044118773,0.0009758061,0.0004053456,0.0010620904
t_1014,19.63893999999999,41.85214,0.0005860355,0.0003884213,0.00088418846,0.00036203946,0.0009486193
t_1015,19.096280000000007,42.18012,0.00026873295,0.00016938154,0.00042635933,0.00016601714,0.0004349997
t_1016,19.40111999999999,41.92388,0.0005251057,0.00034353638,0.00080263993,0.0003243984,0.0008499918
t_1017,19.239149999999995,41.93121,0.000471672,0.00030721215,0.00072417216,0.00029138828,0.00076349836
t_1018,19.325050000000005,41.98802,0.00044355638,0.00028751476,0.0006842858,0.00027401908,0.0007179874
t_1019,19.162980000000005,41.99528,0.00034781956,0.00022442626,0.00053905655,0.00021487505,0.0005630177
t_1020,19.41103000000001,42.04478,0.00034677947,0.0002236644,0.0005376627,0.00021423251,0.0005613341
t_1021,19.248879999999986,42.05211,0.0003126658,0.00020079622,0.00048686127,0.00019315786,0.00050611404
t_1022,19.33488,42.10888,0.0005242334,0.00033502397,0.00082030136,0.0003238595,0.00084857974
t_1023,19.172629999999998,42.11614,0.00028809332,0.00018329592,0.0004528075,0.00017797753,0.00046633845
t_1024,19.258640000000014,42.17292,0.0005212309,0.00033004128,0.0008231749,0.00032200466,0.00084371975
t_1035,18.70401000000001,42.37856,0.00025229235,0.00015374616,0.00041400339,0.0001558605,0.0004083872
t_1036,18.55028999999999,42.50585,0.00019502289,0.00011657501,0.00032626142,0.00012048073,0.00031568474
t_1038,18.789980000000014,42.43544,0.00020119194,0.00012209479,0.00033153093,0.00012429184,0.00032567064
t_1039,18.627199999999988,42.44223,0.00020422704,0.00012326201,0.00033837417,0.00012616684,0.00033058357
t_1040,18.713179999999994,42.49913,0.0001951622,0.000117309115,0.0003246831,0.00012056679,0.00031591026
t_1041,18.79925,42.55597,0.00023797322,0.00014243285,0.00039759965,0.00014701446,0.0003852087
t_1092,24.255809999999997,35.18523,5.5874527e-05,2.4264833e-05,0.00012866204,3.4518016e-05,9.044444e-05
t_1093,24.10365999999999,35.19706,5.9136673e-05,2.6200105e-05,0.00013347833,3.65333e-05,9.57249e-05
t_11,15.052729999999997,36.84664,0.00045974817,0.00017289464,0.0012225271,0.000284022,0.00074419717
t_1104,24.56002000000001,35.16118,3.463352e-05,1.44380665e-05,8.307765e-05,2.1395803e-05,5.606149e-05
t_1105,24.407929999999993,35.17328,4.6769994e-05,1.9902944e-05,0.00010990496,2.8893443e-05,7.570688e-05
t_1106,24.64349999999999,35.21752,3.740332e-05,1.5553405e-05,8.994868e-05,2.3106924e-05,6.0544982e-05
t_1107,24.491340000000008,35.22968,4.0497158e-05,1.7195332e-05,9.537587e-05,2.5018227e-05,6.5552995e-05
t_1108,24.339159999999993,35.24171,4.923656e-05,2.1341626e-05,0.00011359204,3.0417232e-05,7.969952e-05
t_1109,24.574839999999995,35.28604,4.1357278e-05,1.7515265e-05,9.765336e-05,2.554959e-05,6.694528e-05
t_1110,24.422590000000014,35.29814,4.9975646e-05,2.1612886e-05,0.00011555908,3.0873824e-05,8.089589e-05
t_1111,24.658410000000003,35.34234,4.3180895e-05,1.823388e-05,0.00010225962,2.6676178e-05,6.989718e-05
t_1112,24.506100000000004,35.35451,5.015575e-05,2.1633588e-05,0.000116282106,3.0985088e-05,8.118742e-05
t_1113,24.186939999999993,35.25361,5.217019e-05,2.3077671e-05,0.00011793776,3.2229564e-05,8.4448206e-05
t_1114,24.034699999999987,35.26537,5.541074e-05,2.500683e-05,0.00012278045,3.42315e-05,8.9693705e-05
t_1115,24.270309999999995,35.3101,4.8339403e-05,2.1341595e-05,0.00010949032,2.986299e-05,7.824729e-05
t_1116,24.117999999999995,35.32193,5.4861615e-05,2.4719464e-05,0.00012175818,3.3892265e-05,8.880484e-05
t_1117,24.20138,35.37845,7.315095e-05,3.2894786e-05,0.00016267203,4.5191002e-05,0.000118409895
t_1118,24.048969999999997,35.39021,6.6149834e-05,3.0359672e-05,0.000144132,4.086587e-05,0.00010707714
t_1119,23.979870000000005,35.45845,7.65667e-05,3.579331e-05,0.00016378646,4.7301175e-05,0.000123939
t_1121,24.72704999999999,35.27381,3.521595e-05,1.460176e-05,8.493245e-05,2.1755617e-05,5.700428e-05
t_1123,24.810689999999994,35.33004,3.7567923e-05,1.5526753e-05,9.089786e-05,2.3208611e-05,6.0811424e-05
t_1125,24.742070000000012,35.39859,3.983992e-05,1.6767712e-05,9.465927e-05,2.4612202e-05,6.4489126e-05
t_1127,23.57777999999999,35.29986,9.4684125e-05,4.5282162e-05,0.00019798266,5.8493708e-05,0.00015326578
t_1128,23.882419999999996,35.277,6.345696e-05,2.9207647e-05,0.00013786751,3.920227e-05,0.000102718164
t_1129,23.73012,35.28849,7.9870304e-05,3.74801e-05,0.00017020408,4.9342067e-05,0.00012928655
t_1130,23.965660000000014,35.33363,6.581246e-05,3.025436e-05,0.0001431622,4.065745e-05,0.00010653104
t_1131,23.813289999999995,35.3452,7.801985e-05,3.658043e-05,0.00016640312,4.8198897e-05,0.00012629121
t_1132,23.660889999999995,35.35663,8.942665e-05,4.274817e-05,0.00018707526,5.5245757e-05,0.00014475545
t_1133,23.896540000000016,35.40185,8.239461e-05,3.8582537e-05,0.00017595712,5.0901526e-05,0.00013337267
t_1134,23.591579999999993,35.42472,0.000100447985,4.8913003e-05,0.00020628047,6.205449e-05,0.00016259577
t_1135,23.744069999999994,35.41335,8.898361e-05,4.249888e-05,0.00018631274,5.497206e-05,0.00014403832
t_1136,23.827339999999992,35.47002,0.00010721987,5.1141767e-05,0.00022478889,6.623801e-05,0.00017355746
t_1137,23.67478,35.48146,0.00010587454,5.1508607e-05,0.00021762225,6.540689e-05,0.00017137977
t_1138,23.75806,35.53815,0.00010997833,5.3433407e-05,0.00022636089,6.794212e-05,0.0001780226
t_1139,21.879430000000013,36.79649,0.0037296072,0.0026279557,0.0052930764,0.002304067,0.0060371384
t_1140,21.808210000000003,36.86346,0.0048146006,0.0034630501,0.006693631,0.0029743512,0.0077934237
t_1141,21.89157,36.92069,0.0018776839,0.0013982516,0.002521504,0.0011599907,0.0030394185
t_1142,21.82029,36.98763,0.0056135193,0.0041199783,0.007648486,0.003467905,0.009086638
t_1143,22.05852999999999,37.03499,0.0032107625,0.0023825318,0.004326908,0.0019835364,0.005197281
t_1144,21.90374,37.04482,0.0025294623,0.0019158991,0.003339518,0.0015626446,0.0040944563
t_1145,21.987269999999995,37.10196,0.0032463574,0.0024530939,0.0042961407,0.002005526,0.0052548987
t_1146,21.83238,37.11172,0.0025434445,0.0019620154,0.0032971757,0.0015712824,0.0041170893
t_1147,22.07088999999999,37.15904,0.0020064688,0.0015111292,0.0026641781,0.001239551,0.0032478834
t_1148,21.736919999999998,36.93038,0.0050335308,0.0036958235,0.0068554226,0.0031096013,0.008147807
t_1149,21.665539999999993,36.99726,0.006383679,0.0047846227,0.008517152,0.0039436924,0.010333301
t_1150,21.74892,37.05452,0.005703711,0.0042730714,0.0076133334,0.0035236233,0.009232632
t_1151,21.594069999999988,37.06408,0.0066269087,0.0050701685,0.008661628,0.004093954,0.010727017
t_1152,21.67747,37.12136,0.0065699243,0.0050241323,0.008591316,0.0040587503,0.010634777
t_1153,21.76095000000001,37.17858,0.00307157,0.002413056,0.00390979,0.0018975465,0.0049719694
t_1154,21.605940000000004,37.18815,0.00795957,0.0062130243,0.010197087,0.004917242,0.012884204
t_1155,21.689430000000016,37.24538,0.0032694244,0.0026157417,0.0040864646,0.0020197763,0.0052922373
t_1156,22.471589999999992,36.50784,0.000666528,0.00043596595,0.0010190236,0.0004117659,0.001078913
t_1157,22.400900000000007,36.57513,0.0008417891,0.00056081347,0.0012635377,0.00052003824,0.0013626092
t_1158,22.933580000000006,36.47639,0.00052911876,0.00032551773,0.00086006575,0.00032687758,0.0008564878
t_1159,22.946820000000002,36.60069,0.000560301,0.00034984236,0.00089736754,0.00034614126,0.00090696267
t_1160,22.876350000000002,36.66815,0.00057966425,0.0003685136,0.0009117998,0.00035810343,0.00093830604
t_1161,22.34272999999999,36.76663,0.0009780737,0.0006747517,0.0014177482,0.0006042317,0.0015832138
t_1162,22.271809999999988,36.83379,0.0013627537,0.0009574542,0.0019396202,0.00084187835,0.0022058978
t_1163,22.484340000000003,36.63215,0.0007834056,0.000521048,0.0011778653,0.00048397025,0.0012681035
t_1164,22.413579999999996,36.69941,0.0010301276,0.0006977919,0.001520744,0.0006363895,0.0016674738
t_1165,22.497119999999995,36.7564,0.0010340731,0.00069872604,0.0015303666,0.00063882687,0.0016738604
t_1166,22.58073999999999,36.81334,0.0008920074,0.00060079806,0.001324367,0.00055106194,0.0014438977
t_1167,22.42627999999999,36.82363,0.001021086,0.0007025973,0.001483946,0.00063080376,0.0016528381
t_1168,22.664440000000013,36.87022,0.0010475013,0.00070276315,0.0015613498,0.0006471226,0.001695597
t_1169,22.509919999999994,36.88058,0.001152326,0.0007902451,0.001680308,0.0007118809,0.0018652772
t_117,14.991710000000012,37.28396,0.0004517869,0.0001727778,0.0011813521,0.00027910373,0.0007313102
t_1170,22.593639999999994,36.93748,0.0010200363,0.0006966637,0.0014935097,0.0006301553,0.0016511389
t_1171,22.960090000000008,36.72492,0.00060569664,0.00038347938,0.00095668354,0.00037418565,0.0009804448
t_1172,22.805790000000002,36.73555,0.0007567814,0.00048984383,0.0011691849,0.0004675224,0.0012250067
t_1173,22.889549999999986,36.79235,0.00091336906,0.00058867584,0.0014171518,0.0005642587,0.0014784761
t_1174,22.818929999999995,36.85972,0.0007923196,0.0005198173,0.0012076751,0.0004894771,0.0012825326
t_1175,22.902780000000007,36.91647,0.000638209,0.0004165815,0.0009777455,0.00039427105,0.0010330728
t_1176,22.748220000000003,36.92704,0.0009922131,0.00066260056,0.0014857923,0.0006129668,0.0016061014
t_1177,22.832089999999994,36.98381,0.00079361995,0.00052718044,0.0011947193,0.00049028045,0.0012846375
t_1178,22.355369999999994,36.89081,0.001119955,0.00078473,0.001598383,0.0006918828,0.001812878
t_1179,22.200800000000015,36.9009,0.0015258477,0.001091771,0.0021325087,0.0009426341,0.002469899
t_118,14.836160000000007,37.28766,0.00041845648,0.00015560351,0.0011253335,0.00025851294,0.00067735807
t_1180,22.28438,36.95794,0.001264817,0.00090242096,0.0017727447,0.0007813753,0.002047367
t_1181,22.368040000000008,37.01492,0.0013161446,0.0009355967,0.0018514779,0.0008130843,0.0021304514
t_1182,22.213300000000004,37.02502,0.0016175747,0.0011751486,0.0022265678,0.0009993011,0.0026183783
t_1183,22.296969999999988,37.08202,0.0014851157,0.0010747656,0.0020521393,0.00091747084,0.002403966
t_1184,22.142140000000012,37.09205,0.0017637,0.0013046163,0.0023843315,0.001089574,0.002854912
t_1185,22.225830000000002,37.14907,0.001772722,0.0013059815,0.002406269,0.0010951475,0.002869516
t_1186,22.30959999999999,37.20603,0.0019145597,0.0014035458,0.0026116276,0.0011827716,0.0030991095
t_1187,22.43902,36.94777,0.0011819181,0.0008252445,0.0016927472,0.00073016225,0.0019131781
t_1188,22.522750000000002,37.00469,0.0013210241,0.00091843534,0.0019000845,0.0008160988,0.00213835
t_1189,22.60656,37.06154,0.0011965099,0.0008276991,0.0017296575,0.0007391767,0.0019367979
t_1190,22.451779999999985,37.07185,0.001505353,0.0010653202,0.0021271422,0.000929973,0.0024367243
t_1191,22.53560999999999,37.12872,0.0013899459,0.0009784986,0.0019744018,0.0008586771,0.0022499138
t_1192,22.38073,37.13896,0.0017589222,0.0012669599,0.0024419143,0.0010866224,0.0028471781
t_1193,22.619519999999994,37.18554,0.0013155171,0.000920571,0.0018799044,0.0008126967,0.0021294358
t_1194,22.46457000000001,37.19585,0.0016160094,0.0011576441,0.0022558628,0.000998334,0.0026158444
t_1195,22.54849999999999,37.25268,0.0014262641,0.001015341,0.0020034935,0.00088111364,0.0023087023
t_1196,22.39345,37.26293,0.0016700617,0.001217278,0.002291265,0.0010317264,0.002703339
t_1197,22.677430000000015,36.99432,0.0011359074,0.00077207544,0.001671191,0.0007017378,0.0018387001
t_1198,22.761320000000012,37.0511,0.0008927294,0.0006034519,0.0013206782,0.000551508,0.0014450665
t_1199,22.845280000000002,37.10784,0.0009823109,0.00065991585,0.0014622087,0.00060684944,0.0015900726
t_120,14.916259999999994,37.34796,0.0004438391,0.00016796846,0.0011727983,0.00027419374,0.00071844505
t_1200,22.69046,37.11835,0.0009563722,0.0006577938,0.001390478,0.0005908251,0.0015480855
t_1201,22.77444,37.1751,0.0009397952,0.0006422486,0.0013751918,0.0005805842,0.0015212523
t_1202,22.703509999999994,37.2423,0.0010907333,0.00075817475,0.0015691622,0.00067383033,0.0017655767
t_1203,23.087520000000012,36.46564,0.0004764304,0.00028691773,0.00079111854,0.0002943279,0.0007712008
t_1204,23.017210000000006,36.53319,0.0005272768,0.0003233328,0.0008598595,0.00032573965,0.0008535061
t_1205,22.154589999999985,37.21607,0.0021865305,0.0016397126,0.0029157032,0.001350789,0.0035393501
t_1206,22.238380000000006,37.27304,0.0021544227,0.0016072817,0.002887818,0.0013309536,0.0034873772
t_1207,22.083280000000002,37.28302,0.0024136247,0.0018423181,0.0031620946,0.0014910827,0.003906949
t_1208,22.322249999999997,37.32996,0.001981921,0.0014696735,0.00267271,0.0012243859,0.0032081478
t_1209,22.16708,37.34001,0.002696889,0.0020473134,0.003552563,0.001666077,0.0043654707
t_1210,22.250959999999992,37.39694,0.0024791863,0.0018701046,0.0032866423,0.0015315851,0.004013074
t_1211,22.09568999999999,37.40692,0.0031341873,0.0024207837,0.0040578307,0.0019362299,0.005073328
t_1212,22.334929999999986,37.45382,0.0024423655,0.0018290842,0.0032612768,0.0015088381,0.0039534722
t_1213,22.17958999999999,37.46387,0.0025478026,0.0019547022,0.0033208635,0.0015739748,0.004124144
t_1214,22.263570000000016,37.52077,0.0027002734,0.0020560103,0.0035464205,0.0016681678,0.004370949
t_1215,22.632499999999993,37.30946,0.001295677,0.00091595255,0.0018328232,0.00080044,0.0020973205
t_1216,22.477390000000014,37.31978,0.0016686628,0.0012083151,0.0023043952,0.0010308621,0.0027010746
t_1217,22.561409999999995,37.37658,0.0014282477,0.0010266984,0.0019868456,0.000882339,0.0023119133
t_1218,22.406200000000013,37.38683,0.0022122795,0.0016292643,0.0030039204,0.0013666962,0.0035810305
t_1219,22.64551,37.43332,0.0013337191,0.0009510928,0.0018702766,0.0008239415,0.0021588993
t_1220,22.490229999999997,37.44364,0.0015692328,0.0011468837,0.0021471153,0.0009694365,0.0025401267
t_1221,22.57435000000001,37.50039,0.0017896496,0.0012970717,0.0024692898,0.001105605,0.0028969168
t_1222,22.41897,37.51065,0.0026415265,0.0019624531,0.003555582,0.0016318753,0.004275855
t_1223,22.658559999999994,37.55709,0.0014139896,0.0010155659,0.0019687216,0.00087353075,0.0022888337
t_1224,22.503109999999992,37.56742,0.0017798874,0.0013107926,0.0024168575,0.0010995741,0.0028811146
t_1225,22.716589999999997,37.36619,0.0011524333,0.00080845313,0.0016427701,0.0007119472,0.001865451
t_1226,22.72970000000001,37.49,0.0013121548,0.0009276245,0.0018560854,0.00081061956,0.0021239931
t_1227,22.969369999999998,37.53604,0.0011314177,0.0007729041,0.0016562289,0.0006989642,0.0018314328
t_1228,22.813970000000012,37.54663,0.0013162807,0.0009219999,0.0018791703,0.0008131684,0.0021306716
t_1229,22.898329999999987,37.60321,0.0012008619,0.0008334121,0.0017303195,0.00074186525,0.0019438425
t_123,14.996430000000004,37.4082,0.00037331242,0.00022662846,0.00061493675,0.00023062396,0.0006042831
t_1230,22.10813999999999,37.53076,0.0028980551,0.0022610256,0.0037145638,0.0017903529,0.0046910997
t_1231,22.34763000000001,37.57761,0.0023718574,0.0017908267,0.0031414027,0.0014652798,0.0038393403
t_1232,22.19212999999999,37.58767,0.0025071143,0.0019404221,0.0032393066,0.0015488385,0.0040582814
t_1233,22.27619999999999,37.64452,0.0024499581,0.0018794901,0.0031935764,0.0015135286,0.0039657624
t_1234,22.120599999999996,37.65451,0.003349964,0.002634892,0.004259097,0.002069532,0.0054226075
t_1235,22.36036999999999,37.70132,0.0022855278,0.001737146,0.0030070227,0.0014119473,0.003699598
t_1236,22.20469,37.71139,0.0027520012,0.002144742,0.0035311987,0.001700124,0.004454681
t_1237,22.288870000000003,37.7682,0.003271081,0.0025257473,0.004236359,0.0020207998,0.005294919
t_1238,22.133100000000013,37.7782,0.0032105022,0.0025418177,0.0040550996,0.0019833755,0.0051968596
t_1239,22.21728999999999,37.83503,0.002787055,0.0021861843,0.0035530743,0.0017217795,0.004511423
t_124,14.840720000000005,37.41191,0.0003151707,0.00018852804,0.00052688486,0.00019470532,0.0005101687
t_1240,22.74284,37.61374,0.0019610608,0.0013955142,0.0027558012,0.001211499,0.0031743813
t_1241,22.827210000000008,37.67033,0.0014496909,0.0010221261,0.0020561102,0.0008955863,0.0023466237
t_1242,22.67161999999999,37.6808,0.0020608075,0.0014898366,0.0028505996,0.0012731203,0.003335842
t_1243,22.911660000000012,37.72687,0.001324549,0.0009248916,0.0018969034,0.00081827637,0.0021440554
t_1244,22.756010000000003,37.73741,0.0015094074,0.0010809439,0.002107705,0.0009324777,0.002443287
t_1245,22.84047000000001,37.79396,0.0015172928,0.0010757082,0.0021401504,0.0009373491,0.002456051
t_1246,22.68472,37.80443,0.0018022842,0.0013106192,0.0024783919,0.0011134103,0.0029173684
t_1247,22.925029999999992,37.85046,0.0013826177,0.00096986396,0.0019710308,0.0008541499,0.0022380517
t_1248,22.769200000000012,37.861,0.0017026283,0.0012252529,0.0023659961,0.0010518453,0.002756055
t_1249,22.853769999999997,37.91751,0.0018069224,0.0012860382,0.0025387804,0.0011162758,0.0029248765
t_1250,22.587320000000005,37.62414,0.0019282794,0.0014069892,0.0026427081,0.0011912474,0.0031213178
t_1251,22.431780000000003,37.6344,0.0020353997,0.0015228185,0.002720516,0.0012574239,0.003294714
t_1252,22.516009999999994,37.69113,0.0016778897,0.0012437657,0.0022635406,0.0010365623,0.0027160104
t_1253,22.60032000000001,37.74781,0.0016954873,0.0012451763,0.0023086506,0.0010474337,0.0027444956
t_1254,22.44461000000001,37.75807,0.0023866168,0.001797279,0.0031692018,0.0014743978,0.0038632313
t_1255,22.528940000000006,37.81476,0.0019304126,0.0014398041,0.0025881943,0.0011925652,0.0031247707
t_1256,22.373130000000003,37.82496,0.0021891892,0.0016745653,0.0028619661,0.0013524315,0.003543654
