# 20030521_M6.8_Boumerdes median gmf, Stations:Seismic, gmlt:GEM, Rupture:Belabbes2009
custom_site_id,lon,lat,AkkarEtAlRjb2014,ChiouYoungs2014
m_0,3.8969999999999914,36.9197,0.5837952,0.49140558
m_1,3.501499999999993,36.7422,1.0572199,0.9543142
m_10,3.3119000000000085,36.7902,0.60531205,0.56911594
m_100,4.592999999999989,36.6415,0.053296153,0.054707993
m_101,4.0715999999999894,36.3118,0.08616247,0.095713586
m_102,4.432799999999986,36.5204,0.066915356,0.069925725
m_103,4.153699999999986,36.3309,0.08941577,0.107017495
m_104,4.314899999999994,36.3597,0.061072666,0.06460196
m_105,2.7626999999999953,36.3501,0.062615186,0.06489918
m_106,2.6178999999999917,36.4604,0.11510368,0.11238913
m_107,2.8429999999999893,36.1981,0.056780454,0.061455026
m_108,2.7442000000000064,36.2594,0.05382039,0.056326475
m_109,2.6805999999999983,36.3201,0.06302529,0.06513811
m_11,3.8566999999999894,36.9137,0.77967334,0.66045934
m_110,2.4942000000000064,36.5896,0.039805796,0.03915686
m_111,3.773300000000006,35.8821,0.05108375,0.05748871
m_112,5.063999999999993,36.7594,0.032012112,0.033207607
m_113,2.4243999999999915,36.4717,0.06296193,0.06383601
m_114,5.168599999999998,36.6462,0.03733796,0.040553764
m_115,2.75,35.8774,0.036452673,0.039118875
m_116,2.1047000000000082,36.5802,0.030640936,0.031431388
m_117,5.476699999999994,36.6745,0.0212333,0.020254381
m_118,1.808099999999996,36.533,0.02128009,0.020109221
m_119,1.313999999999993,36.5047,0.018856263,0.016129501
m_12,3.511899999999997,36.7614,1.0209137,0.8958324
m_121,3.223899999999986,36.4197,0.10938096,0.108624406
m_122,4.523300000000006,36.4623,0.051006425,0.053058203
m_123,4.796500000000009,36.4434,0.03910995,0.041382108
m_127,4.616299999999995,36.0566,0.041516174,0.045823824
m_128,3.8662999999999954,35.6745,0.03969168,0.04383062
m_129,5.284899999999993,36.4858,0.029118236,0.030030362
