# 20030521_M6.8_Boumerdes median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AkkarEtAlRjb2014,ChiouYoungs2014
m_0,3.897,36.9197,0.8148949,0.70390886
m_1,3.5015,36.7422,0.95178086,1.1110985
m_10,3.3119,36.7902,0.6508019,0.6117584
m_100,4.593,36.6415,0.054231964,0.054437976
m_101,4.0716,36.3118,0.07676478,0.08451095
m_102,4.4328,36.5204,0.05959428,0.061688174
m_103,4.1537,36.3309,0.07785484,0.09326467
m_104,4.3149,36.3597,0.051795483,0.05422164
m_105,2.7627,36.3501,0.05582482,0.06052722
m_106,2.6179,36.4604,0.049071323,0.052405965
m_107,2.843,36.1981,0.051600292,0.055962805
m_108,2.7442,36.2594,0.04539624,0.04850879
m_109,2.6806,36.3201,0.046723887,0.050191075
m_11,3.8567,36.9137,0.8295347,0.7841134
m_110,2.4942,36.5896,0.04362786,0.046282023
m_111,3.7733,35.8821,0.04807578,0.053510044
m_112,5.064,36.7594,0.0344022,0.035493474
m_113,2.4244,36.4717,0.043065794,0.04695894
m_114,5.1686,36.6462,0.038495764,0.04189004
m_115,2.75,35.8774,0.033429626,0.0355486
m_116,2.1047,36.5802,0.028943907,0.029964257
m_117,5.4767,36.6745,0.021710522,0.021112053
m_118,1.8081,36.533,0.019371942,0.018251892
m_119,1.314,36.5047,0.017304888,0.014793786
m_12,3.5119,36.7614,0.9200146,1.0676824
m_121,3.2239,36.4197,0.10767235,0.10431163
m_122,4.5233,36.4623,0.0457815,0.047012225
m_123,4.7965,36.4434,0.037393037,0.038954373
m_127,4.6163,36.0566,0.035954375,0.03901835
m_128,3.8663,35.6745,0.0370166,0.040614605
m_129,5.2849,36.4858,0.02888803,0.029939473
m_13,3.5582,36.801,0.88967216,1.0594822
m_130,4.5233,35.7028,0.03153367,0.03386669
m_131,1.9651,36.2547,0.019761454,0.018751644
m_132,4.8953,35.8962,0.026259115,0.026631614
m_133,2.1453,35.9811,0.024472183,0.024421439
m_134,2.6105,35.5425,0.030238686,0.032265373
m_135,5.407,36.1745,0.025354581,0.025308216
m_136,5.7849,36.8208,0.02106305,0.020080663
m_137,6.0465,36.8443,0.017872704,0.01582861
m_138,5.0756,35.5991,0.022586655,0.021165801
m_139,5.5058,35.816,0.021547167,0.019693255
m_14,3.7313,36.8825,0.8206703,0.8922065
m_140,1.2965,36.467,0.017037865,0.01443179
m_141,1.3314,36.1557,0.018917205,0.016188702
m_142,6.3314,36.717,0.013983618,0.010950299
m_143,6.2674,36.4528,0.015376473,0.012264509
m_144,6.5465,37.0189,0.013975458,0.010438233
m_145,1.1105,35.8585,0.01597718,0.011946477
m_146,0.907,36.1132,0.012927931,0.00898263
m_147,6.907,36.8774,0.012479255,0.00809485
m_148,0.5581,35.7358,0.013981459,0.008407819
m_15,3.3612,36.6871,0.61572707,0.61925256
m_16,3.6224,36.7206,0.7758389,0.6324308
m_17,3.8836,36.8705,0.752461,0.56050456
m_18,3.8567,36.8249,0.63283104,0.4797774
m_19,3.2687,36.7266,0.5353692,0.53519964
m_2,3.606,36.7794,0.8707782,0.932526
m_20,3.8299,36.7974,0.5734504,0.41650218
m_21,3.194,36.7038,0.43743715,0.44896135
m_24,3.4761,36.6427,0.74295336,0.6066961
m_25,3.5806,36.6703,0.67944825,0.47723615
m_26,3.6,36.6799,0.70910203,0.54013366
m_27,3.2522,36.8153,0.42002904,0.39082837
m_28,3.3313,36.6499,0.47191808,0.478351
m_29,3.8313,36.7362,0.4012961,0.33971852
m_3,3.4224,36.7194,0.8759082,0.8869242
m_30,3.9507,36.7986,0.37605786,0.31339556
m_31,4.006,36.8285,0.34298304,0.27555257
m_32,3.7,36.6391,0.35394254,0.29442197
m_33,4.1313,36.8825,0.3067851,0.25363582
m_34,3.5881,36.5588,0.3344323,0.28837457
m_35,3.9,36.729,0.24545209,0.20155597
m_36,4.0313,36.7998,0.28388727,0.24759237
m_37,3.8224,36.6715,0.2546153,0.215414
m_38,4.0761,36.789,0.2115515,0.18527202
m_39,3.1284,36.7182,0.34952897,0.35478953
m_4,3.4567,36.7518,0.8004514,0.9259381
m_41,3.0791,36.729,0.29248342,0.29115444
m_42,3.0731,36.7494,0.23623623,0.23190968
m_43,3.0522,36.7698,0.1951897,0.19035858
m_46,3.9836,36.7482,0.27135918,0.26386288
m_47,3.2224,36.6199,0.28250667,0.281387
m_48,3.9821,36.729,0.2492958,0.23444256
m_49,3.6791,36.5276,0.23207718,0.2203717
m_5,3.4761,36.765,0.946358,1.2140857
m_50,3.4328,36.482,0.18151323,0.1621986
m_51,3.1403,36.6511,0.2953217,0.311488
m_52,3.0955,36.699,0.3058117,0.30626288
m_53,4.0731,36.7194,0.16749251,0.15749846
m_54,3.7522,36.5168,0.1808965,0.17413712
m_56,3.0418,36.7986,0.18300745,0.18104188
m_57,3.2925,36.4688,0.17185993,0.16916177
m_58,4.3328,36.7986,0.12193144,0.11484186
m_59,3.3104,36.4089,0.14095044,0.14010552
m_6,3.3388,36.7362,0.6600375,0.6445388
m_60,4.4313,36.8885,0.12940131,0.12686898
m_61,2.9896,36.7074,0.18693788,0.1925109
m_62,4.1552,36.6463,0.10075205,0.096619
m_63,2.9597,36.7698,0.14839736,0.15134081
m_64,3.3224,36.3705,0.12491807,0.12537831
m_65,4.3731,36.7494,0.11945536,0.12015413
m_66,3.6,36.3189,0.11759999,0.120413885
m_67,4.2134,36.6283,0.10505922,0.10614497
m_68,2.9134,36.801,0.120476685,0.123908326
m_69,2.9104,36.6894,0.13967296,0.1557843
m_7,3.5627,36.7182,0.91005176,0.8185414
m_70,2.9104,36.6595,0.1164944,0.12024287
m_71,4.2134,36.5707,0.08910797,0.090639204
m_72,3.9015,36.3705,0.103896424,0.1118468
m_73,2.891,36.5803,0.11021086,0.11969888
m_74,2.8313,36.4808,0.07759517,0.08368656
m_75,4.2687,36.3597,0.05601394,0.058977883
m_76,2.7313,36.4484,0.06505463,0.07135236
m_77,2.6896,36.47,0.0642366,0.0710775
m_8,3.8507,36.8525,0.758961,0.58075994
m_80,3.8821,36.6823,0.2251353,0.1962155
m_81,4.0209,36.729,0.21409117,0.20074645
m_82,4.2522,36.8717,0.19475213,0.17248467
m_83,3.7716,36.5779,0.18725426,0.16731463
m_84,3.9836,36.6499,0.17526622,0.17027123
m_85,4.1746,36.759,0.13910918,0.12787901
m_86,3.8358,36.5384,0.14472458,0.13673052
m_87,3.7627,36.4592,0.13979778,0.13653952
m_88,3.6284,36.3873,0.14284761,0.14245436
m_89,2.9776,36.7818,0.16586016,0.17068802
m_9,3.7149,36.7494,0.6392882,0.5134123
m_90,2.9985,36.6499,0.1647471,0.16831985
m_91,3.0075,36.5779,0.15162311,0.16570088
m_92,4.0985,36.56,0.11134278,0.11416979
m_93,3.0463,36.4796,0.08572233,0.08491486
m_94,3.7522,36.3201,0.10019437,0.10284383
m_95,3.8015,36.3309,0.101470865,0.10568159
m_96,2.8687,36.5396,0.094297096,0.10156169
m_97,4.2806,36.5228,0.08359641,0.08879183
m_98,2.8493,36.4988,0.08391777,0.090634406
m_99,4.0731,36.3201,0.07771261,0.08547325
s_120,2.79,36.47,0.073953174,0.08095198
s_124,2.2,36.3,0.025853131,0.026102575
s_125,1.98,36.31,0.02354872,0.02331755
s_126,2.42,36.59,0.04747151,0.052433312
s_55,2.6,36.46,0.057912678,0.0649131
s_79,2.42,36.37,0.038930845,0.04198753
t_0,7.7128,31.87739,0.0048672934,0.00025998103
t_1,7.61152,31.89105,0.005347602,0.0003069068
t_10,7.30727,31.93159,0.0047791763,0.00030055217
t_100,8.11723,31.82197,0.004317412,0.00018748122
t_1000,5.37521,34.13109,0.011297101,0.005164846
t_1001,5.83771,33.71856,0.008624547,0.0026834225
t_1002,5.73336,33.73134,0.00939191,0.0030982904
t_1003,5.85309,33.80573,0.009338766,0.0030933996
t_1004,5.74864,33.81855,0.008048285,0.0026421484
t_1005,5.86853,33.89289,0.0092796385,0.003183793
t_1006,5.76398,33.90576,0.009430178,0.0033598496
