# 19920413_M5.3_Roermond median gmf, Stations:None, gmlt:USGS, Rupture:GCMT
custom_site_id,lon,lat,AkkarEtAlRjb2014,Campbell2003SHARE,CauzziEtAl2014,ToroEtAl2002SHARE
t_1000,11.088089999999994,48.95228,0.0002373749,0.0007706797,0.00028875243,0.0005169623
t_1001,11.349490000000003,49.00887,0.00019357831,0.0007334407,0.0002444697,0.0004917285
t_1002,11.17541,49.00936,0.00022463017,0.00076704414,0.00027679934,0.00051450025
t_1003,11.437009999999987,49.06581,0.00020170945,0.0007291072,0.00025153413,0.0004887898
t_1004,11.262830000000008,49.06637,0.00021799633,0.0007628898,0.00027026708,0.0005116865
t_1005,11.088639999999998,49.0668,0.00020617803,0.00079831836,0.00026319278,0.00053566886
t_1006,11.524640000000005,49.12269,0.00019179986,0.00072431867,0.0002418419,0.0004855421
t_1007,10.218189999999993,48.95233,0.00031367157,0.0009611631,0.00038130963,0.0006454963
t_1008,10.392169999999993,48.9526,0.00029295814,0.0009198166,0.00035730517,0.0006176751
t_1009,9.95680999999999,49.00894,0.00034836895,0.0010490975,0.00042426563,0.00070451904
t_1010,10.130889999999994,49.00942,0.00032990274,0.0010035551,0.00040151842,0.00067397533
t_1011,10.30498,49.00976,0.00034649068,0.00095979247,0.00041023258,0.0006445747
t_1012,10.043489999999991,49.06644,0.0003011232,0.001048409,0.00038086265,0.00070405763
t_1013,10.217680000000001,49.06685,0.00030780915,0.001002047,0.00038127622,0.00067296287
t_1014,10.391870000000011,49.06712,0.00030904685,0.0009575993,0.00037668255,0.00064309995
t_1015,9.955980000000011,49.1234,0.0003047697,0.0010959202,0.00039004305,0.00073586573
t_1016,10.130269999999996,49.12387,0.0002564622,0.0010467509,0.0003381045,0.0007029465
t_1017,9.784809999999993,48.77903,0.00026576803,0.0010005877,0.00034191547,0.0006719833
t_1018,9.523650000000004,48.83522,0.00026446886,0.0010892617,0.0003505359,0.00073141156
t_1019,9.69740999999999,48.83604,0.00027823434,0.0010453151,0.0003589046,0.0007019844
t_1020,9.871170000000006,48.83673,0.00028518657,0.0010026803,0.0003604464,0.0006733881
t_1021,9.436039999999991,48.89209,0.00027146356,0.001139228,0.0003628286,0.0007648092
t_1022,9.60990000000001,48.89299,0.00028894143,0.0010926923,0.00037460442,0.0007337066
t_1023,9.783770000000004,48.89374,0.0002829469,0.0010475484,0.0003636447,0.000703481
t_1024,9.522289999999998,48.94986,0.00027216435,0.001142915,0.00036391933,0.0007672711
t_1025,9.696259999999995,48.95069,0.0002874107,0.0010950795,0.0003734129,0.00073530345
t_1026,9.870239999999995,48.95137,0.00026258253,0.0010488086,0.0003442704,0.00070432544
t_1027,8.39294000000001,48.88381,0.00033907394,0.0014405713,0.0004635115,0.000965239
t_1028,8.566779999999994,48.88554,0.00032904942,0.001388584,0.00044763516,0.00093067175
t_1029,8.304609999999997,48.9402,0.00055232336,0.0015115405,0.0006762367,0.0010121102
t_1030,8.478550000000013,48.942,0.0003998203,0.0014565294,0.0005255763,0.00097562483
t_1031,8.216170000000005,48.99652,0.00045447965,0.0015871977,0.0005953842,0.0010619512
t_1032,8.390209999999996,48.99839,0.0005854114,0.0015289412,0.00070905854,0.0010234168
t_1033,8.56425999999999,49.00012,0.00034863967,0.0014711365,0.00047672782,0.0009850643
t_1034,8.301770000000005,49.05472,0.0006336728,0.0016062129,0.00076523557,0.0010742862
t_1035,8.475920000000002,49.05651,0.00052638084,0.0015448875,0.00065776217,0.0010334137
t_1036,8.21323000000001,49.11098,0.0005948806,0.0016887676,0.00074288796,0.0011284885
t_1037,9.26218,48.89106,0.0003095347,0.001187076,0.00040539002,0.00079673127
t_1038,9.000400000000013,48.94656,0.00034218066,0.001294976,0.00044978465,0.0008685047
t_1039,9.174360000000007,48.9478,0.00031542662,0.0012429853,0.00041760402,0.0008339578
t_1040,9.348320000000001,48.9489,0.00029493702,0.0011922537,0.0003917662,0.00080018205
t_1041,9.086430000000007,49.00447,0.0003721764,0.0013024268,0.00047953898,0.00087345013
t_1042,9.260500000000008,49.00564,0.00030265958,0.0012485792,0.00040568254,0.0008376782
t_1043,8.998410000000007,49.06107,0.00035808145,0.0013656917,0.00047377183,0.0009153861
t_1044,9.17258000000001,49.06232,0.00034160027,0.0013084844,0.00045083367,0.0008774697
t_1045,9.346749999999986,49.06342,0.00031320713,0.0012528652,0.00041656435,0.000840528
t_1046,9.084550000000007,49.11892,0.0003381257,0.0013722639,0.0004548844,0.000919737
t_1047,8.914469999999994,48.88858,0.000318951,0.0012861745,0.00042602452,0.00086266105
t_1048,8.65249,48.94366,0.00033346168,0.0014019898,0.00045361574,0.00093940255
t_1049,8.826439999999991,48.94518,0.00036339447,0.001348051,0.0004767985,0.00090370275
t_1050,8.738310000000013,49.00171,0.00037743693,0.0014139276,0.0004985437,0.000947294
t_1051,8.91237000000001,49.00316,0.0003128792,0.0013576078,0.0004279549,0.0009100331
