calc_id,description,cal_time,gmpe,imt,nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations
514,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:EFEHR, GMPEs:GEM, Recording Stations:all)",73,KothaEtAl2020ESHM20SlopeGeology,PGA,1.555,1.4758283,EFEHR,GEM,all
514,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:EFEHR, GMPEs:GEM, Recording Stations:all)",73,KothaEtAl2020ESHM20SlopeGeology,PGA,1.788,1.4758283,EFEHR,GEM,all
514,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:EFEHR, GMPEs:GEM, Recording Stations:all)",73,KothaEtAl2020ESHM20SlopeGeology,PGA,1.321,1.4758283,EFEHR,GEM,all
514,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:EFEHR, GMPEs:GEM, Recording Stations:all)",73,KothaEtAl2020ESHM20SlopeGeology,PGA,2.024,1.4758283,EFEHR,GEM,all
514,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:EFEHR, GMPEs:GEM, Recording Stations:all)",73,KothaEtAl2020ESHM20SlopeGeology,PGA,1.086,1.4758283,EFEHR,GEM,all
513,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:EFEHR, GMPEs:GEM, Recording Stations:seismic)",46,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.114,0.37627542,EFEHR,GEM,seismic
513,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:EFEHR, GMPEs:GEM, Recording Stations:seismic)",46,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.088,0.37627542,EFEHR,GEM,seismic
513,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:EFEHR, GMPEs:GEM, Recording Stations:seismic)",46,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.14,0.37627542,EFEHR,GEM,seismic
513,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:EFEHR, GMPEs:GEM, Recording Stations:seismic)",46,KothaEtAl2020ESHM20SlopeGeology,PGA,0.274,0.37627542,EFEHR,GEM,seismic
513,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:EFEHR, GMPEs:GEM, Recording Stations:seismic)",46,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.502,0.37627542,EFEHR,GEM,seismic
