# 20170919_M7.1_Puebla median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,Kanno2006Deep,ParkerEtAl2020SSlab
m_137,-98.2064,19.0496,0.12983021,0.12728697,0.13148211
m_138,-99.1381,19.3494,0.1505588,0.14985804,0.15038016
m_139,-99.2422,18.9788,0.10822933,0.28686416,0.20409031
m_140,-98.9477,19.2772,0.15366867,0.19733204,0.15453
m_141,-99.0999,19.2952,0.16084832,0.16403666,0.15972047
m_142,-99.157,19.2862,0.096548826,0.09431225,0.10072789
m_143,-99.2427,19.3222,0.081973426,0.08561806,0.085698664
m_144,-99.0333,19.3043,0.1278987,0.10604926,0.1458962
m_145,-99.138,19.2862,0.14910512,0.13615714,0.16674131
m_146,-99.1571,19.3494,0.121458106,0.12540717,0.12156996
m_147,-99.1667,19.4127,0.10612336,0.107344754,0.10599334
m_148,-99.1667,19.4217,0.108936965,0.10844235,0.109482296
m_149,-99.1572,19.4398,0.110355236,0.108065866,0.110759646
m_150,-99.1667,19.4398,0.10997781,0.10973153,0.1099061
m_151,-98.2445,19.0316,0.12227796,0.17415579,0.12299999
m_152,-99.1856,19.3042,0.07931724,0.08570091,0.07852609
m_153,-99.1857,19.3494,0.08567926,0.0942303,0.08515175
m_154,-99.1952,19.3584,0.08162749,0.08505003,0.081272066
m_155,-99.1572,19.4127,0.120214425,0.120381296,0.12007536
m_156,-99.1667,19.4308,0.11527227,0.115685865,0.11530137
m_157,-99.1666,19.3585,0.10351611,0.106210254,0.10390806
m_158,-99.1571,19.3765,0.13027878,0.13021287,0.13060713
m_159,-99.2422,18.9607,0.11191945,0.30964634,0.21309558
m_160,-99.2809,19.3583,0.078712046,0.08549564,0.083067544
m_161,-99.0998,18.988,0.106037095,0.2462953,0.20094652
m_162,-99.1476,19.3585,0.13289146,0.13060972,0.13384055
m_163,-99.2047,19.3494,0.07874072,0.080930166,0.07821097
m_164,-99.1381,19.4217,0.10822203,0.106664784,0.108871296
m_165,-99.1857,19.4036,0.07228189,0.07119344,0.072881885
m_166,-98.2256,19.0135,0.102963,0.14076538,0.1069079
m_167,-99.1476,19.3494,0.13932417,0.1398191,0.13959569
m_169,-99.081,19.4308,0.11648537,0.1100927,0.11927436
m_170,-99.1762,19.4036,0.08521394,0.08473436,0.08553836
m_171,-99.1476,19.4308,0.11522268,0.11846298,0.11387138
m_172,-99.2618,19.3583,0.08434932,0.088729076,0.085334115
m_173,-99.138,19.3404,0.17472968,0.17367756,0.17507699
m_174,-98.2158,19.0767,0.18100026,0.20004813,0.18719456
m_175,-99.1571,19.3585,0.115241766,0.11366013,0.11672242
m_176,-99.1476,19.3675,0.14825635,0.14601564,0.1490035
m_177,-99.1476,19.3856,0.12199285,0.119609095,0.12281756
m_178,-99.1857,19.3584,0.085706644,0.090632044,0.085387506
m_179,-99.2232,18.9156,0.12236148,0.37120283,0.23835602
m_180,-99.2326,18.9065,0.122612186,0.37674418,0.23853907
m_181,-99.1858,19.4398,0.07110509,0.07193915,0.07121691
m_182,-99.2714,19.3674,0.0803429,0.083965115,0.081779465
m_183,-98.1969,19.0495,0.1635347,0.16233553,0.16502497
m_184,-99.1856,19.3223,0.077943645,0.08792503,0.07724203
m_185,-99.1952,19.3404,0.07926712,0.08680903,0.07850781
m_186,-99.1762,19.3675,0.08979757,0.09136763,0.089781515
m_187,-99.1762,19.3765,0.08779364,0.08886369,0.08755166
m_188,-99.1667,19.4036,0.09582762,0.09444454,0.096538745
m_189,-99.1381,19.4308,0.10343753,0.107320935,0.102625
m_190,-99.2523,19.3403,0.0863009,0.09295641,0.08841262
m_191,-99.1572,19.4579,0.09962501,0.09829419,0.09885639
m_192,-99.1762,19.4488,0.093069695,0.09462437,0.09274996
m_193,-99.1761,19.3404,0.09115382,0.104131766,0.09088581
m_194,-99.1572,19.4308,0.107251965,0.106665276,0.10736521
m_195,-99.2523,19.3764,0.07879116,0.07970686,0.07893654
m_196,-99.2143,19.4397,0.06349932,0.065509774,0.06474139
m_197,-98.2066,19.0044,0.08010067,0.11328145,0.08541517
m_198,-99.1761,19.3223,0.085062325,0.095570885,0.08551829
m_199,-99.1666,19.3494,0.106000535,0.11374347,0.10579086
m_200,-99.1666,19.3765,0.101265274,0.100982375,0.1015048
m_201,-99.1571,19.3856,0.110852756,0.10909416,0.11165604
m_202,-99.1571,19.3946,0.09785274,0.09614862,0.0983315
m_203,-99.1667,19.3946,0.09192908,0.08989606,0.092617385
m_204,-99.1857,19.3856,0.078449294,0.07927931,0.078352235
m_205,-99.2327,18.9156,0.12205951,0.37283412,0.23541151
