# 20170919_M7.1_Puebla median gmf, Stations:None, gmlt:USGS, Rupture:Melgar_et_al_2018
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlab,AtkinsonBoore2003SSlabCascadia,ZhaoEtAl2016SSlab
t_0,-97.41356,21.28735,0.016549828,0.005514158,0.0034562824,0.0144849615
t_1,-97.50339,21.37103,0.01691481,0.0053024166,0.0033235627,0.01413148
t_10,-97.59322,20.65826,0.021185474,0.01092696,0.0068490347,0.025914801
t_100,-97.50339,20.44797,0.024160525,0.012866633,0.008064824,0.029196786
t_1000,-96.9644,18.79806,0.031589143,0.022763513,0.014268203,0.053576484
t_10000,-100.55766,21.53825,0.00861543,0.0036179929,0.0022677633,0.012716824
t_10001,-100.64749,21.53825,0.00827224,0.0034779834,0.002180005,0.012364902
t_10002,-100.46783,21.62178,0.00874272,0.003490579,0.0021879,0.0123967165
t_10003,-100.73733,21.62178,0.008751522,0.0031123462,0.0019508231,0.011427026
t_10004,-100.64749,21.62178,0.007843553,0.0032381013,0.0020296467,0.011752824
t_10005,-100.55766,21.62178,0.009362827,0.0033643683,0.002108791,0.012076488
t_10006,-100.46783,21.70527,0.0074407323,0.0032431136,0.0020327882,0.009329744
t_10007,-100.64749,21.70527,0.009224337,0.0033833892,0.0021207132,0.011173526
t_10008,-100.73733,21.70527,0.008628297,0.002901735,0.0018188118,0.010873157
t_10009,-100.82716,21.70527,0.0068763834,0.0027887723,0.0017480067,0.008382771
t_1001,-97.18898,18.79806,0.04719601,0.0469067,0.029401187,0.084110245
t_10010,-100.55766,21.70527,0.008219426,0.0031294117,0.00196152,0.011471447
t_10011,-100.46783,21.78871,0.0076908562,0.0030142774,0.0018893535,0.011170448
t_10012,-100.82716,21.78871,0.0076352614,0.0026035092,0.0016318834,0.010069442
t_10013,-100.64749,21.78871,0.008526167,0.0028088111,0.001760567,0.010625289
t_10014,-100.73733,21.78871,0.0071477215,0.002705912,0.0016960697,0.010348154
t_10015,-100.55766,21.78871,0.009165545,0.0032670398,0.0020477853,0.010899745
t_10016,-100.46783,21.8721,0.0073099015,0.0028026165,0.001756684,0.010608685
t_10017,-100.82716,21.8721,0.0075233276,0.002430955,0.0015237262,0.009592783
t_10018,-100.64749,21.8721,0.006623424,0.002617025,0.0016403551,0.008013925
t_10019,-100.73733,21.8721,0.0067935055,0.0025238446,0.0015819495,0.009850508
t_1002,-96.87457,18.79806,0.03098872,0.02034524,0.012752427,0.049178503
t_10020,-100.55766,21.8721,0.006430618,0.0027100858,0.0016986858,0.008214587
t_10021,-100.46783,21.95544,0.007586458,0.0026067873,0.0016339382,0.01007841
t_10022,-100.82716,21.95544,0.0072438563,0.002270248,0.0014229948,0.0091402875
t_10023,-100.64749,21.95544,0.0063807196,0.0024390046,0.0015287716,0.0076244357
t_10024,-100.73733,21.95544,0.00662319,0.0023545632,0.0014758437,0.0093787685
