# 20170919_M7.1_Puebla median gmf, Stations:None, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,Kanno2006Deep,ParkerEtAl2020SSlab
t_0,-97.41356,21.28735,0.018554643,0.0062245745,0.013289042
t_1,-97.50339,21.37103,0.018934624,0.0062728906,0.013504489
t_10,-97.59322,20.65826,0.024676193,0.011303376,0.019573683
t_100,-97.50339,20.44797,0.028326223,0.01451443,0.023536215
t_1000,-96.9644,18.79806,0.0334446,0.023883494,0.036491435
t_10000,-100.55766,21.53825,0.009110557,0.0022377442,0.0062763393
t_10001,-100.64749,21.53825,0.008716541,0.0020713583,0.0059440513
t_10002,-100.46783,21.62178,0.009269321,0.002252654,0.006369001
t_10003,-100.73733,21.62178,0.009183142,0.002110027,0.0062431735
t_10004,-100.64749,21.62178,0.008259665,0.0018640936,0.0055399057
t_10005,-100.55766,21.62178,0.009891353,0.002418947,0.006843616
t_10006,-100.46783,21.70527,0.007882247,0.0017515122,0.0052316533
t_10007,-100.64749,21.70527,0.009704541,0.0022402217,0.0066208956
t_10008,-100.73733,21.70527,0.00904866,0.0020004192,0.006089822
t_10009,-100.82716,21.70527,0.00718956,0.001440426,0.004646596
t_1001,-97.18898,18.79806,0.05117612,0.044043954,0.0619441
t_10010,-100.55766,21.70527,0.008677367,0.001959604,0.0058376
t_10011,-100.46783,21.78871,0.008138371,0.0017654458,0.0053891465
t_10012,-100.82716,21.78871,0.0079783555,0.0016003486,0.005207932
t_10013,-100.64749,21.78871,0.008964158,0.0019442323,0.00599561
t_10014,-100.73733,21.78871,0.007492742,0.001499816,0.004856062
t_10015,-100.55766,21.78871,0.00966576,0.0021907992,0.006556674
t_10016,-100.46783,21.8721,0.0077273836,0.0015896499,0.0050337445
t_10017,-100.82716,21.8721,0.007857233,0.0015143789,0.00507791
t_10018,-100.64749,21.8721,0.0069599454,0.0013364481,0.0044331104
t_10019,-100.73733,21.8721,0.0071169944,0.001351879,0.004538825
t_1002,-96.87457,18.79806,0.03253471,0.022755843,0.03496689
t_10020,-100.55766,21.8721,0.0067780097,0.0013127001,0.004306714
t_10021,-100.46783,21.95544,0.008010711,0.0016093629,0.005208153
t_10022,-100.82716,21.95544,0.0075612357,0.0013883618,0.004820339
t_10023,-100.64749,21.95544,0.006699606,0.0012254043,0.004208066
t_10024,-100.73733,21.95544,0.006933876,0.001259879,0.00437016
t_10025,-100.55766,21.95544,0.00755025,0.0014626624,0.004851061
t_10026,-100.55766,22.03873,0.006730998,0.0012093806,0.00420956
t_10027,-100.46783,22.03873,0.008176917,0.0015953218,0.0052914834
t_10028,-100.73733,22.03873,0.008309672,0.0015504297,0.005352442
t_10029,-100.82716,22.03873,0.008336871,0.0015286698,0.0053579416
t_1003,-97.05423,18.84058,0.042554136,0.033624157,0.048855774
t_10030,-100.64749,22.03873,0.0056769922,0.0009477773,0.0034341186
t_10031,-100.64749,22.12197,0.006385285,0.0010679314,0.0039195055
t_10032,-100.46783,22.12197,0.006316838,0.0010878427,0.0038853337
t_10033,-100.73733,22.12197,0.0070726466,0.0012029185,0.004406245
t_10034,-100.55766,22.12197,0.0055293036,0.00089689327,0.0033115223
t_10035,-100.82716,22.12197,0.007000847,0.0011646762,0.0043425355
t_10036,-100.73733,22.20517,0.006108215,0.0009525367,0.0036852092
t_10037,-100.55766,22.20517,0.006449606,0.0010600416,0.003944974
t_10038,-100.64749,22.20517,0.006836975,0.001127132,0.0042142584
t_10039,-100.46783,22.20517,0.006833921,0.0011635002,0.0042292867
t_1004,-97.00932,18.84058,0.034812085,0.025281988,0.03842794
t_10040,-100.82716,22.20517,0.005847351,0.00088216196,0.0034924608
t_10041,-100.73733,22.28831,0.0050426717,0.00071066857,0.0029182294
t_10042,-100.55766,22.28831,0.0065244553,0.0010362566,0.0039688395
t_10043,-100.64749,22.28831,0.006576836,0.0010302736,0.0039977897
t_10044,-100.82716,22.28831,0.0063661505,0.000951728,0.0038304
t_10045,-100.46783,22.28831,0.006128776,0.0009681854,0.0036949995
t_10046,-100.73733,22.37141,0.0060832105,0.00087788,0.003614486
t_10047,-100.46783,22.37141,0.005161589,0.0007410438,0.0029951043
t_10048,-100.64749,22.37141,0.006403506,0.00095663476,0.0038463324
t_10049,-100.55766,22.37141,0.0063019334,0.00095180696,0.0037826945
t_1005,-96.91949,18.84058,0.042840254,0.03385952,0.04678395
t_10050,-100.82716,22.37141,0.00795685,0.0012387059,0.0049339538
t_10051,-100.82716,22.45445,0.0053683724,0.0007019654,0.0030919614
t_10052,-100.55766,22.45445,0.006158783,0.00088764005,0.0036551063
t_10053,-100.46783,22.45445,0.0050265826,0.000687731,0.0028824273
t_10054,-100.64749,22.45445,0.006537737,0.00094618445,0.0039114594
t_10055,-100.73733,22.45445,0.005235749,0.000691344,0.003008892
t_10056,-100.82716,22.53745,0.00492392,0.0006016625,0.0027731094
t_10057,-100.55766,22.53745,0.007766912,0.0011671697,0.004757879
t_10058,-100.64749,22.53745,0.006305429,0.0008666366,0.0037221787
t_10059,-100.46783,22.53745,0.00506538,0.0006675871,0.0028883328
t_1006,-97.09915,18.84058,0.051839754,0.045094926,0.059649773
t_10060,-100.73733,22.53745,0.005613309,0.0007292996,0.003242147
t_10062,-102.17463,21.62178,0.0069398712,0.0009530035,0.004190569
t_10064,-102.44412,21.62178,0.005795905,0.00067666854,0.0033374557
t_10067,-102.26446,21.62178,0.005701543,0.0007079173,0.003311154
t_10069,-102.35429,21.70527,0.0060134125,0.0007143358,0.0034867544
t_1007,-97.14406,18.84058,0.04835416,0.040494792,0.05729277
t_10073,-102.17463,21.70527,0.0051622996,0.0006216648,0.0029478003
t_10078,-102.26446,21.70527,0.0054138317,0.00064124656,0.003099984
t_1008,-96.82965,18.84058,0.04080419,0.031369913,0.04326834
t_1009,-96.9644,18.84058,0.04548336,0.037079904,0.05021575
t_10091,-102.26446,21.78871,0.005189272,0.00058787223,0.00293407
t_10092,-102.17463,21.78871,0.0056564827,0.0006813067,0.003263342
t_101,-97.59322,20.44797,0.030060152,0.015769145,0.02499827
t_1010,-97.18898,18.84058,0.042596452,0.033736702,0.050265867
t_10101,-102.17463,21.8721,0.005904067,0.00069956493,0.0034125093
t_1011,-96.87457,18.84058,0.037201222,0.027456654,0.04029358
t_1012,-96.82965,18.88308,0.040457986,0.030905845,0.04277102
t_1013,-97.05423,18.88308,0.045978904,0.03757719,0.052402604
t_10131,-101.18648,21.20363,0.0081078075,0.0018664483,0.005486228
t_10132,-101.09665,21.28735,0.009797854,0.0023969265,0.006816904
t_10133,-101.18648,21.28735,0.0091621475,0.0021367297,0.0062791994
t_10134,-101.00682,21.28735,0.009901075,0.0024881405,0.006933816
t_10135,-100.91699,21.28735,0.0128345555,0.003631685,0.009366681
t_10136,-100.82716,21.28735,0.011665943,0.0032484294,0.00843922
t_10137,-101.09665,21.37103,0.008714082,0.0019856382,0.00591367
t_10138,-100.91699,21.37103,0.011226931,0.0029298689,0.007980462
t_10139,-101.00682,21.37103,0.0099222995,0.0024217323,0.006898747
t_1014,-97.00932,18.88308,0.043121852,0.034173,0.04850641
t_10140,-101.18648,21.37103,0.010395393,0.0024636649,0.0072076484
t_10141,-100.82716,21.37103,0.010599021,0.0027649421,0.0075066546
t_10142,-100.91699,21.45466,0.01067782,0.0026529985,0.0074795554
t_10143,-101.00682,21.45466,0.006926441,0.0014490939,0.0045068967
