# 20170919_M7.1_Puebla median gmf, Stations:None, gmlt:USGS, Rupture:SSN
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlab,AtkinsonBoore2003SSlabCascadia,ZhaoEtAl2016SSlab
t_0,-97.41356,21.28735,0.015658228,0.004583767,0.002873112,0.014169813
t_1,-97.50339,21.37103,0.015999574,0.0043724533,0.00274066,0.013745002
t_10,-97.59322,20.65826,0.02016121,0.009333484,0.005850241,0.025850682
t_100,-97.50339,20.44797,0.023045478,0.01132463,0.007098295,0.029771227
t_1000,-96.9644,18.79806,0.030308222,0.020035233,0.012558113,0.05469616
t_10000,-100.55766,21.53825,0.008046891,0.0028795826,0.0018049267,0.012062648
t_10001,-100.64749,21.53825,0.007722568,0.0027679831,0.0017349758,0.011728701
t_10002,-100.46783,21.62178,0.008168924,0.0027773257,0.0017408318,0.011756796
t_10003,-100.73733,21.62178,0.0081670955,0.0024758836,0.0015518874,0.010836574
t_10004,-100.64749,21.62178,0.00732154,0.0025759963,0.0016146383,0.011145433
t_10005,-100.55766,21.62178,0.0087457355,0.0026766213,0.0016777101,0.011452569
t_10006,-100.46783,21.70527,0.00695039,0.002579485,0.001616825,0.008846342
t_10007,-100.64749,21.70527,0.008612406,0.002690564,0.0016864494,0.010593811
t_10008,-100.73733,21.70527,0.008051757,0.002307456,0.0014463168,0.010309049
t_10009,-100.82716,21.70527,0.0064124092,0.002217623,0.0013900093,0.007948065
t_1001,-97.18898,18.79806,0.045620978,0.042624474,0.026717082,0.088054925
t_10010,-100.55766,21.70527,0.0076755923,0.0024887738,0.0015599671,0.010876533
t_10011,-100.46783,21.78871,0.0071836794,0.0023966886,0.001502248,0.010589808
t_10012,-100.82716,21.78871,0.0071208486,0.0020695673,0.0012972078,0.0095453365
t_10013,-100.64749,21.78871,0.007959063,0.0022328855,0.001399576,0.01007211
t_10014,-100.73733,21.78871,0.0066680578,0.0021509917,0.0013482448,0.009809357
t_10015,-100.55766,21.78871,0.008560346,0.0025973618,0.0016280302,0.010332587
t_10016,-100.46783,21.8721,0.0068268483,0.0022277376,0.001396349,0.010055672
t_10017,-100.82716,21.8721,0.007016179,0.00193178,0.0012108425,0.009091833
t_10018,-100.64749,21.8721,0.006180452,0.0020797867,0.0013036133,0.007595417
t_10019,-100.73733,21.8721,0.0063369884,0.0020056332,0.0012571339,0.009335993
t_1002,-96.87457,18.79806,0.02966692,0.017731272,0.011113987,0.049823727
t_10020,-100.55766,21.8721,0.0060026324,0.002153926,0.0013500841,0.0077858814
t_10021,-100.46783,21.95544,0.0070848847,0.0020715282,0.0012984369,0.009551727
t_10022,-100.82716,21.95544,0.0067550256,0.0018035474,0.0011304661,0.0086615635
t_10023,-100.64749,21.95544,0.0059533985,0.001937776,0.0012146009,0.0072251973
t_10024,-100.73733,21.95544,0.0061776727,0.0018705797,0.001172482,0.008887516
t_10025,-100.55766,21.95544,0.0066937385,0.0020048528,0.0012566447,0.009333426
t_10026,-100.55766,22.03873,0.0059713973,0.0018667617,0.001170089,0.008874709
t_10027,-100.46783,22.03873,0.0072397143,0.0019270466,0.0012078757,0.009076096
t_10028,-100.73733,22.03873,0.007411981,0.001958017,0.0012272879,0.008462559
t_10029,-100.82716,22.03873,0.0074546076,0.0018897046,0.0011844696,0.007555834
t_1003,-97.05423,18.84058,0.038092155,0.03433281,0.021519857,0.05911199
t_10030,-100.64749,22.03873,0.005047446,0.0011660666,0.00073089224,0.006874863
