# 20170919_M7.1_Puebla median gmf, Stations:None, gmlt:GEM, Rupture:SSN
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,Kanno2006Deep,ParkerEtAl2020SSlab
t_0,-97.41356,21.28735,0.015658228,0.004410648,0.010727144
t_1,-97.50339,21.37103,0.015999574,0.004484048,0.010990886
t_10,-97.59322,20.65826,0.02016121,0.0078020673,0.015101372
t_100,-97.50339,20.44797,0.023045478,0.00994399,0.017955562
t_1000,-96.9644,18.79806,0.030308222,0.020130213,0.031519666
t_10000,-100.55766,21.53825,0.008046891,0.0017199832,0.0053442474
t_10001,-100.64749,21.53825,0.007722568,0.0015997697,0.0050803013
t_10002,-100.46783,21.62178,0.008168924,0.001721745,0.0054091685
t_10003,-100.73733,21.62178,0.0081670955,0.0016352552,0.005364219
t_10004,-100.64749,21.62178,0.00732154,0.0014379784,0.0047375686
t_10005,-100.55766,21.62178,0.0087457355,0.0018573827,0.005838844
t_10006,-100.46783,21.70527,0.00695039,0.0013377451,0.0044442625
t_10007,-100.64749,21.70527,0.008612406,0.0017262684,0.0056758844
t_10008,-100.73733,21.70527,0.008051757,0.0015483839,0.0052362545
t_10009,-100.82716,21.70527,0.0064124092,0.0011199263,0.0040036584
t_1001,-97.18898,18.79806,0.045620978,0.036166556,0.05200466
t_10010,-100.55766,21.70527,0.0076755923,0.0015033198,0.0049803657
t_10011,-100.46783,21.78871,0.0071836794,0.0013475312,0.0045849523
t_10012,-100.82716,21.78871,0.0071208486,0.0012426681,0.0044930046
t_10013,-100.64749,21.78871,0.007959063,0.0014967314,0.0051411833
t_10014,-100.73733,21.78871,0.0066680578,0.0011595902,0.004173032
t_10015,-100.55766,21.78871,0.008560346,0.0016793296,0.005606833
t_10016,-100.46783,21.8721,0.0068268483,0.0012126757,0.0042869616
t_10017,-100.82716,21.8721,0.007016179,0.0011745307,0.0043836
t_10018,-100.64749,21.8721,0.006180452,0.0010279398,0.0037986303
t_10019,-100.73733,21.8721,0.0063369884,0.0010441378,0.003902633
t_1002,-96.87457,18.79806,0.02966692,0.019340638,0.030514376
t_10020,-100.55766,21.8721,0.0060026324,0.0010055121,0.0036777405
t_10021,-100.46783,21.95544,0.0070848847,0.0012271194,0.0044426885
t_10022,-100.82716,21.95544,0.0067550256,0.0010756348,0.0041633206
t_10023,-100.64749,21.95544,0.0059533985,0.0009417866,0.0036087793
t_10024,-100.73733,21.95544,0.0061776727,0.00097217114,0.0037603704
t_10025,-100.55766,21.95544,0.0066937385,0.0011196665,0.0041495482
t_10026,-100.55766,22.03873,0.0059713973,0.00092525524,0.0036028211
t_10027,-100.46783,22.03873,0.0072397143,0.0012159022,0.004520871
t_10028,-100.73733,22.03873,0.007411981,0.0011953552,0.0046159476
t_10029,-100.82716,22.03873,0.0074546076,0.0011831719,0.004635125
t_1003,-97.05423,18.84058,0.038092155,0.027739687,0.041367747
t_10030,-100.64749,22.03873,0.005047446,0.000727899,0.0029467284
t_10031,-100.64749,22.12197,0.0056825713,0.00081965484,0.0033674522
t_10032,-100.46783,22.12197,0.0055953655,0.00082881754,0.0033187668
t_10033,-100.73733,22.12197,0.006310333,0.0009267142,0.003798865
