# 20170919_M7.1_Puebla median gmf, Stations:All, gmlt:USGS, Rupture:SSN
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlab,AtkinsonBoore2003SSlabCascadia,ZhaoEtAl2016SSlab
m_137,-98.2064,19.0496,0.43934,0.43934,0.43934,0.43934
m_138,-99.1381,19.3494,0.43596,0.43596,0.43596,0.43596
m_139,-99.2422,18.9788,0.42534,0.42534,0.42534,0.42534
m_140,-98.9477,19.2772,0.35552,0.35552,0.35552,0.35552
m_141,-99.0999,19.2952,0.34558,0.34558,0.34558,0.34558
m_142,-99.157,19.2862,0.34282,0.34282,0.34282,0.34282
m_143,-99.2427,19.3222,0.33574,0.33574,0.33574,0.33574
m_144,-99.0333,19.3043,0.32766,0.32766,0.32766,0.32766
m_145,-99.138,19.2862,0.32319,0.32319,0.32319,0.32319
m_146,-99.1571,19.3494,0.29921,0.29921,0.29921,0.29921
m_147,-99.1667,19.4127,0.29532,0.29532,0.29532,0.29532
m_148,-99.1667,19.4217,0.29483,0.29483,0.29483,0.29483
m_149,-99.1572,19.4398,0.29425,0.29425,0.29425,0.29425
m_150,-99.1667,19.4398,0.29385,0.29385,0.29385,0.29385
m_151,-98.2445,19.0316,0.28691,0.28691,0.28691,0.28691
m_152,-99.1856,19.3042,0.28213,0.28213,0.28213,0.28213
m_153,-99.1857,19.3494,0.27988,0.27988,0.27988,0.27988
m_154,-99.1952,19.3584,0.279,0.279,0.279,0.279
m_155,-99.1572,19.4127,0.27788,0.27788,0.27788,0.27788
m_156,-99.1667,19.4308,0.27658,0.27658,0.27658,0.27658
m_157,-99.1666,19.3585,0.26336,0.26336,0.26336,0.26336
m_158,-99.1571,19.3765,0.26288,0.26288,0.26288,0.26288
m_159,-99.2422,18.9607,0.25905,0.25905,0.25905,0.25905
m_160,-99.2809,19.3583,0.25859,0.25859,0.25859,0.25859
m_161,-99.0998,18.988,0.25132,0.25132,0.25132,0.25132
m_162,-99.1476,19.3585,0.24821,0.24821,0.24821,0.24821
m_163,-99.2047,19.3494,0.24637,0.24637,0.24637,0.24637
m_164,-99.1381,19.4217,0.24563,0.24563,0.24563,0.24563
