# 20170919_M7.1_Puebla median gmf, Stations:Seismic, gmlt:GEM, Rupture:Melgar_et_al_2018
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,Kanno2006Deep,ParkerEtAl2020SSlab
m_137,-98.2064,19.0496,0.1293029,0.12721089,0.1318407
m_138,-99.1381,19.3494,0.1504409,0.14983898,0.15056708
m_139,-99.2422,18.9788,0.08556187,0.18535735,0.13863634
m_140,-98.9477,19.2772,0.14815187,0.17857741,0.14006636
m_141,-99.0999,19.2952,0.16136543,0.16410494,0.15950714
m_142,-99.157,19.2862,0.09600811,0.0939873,0.10142392
m_143,-99.2427,19.3222,0.080495216,0.08281318,0.082856536
m_144,-99.0333,19.3043,0.12497444,0.106695436,0.15392372
m_145,-99.138,19.2862,0.14718637,0.13597254,0.1712689
m_146,-99.1571,19.3494,0.121837616,0.1254044,0.121184476
m_147,-99.1667,19.4127,0.1062873,0.10736474,0.105626054
m_148,-99.1667,19.4217,0.108890675,0.10846652,0.10965013
m_149,-99.1572,19.4398,0.11009893,0.10812762,0.11157078
m_150,-99.1667,19.4398,0.10999907,0.10980874,0.1100156
m_151,-98.2445,19.0316,0.12047312,0.15540828,0.10941445
m_152,-99.1856,19.3042,0.0799997,0.08580082,0.0775596
m_153,-99.1857,19.3494,0.086472675,0.09426022,0.08438506
m_154,-99.1952,19.3584,0.08194346,0.08509225,0.08121338
m_155,-99.1572,19.4127,0.120235175,0.12038052,0.120025024
m_156,-99.1667,19.4308,0.11534172,0.11571072,0.11516878
m_157,-99.1666,19.3585,0.10375868,0.10621384,0.10376362
m_158,-99.1571,19.3765,0.13027558,0.13020544,0.1306091
m_159,-99.2422,18.9607,0.088321656,0.19977498,0.14508177
m_160,-99.2809,19.3583,0.07669388,0.08135822,0.07972267
m_161,-99.0998,18.988,0.079680026,0.144125,0.11978101
m_162,-99.1476,19.3585,0.13257962,0.13059668,0.1344376
m_163,-99.2047,19.3494,0.07890982,0.08091654,0.078768775
m_164,-99.1381,19.4217,0.108012386,0.10666362,0.10941525
m_165,-99.1857,19.4036,0.07216763,0.071228065,0.07324399
m_166,-98.2256,19.0135,0.10244491,0.12853187,0.09735251
m_167,-99.1476,19.3494,0.13933031,0.13980466,0.13969487
m_169,-99.081,19.4308,0.115718834,0.11028513,0.12046364
m_170,-99.1762,19.4036,0.08516198,0.08474566,0.08569822
m_171,-99.1476,19.4308,0.11564804,0.11846431,0.113277644
m_172,-99.2618,19.3583,0.08398649,0.08756382,0.08365678
m_173,-99.138,19.3404,0.17456569,0.17366368,0.17542377
m_174,-98.2158,19.0767,0.17281625,0.18339397,0.17410642
m_175,-99.1571,19.3585,0.115008764,0.11365882,0.11739477
m_176,-99.1476,19.3675,0.14795564,0.14600281,0.14949633
m_177,-99.1476,19.3856,0.121666126,0.11960213,0.12332175
m_178,-99.1857,19.3584,0.086170286,0.090667546,0.08497339
m_179,-99.2232,18.9156,0.095935374,0.23745531,0.16162302
m_180,-99.2326,18.9065,0.09649348,0.24396689,0.16399418
m_181,-99.1858,19.4398,0.07107856,0.0717741,0.070935845
m_182,-99.2714,19.3674,0.079672456,0.08245068,0.08024204
m_183,-98.1969,19.0495,0.1627399,0.1615366,0.1645607
m_184,-99.1856,19.3223,0.07889197,0.08803979,0.07676245
m_185,-99.1952,19.3404,0.07993687,0.08682026,0.078230225
m_186,-99.1762,19.3675,0.08994325,0.09138219,0.089671806
m_187,-99.1762,19.3765,0.08791111,0.08887379,0.08731377
m_188,-99.1667,19.4036,0.09566105,0.094451465,0.09700937
m_189,-99.1381,19.4308,0.10394724,0.10731765,0.10150977
m_190,-99.2523,19.3403,0.08536717,0.09054107,0.08593634
m_191,-99.1572,19.4579,0.099672675,0.09859198,0.099251546
m_192,-99.1762,19.4488,0.0932344,0.09460516,0.09226852
m_193,-99.1761,19.3404,0.09234359,0.10414656,0.089723796
m_194,-99.1572,19.4308,0.10717942,0.10667304,0.10756781
m_195,-99.2523,19.3764,0.078567155,0.07924812,0.07847554
m_196,-99.2143,19.4397,0.06237715,0.06361866,0.06378753
m_197,-98.2066,19.0044,0.081818886,0.106580235,0.079771124
m_198,-99.1761,19.3223,0.086051695,0.09568452,0.084989995
m_199,-99.1666,19.3494,0.10675457,0.113750026,0.10492101
m_200,-99.1666,19.3765,0.10123401,0.100979805,0.101566896
m_201,-99.1571,19.3856,0.11062817,0.109087534,0.11218214
m_202,-99.1571,19.3946,0.0976348,0.096145004,0.09890026
m_203,-99.1667,19.3946,0.09168024,0.089893796,0.09328401
m_204,-99.1857,19.3856,0.07853058,0.079293124,0.07814923
m_205,-99.2327,18.9156,0.09608544,0.24057348,0.16122922
m_206,-99.1572,19.4488,0.10088597,0.09863898,0.10209955
m_207,-99.5348,18.3455,0.08972884,0.2790266,0.1898491
m_208,-99.1286,19.3766,0.113494635,0.11445707,0.11236415
m_209,-99.2047,19.3403,0.08013518,0.08482501,0.078875884
m_210,-99.1476,19.4037,0.10566425,0.10521193,0.106243335
m_211,-99.1762,19.3856,0.084540926,0.084926404,0.08424546
