STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES
USK,Usak-Meteorologji Mudurlugu,29.404,38.671,seismic,465.21,3.1,0.63,0.0,0.002806,0.0,0.474,0.0,0.003796,0.0,0.005796,0.0,0.0035,inferred,Stations_USGS
C1060,LDEO Station No. C1060 BU,30.613,40.777,seismic,451.76,4.6,0.63,0.0,0.052551,0.0,4.64,0.0,0.145918,0.0,0.034286,0.0,0.013163,inferred,Stations_USGS
3401,,29.00951,41.0582,seismic,473.15,4.5,0.63,0.0,0.009146,0.0,2.1519,0.0,0.020399,0.0,0.014964,0.0,0.007826,inferred,Stations_USGS
1404,,30.78307,40.39659,seismic,877.65,5.6,0.63,0.0,0.02843,0.0,9.3399,0.0,0.076184,0.0,0.036512,0.0,0.019081,inferred,Stations_USGS
BRN,Bornova-Eylul Universite Ziraat Fakultesi,27.229,38.455,seismic,287.83,2.8,0.63,0.0,0.001776,0.0,0.428,0.0,0.002388,0.0,0.004163,0.0,0.002143,inferred,Stations_USGS
DHM,Yesilkoy-Havaalani,28.82,40.982,seismic,335.04,4.5,0.63,0.0,0.018061,0.0,4.3,0.0,0.024388,0.0,0.039694,0.0,0.017143,inferred,Stations_USGS
D0531,LDEO Station No. D0531 WF,30.855,40.703,seismic,596.78,5.6,0.63,0.0,0.158163,0.0,8.84,0.0,0.473469,0.0,0.075612,0.0,0.019286,inferred,Stations_USGS
4101,,29.91721,40.7665,seismic,600.0,6.3,0.63,0.0,0.022667,0.0,15.7759,0.0,0.034384,0.0,0.030145,0.0,0.008835,inferred,Stations_USGS
KAS,Kasif (Yalova),29.291,40.657,seismic,363.76,null,null,0.0,0.025408,,,,,,,,,inferred,Stations_USGS
KUT,Kutahya-Sivil Savunma Mudurlugu,29.997,39.419,seismic,578.67,5.6,0.63,0.0,0.021224,0.0,9.37,0.0,0.026735,0.0,0.045816,0.0,0.091224,inferred,Stations_USGS
DZC,Duzce-Meteoroloji Mudurlugu,31.151,40.843,seismic,239.77,8.2,0.63,0.0,0.514286,0.0,63.5,0.0,1.05102,0.0,0.721429,0.0,0.173469,inferred,Stations_USGS
1612,,29.71688,40.44163,seismic,346.17,5.7,0.63,0.0,0.022474,0.0,5.0456,0.0,0.044514,0.0,0.041482,0.0,0.017406,inferred,Stations_USGS
SKR,Sakarya-Bayindirlik ve Iskan Mudurlugu,30.379,40.737,seismic,336.33,3.8,0.63,0.0,0.023163,0.0,2.07,0.0,0.058571,0.0,0.015,0.0,0.005439,inferred,Stations_USGS
YPT,Yarimca-Petkim,29.765,40.756,seismic,600.0,4.0,0.63,0.0,0.018265,0.0,2.55,0.0,0.038367,0.0,0.035714,0.0,0.01551,inferred,Stations_USGS
GB,Sirkeci,28.991,41.019,seismic,600.0,4.0,0.63,0.0,0.01449,0.0,1.53,0.0,0.041122,0.0,0.019388,0.0,0.004265,inferred,Stations_USGS
GYN,Goynuk-Devlet Hastanesi,30.734,40.381,seismic,643.06,4.0,0.63,0.0,0.026122,0.0,2.57,0.0,0.049592,0.0,0.040102,0.0,0.016531,inferred,Stations_USGS
