# 20160416_M7.0_Kumamoto median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,BooreEtAl2014,ChiouYoungs2014,ZhaoEtAl2016Asc
t_0,131.39143,31.68349,0.019457618,0.02068751,0.0284157
t_1,131.33477,31.72399,0.021128062,0.02217365,0.03069997
t_10,131.2588,31.44924,0.01510864,0.01668707,0.022422723
t_100,130.41017999999997,31.56027,0.016066296,0.017516365,0.026339797
t_1000,130.57331999999997,33.32068,0.10882779,0.09401225,0.10245798
t_1001,130.62616000000003,33.32516,0.11253374,0.09713495,0.10691044
t_1002,130.46229,33.35601,0.06962622,0.061536036,0.09524852
t_1003,130.51512000000002,33.36053,0.07592378,0.066576466,0.099128455
t_1004,130.79517999999996,33.24968,0.091134295,0.080435894,0.11780395
t_1005,130.63146,33.2808,0.0636096,0.05728613,0.0944104
t_1006,130.68429000000003,33.28524,0.06691552,0.06011319,0.09879007
t_1007,130.73712,33.28966,0.070354395,0.06309153,0.10329933
t_1008,130.78996,33.29406,0.08177273,0.072268724,0.107244626
t_1009,130.67899999999997,33.32961,0.11684123,0.10082839,0.11163178
t_101,130.30151,31.59587,0.01887204,0.020136286,0.03545881
t_1010,130.73185999999998,33.33404,0.1007267,0.08674632,0.12622859
t_1011,130.78472999999997,33.33844,0.12301079,0.1061813,0.1199303
t_1012,130.67371000000003,33.37397,0.10941473,0.09452352,0.10312327
t_1013,130.72659,33.37841,0.11067966,0.09552993,0.10678755
t_1014,130.35665,33.34689,0.04314305,0.04029712,0.06607764
t_1015,130.40945999999997,33.35146,0.060935326,0.05459141,0.09158187
t_1016,130.29836,33.38662,0.05514179,0.05008375,0.0792984
t_1017,130.35118999999997,33.39121,0.053240746,0.04849343,0.08228779
t_1018,130.40403000000003,33.39579,0.041737724,0.039152298,0.064066626
t_1019,130.45688,33.40034,0.043481626,0.040573813,0.06656277
t_102,130.3533,31.60025,0.016644826,0.018046249,0.02722203
t_1020,130.29286000000002,33.43093,0.050016776,0.046009373,0.07425948
