calc_id,description,cal_time,gmpe,imt,nominal_bias,abs_nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations
604,"Median gmf - DRAFT_20021101_M5.72_Molise (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",36,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.307,0.307,0.14890574,GCMT,GEM,seismic
602,"Median gmf - DRAFT_20021101_M5.72_Molise (Rupture:INGV, GMPEs:GEM, Recording Stations:seismic)",36,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.338,0.338,0.11256319,INGV,GEM,seismic
605,"Median gmf - DRAFT_20021101_M5.72_Molise (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",37,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.345,0.345,0.27911544,USGS,GEM,seismic
603,"Median gmf - DRAFT_20021101_M5.72_Molise (Rupture:EFEHR, GMPEs:GEM, Recording Stations:seismic)",36,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.36,0.36,0.08646242,EFEHR,GEM,seismic
600,"Median gmf - DRAFT_20021101_M5.72_Molise (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",27,AkkarEtAlRjb2014,PGA,-0.442,0.442,0.14942646,GCMT,USGS,seismic
599,"Median gmf - DRAFT_20021101_M5.72_Molise (Rupture:EFEHR, GMPEs:USGS, Recording Stations:seismic)",26,AkkarEtAlRjb2014,PGA,-0.478,0.478,0.1387334,EFEHR,USGS,seismic
598,"Median gmf - DRAFT_20021101_M5.72_Molise (Rupture:INGV, GMPEs:USGS, Recording Stations:seismic)",22,AkkarEtAlRjb2014,PGA,-0.482,0.482,0.120770864,INGV,USGS,seismic
601,"Median gmf - DRAFT_20021101_M5.72_Molise (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",27,AkkarEtAlRjb2014,PGA,-0.54,0.54,0.13101584,USGS,USGS,seismic
604,"Median gmf - DRAFT_20021101_M5.72_Molise (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",36,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.599,0.599,0.14890574,GCMT,GEM,seismic
602,"Median gmf - DRAFT_20021101_M5.72_Molise (Rupture:INGV, GMPEs:GEM, Recording Stations:seismic)",36,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.629,0.629,0.11256319,INGV,GEM,seismic
