STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES
MET,Buc.-Metalurgiei/Berceni,26.119,44.376,seismic,216.77,null,null,0.0,0.07647,0.0,10.24,,,,,,,inferred,Stations_USGS
CVD2,Cernavoda-FP,28.03,44.34,seismic,294.83,null,null,0.0,0.10929,0.0,9.828,,,,,,,inferred,Stations_USGS
VLM,Valeni de Munte,26.038,45.183,seismic,347.17,null,null,0.0,0.15122,0.0,12.59,,,,,,,inferred,Stations_USGS
ARR,Arges,24.633,45.368,seismic,525.81,null,null,0.0,0.02513,0.0,3.829,,,,,,,inferred,Stations_USGS
FOC2,Focsani-Project SA,27.192,45.693,seismic,254.73,null,null,0.0,0.12031,0.0,17.09,,,,,,,inferred,Stations_USGS
HIST_2,Birlad,27.626,46.266,seismic,647.39,4.1,0.63,0.0,0.027143,0.0,2.87,0.0,0.062041,0.0,0.034286,0.0,0.006918,inferred,Stations_USGS
ONS,Onesti,26.762,46.25,seismic,356.85,null,null,0.0,0.24653,0.0,14.0,,,,,,,inferred,Stations_USGS
DRS,Buc.-Dr.Sarii/Ghencea,26.059,44.419,seismic,282.37,null,null,0.0,0.1148,0.0,13.82,,,,,,,inferred,Stations_USGS
TIT,Buc.-Titulescu,26.08,44.452,seismic,222.57,null,null,0.0,0.06882,0.0,9.632,,,,,,,inferred,Stations_USGS
SHB,Shabla,28.535,43.536,seismic,266.86,null,null,0.0,0.00874,0.0,0.47,,,,,,,inferred,Stations_USGS
HIST_1,Bacau,26.9,46.567,seismic,281.84,6.4,0.63,0.0,0.134694,0.0,8.46,0.0,0.254082,0.0,0.156122,0.0,0.017041,inferred,Stations_USGS
IAS,Iasi,27.562,47.193,seismic,771.03,4.1,0.63,0.0,0.041327,0.0,2.14,0.0,0.153061,0.0,0.022347,0.0,0.001918,inferred,Stations_USGS
GLT2,Galati,28.058,45.43,seismic,288.16,null,null,0.0,0.09946,0.0,15.01,,,,,,,inferred,Stations_USGS
BLV,Bolintin Vale,25.757,44.444,seismic,228.62,null,null,0.0,0.22276,0.0,13.79,,,,,,,inferred,Stations_USGS
KAV,Kavarna,28.338,43.433,seismic,317.61,null,null,0.0,0.03694,0.0,5.621,,,,,,,inferred,Stations_USGS
ADJ,Adjud,27.181,46.095,seismic,260.46,null,null,0.0,0.09142,0.0,10.44,,,,,,,inferred,Stations_USGS
RMS2,Rmn. Sarat-Scoala,27.039,45.38,seismic,389.33,null,null,0.0,0.15908,0.0,35.51,,,,,,,inferred,Stations_USGS
HIST_9,Istrita,26.545,45.138,seismic,730.29,4.4,0.63,0.0,0.01949,0.0,3.77,0.0,0.049694,0.0,0.025612,0.0,0.009388,inferred,Stations_USGS
BIR2,Barlad-FP,27.626,46.266,seismic,647.39,null,null,0.0,0.15143,0.0,17.75,,,,,,,inferred,Stations_USGS
BAA,Baia-Tulcea,28.679,44.723,seismic,371.54,null,null,0.0,0.0911,0.0,6.296,,,,,,,inferred,Stations_USGS
MAG,Bucuresti Magurele,26.03,44.347,seismic,227.45,null,null,0.0,0.09142,0.0,16.21,,,,,,,inferred,Stations_USGS
CMP,Campulung Muscel,25.046,45.272,seismic,592.04,null,null,0.0,0.04735,0.0,4.33,,,,,,,inferred,Stations_USGS
TLC1,Tulcea-Sc.,28.8,45.167,seismic,417.41,null,null,0.0,0.07086,0.0,7.701,,,,,,,inferred,Stations_USGS
BOZ,Bozveli,27.479,43.105,seismic,502.99,null,null,0.0,0.06143,0.0,5.601,,,,,,,inferred,Stations_USGS
BAC2,Bacau,26.9,46.567,seismic,281.84,null,null,0.0,0.13469,0.0,16.53,,,,,,,inferred,Stations_USGS
SDR,Surduc,26.377,45.489,seismic,759.53,null,null,0.0,0.09922,0.0,19.82,,,,,,,inferred,Stations_USGS
BRS1,Brasov,25.652,46.656,seismic,900.0,null,null,0.0,0.04998,0.0,53.74,,,,,,,inferred,Stations_USGS
VRI,Vrancioaia,26.727,45.866,seismic,239.9,3.9,0.63,0.0,0.16041,0.0,13.64,,,,,,,inferred,Stations_USGS
CER,Cernavoda,28.032,44.314,seismic,483.62,3.7,0.63,0.0,0.019388,0.0,1.58,0.0,0.060408,0.0,0.030306,0.0,0.00252,inferred,Stations_USGS
BLA,Buc.-Balta Alba,26.169,44.413,seismic,231.11,null,null,0.0,0.06907,0.0,14.32,,,,,,,inferred,Stations_USGS
HIST_5,Bucharest-Magurele,26.03,44.347,seismic,227.45,6.4,0.63,0.0,0.091429,0.0,4.68,0.0,0.227551,0.0,0.066327,0.0,0.012857,inferred,Stations_USGS
