STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE
A39,Bucharest-Building Research Institute,44.441,26.161,seismic,ESM,D (inferred from geology),0.052206383,0.0,0.093482989,0.0,0.084491482,0.0,0.062906339,0.0,,D (inferred from geology),,,,,,
VRI,Vrancioaia,45.8657,26.7277,seismic,ESM,B (inferred from topography),0.029883932,0.0,0.131237999,0.0,0.05030633,0.0,0.019340217,0.0,,B (inferred from topography),,,,,,
A1855,Birlad,46.266,27.626,seismic,ESM,B (inferred from topography),0.027001526,0.0,0.072777654,0.0,0.043808846,0.0,0.033386921,0.0,,B (inferred from topography),,,,,,
A1856,Istrita,45.138,26.545,seismic,ESM,A (inferred from topography),0.018819488,0.0,0.047291563,0.0,0.053155735,0.0,0.024592912,0.0,,A (inferred from topography),,,,,,
OBS_9,SCANTERA/VRANCEA (ROM) (Intensity VIII),45.883,27.024,macroseismic,Stations_USGS,,0.458347,0.8059,0.84916,1.0131,,,0.846026,1.0822,543.08,inferred,8.0,0.3,0.875,53.8285,1.4737,0.161689
OBS_8,SARBI-TIFESTI (ROM) (Intensity VIII),45.857,27.078,macroseismic,Stations_USGS,,0.457749,0.8059,0.848578,1.0131,,,0.846703,1.0822,481.94,inferred,8.0,0.3,0.875,53.8285,1.4737,0.161834
OBS_7,REPEDEA (ROM) (Intensity VIII),45.929,27.055,macroseismic,Stations_USGS,,0.45702,0.8059,0.847866,1.0131,,,0.847531,1.0822,418.78,inferred,8.0,0.3,0.875,53.8285,1.4737,0.162011
OBS_5,PANCIU (ROM) (Intensity VIII),45.908,27.09,macroseismic,Stations_USGS,,0.456874,0.8059,0.847724,1.0131,,,0.847697,1.0822,456.07,inferred,8.0,0.3,0.875,53.8285,1.4737,0.162047
OBS_2,MARASESTI (ROM) (Intensity VIII),45.88,27.23,macroseismic,Stations_USGS,,0.453094,0.8059,0.84403,1.0131,,,0.852025,1.0822,272.21,inferred,8.0,0.3,0.875,53.8285,1.4737,0.162974
OBS_1,FOCSANI1 (ROM) (Intensity VIII),45.706,27.188,macroseismic,Stations_USGS,,0.452202,0.8059,0.843156,1.0131,,,0.853054,1.0822,254.73,inferred,8.0,0.3,0.875,53.8285,1.4737,0.163195
OBS_6,PAUNESTI1 (ROM) (Intensity VIII),46.033,27.117,macroseismic,Stations_USGS,,0.451635,0.8059,0.8426,1.0131,,,0.85371,1.0822,507.49,inferred,8.0,0.3,0.875,53.8285,1.4737,0.163336
OBS_3,MIRCESTII_NOI (ROM) (Intensity VIII),45.749,27.27,macroseismic,Stations_USGS,,0.450472,0.8059,0.841458,1.0131,,,0.855061,1.0822,266.18,inferred,8.0,0.3,0.875,53.8285,1.4737,0.163625
