STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES
ARPRA,"Arapgir, Malatya, Turkey",38.3356,39.0929,seismic,789.24,6.0,0.63,0.0,0.050218,0.0,10.1899,0.0,0.087843,0.0,0.110571,0.0,0.039703,inferred,Stations_USGS
CMRD,"Camardi, Nigde, Turkey",34.9902,37.6623,seismic,442.42,4.2,0.63,0.0,0.007499,0.0,3.5835,0.0,0.018498,0.0,0.013853,0.0,0.007351,inferred,Stations_USGS
KHMN,"Pazarcik, Kahramanmaras, Turkey",37.1574,37.3916,seismic,267.62,8.8,0.63,0.0,0.629572,0.0,80.9896,0.0,0.630066,0.0,0.486919,0.0,0.232605,inferred,Stations_USGS
KOZK,"Kozakli, Nevsehir, Turkey",34.868,39.2101,seismic,388.68,4.7,0.63,0.0,0.010661,0.0,4.7466,0.0,0.014698,0.0,0.029326,0.0,0.011246,inferred,Stations_USGS
KRTS,"Karatas, Adana, Turkey",35.375,36.573,seismic,308.22,6.2,0.63,0.0,0.055023,0.0,12.5387,0.0,0.166746,0.0,0.051626,0.0,0.024567,inferred,Stations_USGS
SLFK,"Silifke, Mersin, Turkey",33.9464,36.3925,seismic,259.23,4.2,0.63,0.0,0.016275,0.0,1.3622,0.0,0.041951,0.0,0.01488,0.0,0.004857,inferred,Stations_USGS
TUNC,"Kiziloren, Hafik, Sivas, Turkey",37.5388,39.6942,seismic,247.07,5.9,0.63,0.0,0.015342,0.0,12.262,0.0,0.029974,0.0,0.031292,0.0,0.039434,inferred,Stations_USGS
0118,,35.31843,37.03616,seismic,600.0,6.5,0.63,0.0,0.05011,0.0,18.5222,0.0,0.086943,0.0,0.10403,0.0,0.059041,inferred,Stations_USGS
0119,,35.39,36.568,seismic,308.22,6.3,0.63,0.0,0.049518,0.0,15.9498,0.0,0.153342,0.0,0.072206,0.0,0.03687,inferred,Stations_USGS
0120,,35.79005,36.77006,seismic,329.68,7.2,0.63,0.0,0.118991,0.0,25.7611,0.0,0.371669,0.0,0.165968,0.0,0.049085,inferred,Stations_USGS
0122,,35.82021,37.4339,seismic,335.82,5.9,0.63,0.0,0.058401,0.0,11.831,0.0,0.19748,0.0,0.041074,0.0,0.018262,inferred,Stations_USGS
0123,,35.34376,37.00338,seismic,279.31,6.9,0.63,0.0,0.041481,0.0,24.3434,0.0,0.130776,0.0,0.058644,0.0,0.043769,inferred,Stations_USGS
0124,,34.87911,37.4087,seismic,867.12,4.1,0.63,0.0,0.008804,0.0,1.9385,0.0,0.016693,0.0,0.017926,0.0,0.007201,inferred,Stations_USGS
0125,,35.79577,37.01519,seismic,246.69,7.2,0.63,0.0,0.131024,0.0,31.2046,0.0,0.231067,0.0,0.529877,0.0,0.115261,inferred,Stations_USGS
0127,,35.92044,37.816183,seismic,791.43,5.4,0.63,0.0,0.05599,0.0,8.3616,0.0,0.155032,0.0,0.048762,0.0,0.010784,inferred,Stations_USGS
0128,,35.062788,37.250287,seismic,501.25,4.4,0.63,0.0,0.014613,0.0,3.8891,0.0,0.035335,0.0,0.023339,0.0,0.009057,inferred,Stations_USGS
0129,,36.210863,38.259195,seismic,351.69,5.6,0.63,0.0,0.050589,0.0,9.7273,0.0,0.111432,0.0,0.051975,0.0,0.014693,inferred,Stations_USGS
0130,,35.67104,37.25186,seismic,300.63,6.4,0.63,0.0,0.083124,0.0,16.9523,0.0,0.19726,0.0,0.130896,0.0,0.048013,inferred,Stations_USGS
0131,,36.115347,37.856602,seismic,900.0,5.2,0.63,0.0,0.161794,0.0,6.5241,0.0,0.097343,0.0,0.023156,0.0,0.0088,inferred,Stations_USGS
0132,,36.114868,37.855892,seismic,900.0,5.0,0.63,0.0,0.038416,0.0,6.0715,0.0,0.104071,0.0,0.049586,0.0,0.008896,inferred,Stations_USGS
0133,,35.864025,37.745495,seismic,606.77,5.0,0.63,0.0,0.079506,0.0,6.5157,0.0,0.161495,0.0,0.051063,0.0,0.022575,inferred,Stations_USGS
0134,,35.864475,37.74427,seismic,606.77,5.1,0.63,0.0,0.069993,0.0,6.9642,0.0,0.159516,0.0,0.063104,0.0,0.023593,inferred,Stations_USGS
0137,,35.723258,37.704858,seismic,900.0,4.7,0.63,0.0,0.050551,0.0,4.9948,0.0,0.149876,0.0,0.03548,0.0,0.008245,inferred,Stations_USGS
0138,,35.723358,37.704858,seismic,900.0,4.6,0.63,0.0,0.028313,0.0,3.9872,0.0,0.075666,0.0,0.029677,0.0,0.011559,inferred,Stations_USGS
0139,,35.445322,37.400943,seismic,248.31,5.1,0.63,0.0,0.017991,0.0,6.3401,0.0,0.04637,0.0,0.040502,0.0,0.020409,inferred,Stations_USGS
0140,,35.52924,37.56261,seismic,900.0,4.5,0.63,0.0,0.035291,0.0,4.509,0.0,0.178407,0.0,0.019088,0.0,0.007249,inferred,Stations_USGS
0141,,35.52789,37.56256,seismic,900.0,4.5,0.63,0.0,0.017164,0.0,3.61,0.0,0.032759,0.0,0.01603,0.0,0.008453,inferred,Stations_USGS
