STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V
1351,TEHRAN 41,35.7,51.48,seismic,Stations_BHRC,0.02924131,0.036101316,0.025816158,0.022300831,0,0,0,0,0.01094635,0.01296589,0.009423684,0.006639165,0.02924131,0.036101316,0.025816158,0.022300831,0.01251936,0.018329852,0.014078139,0.011350348
1352,TEHRAN 51,35.73,51.37,seismic,Stations_BHRC,0.02665215,0.049696233,0.058776891,0.051547964,0,0,0,0,0.02665215,0.04525402,0.040189661,0.051547964,0.01584771,0.030114175,0.02066366,0.012897877,0.03516338,0.049696233,0.058776891,0.038639591
1353/01,Qazvin,36.26,50,seismic,Stations_BHRC,0.2045992,0.194743494,0.2012841,0.179567951,0,0,0,0,0.2045992,0.194743494,0.149789568,0.179567951,0.09904487,0.124973055,0.085927904,0.074888145,0.1362489,0.172912022,0.2012841,0.109786918
1354,Abhar,36.09,49.22,seismic,Stations_BHRC,0.1296175,0.42731796,0.326060053,0.301019938,0,0,0,0,0.1296175,0.189810926,0.17097236,0.127713096,0.07625145,0.069952119,0.048322325,0.045284415,0.2152953,0.42731796,0.326060053,0.301019938
1355,Roodsar,37.13,50.3,seismic,Stations_BHRC,0.09389988,0.183248083,0.112311047,0.088842655,0,0,0,0,0.09389988,0.143547482,0.112311047,0.079446013,0.08542621,0.070108918,0.065301219,0.047699102,0.08111777,0.183248083,0.096258515,0.088842655
1356/02,TEHRAN 47,35.69,51.32,seismic,Stations_BHRC,0.01248581,0.022875454,0.01544492,0.009837718,0,0,0,0,0.009764472,0.021556046,0.015419183,0.006997479,0.01248581,0.022875454,0.01386751,0.009837718,0.01334206,0.019326578,0.01544492,0.009276286
1357/01,Lahijan,37.21,50.03,seismic,Stations_BHRC,0.11209,0.245957124,0.296208661,0.177160274,0,0,0,0,0.11209,0.121018173,0.105767844,0.105689042,0.08693,0.078276961,0.073125786,0.045485863,0.18794,0.245957124,0.296208661,0.177160274
1358/01,Miyaneh,37.42,47.71,seismic,Stations_BHRC,0.01197946,0.012775506,0.009725114,0.007435131,0,0,0,0,0.007560155,0.012775506,0.008384322,0.005256887,0.01197946,0.011002791,0.009725114,0.007435131,0.01197946,0.012775506,0.009725114,0.007435131
1358/02,Miyaneh,37.42,47.71,seismic,Stations_BHRC,0.0345648,0.045415267,0.037514461,0.036571745,0,0,0,0,0.02786906,0.040783094,0.031682276,0.030436608,0.0345648,0.045415267,0.037514461,0.036571745,0.0345648,0.045415267,0.037514461,0.036571745
1359,Tonekabon,36.808,50.884,seismic,Stations_BHRC,0.1325747,0.198328739,0.216395018,0.11891662,0,0,0,0,0.1325747,0.198328739,0.216395018,0.11891662,0.03502332,0.050922531,0.039825316,0.033203185,0.08754489,0.159612284,0.1513314,0.103897506
