STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA,SOIL_TYPE,VS30,VS30_TYPE,VS30_USGS
KALA,KALAMATA,22.11076,37.03918,seismic,0.324969,0.0,B,518.0,B,323.0
KAL1,KAL1,22.1,37.033,seismic,0.264511,0.0,B,485.0,B,464.0
SPAA,SPAA,22.43,37.08,seismic,0.046059,0.0,C (inferred from topography),444.0,inferred_USGS,444.0
PYR1,PYR1,21.441297,37.673162,seismic,0.012827,0.0,B,473.0,B,497.0
OBS_2,VERGA  MESSINIA(1271),22.178,37.009,macroseismic,0.706109,0.8059,,900.0,inferred,597.0
OBS_1,KALAMATA  MESSINIA(44052),22.12,37.043,macroseismic,0.706109,0.8059,,364.87,inferred,324.0
OBS_3,POLIANI  MESSINIA(229),22.144,37.152,macroseismic,0.491373,0.8059,,714.5,inferred,591.0
OBS_5,ARTEMISIA  MESSINIA(339),22.174,37.11,macroseismic,0.378967,0.8059,,900.0,inferred,596.0
OBS_6,NEDOUSA  MESSINIA(206),22.234,37.144,macroseismic,0.378967,0.8059,,636.24,inferred,685.0
OBS_4,ARIS  MESSINIA(1354),22.009,37.1,macroseismic,0.3197,0.8059,,332.35,inferred,401.0
KAL2,Kalamata-Prefecture,22.12,37.03,seismic,0.296939,0.0,,323.77,inferred,461.0
OBS_10,THOURIA  MESSINIA(1140),22.042,37.082,macroseismic,0.24582,0.8059,,315.2,inferred,273.0
OBS_7,MESSINI  MESSINIA(6519),22.002,37.04,macroseismic,0.240828,0.8059,,347.34,inferred,335.0
OBS_9,PLATY  MESSINIA(520),22.005,37.142,macroseismic,0.228026,0.8059,,337.7,inferred,442.0
OBS_8,OICHALIA  MESSINIA(413),21.997,37.25,macroseismic,0.212597,0.8059,,352.78,inferred,313.0
OBS_31,KAMPOS  MESSINIA(641),22.208,36.94,macroseismic,0.203391,0.8059,,505.15,inferred,531.0
OBS_11,DYRRACHIO  ARKADIA(255),22.207,37.184,macroseismic,0.188981,0.8059,,597.56,inferred,621.0
OBS_20,KASTOREIO  LAKONIA(753),22.32,37.165,macroseismic,0.184378,0.8059,,666.71,inferred,686.0
OBS_22,LONGASTRA  LAKONIA(506),22.366,37.112,macroseismic,0.182802,0.8059,,546.46,inferred,684.0
OBS_32,MIKROMANI  MESSINIA(735),22.034,37.067,macroseismic,0.180154,0.8059,,239.73,inferred,331.0
OBS_33,VROMOVRYSI  MESSINIA(158),22.099,37.213,macroseismic,0.171133,0.8059,,465.43,inferred,544.0
OBS_29,AVRAMIO  MESSINIA(628),21.94,37.023,macroseismic,0.165743,0.8059,,346.35,inferred,512.0
OBS_30,EVA  MESSINIA(689),21.975,37.111,macroseismic,0.165093,0.8059,,329.95,inferred,306.0
OBS_28,ANDROUSA  MESSINIA(780),21.936,37.1,macroseismic,0.160523,0.8059,,336.13,inferred,486.0
OBS_27,VRESTHENA  LAKONIA(420),22.469,37.224,macroseismic,0.153239,0.8059,,361.88,inferred,683.0
OBS_12,KALTEZES  ARKADIA(204),22.326,37.315,macroseismic,0.152598,0.8059,,576.22,inferred,589.0
OBS_35,ANAVRYTO  ARKADIA(116),22.233,37.133,macroseismic,0.149003,0.8059,,559.82,inferred,684.0
OBS_19,KARYES  LAKONIA(660),22.461,37.294,macroseismic,0.146951,0.8059,,441.34,inferred,588.0
OBS_17,GORITSA  LAKONIA(772),22.606,37.175,macroseismic,0.142482,0.8059,,900.0,inferred,593.0
OBS_56,AMPHEIA  MESSINIA(658),22.089,37.108,macroseismic,0.137779,0.8059,,900.0,inferred,596.0
OBS_52,GEORGITSI  LAKONIA(586),22.267,37.185,macroseismic,0.136478,0.8059,,900.0,inferred,689.0
OBS_24,SKOUTARI  LAKONIA(210),22.486,36.664,macroseismic,0.133358,0.8059,,900.0,inferred,600.0
OBS_23,MYRTIA  LAKONIA(571),22.697,36.875,macroseismic,0.131675,0.8059,,433.13,inferred,463.0
