# 20140000_Sequence_Kefalonia/20140126_M6.1_Kefalonia median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,AkkarEtAlRjb2014,CauzziEtAl2014,ZhaoEtAl2016Asc
t_10,15.04795999999999,36.72207,0.0003838168,0.00031629932,0.00012242486
t_1000,17.073469999999986,41.04315,0.00030089216,0.00026404823,9.170375e-05
t_1001,19.397940000000006,40.88872,0.00030246685,0.00026788618,9.958413e-05
t_1002,19.663790000000006,41.18145,0.00034358568,0.00031724127,0.00017697079
t_1003,19.50295,41.18904,0.00025662157,0.00024343483,0.00014429017
t_1004,19.588400000000007,41.246,0.00031910557,0.00029358178,0.00016030796
t_1005,19.673929999999984,41.30291,0.00022676504,0.00021623763,0.00013879348
t_1006,19.512910000000005,41.3105,0.00026588788,0.0002513611,0.00015568292
t_1007,19.59845999999999,41.36742,0.00031151375,0.00029245325,0.00017451835
t_1008,19.437340000000006,41.37494,0.00022920425,0.00021603686,0.00014698881
t_1009,19.522899999999993,41.43187,0.00031202787,0.0002974983,0.00018989792
t_1010,19.608550000000008,41.48874,0.00030185777,0.00028098593,0.00017022707
t_1011,19.532910000000015,41.55314,0.00030801704,0.00027752205,0.00021839225
t_1012,19.618660000000006,41.60997,0.00037425748,0.00033687218,0.00024911933
t_1013,19.62879000000001,41.7311,0.00035232434,0.00031822876,0.00024414307
t_1014,19.63893999999999,41.85214,0.0010522447,0.0010631206,0.0015897693
t_1015,19.096280000000007,42.18012,0.0011721127,0.0011408156,0.0013802476
t_1016,19.40111999999999,41.92388,0.00095133734,0.000997693,0.0011991721
t_1017,19.239149999999995,41.93121,0.0013233904,0.0012884502,0.0015853489
t_1018,19.325050000000005,41.98802,0.0017975478,0.0016622343,0.0015916609
t_1019,19.162980000000005,41.99528,0.0013795487,0.0013558946,0.0018305258
t_1020,19.41103000000001,42.04478,0.0017582865,0.0016404408,0.0016044952
t_1021,19.248879999999986,42.05211,0.0013139438,0.0013404866,0.0015030261
t_1022,19.33488,42.10888,0.0010814446,0.0011440263,0.0015122469
t_1023,19.172629999999998,42.11614,0.0010061839,0.0009928789,0.0010791259
t_1024,19.258640000000014,42.17292,0.001379266,0.0013440561,0.0015778287
t_1025,16.04325,41.37983,0.0013862054,0.0013816542,0.0018734114
t_1035,18.70401000000001,42.37856,0.0015677324,0.0015825552,0.0023316524
t_1036,18.55028999999999,42.50585,0.0015922429,0.0016094341,0.0024198627
t_1037,18.559290000000004,42.62634,0.0014186595,0.0014788198,0.0018388218
t_1038,18.789980000000014,42.43544,0.0019346707,0.0019518312,0.0030542854
t_1039,18.627199999999988,42.44223,0.0013898953,0.0015230636,0.0022865182
t_1040,18.713179999999994,42.49913,0.00064939697,0.00067000405,0.0008126109
t_1041,18.79925,42.55597,0.00077764684,0.0007821,0.0008993306
t_1042,18.63628,42.56276,0.00058670744,0.00056857034,0.00063998054
t_1043,18.72236000000001,42.61961,0.00048283304,0.00047696216,0.00058803346
t_1044,18.808539999999994,42.6764,0.000505876,0.0005054157,0.000520774
t_1092,24.255809999999997,35.18523,0.0007725613,0.0008103541,0.0010779919
t_1093,24.10365999999999,35.19706,0.0010157146,0.0010136215,0.001572426
t_11,15.052729999999997,36.84664,0.00037854968,0.00031481765,0.00012776864
t_1100,24.71207000000001,35.14896,0.00070632336,0.00072537776,0.00088227395
t_1102,24.795619999999985,35.20523,0.00091962866,0.0009019736,0.0013057822
t_1104,24.56002000000001,35.16118,0.00089107314,0.0008768697,0.0012789555
t_1105,24.407929999999993,35.17328,0.00085137575,0.00084224856,0.0012439538
t_1106,24.64349999999999,35.21752,0.00083844457,0.0008577553,0.0010628372
t_1107,24.491340000000008,35.22968,0.00091506325,0.0008821934,0.0012049504
t_1108,24.339159999999993,35.24171,0.0009699493,0.00095110794,0.0013906276
t_1109,24.574839999999995,35.28604,0.00096598396,0.0009428324,0.0013572432
t_1110,24.422590000000014,35.29814,0.0004893716,0.00046851073,0.0005721841
