STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES
UTM:(13Q 047 228 10000),,-105.24,20.6642,macroseismic,760.0,2.8,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(14Q 026 217 10000),,-101.2413,19.6563,macroseismic,485.56,3.2,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(14Q 027 217 10000),,-101.1459,19.6575,macroseismic,366.42,3.8,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(14Q 035 227 10000),,-100.3911,20.5684,macroseismic,760.0,2.0,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(14Q 040 186 10000),,-99.8918,16.8665,macroseismic,538.33,7.2,0.3,0.8059,0.477091,0.875,30.0503,1.0131,0.722059,1.0822,0.322352,1.4737,0.060592,inferred,Stations_USGS
UTM:(14Q 041 185 10000),,-99.7976,16.7765,macroseismic,262.62,7.6,0.3,0.8059,0.57973,0.875,40.2189,1.0131,0.876688,1.0822,0.457779,1.4737,0.085396,inferred,Stations_USGS
UTM:(14Q 041 186 10000),,-99.798,16.8669,macroseismic,239.17,7.7,0.3,0.8059,0.651233,0.875,43.2589,1.0131,0.953554,1.0822,0.479452,1.4737,0.088824,inferred,Stations_USGS
UTM:(14Q 042 213 10000),,-99.7139,19.3074,macroseismic,237.54,4.2,0.3,0.8059,0.022478,0.875,3.3766,1.0131,0.033174,1.0822,0.051132,1.4737,0.011193,inferred,Stations_USGS
UTM:(14Q 043 212 10000),,-99.6184,19.2174,macroseismic,393.45,4.2,0.3,0.8059,0.023045,0.875,3.3766,1.0131,0.033623,1.0822,0.050806,1.4737,0.011113,inferred,Stations_USGS
UTM:(14Q 043 213 10000),,-99.6187,19.3078,macroseismic,296.37,4.4,0.3,0.8059,0.03019,0.875,3.9064,1.0131,0.043515,1.0822,0.059964,1.4737,0.013051,inferred,Stations_USGS
UTM:(14Q 046 214 10000),,-99.3333,19.3989,macroseismic,850.43,4.7,0.3,0.8059,0.040978,0.875,4.8608,1.0131,0.064174,1.0822,0.07683,1.4737,0.016596,inferred,Stations_USGS
UTM:(14Q 046 216 10000),,-99.3337,19.5796,macroseismic,422.53,3.1,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(14Q 047 208 10000),,-99.2373,18.8568,macroseismic,466.83,3.6,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(14Q 047 209 10000),,-99.2374,18.9472,macroseismic,521.84,4.2,0.3,0.8059,0.024525,0.875,3.3766,1.0131,0.034771,1.0822,0.05,1.4737,0.010916,inferred,Stations_USGS
UTM:(14Q 047 213 10000),,-99.238,19.3087,macroseismic,484.27,3.7,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(14Q 047 214 10000),,-99.2381,19.399,macroseismic,385.93,4.8,0.3,0.8059,0.043506,0.875,5.2282,1.0131,0.073317,1.0822,0.0833,1.4737,0.017945,inferred,Stations_USGS
UTM:(14Q 047 215 10000),,-99.2382,19.4894,macroseismic,344.08,4.2,0.3,0.8059,0.020977,0.875,3.3766,1.0131,0.03196,1.0822,0.052047,1.4737,0.011418,inferred,Stations_USGS
UTM:(14Q 047 216 10000),,-99.2384,19.5798,macroseismic,452.86,4.6,0.3,0.8059,0.037137,0.875,4.5192,1.0131,0.054437,1.0822,0.071928,1.4737,0.015608,inferred,Stations_USGS
UTM:(14Q 047 217 10000),,-99.2385,19.6702,macroseismic,344.4,4.0,0.3,0.8059,0.014895,0.875,2.4806,1.0131,0.023749,1.0822,0.043934,1.4737,0.009926,inferred,Stations_USGS
