# 20200322_M5.1_Zagreb median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,KothaEtAl2020ESHM20SlopeGeology,"KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = -1.35563000","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = 1.35563000"
s_0,15.998999999999995,45.808,0.22704,0.22704,0.22704,0.22704,0.22704
s_1,15.992999999999995,45.777,0.19119,0.19119,0.19119,0.19119,0.19119
s_10,13.5137,46.548,0.00087,0.00087,0.00087,0.00087,0.00087
s_11,13.243799999999993,46.234,0.00058,0.00058,0.00058,0.00058,0.00058
s_12,13.098399999999998,46.3195,0.00051,0.00051,0.00051,0.00051,0.00051
s_13,13.564999999999998,46.4428,0.00027,0.00027,0.00027,0.00027,0.00027
s_14,15.997600000000006,45.8197,0.21471193,0.22554009,0.20440362,0.21391132,0.21551552
s_15,15.984399999999994,45.8018,0.21050286,0.21378897,0.20726727,0.2102635,0.21074249
s_16,16.010699999999986,45.8286,0.23725958,0.25961587,0.21682845,0.23562346,0.23890707
s_17,16.010999999999996,45.8466,0.29441905,0.34240696,0.25315657,0.2910477,0.29782942
s_18,15.9846,45.8108,0.20755741,0.21374312,0.20155072,0.20710565,0.20801017
s_19,15.9589,45.811,0.21272632,0.22948842,0.19718856,0.2115093,0.21395034
s_2,16.250400000000013,46.4481,0.0276,0.0276,0.0276,0.0276,0.0276
s_20,15.997500000000002,45.8107,0.20595957,0.20843491,0.20351365,0.20577402,0.2061453
s_21,15.98490000000001,45.8288,0.25705793,0.28080484,0.23531924,0.25535432,0.25877294
s_22,16.010500000000008,45.8196,0.21826048,0.23124777,0.20600256,0.21728478,0.21924055
s_23,15.971699999999998,45.8109,0.21073051,0.22198561,0.20004606,0.20991099,0.21155322
s_24,15.972499999999997,45.8559,0.35535604,0.4259168,0.29648492,0.35055065,0.3602273
s_25,16.062299999999993,45.8371,0.22891162,0.27452907,0.19087426,0.22564067,0.23223
s_26,16.07499999999999,45.828,0.19599712,0.23595338,0.16280703,0.19309688,0.1989409
s_27,15.983800000000002,45.7658,0.18224715,0.19099024,0.17390428,0.1815252,0.18297197
s_28,16.11359999999999,45.8276,0.14219363,0.18149178,0.11140465,0.139386,0.1450578
s_29,15.932799999999986,45.7933,0.21421154,0.2392066,0.19182825,0.21236008,0.21607913
s_3,15.45689999999999,45.826,0.01073,0.01073,0.01073,0.01073,0.01073
s_30,16.023200000000003,45.8105,0.20810524,0.2200417,0.19681627,0.20717609,0.20903854
s_31,15.89439999999999,45.8026,0.20331088,0.24333647,0.16986896,0.20045002,0.20621257
s_32,15.932700000000011,45.7843,0.1866637,0.20850407,0.16711107,0.18502316,0.18831879
s_33,15.958200000000005,45.775,0.19424811,0.20785351,0.18153328,0.19318372,0.19531837
s_34,15.894499999999994,45.8116,0.17718314,0.21329162,0.14718753,0.17463079,0.1797728
s_35,15.997199999999992,45.7927,0.21884504,0.21979672,0.21789747,0.2187675,0.2189226
s_36,15.984100000000012,45.7838,0.23029251,0.23277642,0.22783512,0.23010287,0.23048232
s_37,15.946200000000005,45.8201,0.23068003,0.25877893,0.2056322,0.22867921,0.23269835
s_38,15.8947,45.8206,0.18101096,0.21965164,0.14916787,0.17831041,0.18375242
s_39,15.84299999999999,45.8119,0.12697227,0.16228619,0.09934276,0.124516115,0.12947689
s_4,13.633600000000001,45.9875,0.00579,0.00579,0.00579,0.00579,0.00579
