# {20110222_M6.1_Christchurch} median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,McVerry2006Asc
m_51,172.6716,-43.5657,0.84418446
m_53,172.64,-43.53,0.56602556
m_55,172.72000000000003,-43.6,0.6543545
m_69,172.32,-43.62,0.13814193
m_71,172.541,-43.2974,0.11244788
m_73,172.57,-43.31,0.12214229
s_0,172.709,-43.58,1.6306
s_1,172.72500000000002,-43.608,0.97232
s_10,172.702,-43.502,0.25809
s_100,170.8286,-44.1019,0.0196
s_101,171.5675,-42.9506,0.0181
s_102,170.5097,-45.9003,0.0165
s_103,172.83029999999997,-42.525,0.0157
s_104,172.8003,-42.7028,0.0142
s_105,170.4928,-45.9039,0.0134
s_106,173.05330000000004,-42.6211,0.0114
s_107,171.4728,-42.7283,0.0103
s_108,170.96389999999997,-42.7186,0.01
s_109,172.32780000000002,-41.8017,0.009
s_11,172.52999999999997,-43.483,0.23461
s_110,171.1356,-42.8933,0.0088
s_111,171.21029999999996,-42.4508,0.0078
s_112,170.9692,-45.1014,0.0077
s_113,168.6628,-45.0339,0.0068
s_114,170.55579999999998,-43.1506,0.0067
s_115,170.7369,-43.0733,0.0062
s_116,169.14279999999997,-44.6961,0.0058
s_117,171.86419999999998,-42.1217,0.0058
s_118,172.1803,-42.3364,0.0057
s_119,170.0983,-44.2561,0.0057
s_12,172.664,-43.376,0.22078
s_120,170.4706,-45.9067,0.0056
s_121,171.59969999999998,-41.7575,0.0056
s_122,168.94169999999997,-46.1042,0.0054
s_123,172.1164,-41.2511,0.0054
s_124,171.9525,-41.8589,0.0052
s_125,170.1956,-46.0733,0.0051
s_126,171.05376,-43.71627,0.00501
s_127,170.64440000000002,-45.0456,0.005
s_128,170.0197,-43.465,0.005
s_129,170.18420000000003,-43.3908,0.0041
s_13,172.495,-43.369,0.20796
s_130,170.50189999999998,-45.8758,0.0035
s_131,169.42309999999998,-43.7164,0.0032
s_132,167.7192,-45.4183,0.0031
s_133,169.0442,-43.8847,0.0029
s_134,173.2572,-42.0897,0.0028
s_135,173.68190000000004,-42.4275,0.0028
s_136,169.7192,-46.2506,0.0028
s_137,170.51390000000004,-45.8642,0.0027
s_138,171.8044,-41.7467,0.0027
s_139,170.18439999999998,-44.3872,0.0025
s_14,172.38099999999997,-43.593,0.19401
s_140,172.82079999999996,-40.8511,0.0022
s_141,173.2742,-41.2894,0.0021
s_142,169.6311,-45.9556,0.0021
s_143,173.3508,-41.6219,0.0021
s_144,169.30809999999997,-45.2328,0.002
s_145,173.5408,-42.4161,0.0018
s_146,169.01750000000004,-44.8286,0.0016
s_147,169.81529999999998,-43.5339,0.0015
s_148,172.90508,-41.76418,0.00145
s_149,174.87919999999997,-41.2261,0.0014
s_15,172.61400000000003,-43.468,0.18289
s_150,174.9031,-41.2133,0.0013
s_151,174.9158,-41.2061,0.0013
s_152,174.94389999999999,-41.2439,0.0012
s_153,174.7828,-41.2772,0.0011
s_154,169.13890000000004,-46.5386,0.0011
s_155,174.81830000000002,-41.3167,0.001
s_156,174.7681,-41.2858,0.0009
s_157,174.7794,-41.2764,0.0008
s_158,167.9264,-44.675,0.0007
s_159,174.78110000000004,-41.2939,0.0007
s_16,172.46799999999996,-43.623,0.1588
s_160,168.11834999999996,-45.36817,0.00068
s_161,167.94698,-45.89404,0.00067
s_162,172.52890000000002,-40.8272,0.0006
s_163,173.37940000000003,-41.2189,0.0006
s_164,166.68066,-46.16786,0.00044
s_165,174.7043,-41.3087,0.00043
s_166,167.15349000000003,-45.46634,0.00039
s_167,174.85550999999998,-38.5147,0.00014
s_168,176.24606,-40.68137,0.00014
s_169,176.49235,-39.16742,9e-05
s_17,172.654,-43.706,0.14851
s_170,177.11068999999998,-38.26102,3e-05
s_18,172.47199999999998,-43.55,0.12791
s_19,172.31799999999998,-43.675,0.10502
s_2,172.71799999999996,-43.495,0.85559
s_20,171.85500000000002,-43.321,0.08761
s_21,172.38099999999997,-43.312,0.08292
s_22,172.70500000000004,-42.963,0.08264
s_23,171.92899999999997,-43.338,0.08258
s_24,171.748,-43.902,0.07039
s_25,172.026,-43.391,0.06855
s_26,172.10199999999998,-43.49,0.06758
s_27,172.92200000000003,-42.939,0.05314
s_28,171.724,-43.227,0.04839
s_29,172.543,-42.87,0.03751
s_3,172.635,-43.522,0.71889
s_30,172.731,-43.155,0.03278
s_31,171.24400000000003,-44.403,0.02883
s_32,172.27099999999996,-42.782,0.02524
s_33,172.51099999999997,-42.594,0.02369
s_34,173.27499999999998,-42.813,0.0226
s_35,170.829,-44.099,0.01856
s_36,171.56799999999998,-42.949,0.01819
s_37,172.83000000000004,-42.523,0.01614
s_38,173.05399999999997,-42.619,0.01155
s_39,171.473,-42.727,0.01048
s_4,172.683,-43.526,0.64828
s_40,171.05399999999997,-43.715,0.00731
s_41,170.01999999999998,-43.463,0.00471
