# {20110222_M6.1_Christchurch} median gmf, Stations:None, gmlt:GEM, Rupture:GFZ
custom_site_id,lon,lat,McVerry2006Asc
t_0,169.36723,-46.58554,0.0003793965
t_1,169.2774,-46.58554,0.000361456
t_10,169.63673,-46.4,0.0005252504
t_100,168.91808000000003,-46.33802,0.0003689362
t_1000,169.5469,-45.33669,0.001296963
t_1001,169.63673,-45.33669,0.0013835394
t_1002,169.81639,-45.3998,0.0014892119
t_1003,169.77148,-45.36826,0.0014828247
t_1004,169.81639,-45.36826,0.0015300451
t_1005,169.72656,-45.36826,0.0014368194
t_1006,169.68164000000002,-45.36826,0.0013920245
t_1007,169.81639,-45.33669,0.0015716705
t_1008,169.77148,-45.33669,0.0015227232
t_1009,169.68164000000002,-45.33669,0.0014286656
t_101,169.09774,-46.27596,0.0004343961
t_1010,169.72656,-45.33669,0.0014750572
t_1011,169.81639,-45.30511,0.0016140536
t_1012,169.45706,-45.3998,0.0011565048
t_1013,169.2774,-45.3998,0.0010158244
t_1014,169.2774,-45.33669,0.0010651596
t_1015,169.36723,-45.33669,0.0011379481
t_1016,169.18757,-45.33669,0.0009965999
t_1017,169.45706,-45.33669,0.0012151519
t_1018,169.36723,-45.27351,0.0011932617
t_1019,169.18757,-45.27351,0.0010429549
t_102,168.91808000000003,-46.27596,0.0003894787
t_1020,169.2774,-45.27351,0.0011158027
t_1021,169.45706,-45.27351,0.001275549
t_1022,169.59181,-45.33669,0.0013396388
t_1023,169.63673,-45.30511,0.00141922
t_1024,169.59181,-45.30511,0.0013738063
t_1025,169.5469,-45.30511,0.0013296782
t_1026,169.59181,-45.27351,0.0014085065
t_1027,169.5469,-45.27351,0.0013628893
t_1028,169.63673,-45.27351,0.0014554731
t_1029,169.5469,-45.24189,0.0013965826
t_103,168.37909000000002,-46.4,0.00040786658
t_1030,169.59181,-45.24189,0.0014437264
t_1031,169.63673,-45.24189,0.0014922855
t_1032,169.72656,-45.30511,0.002047839
t_1033,169.68164000000002,-45.30511,0.0014659218
t_1034,169.77148,-45.30511,0.0015633289
