# {20110222_M6.1_Christchurch} median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,McVerry2006Asc
t_0,169.36723,-46.58554,0.0004662737
t_1,169.2774,-46.58554,0.00044425472
t_10,169.63673,-46.4,0.00064624695
t_100,168.91808000000003,-46.33802,0.0004539338
t_1000,169.5469,-45.33669,0.0016040662
t_1001,169.63673,-45.33669,0.0017123693
t_1002,169.81639,-45.3998,0.0018453613
t_1003,169.77148,-45.36826,0.0018370455
t_1004,169.81639,-45.36826,0.0018961657
t_1005,169.72656,-45.36826,0.0017794607
t_1006,169.68164000000002,-45.36826,0.0017234051
t_1007,169.81639,-45.33669,0.001947936
t_1008,169.77148,-45.33669,0.0018866214
t_1009,169.68164000000002,-45.33669,0.0017688477
t_101,169.09774,-46.27596,0.0005347791
t_1010,169.72656,-45.33669,0.001826928
t_1011,169.81639,-45.30511,0.0020006257
t_1012,169.45706,-45.3998,0.0014293769
t_1013,169.2774,-45.3998,0.0012538035
t_1014,169.2774,-45.33669,0.0013145062
t_1015,169.36723,-45.33669,0.0014053581
t_1016,169.18757,-45.33669,0.0012290016
t_1017,169.45706,-45.33669,0.0015017964
t_1018,169.36723,-45.27351,0.0014734362
t_1019,169.18757,-45.27351,0.0012858404
t_102,168.91808000000003,-46.27596,0.00047931934
t_1020,169.2774,-45.27351,0.0013767184
t_1021,169.45706,-45.27351,0.0015762737
t_1022,169.59181,-45.33669,0.0016574425
t_1023,169.63673,-45.30511,0.0017565539
t_1024,169.59181,-45.30511,0.0016997125
t_1025,169.5469,-45.30511,0.0016445008
t_1026,169.59181,-45.27351,0.0017426134
t_1027,169.5469,-45.27351,0.0016855196
t_1028,169.63673,-45.27351,0.0018014194
t_1029,169.5469,-45.24189,0.0017271027
t_103,168.37909000000002,-46.4,0.00050093734
t_1030,169.59181,-45.24189,0.0017861249
t_1031,169.63673,-45.24189,0.0018469455
t_1032,169.72656,-45.30511,0.0025364612
t_1033,169.68164000000002,-45.30511,0.0018150284
t_1034,169.77148,-45.30511,0.001937052
t_1035,169.72656,-45.27351,0.0019242434
t_1036,169.68164000000002,-45.27351,0.0018619434
t_1037,169.81639,-45.27351,0.0020542338
t_1038,169.77148,-45.27351,0.0019883357
t_1039,169.81639,-45.24189,0.0021087409
t_104,168.28926,-46.4,0.00047308966
t_1040,169.72656,-45.24189,0.0019740683
t_1041,169.77148,-45.24189,0.0020404523
t_1042,169.68164000000002,-45.24189,0.0019095726
t_1043,169.77148,-45.21026,0.0020933622
t_1044,169.81639,-45.21026,0.0021641064
t_1045,169.68164000000002,-45.21026,0.003146021
t_1046,169.72656,-45.21026,0.002024626
t_1047,169.77148,-45.17861,0.0021470557
t_1048,169.68164000000002,-45.17861,0.0032235736
t_1049,169.81639,-45.17861,0.0022203214
t_105,168.01976000000002,-46.4,0.00039739913
t_1050,169.72656,-45.17861,0.002807958
t_1051,169.72656,-45.14694,0.0028782592
t_1052,169.5469,-45.21026,0.0017692145
t_1053,169.59181,-45.21026,0.0018302108
t_1054,169.63673,-45.21026,0.0030433445
t_1055,169.63673,-45.17861,0.0026239322
t_1056,169.59181,-45.17861,0.0018748597
t_1057,169.5469,-45.17861,0.0018118437
t_1058,169.59181,-45.14694,0.0019200443
t_1059,169.5469,-45.14694,0.0018549637
t_106,168.19942000000003,-46.4,0.00044657692
t_1060,169.63673,-45.14694,0.0019872026
t_1061,169.5469,-45.11525,0.0018985451
t_1062,169.45706,-45.21026,0.0022354575
t_1063,169.36723,-45.21026,0.00208731
t_1064,169.18757,-45.21026,0.0013438363
t_1065,169.2774,-45.21026,0.0014403025
t_1066,169.2774,-45.14694,0.0015050961
t_1067,169.18757,-45.14694,0.0014028556
