lon,lat,slope,vs30,geology,xvf,region,vs30measured,custom_site_id
-1.0012,37.5868,0.06007907,489.61096,JURASSIC-TRIASSIC,150.0,0,0,s_0
-4.3499,39.5446,0.052474923,900.0,PLEISTOCENE,150.0,0,0,s_1
-1.7,37.68,0.03373565,392.4156,PLEISTOCENE,150.0,0,0,s_2
-1.699,37.677,0.03373565,392.4156,PLEISTOCENE,150.0,0,0,s_3
-1.7,37.677,0.03373565,392.4156,PLEISTOCENE,150.0,0,0,s_4
-1.434,37.842,0.029940529,479.2375,PLEISTOCENE,150.0,0,0,s_5
-1.494,38.04,0.04894533,487.9528,CENOZOIC,150.0,0,0,s_6
-1.823,37.18,0.065772206,468.91595,UNKNOWN,150.0,0,0,s_7
-0.808,38.249,0.03940319,489.7996,PLEISTOCENE,150.0,0,0,s_8
-0.895,38.063,0.024095524,399.77426,CENOZOIC,150.0,0,0,s_9
-1.88,37.297,0.02181236,368.11032,HOLOCENE,150.0,0,0,s_10
-1.878,37.844,0.039433453,490.03305,PLEISTOCENE,150.0,0,0,s_11
-0.683,37.978,0.012968297,292.5414,HOLOCENE,150.0,0,0,s_12
-0.657,38.019,0.0076113143,454.81226,HOLOCENE,150.0,0,0,s_13
-2.008,38.356,0.063915126,642.854,PLEISTOCENE,150.0,0,0,s_14
-0.179,38.967,0.010862568,358.43967,PLEISTOCENE,150.0,0,0,s_15
-3.6,37.176,0.06807271,569.76575,PLEISTOCENE,150.0,0,0,s_16
-1.703,38.512,0.026877068,524.1928,PLEISTOCENE,150.0,0,0,s_17
-1.943,37.389,0.022256974,378.07446,CENOZOIC,150.0,0,0,s_18
-0.935,38.087,0.03229406,355.7816,HOLOCENE,150.0,0,0,s_19
-0.867,38.061,0.009808902,305.94153,PLEISTOCENE,150.0,0,0,s_20
-3.767,40.332,0.010141697,457.99283,CENOZOIC,150.0,0,0,s_21
-0.947,38.086,0.036211144,453.4179,HOLOCENE,150.0,0,0,s_22
-0.865,37.992,0.029259818,414.1719,CENOZOIC,150.0,0,0,s_23
-1.155,37.941,0.031296358,430.9101,PLEISTOCENE,150.0,0,0,s_24
-1.209,37.929,0.019145017,366.46674,PLEISTOCENE,150.0,0,0,s_25
-0.555,38.193,0.036590185,443.6542,HOLOCENE,150.0,0,0,s_26
-2.318,38.368,0.13844843,771.4788,CRETACEOUS,150.0,0,0,s_27
-0.746,38.309,0.037595537,484.93564,CENOZOIC,150.0,0,0,s_28
-1.803,37.225,0.023546388,340.50214,HOLOCENE,150.0,0,0,s_29
-0.826,37.673,0.005216482,265.86606,HOLOCENE,150.0,0,0,s_30
-3.371,38.011,0.059396885,637.3562,CENOZOIC,150.0,0,0,s_31
