STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA,SOIL_TYPE,VS30,VS30_TYPE,VS30_USGS
GVD,GAVARDO (GAZZINO - VALLIO TERME),10.383611,45.61,seismic,0.07207,0.0,A (inferred from geology),882.0,inferred_USGS,882.0
NOR,NORCIA LA CASTELLINA,13.092422,42.792442,seismic,0.000241,0.0,B,423.0,B,788.0
OGSI,SIXT FER   CHEVAL,6.756875,46.056477,seismic,0.00015,0.0,A,1500.0,A,900.0
GSG,GRAN SASSO (LAB. INFN GALLERIA),13.55,42.46,seismic,2e-05,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
UTM:(32T 061 503 10000),,10.471,45.4591,macroseismic,0.122414,0.8059,,383.03,inferred,598.0
UTM:(32T 058 502 10000),,10.0856,45.3733,macroseismic,0.073587,0.8059,,231.38,inferred,600.0
UTM:(32T 064 500 10000),,10.8457,45.1835,macroseismic,0.051784,0.8059,,199.16,inferred,597.0
UTM:(32T 059 504 10000),,10.2172,45.552,macroseismic,0.044764,0.8059,,271.85,inferred,446.0
UTM:(32T 065 503 10000),,10.9823,45.4513,macroseismic,0.044141,0.8059,,325.85,inferred,833.0
UTM:(32T 052 503 10000),,9.3198,45.4681,macroseismic,0.04141,0.8059,,242.61,inferred,600.0
UTM:(32T 052 507 10000),,9.322,45.8281,macroseismic,0.041349,0.8059,,900.0,inferred,795.0
UTM:(32T 050 505 10000),,9.0642,45.6485,macroseismic,0.019808,0.8059,,760.0,inferred,591.0
UTM:(32T 051 503 10000),,9.192,45.4683,macroseismic,0.017936,0.8059,,760.0,inferred,600.0
