# 20191126_M6.4_Albania median gmf, Stations:None, gmlt:GEM_best, Rupture:USGS
custom_site_id,lon,lat,KothaEtAl2020ESHM20SlopeGeology
s_0,19.4573,41.3199,0.15289475
s_1,20.4017,42.0731,0.015707124
s_10,20.84874,39.65616,0.0034277628
s_11,21.4243,38.3727,0.00028519516
s_12,16.8191,40.60325,0.0026348182
s_13,15.9427,40.7867,0.0012316499
s_14,23.2262,43.4111,0.0064135785
s_15,20.4878,38.1783,0.00030319803
s_16,21.76001,38.26933,0.00021867463
s_17,15.63277,40.39,0.00031255189
s_18,15.7296,40.4256,0.00037536517
s_19,15.8019,40.3249,0.00041384296
s_2,19.8078,41.3357,0.11133644
s_20,15.5782,40.7889,0.00040043768
s_21,22.675,43.6227,0.0058542765
s_22,15.7967,40.5722,0.00045459328
s_23,21.9209,38.5933,0.00023258926
s_24,15.7251,40.7619,0.00058072264
s_25,16.2114,39.2534,0.00025054943
s_26,20.9937,39.1474,0.00088836206
s_27,21.79118,38.29585,0.0002252243
s_28,23.575,39.998,0.0010164073
s_29,22.9506,39.366,0.00034313175
s_3,20.0799,41.1161,0.041154854
s_30,22.10797,38.03256,0.00013707479
s_31,19.4527,41.3206,0.15190116
s_32,19.6745,41.5755,0.16780633
s_33,19.787,41.3336,0.11819135
s_34,19.8111,41.3248,0.107985705
s_35,19.8232,41.316,0.09776349
s_36,19.7994,41.3067,0.101872176
s_37,19.7991,41.3247,0.1078724
s_38,19.8114,41.3068,0.0890199
s_39,19.8351,41.3161,0.095427796
s_4,19.5669,40.7174,0.02528853
s_40,19.8109,41.3338,0.10849361
s_41,19.8112,41.3158,0.10389836
s_42,19.823,41.325,0.10303196
s_43,19.7752,41.3245,0.11269233
s_44,19.8228,41.334,0.10465718
s_45,19.8346,41.3431,0.1020359
s_46,19.4841,40.4742,0.015981356
s_47,19.9642,40.7048,0.020986287
s_48,19.8348,41.3341,0.1017159
s_49,20.0769,41.1111,0.040978003
s_5,19.94546,40.70816,0.021018257
s_50,19.0953,42.0988,0.031872258
s_51,20.9581,41.5111,0.012674116
s_52,18.7087,42.4249,0.012519235
s_53,21.1769,42.6548,0.0053599114
s_54,20.8964,42.5829,0.009952962
s_55,20.4351,42.3834,0.013469939
s_56,18.8348,42.2923,0.01547506
s_57,20.9577,41.9975,0.009934205
s_58,20.9097,41.7903,0.013696414
s_59,18.7694,42.4261,0.011846244
s_6,19.9202,39.61886,0.005711996
s_60,19.243,42.4434,0.018699035
s_61,21.4648,41.9876,0.008077953
s_62,20.9097,41.7993,0.0141059
s_63,20.9698,42.0065,0.011525113
s_64,18.6962,42.4337,0.012120083
s_66,20.2984,42.6618,0.009615352
s_67,20.7395,42.2134,0.0110170785
s_68,19.2089,41.9295,0.0480455
s_69,21.4045,42.0058,0.008434918
s_7,21.14182,40.83499,0.0079979235
s_70,21.4166,42.0058,0.008535829
s_71,19.5072,42.0689,0.044989116
s_72,17.2469,40.4623,0.003422729
s_73,19.2675,42.4347,0.020126484
s_74,18.418,43.8594,0.0035463984
s_75,20.8035,41.1146,0.01623467
s_76,19.2575,42.7948,0.009381565
s_77,21.0915,42.6369,0.006802003
s_78,16.8644,41.1267,0.0035999431
s_79,21.1648,42.6728,0.0053575034
s_8,17.85042,40.58941,0.0065688933
s_80,21.3804,42.0059,0.007317816
s_81,20.2862,42.6617,0.0097080385
s_82,21.3924,41.9968,0.006221426
s_83,21.4286,41.9967,0.0082803555
s_84,21.4406,41.9786,0.006053065
s_85,21.4527,41.9876,0.008448359
s_86,20.5143,43.1402,0.007303734
s_87,18.3811,43.8496,0.0033465761
s_88,20.4879,44.8058,0.001091576
s_89,22.5197,44.6672,0.0006407288
s_9,20.60808,38.63056,0.0005051122
s_90,19.7962,39.7127,0.0043737893
s_91,22.4892,40.1033,0.0013446644
t_1,19.38889,40.30764,0.010911862
t_10,19.39583,42.07084,0.036324907
t_100,19.47917,41.32084,0.1735726
t_1000,20.19583,41.40417,0.035315994
t_1001,20.19583,41.47917,0.03694179
t_1002,20.09583,41.4875,0.04611195
t_1003,20.1125,41.4875,0.045675684
t_1004,20.10417,41.52083,0.04584004
t_1005,20.08666,41.50733,0.055373624
t_1006,20.10379,41.58727,0.043908853
t_1007,20.1471,41.71776,0.031919427
t_1008,20.12459,41.87095,0.029666454
t_1009,20.11596,41.96607,0.023979185
t_101,19.47083,41.32084,0.16173382
t_1010,20.12622,42.09241,0.020174854
t_1011,20.08135,42.31895,0.01736574
t_1012,20.07912,42.32916,0.018434044
t_1013,20.09583,42.32917,0.018209409
t_1014,20.08891,42.35417,0.017058535
t_1015,20.07083,42.34583,0.014306507
t_1016,20.07917,42.34583,0.01721973
t_1017,20.07917,42.35417,0.0151446955
t_1018,20.07083,42.35417,0.014270893
t_1019,20.10925,42.34671,0.01736571
t_102,19.47083,41.32917,0.1772925
t_1020,20.11204,42.36996,0.01654812
t_1021,20.07864,42.36937,0.014211337
t_1022,20.15401,42.38667,0.015320427
t_1023,20.15974,42.41571,0.011765801
t_1024,20.09878,42.4426,0.011427985
t_1025,20.12939,42.47869,0.010759556
t_1026,20.24229,39.74223,0.0043626707
t_1027,20.29486,39.90142,0.0051334193
t_1028,20.24933,39.98425,0.006592838
t_1029,20.27145,40.07554,0.0062543796
t_103,19.47917,41.32917,0.18002051
t_1030,20.27798,40.27728,0.009356991
t_1031,20.25824,40.40522,0.010017182
t_1032,20.21666,40.475,0.011194099
t_1033,20.25,40.475,0.011163814
t_1034,20.2375,40.51242,0.011699166
t_1035,20.22769,40.50485,0.01118239
t_1036,20.3,40.49166,0.010784465
t_1037,20.3,40.55833,0.01098593
t_1038,20.23333,40.55833,0.011525417
t_1039,20.25417,40.62917,0.012371241
t_104,19.47917,41.3375,0.18655689
t_1040,20.2284,40.8171,0.018615814
t_1041,20.22624,40.91962,0.021902336
t_1042,20.21919,41.04337,0.022938985
t_1043,20.22929,41.1652,0.030806132
