# 20191126_M6.4_Albania median gmf, Stations:Seismic, gmlt:GEM_best, Rupture:USGS
custom_site_id,lon,lat,KothaEtAl2020ESHM20SlopeGeology
s_31,19.4527,41.3206,0.18812114
s_32,19.6745,41.5755,0.18414006
s_33,19.787,41.3336,0.11972566
s_34,19.8111,41.3248,0.107763425
s_35,19.8232,41.316,0.09692501
s_36,19.7994,41.3067,0.10180672
s_37,19.7991,41.3247,0.108241394
s_38,19.8114,41.3068,0.08845076
s_39,19.8351,41.3161,0.09423737
s_40,19.8109,41.3338,0.10847167
s_41,19.8112,41.3158,0.10347912
s_42,19.823,41.325,0.10243918
s_43,19.7752,41.3245,0.11463337
s_44,19.8228,41.334,0.1044041
s_45,19.8346,41.3431,0.10205032
s_46,19.4841,40.4742,0.016511796
s_47,19.9642,40.7048,0.015750866
s_48,19.8348,41.3341,0.1012353
s_49,20.0769,41.1111,0.020276535
s_50,19.0953,42.0988,0.035113893
s_51,20.9581,41.5111,0.013870671
s_52,18.7087,42.4249,0.013794707
s_53,21.1769,42.6548,0.005900201
s_54,20.8964,42.5829,0.010916713
s_55,20.4351,42.3834,0.013957831
s_56,18.8348,42.2923,0.017051326
s_57,20.9577,41.9975,0.010671992
s_58,20.9097,41.7903,0.0148348985
s_59,18.7694,42.4261,0.013053057
s_60,19.243,42.4434,0.020596841
s_61,21.4648,41.9876,0.008890081
s_62,20.9097,41.7993,0.0152678
s_63,20.9698,42.0065,0.012399426
s_64,18.6962,42.4337,0.013354906
s_66,20.2984,42.6618,0.010530957
s_67,20.7395,42.2134,0.011262967
s_68,19.2089,41.9295,0.052940816
s_69,21.4045,42.0058,0.009277899
s_70,21.4166,42.0058,0.009390048
s_71,19.5072,42.0689,0.049407784
s_72,17.2469,40.4623,0.003668575
s_73,19.2675,42.4347,0.022167694
s_74,18.418,43.8594,0.0039077657
s_75,20.8035,41.1146,0.017104458
s_76,19.2575,42.7948,0.010336616
s_77,21.0915,42.6369,0.007483406
s_78,16.8644,41.1267,0.0039523356
s_79,21.1648,42.6728,0.005897857
s_80,21.3804,42.0059,0.008046958
s_81,20.2862,42.6617,0.010633063
s_82,21.3924,41.9968,0.006842355
s_83,21.4286,41.9967,0.009110103
s_84,21.4406,41.9786,0.0066604177
s_85,21.4527,41.9876,0.009296884
s_86,20.5143,43.1402,0.008046955
s_87,18.3811,43.8496,0.0036875822
s_88,20.4879,44.8058,0.001202804
s_89,22.5197,44.6672,0.00070572895
s_90,19.7962,39.7127,0.0047980025
s_91,22.4892,40.1033,0.0014799667
t_1,19.38889,40.30764,0.011842644
t_10,19.39583,42.07084,0.039961733
t_100,19.47917,41.32084,0.21141686
t_1000,20.19583,41.40417,0.036069047
t_1001,20.19583,41.47917,0.03887637
t_1002,20.09583,41.4875,0.048493404
t_1003,20.1125,41.4875,0.04804349
t_1004,20.10417,41.52083,0.048627302
t_1005,20.08666,41.50733,0.058555707
t_1006,20.10379,41.58727,0.0470256
t_1007,20.1471,41.71776,0.033954177
t_1008,20.12459,41.87095,0.030306462
t_1009,20.11596,41.96607,0.023598822
t_101,19.47083,41.32084,0.19846393
t_1010,20.12622,42.09241,0.019198764
t_1011,20.08135,42.31895,0.018240113
t_1012,20.07912,42.32916,0.019424956
t_1013,20.09583,42.32917,0.019127898
t_1014,20.08891,42.35417,0.018062789
t_1015,20.07083,42.34583,0.015160595
t_1016,20.07917,42.34583,0.018223416
t_1017,20.07917,42.35417,0.01606007
t_1018,20.07083,42.35417,0.015152309
t_1019,20.10925,42.34671,0.01829074
t_102,19.47083,41.32917,0.21687636
t_1020,20.11204,42.36996,0.017533792
t_1021,20.07864,42.36937,0.015124273
t_1022,20.15401,42.38667,0.016217293
t_1023,20.15974,42.41571,0.012541944
t_1024,20.09878,42.4426,0.012308398
t_1025,20.12939,42.47869,0.011629787
t_1026,20.24229,39.74223,0.0047626393
t_1027,20.29486,39.90142,0.0056128446
t_1028,20.24933,39.98425,0.0072275773
t_1029,20.27145,40.07554,0.0068584206
t_103,19.47917,41.32917,0.21887776
t_1030,20.27798,40.27728,0.010212008
t_1031,20.25824,40.40522,0.01079962
t_1032,20.21666,40.475,0.0118715195
t_1033,20.25,40.475,0.0118917655
t_1034,20.2375,40.51242,0.0123397475
t_1035,20.22769,40.50485,0.011796158
t_1036,20.3,40.49166,0.011523948
t_1037,20.3,40.55833,0.011603577
t_1038,20.23333,40.55833,0.012004367
t_1039,20.25417,40.62917,0.012723514
t_104,19.47917,41.3375,0.22581938
t_1040,20.2284,40.8171,0.01820462
t_1041,20.22624,40.91962,0.020406168
t_1042,20.21919,41.04337,0.018589066
t_1043,20.22929,41.1652,0.024911534
t_1044,20.29583,41.15417,0.02133164
t_1045,20.31667,41.14167,0.020128164
t_1046,20.30417,41.1625,0.022076009
t_1047,20.3125,41.1625,0.022178914
t_1048,20.3125,41.17083,0.022295535
t_1049,20.30417,41.17083,0.022279166
t_105,19.47083,41.3375,0.22318044
t_1050,20.32855,41.17083,0.024124455
t_1051,20.32156,41.18175,0.025179844
t_1052,20.31176,41.18317,0.024104593
t_1053,20.29583,41.1875,0.02395578
t_1054,20.30759,41.20618,0.02624507
t_1055,20.20417,41.2125,0.027399037
t_1056,20.27451,41.27058,0.026888028
t_1057,20.20416,41.42036,0.036547862
t_1058,20.3,41.425,0.03074248
t_1059,20.29844,41.51438,0.032093793
t_106,19.49062,41.33237,0.20345971
t_1060,20.21396,41.48729,0.03543254
t_1061,20.25,41.475,0.03262139
t_1062,20.24837,41.51347,0.03931861
t_1063,20.22126,41.49912,0.036165997
t_1064,20.27884,41.59461,0.031088468
t_1065,20.23024,41.70198,0.029709985
t_1066,20.32444,41.69709,0.02716579
t_1067,20.30789,41.74192,0.026249962
t_1068,20.24523,41.75794,0.026723819
t_1069,20.25722,41.87148,0.021180587
t_107,19.48879,41.3495,0.24428907
t_1070,20.26587,41.96822,0.01753941
t_1071,20.29253,42.0866,0.013225475
t_1072,20.24013,42.28355,0.014172791
t_1073,20.2125,42.37917,0.014473005
t_1074,20.37083,39.7875,0.0044241506
t_1075,20.34576,39.8917,0.006398477
t_1076,20.36499,40.02357,0.006113581
t_1077,20.35974,40.11571,0.0068695666
t_1078,20.35,40.20834,0.0072342637
t_1079,20.38334,40.20864,0.0077489913
t_108,19.47876,41.35058,0.21254429
t_1080,20.37083,40.22917,0.009142967
t_1081,20.35509,40.23313,0.008634403
t_1082,20.42083,40.2058,0.008010214
t_1083,20.43333,40.29167,0.008309484
t_1084,20.36667,40.29167,0.008556882
t_1085,20.42917,40.37083,0.010753112
t_1086,20.4,40.525,0.010844115
t_1087,20.39506,40.70417,0.015914429
t_1088,20.40747,40.79583,0.015798906
t_1089,20.4574,40.95393,0.017917112
t_109,19.51706,41.33904,0.21570747
t_1090,20.36667,41.025,0.018895919
t_1091,20.43333,41.025,0.018531086
t_1092,20.44797,41.09089,0.019787086
t_1093,20.37917,41.12083,0.01958434
t_1094,20.37585,41.14629,0.021521537
t_1095,20.39583,41.32084,0.0267316
t_1096,20.36667,41.425,0.026774239
t_1097,20.45495,41.42963,0.023788065
t_1098,20.42114,41.50897,0.02727219
t_1099,20.36873,41.50191,0.027166376
t_11,19.38145,42.22351,0.035460312
t_110,19.51666,41.37131,0.2496524
t_1100,20.35472,41.57398,0.025512613
t_1101,20.42442,41.53882,0.027053084
t_1102,20.44852,41.53912,0.028093882
t_1103,20.45742,41.57818,0.027075693
t_1104,20.42812,41.5662,0.025377292
t_1105,20.44309,41.632,0.025256965
t_1106,20.36808,41.63304,0.027415302
t_1107,20.34627,41.67453,0.02883133
t_1108,20.38282,41.67531,0.026991295
t_1109,20.38791,41.71606,0.024058672
t_111,19.48481,41.37228,0.23748568
t_1110,20.35493,41.70267,0.028624639
t_1111,20.41045,41.67042,0.026803507
t_1112,20.42083,41.66756,0.023825249
t_1113,20.42083,41.67916,0.025889685
t_1114,20.42917,41.67916,0.025896521
t_1115,20.42917,41.6875,0.022924498
t_1116,20.42083,41.6875,0.023871006
t_1117,20.41176,41.6875,0.025096392
t_1118,20.44395,41.68121,0.02255873
t_1119,20.44454,41.70528,0.020813636
t_112,19.42917,41.3342,0.16481695
t_1120,20.4117,41.70569,0.023037575
t_1121,20.43702,41.75584,0.020062292
t_1122,20.36348,41.7488,0.02490547
t_1123,20.35363,41.83331,0.021046551
t_1124,20.44721,41.82743,0.018155469
t_1125,20.42713,41.89738,0.016343191
t_1126,20.38082,41.90906,0.015757972
t_1127,20.38254,41.94595,0.015817448
t_1128,20.43951,41.97876,0.013145111
t_1129,20.41368,42.00026,0.013227342
t_113,19.42917,41.34974,0.1709527
t_1130,20.45963,41.99711,0.012191141
t_1131,20.44112,42.04652,0.01042902
t_1132,20.4125,42.02917,0.012547362
t_1133,20.42547,42.03722,0.011446308
t_1134,20.4227,42.05346,0.011816075
t_1135,20.40833,42.05,0.01107635
t_1136,20.3811,42.02058,0.011436736
t_1137,20.37213,42.08099,0.009587805
t_1138,20.40621,42.07083,0.008220934
t_1139,20.42609,42.07028,0.010439309
t_114,19.4375,41.32917,0.16329633
t_1140,20.42392,42.08093,0.010179363
t_1141,20.41177,42.07982,0.0097923605
t_1142,20.45073,42.06702,0.010602431
t_1143,20.4375,42.10417,0.009354333
t_1144,20.41805,42.09881,0.009468587
t_1145,20.43333,42.15833,0.0102456575
t_1146,20.36692,42.15662,0.010879208
t_1147,20.37767,42.23048,0.013048467
t_1148,20.41199,42.19826,0.011688962
t_1149,20.40796,42.2625,0.011683217
t_115,19.44583,41.32917,0.18215185
t_1150,20.38497,42.27385,0.012549637
t_1151,20.58975,40.15062,0.0068908213
t_1152,20.53333,40.25834,0.007642442
t_1153,20.53333,40.39166,0.0089343665
t_1154,20.58749,40.52518,0.0101854475
t_1155,20.58919,40.63282,0.012313155
t_1156,20.57202,40.7363,0.013654142
t_1157,20.5,40.89166,0.014747757
t_1158,20.5685,40.90037,0.01368532
t_1159,20.57083,40.97917,0.01520718
t_116,19.44583,41.3375,0.18485568
t_1160,20.50463,40.95912,0.015621936
t_1161,20.47862,41.03906,0.018987253
t_1162,20.55899,41.03896,0.017041253
t_1163,20.54908,41.07029,0.017261835
t_1164,20.58059,41.07429,0.018715464
t_1165,20.57762,41.10125,0.01537411
t_1166,20.55,41.10833,0.017312104
t_1167,20.48327,41.0661,0.019352688
t_1168,20.5149,41.17922,0.018478543
t_1169,20.49666,41.33404,0.021836296
t_117,19.4375,41.3375,0.16896468
t_1170,20.52043,41.431,0.022765687
t_1171,20.49203,41.58018,0.023002937
t_1172,20.54417,41.58417,0.018975487
t_1173,20.5375,41.60417,0.018975157
t_1174,20.48959,41.61222,0.021245638
t_1175,20.4943,41.73612,0.01849855
t_1176,20.50264,41.82069,0.017478129
t_1177,20.50532,41.96883,0.013010441
t_1178,20.58491,41.98418,0.013898034
t_1179,20.57095,42.02852,0.011165082
t_118,19.45417,41.32917,0.195218
t_1180,20.49554,42.03075,0.010432232
t_1181,20.51169,42.07767,0.010440626
t_1182,20.47083,42.22917,0.012164177
t_1183,20.60417,40.15258,0.006444305
t_1184,20.67748,40.30754,0.007978954
t_1185,20.63615,40.35309,0.0086362455
t_1186,20.68518,40.34445,0.008573585
t_1187,20.69341,40.41,0.008372088
t_1188,20.6375,40.4336,0.010065011
t_1189,20.6125,40.47083,0.008362306
t_119,19.4625,41.32917,0.21433897
t_1190,20.71154,40.50649,0.007995263
t_1191,20.70288,40.55145,0.010032414
t_1192,20.61405,40.52917,0.010435617
t_1193,20.65001,40.62703,0.010254125
t_1194,20.69273,40.60968,0.0096412655
t_1195,20.70817,40.61312,0.010988918
t_1196,20.71289,40.63594,0.010182641
t_1197,20.69583,40.62917,0.009615493
t_1198,20.68333,40.675,0.010113587
t_1199,20.7259,40.68325,0.011250061
t_12,19.52917,40.1875,0.010095059
t_120,19.4625,41.3375,0.21998043
t_1200,20.71305,40.7042,0.011358739
t_1201,20.69132,40.70939,0.01131031
t_1202,20.63333,40.69167,0.010689115
t_1203,20.6625,40.72917,0.012570856
t_1204,20.68333,40.74167,0.011618051
t_1205,20.72165,40.74228,0.012400169
t_1206,20.71541,40.78631,0.012063165
t_1207,20.68333,40.775,0.011126158
t_1208,20.69456,40.80325,0.012131818
t_1209,20.71854,40.80839,0.012117505
t_121,19.45417,41.3375,0.2038606
t_1210,20.71603,40.85086,0.012610207
t_1211,20.6808,40.85417,0.012601709
t_1212,20.65813,40.84178,0.012870134
t_1213,20.61667,40.875,0.013350283
t_1214,20.64167,40.86667,0.012853695
t_1215,20.65833,40.86667,0.012092969
t_1216,20.65417,40.87917,0.011792398
t_1217,20.6625,40.87917,0.012092517
t_1218,20.6625,40.8875,0.014449388
t_1219,20.65417,40.8875,0.012862164
t_122,19.45477,41.34624,0.22192647
t_1220,20.6375,40.87917,0.017565962
t_1221,20.64583,40.87917,0.0124982605
t_1222,20.64583,40.8875,0.0123097375
t_1223,20.6375,40.8875,0.012971814
t_1224,20.65697,40.90038,0.014530099
t_1225,20.61667,40.90833,0.013444557
t_1226,20.67488,40.87084,0.011786833
t_1227,20.69275,40.86986,0.0124787735
t_1228,20.68762,40.8862,0.014850858
t_1229,20.67653,40.88583,0.014643203
t_123,19.44274,41.34833,0.19361046
t_1230,20.71324,40.8857,0.013620617
t_1231,20.71905,40.90387,0.01376788
t_1232,20.67581,40.89708,0.01529142
t_1233,20.69387,40.95548,0.02207126
t_1234,20.64012,40.94783,0.013638197
t_1235,20.62774,41.05118,0.01730166
t_1236,20.60454,41.97917,0.013325033
t_1237,20.74166,40.31667,0.006837871
t_1238,20.76404,40.40473,0.0067818454
t_1239,20.76675,40.57359,0.008754564
t_124,19.44718,41.36743,0.21686172
t_1240,20.74565,40.60417,0.0108031025
t_1241,20.75417,40.59583,0.010527593
t_1242,20.7625,40.59583,0.01037465
t_1243,20.7625,40.60417,0.0104886545
t_1244,20.75417,40.60417,0.010646588
t_1245,20.75417,40.6125,0.010760569
t_1246,20.7625,40.6125,0.01057628
t_1247,20.7625,40.62083,0.010722043
t_1248,20.75417,40.62083,0.010902776
t_1249,20.74257,40.62062,0.011238658
t_125,19.42732,41.36726,0.17858015
t_1250,20.77083,40.59583,0.010240555
t_1251,20.77917,40.59583,0.0101307575
t_1252,20.77917,40.60417,0.010209166
t_1253,20.77083,40.60417,0.010343597
t_1254,20.79053,40.60318,0.009787661
t_1255,20.78783,40.61549,0.009174968
t_1256,20.77083,40.6125,0.010412609
t_1257,20.77917,40.6125,0.010192862
t_1258,20.77917,40.62083,0.01015917
t_1259,20.77083,40.62083,0.010535438
t_126,19.42597,41.38473,0.19616868
t_1260,20.78239,40.63216,0.010284721
t_1261,20.75452,40.64526,0.011103111
t_1262,20.80725,40.63155,0.008312539
t_1263,20.82341,40.66953,0.009827613
t_1264,20.84252,40.68081,0.008122811
t_1265,20.84063,40.71505,0.010697351
t_1266,20.81636,40.69879,0.01149561
t_1267,20.75597,40.68327,0.011555033
t_1268,20.77356,40.74717,0.012407015
t_1269,20.84252,40.73638,0.01001316
t_127,19.43979,41.39637,0.23074184
t_1270,20.80417,40.81867,0.008629657
t_1271,20.74113,40.80993,0.012663408
t_1272,20.7853,40.80373,0.011432623
t_1273,20.78031,40.84426,0.010578034
t_1274,20.75406,40.84865,0.0120077515
t_1275,20.78212,40.86676,0.010020088
t_1276,20.92822,40.50697,0.00785521
t_1277,20.9375,40.48592,0.0069479044
t_1278,20.9659,40.54334,0.007967409
t_1279,20.92194,40.55632,0.007829797
t_128,19.5134,41.41452,0.2723089
t_1280,20.91767,40.62385,0.008342209
t_1281,20.95,40.60833,0.008639951
t_1282,20.97897,40.59618,0.00820062
t_1283,20.99583,40.59583,0.008175298
t_1284,20.98779,40.62082,0.007733085
t_1285,20.97917,40.61648,0.008418065
t_1286,20.98749,40.63211,0.007837421
