# 20191126_M6.4_Albania median gmf, Stations:Seismic, gmlt:GEM_best, Rupture:ESM
custom_site_id,lon,lat,KothaEtAl2020ESHM20SlopeGeology
s_31,19.4527,41.3206,0.18834396
s_32,19.6745,41.5755,0.11546283
s_33,19.787,41.3336,0.1234042
s_34,19.8111,41.3248,0.110727295
s_35,19.8232,41.316,0.10083136
s_36,19.7994,41.3067,0.11045442
s_37,19.7991,41.3247,0.11250326
s_38,19.8114,41.3068,0.09478112
s_39,19.8351,41.3161,0.09730515
s_40,19.8109,41.3338,0.108869
s_41,19.8112,41.3158,0.10869161
s_42,19.823,41.325,0.10443977
s_43,19.7752,41.3245,0.122785136
s_44,19.8228,41.334,0.104308374
s_45,19.8346,41.3431,0.09977157
s_46,19.4841,40.4742,0.0177248
s_47,19.9642,40.7048,0.01591555
s_48,19.8348,41.3341,0.10075114
s_49,20.0769,41.1111,0.02038829
s_50,19.0953,42.0988,0.02601912
s_51,20.9581,41.5111,0.012622535
s_52,18.7087,42.4249,0.010908879
s_53,21.1769,42.6548,0.004735295
s_54,20.8964,42.5829,0.0086570615
s_55,20.4351,42.3834,0.010926644
s_56,18.8348,42.2923,0.01327097
s_57,20.9577,41.9975,0.00911344
s_58,20.9097,41.7903,0.012974668
s_59,18.7694,42.4261,0.010277281
s_60,19.243,42.4434,0.01558534
s_61,21.4648,41.9876,0.007781909
s_62,20.9097,41.7993,0.01334103
s_63,20.9698,42.0065,0.010577441
s_64,18.6962,42.4337,0.0105736125
s_66,20.2984,42.6618,0.008083177
s_67,20.7395,42.2134,0.00914372
s_68,19.2089,41.9295,0.036991544
s_69,21.4045,42.0058,0.008093876
s_70,21.4166,42.0058,0.008195113
s_71,19.5072,42.0689,0.033775855
s_72,17.2469,40.4623,0.003617989
s_73,19.2675,42.4347,0.01672445
s_74,18.418,43.8594,0.003252699
s_75,20.8035,41.1146,0.016715372
s_76,19.2575,42.7948,0.00817033
s_77,21.0915,42.6369,0.005984621
s_78,16.8644,41.1267,0.003798198
s_79,21.1648,42.6728,0.0047289655
s_80,21.3804,42.0059,0.007014103
s_81,20.2862,42.6617,0.008156348
s_82,21.3924,41.9968,0.005970749
s_83,21.4286,41.9967,0.007959492
s_84,21.4406,41.9786,0.0058295648
s_85,21.4527,41.9876,0.00813479
s_86,20.5143,43.1402,0.0064933007
s_87,18.3811,43.8496,0.0030714704
s_88,20.4879,44.8058,0.000981577
s_89,22.5197,44.6672,0.0005833663
s_90,19.7962,39.7127,0.004945464
s_91,22.4892,40.1033,0.0014477241
t_1,19.38889,40.30764,0.012645009
t_10,19.39583,42.07084,0.027701221
t_100,19.47917,41.32084,0.21859492
t_1000,20.19583,41.40417,0.033007666
t_1001,20.19583,41.47917,0.03414726
t_1002,20.09583,41.4875,0.041476026
t_1003,20.1125,41.4875,0.041273948
t_1004,20.10417,41.52083,0.040843472
t_1005,20.08666,41.50733,0.04930901
t_1006,20.10379,41.58727,0.03822007
t_1007,20.1471,41.71776,0.026795419
t_1008,20.12459,41.87095,0.022982962
t_1009,20.11596,41.96607,0.017928716
t_101,19.47083,41.32084,0.20252688
t_1010,20.12622,42.09241,0.0147854285
t_1011,20.08135,42.31895,0.013703117
t_1012,20.07912,42.32916,0.014586451
t_1013,20.09583,42.32917,0.014401756
t_1014,20.08891,42.35417,0.013581279
t_1015,20.07083,42.34583,0.011369801
t_1016,20.07917,42.34583,0.013683287
t_1017,20.07917,42.35417,0.012058915
t_1018,20.07083,42.35417,0.01136413
t_1019,20.10925,42.34671,0.013794967
t_102,19.47083,41.32917,0.2189607
t_1020,20.11204,42.36996,0.0132237
t_1021,20.07864,42.36937,0.011356208
t_1022,20.15401,42.38667,0.012293689
t_1023,20.15974,42.41571,0.009507358
t_1024,20.09878,42.4426,0.009272216
t_1025,20.12939,42.47869,0.00879162
t_1026,20.24229,39.74223,0.004941215
t_1027,20.29486,39.90142,0.0058626942
t_1028,20.24933,39.98425,0.007582932
t_1029,20.27145,40.07554,0.0072187968
t_103,19.47917,41.32917,0.22310407
t_1030,20.27798,40.27728,0.0108115105
t_1031,20.25824,40.40522,0.011450576
t_1032,20.21666,40.475,0.012606126
t_1033,20.25,40.475,0.012598657
t_1034,20.2375,40.51242,0.013067571
t_1035,20.22769,40.50485,0.0125036035
t_1036,20.3,40.49166,0.01215873
t_1037,20.3,40.55833,0.012213259
t_1038,20.23333,40.55833,0.012688906
t_1039,20.25417,40.62917,0.01338432
t_104,19.47917,41.3375,0.22755505
t_1040,20.2284,40.8171,0.01916016
t_1041,20.22624,40.91962,0.021423008
t_1042,20.21919,41.04337,0.019119188
t_1043,20.22929,41.1652,0.024890233
t_1044,20.29583,41.15417,0.021406462
t_1045,20.31667,41.14167,0.020236425
t_1046,20.30417,41.1625,0.022097478
t_1047,20.3125,41.1625,0.022189721
t_1048,20.3125,41.17083,0.022259532
t_1049,20.30417,41.17083,0.022254115
t_105,19.47083,41.3375,0.22365595
t_1050,20.32855,41.17083,0.024062064
t_1051,20.32156,41.18175,0.02505472
t_1052,20.31176,41.18317,0.023990186
t_1053,20.29583,41.1875,0.023837741
t_1054,20.30759,41.20618,0.025965447
t_1055,20.20417,41.2125,0.027253065
t_1056,20.27451,41.27058,0.026126755
t_1057,20.20416,41.42036,0.03316918
t_1058,20.3,41.425,0.028027633
t_1059,20.29844,41.51438,0.028184758
t_106,19.49062,41.33237,0.20894144
t_1060,20.21396,41.48729,0.03108773
t_1061,20.25,41.475,0.028942768
t_1062,20.24837,41.51347,0.034278642
t_1063,20.22126,41.49912,0.03158915
t_1064,20.27884,41.59461,0.026449632
t_1065,20.23024,41.70198,0.024250736
t_1066,20.32444,41.69709,0.02278928
t_1067,20.30789,41.74192,0.021705527
t_1068,20.24523,41.75794,0.021592276
t_1069,20.25722,41.87148,0.016914254
t_107,19.48879,41.3495,0.24291642
t_1070,20.26587,41.96822,0.014377317
t_1071,20.29253,42.0866,0.011421146
t_1072,20.24013,42.28355,0.011028401
t_1073,20.2125,42.37917,0.011059808
t_1074,20.37083,39.7875,0.0045939256
t_1075,20.34576,39.8917,0.0066739796
t_1076,20.36499,40.02357,0.0064054104
t_1077,20.35974,40.11571,0.007217527
t_1078,20.35,40.20834,0.0076155933
t_1079,20.38334,40.20864,0.008139312
t_108,19.47876,41.35058,0.21074343
t_1080,20.37083,40.22917,0.009613382
t_1081,20.35509,40.23313,0.009088755
t_1082,20.42083,40.2058,0.0083923135
t_1083,20.43333,40.29167,0.008699973
t_1084,20.36667,40.29167,0.0090028355
t_1085,20.42917,40.37083,0.011255956
t_1086,20.4,40.525,0.011344344
t_1087,20.39506,40.70417,0.016618283
t_1088,20.40747,40.79583,0.016439231
t_1089,20.4574,40.95393,0.018329931
t_109,19.51706,41.33904,0.2232174
t_1090,20.36667,41.025,0.019293677
t_1091,20.43333,41.025,0.018812094
t_1092,20.44797,41.09089,0.019929292
t_1093,20.37917,41.12083,0.019609593
t_1094,20.37585,41.14629,0.021530356
t_1095,20.39583,41.32084,0.025400698
t_1096,20.36667,41.425,0.024495486
t_1097,20.45495,41.42963,0.021803668
t_1098,20.42114,41.50897,0.024321556
t_1099,20.36873,41.50191,0.024167145
t_11,19.38145,42.22351,0.025632165
t_110,19.51666,41.37131,0.23421544
t_1100,20.35472,41.57398,0.022131145
t_1101,20.42442,41.53882,0.023915574
t_1102,20.44852,41.53912,0.02489059
t_1103,20.45742,41.57818,0.023760969
t_1104,20.42812,41.5662,0.022270005
t_1105,20.44309,41.632,0.02185866
t_1106,20.36808,41.63304,0.023467021
t_1107,20.34627,41.67453,0.024385083
t_1108,20.38282,41.67531,0.022972725
t_1109,20.38791,41.71606,0.02038003
t_111,19.48481,41.37228,0.2283748
t_1110,20.35493,41.70267,0.024144009
t_1111,20.41045,41.67042,0.022930393
t_1112,20.42083,41.66756,0.02042312
t_1113,20.42083,41.67916,0.022152418
t_1114,20.42917,41.67916,0.022184834
t_1115,20.42917,41.6875,0.019615555
t_1116,20.42083,41.6875,0.020400794
t_1117,20.41176,41.6875,0.021419026
t_1118,20.44395,41.68121,0.01935916
t_1119,20.44454,41.70528,0.017808853
t_112,19.42917,41.3342,0.16582203
t_1120,20.4117,41.70569,0.019617198
t_1121,20.43702,41.75584,0.017056923
t_1122,20.36348,41.7488,0.020873852
t_1123,20.35363,41.83331,0.017389443
t_1124,20.44721,41.82743,0.015346716
t_1125,20.42713,41.89738,0.013807948
t_1126,20.38082,41.90906,0.013205403
t_1127,20.38254,41.94595,0.01346515
t_1128,20.43951,41.97876,0.011532747
t_1129,20.41368,42.00026,0.011832484
t_113,19.42917,41.34974,0.1723735
t_1130,20.45963,41.99711,0.010822231
t_1131,20.44112,42.04652,0.009769331
t_1132,20.4125,42.02917,0.011629707
t_1133,20.42547,42.03722,0.010698576
t_1134,20.4227,42.05346,0.011301191
t_1135,20.40833,42.05,0.010601364
t_1136,20.3811,42.02058,0.010405107
t_1137,20.37213,42.08099,0.009113776
t_1138,20.40621,42.07083,0.008157127
t_1139,20.42609,42.07028,0.010099903
t_114,19.4375,41.32917,0.1637482
t_1140,20.42392,42.08093,0.009839722
t_1141,20.41177,42.07982,0.009600338
t_1142,20.45073,42.06702,0.009971009
t_1143,20.4375,42.10417,0.008705768
t_1144,20.41805,42.09881,0.008971135
t_1145,20.43333,42.15833,0.008945391
t_1146,20.36692,42.15662,0.00942654
t_1147,20.37767,42.23048,0.010684955
t_1148,20.41199,42.19826,0.009832815
t_1149,20.40796,42.2625,0.009444501
t_115,19.44583,41.32917,0.18202807
t_1150,20.38497,42.27385,0.010067702
t_1151,20.58975,40.15062,0.007138523
t_1152,20.53333,40.25834,0.007944836
t_1153,20.53333,40.39166,0.009276087
t_1154,20.58749,40.52518,0.010535609
t_1155,20.58919,40.63282,0.012709168
t_1156,20.57202,40.7363,0.014060078
t_1157,20.5,40.89166,0.015225406
t_1158,20.5685,40.90037,0.014025924
t_1159,20.57083,40.97917,0.015436206
t_116,19.44583,41.3375,0.18455002
t_1160,20.50463,40.95912,0.015997833
t_1161,20.47862,41.03906,0.019258523
t_1162,20.55899,41.03896,0.01716207
t_1163,20.54908,41.07029,0.017306289
t_1164,20.58059,41.07429,0.01870168
t_1165,20.57762,41.10125,0.015291503
t_1166,20.55,41.10833,0.017232973
t_1167,20.48327,41.0661,0.019526768
t_1168,20.5149,41.17922,0.018165346
t_1169,20.49666,41.33404,0.020621493
t_117,19.4375,41.3375,0.16923718
t_1170,20.52043,41.431,0.02089766
t_1171,20.49203,41.58018,0.020245781
t_1172,20.54417,41.58417,0.016760549
t_1173,20.5375,41.60417,0.016680041
t_1174,20.48959,41.61222,0.018560875
t_1175,20.4943,41.73612,0.015884455
t_1176,20.50264,41.82069,0.014924858
t_1177,20.50532,41.96883,0.0112757785
t_1178,20.58491,41.98418,0.011920259
t_1179,20.57095,42.02852,0.009642503
t_118,19.45417,41.32917,0.19485907
t_1180,20.49554,42.03075,0.009329508
t_1181,20.51169,42.07767,0.009315201
t_1182,20.47083,42.22917,0.010034343
t_1183,20.60417,40.15258,0.0066698026
t_1184,20.67748,40.30754,0.008218084
t_1185,20.63615,40.35309,0.008991205
t_1186,20.68518,40.34445,0.008901426
t_1187,20.69341,40.41,0.008684167
t_1188,20.6375,40.4336,0.010473551
t_1189,20.6125,40.47083,0.008712236
t_119,19.4625,41.32917,0.21471526
t_1190,20.71154,40.50649,0.008271793
t_1191,20.70288,40.55145,0.0103746
t_1192,20.61405,40.52917,0.010862177
t_1193,20.65001,40.62703,0.010619783
t_1194,20.69273,40.60968,0.009960072
t_1195,20.70817,40.61312,0.011338501
t_1196,20.71289,40.63594,0.010494252
t_1197,20.69583,40.62917,0.009924457
t_1198,20.68333,40.675,0.010428841
t_1199,20.7259,40.68325,0.011559835
t_12,19.52917,40.1875,0.010753428
t_120,19.4625,41.3375,0.219612
t_1200,20.71305,40.7042,0.011670473
t_1201,20.69132,40.70939,0.011636654
t_1202,20.63333,40.69167,0.011056247
t_1203,20.6625,40.72917,0.0129488325
t_1204,20.68333,40.74167,0.011939412
t_1205,20.72165,40.74228,0.012705301
t_1206,20.71541,40.78631,0.0123303505
t_1207,20.68333,40.775,0.011410067
t_1208,20.69456,40.80325,0.01240546
t_1209,20.71854,40.80839,0.012362731
t_121,19.45417,41.3375,0.20325437
t_1210,20.71603,40.85086,0.012822723
t_1211,20.6808,40.85417,0.012846525
t_1212,20.65813,40.84178,0.01315903
t_1213,20.61667,40.875,0.013657731
t_1214,20.64167,40.86667,0.013131484
t_1215,20.65833,40.86667,0.012336855
t_1216,20.65417,40.87917,0.012020168
t_1217,20.6625,40.87917,0.012317425
t_1218,20.6625,40.8875,0.014706058
t_1219,20.65417,40.8875,0.013099852
t_122,19.45477,41.34624,0.22091736
t_1220,20.6375,40.87917,0.017930781
t_1221,20.64583,40.87917,0.012748711
t_1222,20.64583,40.8875,0.01254613
t_1223,20.6375,40.8875,0.013230391
t_1224,20.65697,40.90038,0.014775672
t_1225,20.61667,40.90833,0.013708011
t_1226,20.67488,40.87084,0.012003253
t_1227,20.69275,40.86986,0.012690499
t_1228,20.68762,40.8862,0.015085189
t_1229,20.67653,40.88583,0.014888367
t_123,19.44274,41.34833,0.1935678
t_1230,20.71324,40.8857,0.0138077885
t_1231,20.71905,40.90387,0.013924763
t_1232,20.67581,40.89708,0.015530656
t_1233,20.69387,40.95548,0.022236574
t_1234,20.64012,40.94783,0.01381466
t_1235,20.62774,41.05118,0.017290106
t_1236,20.60454,41.97917,0.011394054
t_1237,20.74166,40.31667,0.007078054
t_1238,20.76404,40.40473,0.007005541
