# 20191126_M6.4_Albania median gmf, Stations:None, gmlt:GEM_best, Rupture:Matrakuetal2023
custom_site_id,lon,lat,KothaEtAl2020ESHM20SlopeGeology
s_0,19.4573,41.3199,0.18248819
s_1,20.4017,42.0731,0.015412323
s_10,20.84874,39.65616,0.0032141393
s_11,21.4243,38.3727,0.00026542204
s_12,16.8191,40.60325,0.0025167277
s_13,15.9427,40.7867,0.0011611196
s_14,23.2262,43.4111,0.0060715615
s_15,20.4878,38.1783,0.0002817623
s_16,21.76001,38.26933,0.00020354321
s_17,15.63277,40.39,0.0002942497
s_18,15.7296,40.4256,0.00035345196
s_19,15.8019,40.3249,0.00039224254
s_2,19.8078,41.3357,0.116784066
s_20,15.5782,40.7889,0.0003768521
s_21,22.675,43.6227,0.0055435393
s_22,15.7967,40.5722,0.00042799854
s_23,21.9209,38.5933,0.00021676777
s_24,15.7251,40.7619,0.00054671895
s_25,16.2114,39.2534,0.00023875215
s_26,20.9937,39.1474,0.00082859903
s_27,21.79118,38.29585,0.00020966519
s_28,23.575,39.998,0.0009544147
s_29,22.9506,39.366,0.00032090247
s_3,20.0799,41.1161,0.03981926
s_30,22.10797,38.03256,0.00012755321
s_31,19.4527,41.3206,0.18140952
s_32,19.6745,41.5755,0.21090807
s_33,19.787,41.3336,0.124823935
s_34,19.8111,41.3248,0.11245482
s_35,19.8232,41.316,0.100980535
s_36,19.7994,41.3067,0.105405435
s_37,19.7991,41.3247,0.112782255
s_38,19.8114,41.3068,0.09182481
s_39,19.8351,41.3161,0.09824706
s_4,19.5669,40.7174,0.024169303
s_40,19.8109,41.3338,0.113548815
s_41,19.8112,41.3158,0.10767721
s_42,19.823,41.325,0.106895834
s_43,19.7752,41.3245,0.1187939
s_44,19.8228,41.334,0.10907573
s_45,19.8346,41.3431,0.10635225
s_46,19.4841,40.4742,0.015219633
s_47,19.9642,40.7048,0.019834556
s_48,19.8348,41.3341,0.10557808
s_49,20.0769,41.1111,0.039634746
s_5,19.94546,40.70816,0.01984277
s_50,19.0953,42.0988,0.030456368
s_51,20.9581,41.5111,0.012111072
s_52,18.7087,42.4249,0.011849688
s_53,21.1769,42.6548,0.0051514558
s_54,20.8964,42.5829,0.009584324
s_55,20.4351,42.3834,0.013050224
s_56,18.8348,42.2923,0.0146880755
s_57,20.9577,41.9975,0.009630803
s_58,20.9097,41.7903,0.013093004
s_59,18.7694,42.4261,0.0112111205
s_6,19.9202,39.61886,0.0053636367
s_60,19.243,42.4434,0.017667687
s_61,21.4648,41.9876,0.007682823
s_62,20.9097,41.7993,0.01348431
s_63,20.9698,42.0065,0.011175081
s_64,18.6962,42.4337,0.011470208
s_66,20.2984,42.6618,0.009234215
s_67,20.7395,42.2134,0.0107056275
s_68,19.2089,41.9295,0.04658686
s_69,21.4045,42.0058,0.00804275
s_7,21.14182,40.83499,0.0075795935
s_70,21.4166,42.0058,0.008136121
s_71,19.5072,42.0689,0.043621942
s_72,17.2469,40.4623,0.0032852732
s_73,19.2675,42.4347,0.019032998
s_74,18.418,43.8594,0.0033166392
s_75,20.8035,41.1146,0.015486135
s_76,19.2575,42.7948,0.008857747
s_77,21.0915,42.6369,0.006540741
s_78,16.8644,41.1267,0.0034055335
s_79,21.1648,42.6728,0.005147959
s_8,17.85042,40.58941,0.006333134
s_80,21.3804,42.0059,0.006982792
s_81,20.2862,42.6617,0.009322477
s_82,21.3924,41.9968,0.005930453
s_83,21.4286,41.9967,0.00788543
s_84,21.4406,41.9786,0.0057575237
s_85,21.4527,41.9876,0.008037095
