# {20110311_M9.1_Tohoku} median gmf, Stations:None, gmlt:USGS, Rupture:JMA
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,ZhaoEtAl2016SInter
t_0,140.58461999999997,35.61216,0.27151465,0.19414146,0.39249176
t_1,140.58461999999997,35.64866,0.29636285,0.21744052,0.30075794
t_10,140.71937000000003,35.83095,0.35270002,0.22608088,0.45124468
t_100,140.67444999999998,36.80805,0.2630065,0.12982443,0.30616748
t_1000,139.23715000000004,35.50253,0.0998615,0.12299324,0.04632587
t_1001,139.19223,35.50253,0.09730228,0.12058188,0.044059854
t_1002,139.28206,35.53909,0.103377394,0.1262082,0.04951764
t_1003,139.23715000000004,35.53909,0.10066975,0.12374223,0.047051568
t_1004,139.19223,35.53909,0.098063275,0.12130527,0.044728596
t_1005,139.19223,35.57563,0.09877604,0.12197792,0.04535885
t_1006,139.23715000000004,35.57563,0.10142719,0.12443873,0.04773602
t_1007,139.28206,35.57563,0.10418315,0.12692936,0.050261855
t_1008,139.19223,35.61216,0.11926896,0.13755769,0.06279498
t_1009,139.23715000000004,35.61216,0.10213102,0.12508127,0.04837579
t_101,140.58461999999997,36.80805,0.24178852,0.12707603,0.2633904
t_1010,139.05749000000003,35.57563,0.09140612,0.11479028,0.03902508
t_1011,139.01256999999998,35.57563,0.08912793,0.11246173,0.037149947
t_1012,139.01256999999998,35.61216,0.08965136,0.1130013,0.03757728
t_1013,139.14732000000004,35.61216,0.11567553,0.13480878,0.059676476
t_1014,139.1024,35.61216,0.09435774,0.117731325,0.04151289
t_1015,139.05749000000003,35.61216,0.091960385,0.11534904,0.03948724
t_1016,139.05749000000003,35.64866,0.09246914,0.11585926,0.03991349
t_1017,139.14732000000004,35.64866,0.09120009,0.07792761,0.04416435
t_1018,139.01256999999998,35.64866,0.090131685,0.11349403,0.03797126
t_1019,139.1024,35.64866,0.09489713,0.118259676,0.041974608
t_102,140.62954000000002,36.80805,0.2521316,0.1284804,0.2838906
t_1020,139.28206,35.61216,0.11916072,0.12759466,0.069634475
t_1021,139.28206,35.64866,0.11441762,0.12820214,0.070513085
t_1022,139.19223,35.64866,0.093691766,0.07952199,0.04649134
