STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE
SPLB,ATHENS-SEPOLIA_B,38.0039,23.7103,seismic,GHEAD,B,0.34514001,0.0,0.993807684,0.0,0.355879314,0.0,0.151522405,0.0,,B,,,,,,
ATH3,ATH3,37.972,23.706,seismic,GHEAD,C,0.30273999,0.0,0.669727699,0.0,0.41879527,0.0,0.131621811,0.0,,C,,,,,,
SGMA,SGMA,37.98,23.74,seismic,GHEAD,C,0.23362,0.0,0.409612558,0.0,0.205473784,0.0,0.123994724,0.0,,C,,,,,,
ATH2,ATH2,38.018,23.789,seismic,GHEAD,C,0.16460001,0.0,0.280540553,0.0,0.085391002,0.0,0.059913947,0.0,,C,,,,,,
ATH4,ATH4,37.996,23.743,seismic,GHEAD,C,0.11862,0.0,0.260546528,0.0,0.182209641,0.0,0.0825958,0.0,,C,,,,,,
ATHA,ATHA,38.0,23.77,seismic,GHEAD,C,0.11777,0.0,0.223636605,0.0,0.104101187,0.0,0.073551543,0.0,,C,,,,,,
RFNA,RFNA,38.06,23.98,seismic,GHEAD,C,0.10469,0.0,0.231107288,0.0,0.109112922,0.0,0.039371007,0.0,,C,,,,,,
DMKA,DMKA,37.99,23.82,seismic,GHEAD,B,0.069699997,0.0,0.062244154,0.0,0.051231861,0.0,0.032221858,0.0,,B,,,,,,
THVC,THVC,38.32,23.318,seismic,GHEAD,C,0.056969002,0.0,0.169789489,0.0,0.051971572,0.0,0.043228365,0.0,,C,,,,,,
THV1,THV1,38.317,23.317,seismic,GHEAD,C,0.040748001,0.0,0.073686157,0.0,0.043949706,0.0,0.033110828,0.0,,C,,,,,,
KOR1,KOR1,37.939,22.933,seismic,GHEAD,D,0.033867001,0.0,0.071742693,0.0,0.028650647,0.0,0.027583859,0.0,,D,,,,,,
KORA,KORA,37.93,22.93,seismic,GHEAD,D,0.026608999,0.0,0.07655761,0.0,0.042328397,0.0,0.031407943,0.0,,D,,,,,,
ISTA,ISTA,38.95,23.15,seismic,GHEAD,D,0.015382,0.0,0.02714291,0.0,0.024732091,0.0,0.030697993,0.0,,D,,,,,,
ATLA,ATLA,38.65,23.0,seismic,GHEAD,B,0.013459,0.0,0.03720569,0.0,0.017410837,0.0,0.01000015,0.0,,B,,,,,,
OBSPapa_25,Unknown,38.0861,23.6995,macroseismic,Stations_USGS,,1.315654,0.8059,1.964966,1.0131,,,1.069106,1.0822,402.98,inferred,9.0,0.3,0.875,97.8377,1.4737,0.204483
OBSNOA_80,THRAKOMAKEDONES  ANATOLIKI-ATTIKI(3135),38.131,23.756,macroseismic,Stations_USGS,,1.315654,0.8059,1.964966,1.0131,,,1.069106,1.0822,596.0,inferred,9.0,0.3,0.875,97.8377,1.4737,0.204483
OBSNOA_79,ACHARNES  ANATOLIKI-ATTIKI(61352),38.147,23.763,macroseismic,Stations_USGS,,1.315654,0.8059,1.964966,1.0131,,,1.069106,1.0822,900.0,inferred,9.0,0.3,0.875,97.8377,1.4737,0.204483
OBS_1,Acharnes,38.083,23.733,macroseismic,Stations_USGS,,1.315654,0.8059,1.964966,1.0131,,,1.069106,1.0822,368.58,inferred,9.0,0.3,0.875,97.8377,1.4737,0.204483
OBSPapa_23,Unknown,38.0764,23.7303,macroseismic,Stations_USGS,,1.315654,0.8059,1.964966,1.0131,,,1.069106,1.0822,366.12,inferred,9.0,0.3,0.875,97.8377,1.4737,0.204483
OBSNOA_81,ANO-LIOSIA  DYTIKI-ATTIKI(21397),38.074,23.685,macroseismic,Stations_USGS,,1.315654,0.8059,1.964966,1.0131,,,1.069106,1.0822,409.35,inferred,9.0,0.3,0.875,97.8377,1.4737,0.204483
OBS_76,Thrakomakedones,38.117,23.75,macroseismic,Stations_USGS,,1.315654,0.8059,1.964966,1.0131,,,1.069106,1.0822,506.84,inferred,9.0,0.3,0.875,97.8377,1.4737,0.204483
OBS_10,Ano-Liosia,38.083,23.7,macroseismic,Stations_USGS,,1.315654,0.8059,1.964966,1.0131,,,1.069106,1.0822,402.98,inferred,9.0,0.3,0.875,97.8377,1.4737,0.204483
OBSPapa_30,Unknown,38.1353,23.7625,macroseismic,Stations_USGS,,0.706109,0.8059,1.126702,1.0131,,,0.483274,1.0822,555.16,inferred,8.0,0.3,0.875,47.2118,1.4737,0.095155
OBSNOA_3,NEA-PHILADELPHIA  ATHINA(25.261),38.037,23.738,macroseismic,Stations_USGS,,0.706109,0.8059,1.126702,1.0131,,,0.483274,1.0822,415.79,inferred,8.0,0.3,0.875,47.2118,1.4737,0.095155
OBS_31,Kamatero,38.05,23.7,macroseismic,Stations_USGS,,0.706109,0.8059,1.126702,1.0131,,,0.483274,1.0822,535.41,inferred,8.0,0.3,0.875,47.2118,1.4737,0.095155
OBSNOA_4,PETROUPOLI  ATHINA(38.278),38.037,23.673,macroseismic,Stations_USGS,,0.706109,0.8059,1.126702,1.0131,,,0.483274,1.0822,573.79,inferred,8.0,0.3,0.875,47.2118,1.4737,0.095155
OBS_58,Nea-Philadelphia,38.033,23.733,macroseismic,Stations_USGS,,0.706109,0.8059,1.126702,1.0131,,,0.483274,1.0822,347.66,inferred,8.0,0.3,0.875,47.2118,1.4737,0.095155
OBSPapa_15,Unknown,38.0368,23.7288,macroseismic,Stations_USGS,,0.706109,0.8059,1.126702,1.0131,,,0.483274,1.0822,320.09,inferred,8.0,0.3,0.875,47.2118,1.4737,0.095155
OBS_67,Pertroupoli,38.033,23.683,macroseismic,Stations_USGS,,0.706109,0.8059,1.126702,1.0131,,,0.483274,1.0822,473.82,inferred,8.0,0.3,0.875,47.2118,1.4737,0.095155
OBS_48,Metamorphosi,38.067,23.75,macroseismic,Stations_USGS,,0.706109,0.8059,1.126702,1.0131,,,0.483274,1.0822,353.34,inferred,8.0,0.3,0.875,47.2118,1.4737,0.095155
OBSPapa_19,Unknown,38.0561,23.6789,macroseismic,Stations_USGS,,0.706109,0.8059,1.126702,1.0131,,,0.483274,1.0822,557.04,inferred,8.0,0.3,0.875,47.2118,1.4737,0.095155
OBSNOA_5,PHYLI  DYTIKI-ATTIKI(2925),38.147,23.668,macroseismic,Stations_USGS,,0.706109,0.8059,1.126702,1.0131,,,0.483274,1.0822,475.64,inferred,8.0,0.3,0.875,47.2118,1.4737,0.095155
OBS_68,Phyli,38.1,23.667,macroseismic,Stations_USGS,,0.706109,0.8059,1.126702,1.0131,,,0.483274,1.0822,488.78,inferred,8.0,0.3,0.875,47.2118,1.4737,0.095155
OBSPapa_22,Unknown,38.0753,23.6892,macroseismic,Stations_USGS,,0.706109,0.8059,1.126702,1.0131,,,0.483274,1.0822,430.44,inferred,8.0,0.3,0.875,47.2118,1.4737,0.095155
OBSNOA_1,KAMATERO  ATHINA(17.41),38.055,23.706,macroseismic,Stations_USGS,,0.706109,0.8059,1.126702,1.0131,,,0.483274,1.0822,513.77,inferred,8.0,0.3,0.875,47.2118,1.4737,0.095155
OBSNOA_2,METAMORPHOSI  ATHINA(21.052),38.064,23.762,macroseismic,Stations_USGS,,0.706109,0.8059,1.126702,1.0131,,,0.483274,1.0822,381.94,inferred,8.0,0.3,0.875,47.2118,1.4737,0.095155
OBSPapa_27,Unknown,38.0969,23.6687,macroseismic,Stations_USGS,,0.706109,0.8059,1.126702,1.0131,,,0.483274,1.0822,488.78,inferred,8.0,0.3,0.875,47.2118,1.4737,0.095155
OBSNOA_6,ASPROPYRGOS  DYTIKI-ATTIKI(15715),38.102,23.582,macroseismic,Stations_USGS,,0.517293,0.8059,0.853171,1.0131,,,0.324922,1.0822,489.72,inferred,7.5,0.3,0.875,32.7961,1.4737,0.064911
OBS_13,Aspropyrgos,38.05,23.583,macroseismic,Stations_USGS,,0.517293,0.8059,0.853171,1.0131,,,0.324922,1.0822,320.05,inferred,7.5,0.3,0.875,32.7961,1.4737,0.064911
MNSA,Monastiraki,37.98,23.73,seismic,Stations_USGS,,0.51,0.0,,,,,,,471.38,inferred,,,,,,
OBSPapa_24,Unknown,38.086,23.8183,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,450.44,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBS_17,Chaidari,38.0,23.65,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,588.44,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBSNOA_13,NEA-IONIA  ATHINA(60.635),38.032,23.756,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,381.04,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBSNOA_7,AIGALEO  ATHINA(78.563),37.984,23.678,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,337.79,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBSNOA_8,CHAIDARI  ATHINA(47.437),38.002,23.629,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,593.79,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBSPapa_10,Unknown,38.0259,23.7479,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,450.66,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBSNOA_12,NEA-ERYTHRAIA  ATHINA(12.993),38.093,23.82,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,475.18,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBSNOA_9,GALATSI  ATHINA(57.23),38.019,23.755,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,540.6,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBSPapa_26,Unknown,38.0863,23.5176,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,483.46,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBSPapa_9,Unknown,38.0248,23.6687,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,587.11,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBSPapa_12,Unknown,38.0355,23.7479,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,416.3,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBS_54,Nea-Ionia,38.033,23.75,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,416.3,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBS_40,Magoula,38.067,23.517,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,384.1,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBS_27,Galatsi,38.017,23.75,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,512.71,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBS_60,Neo-Herakleio,38.033,23.767,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,405.16,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBSPapa_21,Unknown,38.0752,23.7684,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,353.77,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBS_55,Nea-Liosia,38.033,23.7,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,382.06,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBSNOA_15,MAGOULA  DYTIKI-ATTIKI(2663),38.103,23.532,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,517.19,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBSPapa_14,Unknown,38.0356,23.6481,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,440.79,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBS_6,Aigaleo,37.983,23.683,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,296.8,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBSNOA_10,ILIO(NEA-LIOSIA)  ATHINA(78.326),38.04,23.71,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,375.08,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBSPapa_20,Unknown,38.067,23.5938,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,366.15,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBSNOA_11,IRAKLEIO  ATHINA(42.905),38.051,23.771,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,440.11,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBSPapa_28,Unknown,38.1052,23.8183,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,376.21,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBSNOA_14,ELEFSINA  DYTIKI-ATTIKI(22793),38.046,23.535,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,283.54,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBSPapa_17,Unknown,38.0523,23.7816,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,471.21,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBSPapa_13,Unknown,38.0356,23.698,macroseismic,Stations_USGS,,0.378967,0.8059,0.646046,1.0131,,,0.218457,1.0822,382.06,inferred,7.0,0.3,0.875,22.7822,1.4737,0.04428
OBSPapa_16,Unknown,38.0478,23.5278,macroseismic,Stations_USGS,,0.377395,0.8059,0.644635,1.0131,,,0.219014,1.0822,311.08,inferred,7.0,0.3,0.875,22.7822,1.4737,0.044406
