STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE
AMAA,AMALIADA,37.7949,21.3501,seismic,GHEAD,D,0.15648,0.0,0.422255016,0.0,0.191904212,0.0,0.078814177,0.0,,,,,,,,
ZAK1,ZAKYNTHOS,37.784,20.898,seismic,GHEAD,D,0.14742,0.0,0.328140372,0.0,0.316537069,0.0,0.119561219,0.0,,,,,,,,
PYR1,PYRGOS,37.6714,21.4327,seismic,GHEAD,D,0.029511999,0.0,0.089304631,0.0,0.045078583,0.0,0.028904493,0.0,,,,,,,,
PATA,PATRA A,38.2434,21.7333,seismic,GHEAD,C,0.013857,0.0,0.052024221,0.0,0.043503816,0.0,0.017211955,0.0,,,,,,,,
PAT1,PATRA B,38.2386,21.7265,seismic,GHEAD,C,0.013682,0.0,0.033009044,0.0,0.034107823,0.0,0.017974691,0.0,,,,,,,,
ARG1,ARGOSTOLI,38.177,20.4788,seismic,GHEAD,C,0.01316,0.0,0.031743791,0.0,0.01545587,0.0,0.00852707,0.0,,,,,,,,
OBS_1,KYLLINI  ELIA(952),37.927,21.133,macroseismic,Stations_USGS,,0.547533,0.8059,0.991181,1.0131,,,0.548378,1.0822,440.96,inferred,8.0,0.3,0.875,46.5966,1.4737,0.110707
OBS_2,VARTHOLOMIO  ELIA(3753),37.853,21.198,macroseismic,Stations_USGS,,0.520278,0.8059,0.96493,1.0131,,,0.565811,1.0822,317.63,inferred,8.0,0.3,0.875,46.5966,1.4737,0.114659
OBS_3,KASTRO  ELIA(857),37.886,21.145,macroseismic,Stations_USGS,,0.396002,0.8059,0.745501,1.0131,,,0.371608,1.0822,416.1,inferred,7.5,0.3,0.875,32.3688,1.4737,0.076189
OBS_4,KATO-PANAGIA  ELIA(1266),37.92,21.162,macroseismic,Stations_USGS,,0.394151,0.8059,0.743667,1.0131,,,0.372677,1.0822,458.45,inferred,7.5,0.3,0.875,32.3688,1.4737,0.076435
OBS_5,LYGIA  ELIA(627),37.85,21.142,macroseismic,Stations_USGS,,0.39264,0.8059,0.742166,1.0131,,,0.373555,1.0822,448.86,inferred,7.5,0.3,0.875,32.3688,1.4737,0.076637
OBS_6,MACHOS  ELIA(684),37.879,21.186,macroseismic,Stations_USGS,,0.386254,0.8059,0.735796,1.0131,,,0.377328,1.0822,399.44,inferred,7.5,0.3,0.875,32.3688,1.4737,0.077505
OBS_7,NEOCHORI  ELIA(426),37.433,21.665,macroseismic,Stations_USGS,,0.285521,0.8059,0.627718,1.0131,,,0.454104,1.0822,502.38,inferred,,,0.875,32.3688,1.4737,0.095385
OBS_9,GASTOUNI  ELIA(5883),37.845,21.247,macroseismic,Stations_USGS,,0.271141,0.8059,0.544799,1.0131,,,0.260418,1.0822,230.18,inferred,7.0,0.3,0.875,22.4853,1.4737,0.054445
OBS_8,AGIA-MAVRA  ELIA(376),37.873,21.308,macroseismic,Stations_USGS,,0.263814,0.8059,0.537009,1.0131,,,0.264827,1.0822,235.78,inferred,7.0,0.3,0.875,22.4853,1.4737,0.055479
OBS_10,TRAGANO  ELIA(2306),37.906,21.362,macroseismic,Stations_USGS,,0.257168,0.8059,0.529854,1.0131,,,0.269001,1.0822,434.12,inferred,7.0,0.3,0.875,22.4853,1.4737,0.05646
OBS_20,VANATO  ZAKYNTHOS(557),37.795,20.853,macroseismic,Stations_USGS,,0.215767,0.8059,0.430874,1.0131,,,0.166432,1.0822,316.94,inferred,6.5,0.3,0.875,15.6196,1.4737,0.035088
OBS_17,KALAMAKI  ZAKYNTHOS(472),37.738,20.889,macroseismic,Stations_USGS,,0.208284,0.8059,0.422952,1.0131,,,0.170072,1.0822,223.91,inferred,6.5,0.3,0.875,15.6196,1.4737,0.03595
OBS_18,MOUZAKI  ZAKYNTHOS(937),37.737,20.841,macroseismic,Stations_USGS,,0.206575,0.8059,0.421124,1.0131,,,0.170933,1.0822,267.73,inferred,6.5,0.3,0.875,15.6196,1.4737,0.036154
OBS_19,PANTOKRATORAS  ZAKYNTHOS(972),37.726,20.842,macroseismic,Stations_USGS,,0.205,0.8059,0.419433,1.0131,,,0.171737,1.0822,314.06,inferred,6.5,0.3,0.875,15.6196,1.4737,0.036344
OBS_14,LECHAINA  ELIA(3448),37.947,21.281,macroseismic,Stations_USGS,,0.197193,0.8059,0.410958,1.0131,,,0.175873,1.0822,214.46,inferred,6.5,0.3,0.875,15.6196,1.4737,0.037327
OBS_16,SAVALIA  ELIA(1119),37.82,21.285,macroseismic,Stations_USGS,,0.193427,0.8059,0.406813,1.0131,,,0.177964,1.0822,248.34,inferred,6.5,0.3,0.875,15.6196,1.4737,0.037824
OBS_15,MANOLADA  ELIA(1453),38.059,21.339,macroseismic,Stations_USGS,,0.188143,0.8059,0.400932,1.0131,,,0.181011,1.0822,198.81,inferred,6.5,0.3,0.875,15.6196,1.4737,0.038551
OBS_11,AMALIADA  ELIA(15857),37.8,21.343,macroseismic,Stations_USGS,,0.186954,0.8059,0.399598,1.0131,,,0.181716,1.0822,334.52,inferred,6.5,0.3,0.875,15.6196,1.4737,0.038719
OBS_12,KARDAMAS  ELIA(1029),37.761,21.342,macroseismic,Stations_USGS,,0.185033,0.8059,0.397434,1.0131,,,0.18287,1.0822,342.9,inferred,6.5,0.3,0.875,15.6196,1.4737,0.038995
OBS_13,KATAKOLO  ELIA(612),37.648,21.311,macroseismic,Stations_USGS,,0.179668,0.8059,0.391334,1.0131,,,0.186197,1.0822,394.11,inferred,6.5,0.3,0.875,15.6196,1.4737,0.039791
AMA,Amaliada-OTE Building,37.8,21.35,seismic,Stations_USGS,,0.156122,0.0,0.415306,0.0,,,0.081531,0.0,353.3,inferred,5.7,0.63,0.0,8.44,0.0,0.008276
ZAK,Zakynthos-OTE Building,37.785,20.9,seismic,Stations_USGS,,0.15102,0.0,0.310204,0.0,,,0.080306,0.0,600.0,inferred,6.0,0.63,0.0,8.01,0.0,0.009847
OBS_23,AVGEIO  ELIA(364),37.873,21.363,macroseismic,Stations_USGS,,0.137524,0.8059,0.30324,1.0131,,,0.121867,1.0822,335.98,inferred,6.0,0.3,0.875,10.8503,1.4737,0.026338
OBS_29,VARDA  ELIA(3821),38.02,21.377,macroseismic,Stations_USGS,,0.136299,0.8059,0.301816,1.0131,,,0.122538,1.0822,339.81,inferred,6.0,0.3,0.875,10.8503,1.4737,0.026501
OBS_30,VOUNARGO  ELIA(847),37.738,21.41,macroseismic,Stations_USGS,,0.130845,0.8059,0.295405,1.0131,,,0.125644,1.0822,548.46,inferred,6.0,0.3,0.875,10.8503,1.4737,0.027255
OBS_26,KERAMIDIA  ELIA(345),37.848,21.465,macroseismic,Stations_USGS,,0.130626,0.8059,0.295146,1.0131,,,0.125772,1.0822,463.6,inferred,6.0,0.3,0.875,10.8503,1.4737,0.027286
OBS_24,ELAIONAS  ELIA(468),37.762,21.47,macroseismic,Stations_USGS,,0.128503,0.8059,0.292614,1.0131,,,0.127042,1.0822,555.77,inferred,6.0,0.3,0.875,10.8503,1.4737,0.027595
OBS_28,OINOI  ELIA(319),37.831,21.516,macroseismic,Stations_USGS,,0.127571,0.8059,0.291496,1.0131,,,0.12761,1.0822,424.12,inferred,6.0,0.3,0.875,10.8503,1.4737,0.027733
OBS_21,LIMNOCHORI  ACHAIA(1131),38.153,21.483,macroseismic,Stations_USGS,,0.126819,0.8059,0.290593,1.0131,,,0.128073,1.0822,247.02,inferred,6.0,0.3,0.875,10.8503,1.4737,0.027846
OBS_27,MAZARAKI  ELIA(595),37.873,21.588,macroseismic,Stations_USGS,,0.124428,0.8059,0.287699,1.0131,,,0.129576,1.0822,542.72,inferred,6.0,0.3,0.875,10.8503,1.4737,0.028213
OBS_22,LOUSIKA  ACHAIA(852),38.101,21.587,macroseismic,Stations_USGS,,0.123262,0.8059,0.286279,1.0131,,,0.130326,1.0822,416.05,inferred,6.0,0.3,0.875,10.8503,1.4737,0.028396
OBS_25,GOUMERO  ELIA(1032),37.766,21.595,macroseismic,Stations_USGS,,0.122689,0.8059,0.285578,1.0131,,,0.130699,1.0822,570.22,inferred,6.0,0.3,0.875,10.8503,1.4737,0.028487
OBS_47,KALIPADO  ZAKYNTHOS(561),37.802,20.832,macroseismic,Stations_USGS,,0.11569,0.8059,0.246936,1.0131,,,0.075278,1.0822,462.2,inferred,5.5,0.3,0.875,7.5373,1.4737,0.016339
OBS_48,MARIES  ZAKYNTHOS(364),37.823,20.684,macroseismic,Stations_USGS,,0.109744,0.8059,0.24018,1.0131,,,0.077752,1.0822,458.54,inferred,5.5,0.3,0.875,7.5373,1.4737,0.016942
OBS_39,ANDRAVIDA  ELIA(3253),37.92,21.284,macroseismic,Stations_USGS,,0.105616,0.8059,0.235387,1.0131,,,0.079601,1.0822,226.33,inferred,5.5,0.3,0.875,7.5373,1.4737,0.017394
OBS_38,AMPELOKAMPOS  ELIA(645),37.835,21.313,macroseismic,Stations_USGS,,0.102692,0.8059,0.231939,1.0131,,,0.080982,1.0822,268.7,inferred,5.5,0.3,0.875,7.5373,1.4737,0.017733
OBS_44,NEA-MANOLADA  ELIA(1449),38.06,21.365,macroseismic,Stations_USGS,,0.099718,0.8059,0.228382,1.0131,,,0.082455,1.0822,240.23,inferred,5.5,0.3,0.875,7.5373,1.4737,0.018095
OBS_32,METOCHI  ACHAIA(1863),38.116,21.39,macroseismic,Stations_USGS,,0.097264,0.8059,0.22541,1.0131,,,0.083724,1.0822,182.37,inferred,5.5,0.3,0.875,7.5373,1.4737,0.018407
OBS_45,SKOUROCHORI  ELIA(703),37.679,21.345,macroseismic,Stations_USGS,,0.096444,0.8059,0.22441,1.0131,,,0.084159,1.0822,236.65,inferred,5.5,0.3,0.875,7.5373,1.4737,0.018514
OBS_33,MICHOI  ACHAIA(690),37.969,21.483,macroseismic,Stations_USGS,,0.095404,0.8059,0.223134,1.0131,,,0.08472,1.0822,402.34,inferred,5.5,0.3,0.875,7.5373,1.4737,0.018653
OBS_34,SAGAIIKA  ACHAIA(1846),38.12,21.453,macroseismic,Stations_USGS,,0.094702,0.8059,0.222269,1.0131,,,0.085104,1.0822,229.73,inferred,5.5,0.3,0.875,7.5373,1.4737,0.018748
OBS_41,EPHYRA  ELIA(473),37.848,21.516,macroseismic,Stations_USGS,,0.09364,0.8059,0.220955,1.0131,,,0.085695,1.0822,395.32,inferred,5.5,0.3,0.875,7.5373,1.4737,0.018893
OBS_42,KARATOULAS  ELIA(963),37.747,21.533,macroseismic,Stations_USGS,,0.091612,0.8059,0.218427,1.0131,,,0.086852,1.0822,417.76,inferred,5.5,0.3,0.875,7.5373,1.4737,0.01918
OBS_43,LANTHIO  ELIA(510),37.705,21.511,macroseismic,Stations_USGS,,0.091535,0.8059,0.21833,1.0131,,,0.086897,1.0822,629.41,inferred,5.5,0.3,0.875,7.5373,1.4737,0.019191
OBS_31,KALPHAS  ACHAIA(342),37.901,21.607,macroseismic,Stations_USGS,,0.09062,0.8059,0.21718,1.0131,,,0.087434,1.0822,293.71,inferred,5.5,0.3,0.875,7.5373,1.4737,0.019324
OBS_37,AGIA-ANNA  ELIA(279),37.788,21.592,macroseismic,Stations_USGS,,0.090255,0.8059,0.21672,1.0131,,,0.08765,1.0822,346.3,inferred,5.5,0.3,0.875,7.5373,1.4737,0.019377
