custom_site_id,lon,lat,vs30,vs30measured,z1pt0,z2pt5
t_0,71.22421,32.5062,491.0,False,239.8978,1.00027
t_1,71.22421,32.58192,477.0,False,257.39744,1.03392
t_2,71.22421,32.65758,332.0,False,431.12268,1.56506
t_3,71.22421,32.73318,332.0,False,431.12268,1.56506
t_4,71.22421,32.80872,334.0,False,429.20744,1.55435
t_5,71.22421,32.88419,307.0,False,453.21994,1.7117
t_6,71.22421,32.95959,647.0,False,91.73093,0.72952
t_7,71.22421,33.03493,900.0,False,15.45801,0.5001
t_8,71.22421,33.11021,535.0,False,188.39197,0.90673
t_9,71.22421,33.18542,460.0,False,279.0871,1.07775
t_10,71.22421,33.26057,423.0,False,326.76524,1.18626
t_11,71.22421,33.33565,465.0,False,272.67065,1.0645
t_12,71.22421,33.41067,400.0,False,355.71704,1.26461
t_13,71.22421,33.48563,732.0,False,50.43964,0.63345
t_14,71.22421,33.56052,485.0,False,247.34795,1.01444
t_15,71.22421,33.63534,316.0,False,445.66493,1.65604
t_16,71.22421,33.7101,900.0,False,15.45801,0.5001
t_17,71.22421,33.78479,900.0,False,15.45801,0.5001
t_18,71.22421,33.85942,724.0,False,53.39814,0.64146
t_19,71.22421,33.93399,838.0,False,23.75887,0.54265
t_20,71.22421,34.00849,802.0,False,30.63242,0.57061
t_21,71.22421,34.08292,900.0,False,15.45801,0.5001
t_22,71.22421,34.15729,572.0,False,150.5905,0.83995
t_23,71.22421,34.23159,535.0,False,188.39197,0.90673
t_24,71.22421,34.30583,900.0,False,15.45801,0.5001
t_25,71.22421,34.38,449.0,False,293.2685,1.10801
t_26,71.22421,34.45411,439.0,False,306.18783,1.13693
t_27,71.22421,34.52815,900.0,False,15.45801,0.5001
t_28,71.22421,34.60212,686.0,False,69.90274,0.68227
t_29,71.22421,34.67603,539.0,False,184.03921,0.89903
t_30,71.22421,34.74987,900.0,False,15.45801,0.5001
t_31,71.22421,34.82365,900.0,False,15.45801,0.5001
t_32,71.22421,34.89736,900.0,False,15.45801,0.5001
t_33,71.22421,34.97101,900.0,False,15.45801,0.5001
t_34,71.22421,35.04458,900.0,False,15.45801,0.5001
t_35,71.22421,35.1181,900.0,False,15.45801,0.5001
t_36,71.22421,35.19154,900.0,False,15.45801,0.5001
t_37,71.22421,35.26492,900.0,False,15.45801,0.5001
t_38,71.22421,35.33824,900.0,False,15.45801,0.5001
t_39,71.22421,35.41148,900.0,False,15.45801,0.5001
t_40,71.22421,35.48466,900.0,False,15.45801,0.5001
t_41,71.22421,35.55778,900.0,False,15.45801,0.5001
t_42,71.22421,35.63082,891.0,False,16.44124,0.50589
t_43,71.22421,35.70381,900.0,False,15.45801,0.5001
t_44,71.22421,35.77672,869.0,False,19.13698,0.52056
t_45,71.22421,35.84957,734.0,False,49.72556,0.63148
t_46,71.22421,35.92235,900.0,False,15.45801,0.5001
t_47,71.22421,35.99506,900.0,False,15.45801,0.5001
t_48,71.22421,36.06771,900.0,False,15.45801,0.5001
t_49,71.22421,36.14029,900.0,False,15.45801,0.5001
