# 20120811_M6.2_Ahar-Varzaghan median gmf, Stations:None, gmlt:USGS, Rupture:Momeni_And_Tatar_2018
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
t_0,44.174890000000005,39.399,0.004207723,0.0034209304,0.004322946,0.0047119777
t_1,48.307140000000004,39.32955,0.014047236,0.0123474775,0.013269691,0.01502196
t_10,47.588480000000004,39.26003,0.019462017,0.015569478,0.021278929,0.018476572
t_100,48.12747000000002,39.26003,0.013751332,0.011334065,0.014222571,0.014008168
t_1000,45.97152,37.49969,0.018989163,0.01561309,0.0196315,0.018674321
t_1001,46.42067,37.49969,0.017419824,0.01303798,0.02061813,0.016017316
t_1002,46.330839999999995,37.49969,0.016848274,0.01261814,0.019887552,0.015564008
t_1003,46.24101000000002,37.49969,0.016809829,0.012713134,0.019497244,0.015658198
t_1004,46.061350000000004,37.49969,0.01687545,0.01311681,0.01865815,0.016065221
t_1005,45.79185000000001,37.57092,0.01675681,0.013430824,0.017792242,0.016383214
t_1006,46.330839999999995,37.57092,0.023753209,0.018826203,0.02596541,0.02202852
t_1007,46.061350000000004,37.57092,0.01664661,0.012560881,0.019379096,0.015495596
t_1008,45.88168000000002,37.57092,0.018086882,0.014505656,0.019249786,0.017525794
t_1009,45.97152,37.57092,0.018268738,0.014354936,0.019930622,0.017377736
t_101,48.12747000000002,39.32955,0.0142654665,0.012114388,0.014200109,0.014824905
t_1010,46.15118000000001,37.57092,0.016788548,0.012504912,0.020004906,0.015445484
t_1011,46.42067,37.57092,0.020056201,0.015044832,0.02381351,0.018157946
t_1012,46.24101000000002,37.57092,0.018240076,0.013669248,0.021590644,0.016693313
t_1013,46.15118000000001,37.64209,0.019431373,0.014571006,0.023050092,0.017654557
t_1014,45.97152,37.64209,0.017707113,0.013446952,0.02044006,0.016441932
t_1015,46.24101000000002,37.64209,0.020464035,0.015298906,0.024473794,0.01843138
t_1016,45.79185000000001,37.64209,0.030551834,0.028236235,0.027193863,0.031143904
t_1017,45.88168000000002,37.64209,0.02558209,0.022055233,0.0249269,0.025207847
t_1018,46.42067,37.64209,0.022426128,0.016717596,0.027094472,0.019935776
t_1019,46.330839999999995,37.64209,0.02102895,0.015611561,0.025501834,0.0187733
t_102,48.217299999999994,39.32955,0.012335224,0.010258195,0.012557901,0.012821471
t_1020,46.061350000000004,37.64209,0.017604176,0.013114328,0.021021703,0.016102731
t_1021,46.42067,37.71319,0.032280155,0.02548179,0.036102172,0.028791325
t_1022,46.330839999999995,37.71319,0.03135284,0.024956303,0.034640998,0.02824092
t_1023,45.79185000000001,37.71319,0.02216038,0.018353295,0.022830963,0.021506717
t_1024,46.24101000000002,37.71319,0.023216024,0.017340686,0.028005501,0.020586878
t_1025,45.88168000000002,37.71319,0.025209494,0.02111795,0.025687074,0.024305057
t_1026,45.97152,37.71319,0.020417133,0.015651355,0.023329958,0.018766847
t_1027,46.15118000000001,37.71319,0.0221755,0.016671285,0.026368799,0.01987027
t_1028,46.061350000000004,37.71319,0.02044584,0.015366342,0.024219826,0.018494992
t_1029,46.42067,37.78422,0.029097078,0.021487571,0.03516373,0.024979675
t_103,48.03764000000001,39.32955,0.015223582,0.012902621,0.015237568,0.015672464
t_1030,46.330839999999995,37.78422,0.027399343,0.020252002,0.03347562,0.023676367
t_1031,45.88168000000002,37.78422,0.034695152,0.030770816,0.03249394,0.033689067
t_1032,45.79185000000001,37.78422,0.030177264,0.026485512,0.028665455,0.029556809
t_1033,46.24101000000002,37.78422,0.026384396,0.01967646,0.032162245,0.023038777
t_1034,46.15118000000001,37.78422,0.024893373,0.01867781,0.02990297,0.021975964
t_1035,45.97152,37.78422,0.035449762,0.030850945,0.03431107,0.03381841
t_1036,46.061350000000004,37.78422,0.022534825,0.016871734,0.027022956,0.020088535
t_1037,45.79185000000001,37.85518,0.03261146,0.02857475,0.031125719,0.03159635
t_1038,45.97152,37.85518,0.03743581,0.032197792,0.037062526,0.035156306
t_1039,45.88168000000002,37.85518,0.035478532,0.030911999,0.034269985,0.033873692
t_104,45.79185000000001,38.70139,0.026023086,0.020366961,0.030332273,0.023354061
t_1040,46.15118000000001,37.85518,0.027356915,0.020374658,0.033254914,0.023773458
t_1041,46.061350000000004,37.85518,0.026112627,0.019704066,0.031132488,0.023027355
t_1042,46.24101000000002,37.85518,0.031605475,0.023803052,0.03704043,0.027284173
t_1043,46.42067,37.85518,0.03684215,0.027677558,0.042113986,0.031325355
t_1044,46.330839999999995,37.85518,0.03263571,0.024256986,0.03843147,0.02784544
t_1045,46.330839999999995,37.92607,0.039406206,0.029504327,0.04471647,0.033269692
t_1046,45.88168000000002,37.92607,0.039265603,0.034310725,0.037834294,0.037132006
t_1047,45.79185000000001,37.92607,0.035847563,0.031523205,0.034085143,0.034436
t_1048,46.061350000000004,37.92607,0.02992023,0.022705011,0.035214044,0.026107498
t_1049,45.97152,37.92607,0.037309345,0.031267527,0.038640216,0.034344554
t_105,46.42067,38.70139,0.0717788,0.058217105,0.07553838,0.06113241
