custom_site_id,lon,lat,vs30,vs30measured,z1pt0,z2pt5
t_0,-6.14521,33.34407,605.0,False,121.76856,0.78774
t_1,-5.60622,33.34407,468.0,False,268.83376,1.0567
t_2,-5.60622,32.59041,573.0,False,149.64815,0.83827
t_3,-5.87572,32.59041,723.0,False,53.7797,0.64248
t_4,-6.05538,32.66607,358.0,False,404.63815,1.43573
t_5,-6.14521,32.66607,279.0,False,473.77959,1.9096
t_6,-5.78589,32.66607,878.0,False,17.98123,0.51447
t_7,-5.60622,32.66607,552.0,False,170.32727,0.87485
t_8,-5.69605,32.66607,476.0,False,258.6619,1.03641
t_9,-5.96555,32.66607,322.0,False,440.37618,1.62079
t_10,-5.87572,32.66607,602.0,False,124.195,0.79224
t_11,-5.87572,32.74166,427.0,False,321.64193,1.17356
t_12,-5.96555,32.74166,328.0,False,434.8891,1.58692
t_13,-5.69605,32.74166,574.0,False,148.7101,0.8366
t_14,-5.60622,32.74166,789.0,False,33.59546,0.58138
t_15,-5.78589,32.74166,379.0,False,380.98135,1.34509
t_16,-6.14521,32.74166,314.0,False,447.38324,1.66812
t_17,-6.05538,32.74166,449.0,False,293.2685,1.10801
t_18,-5.87572,32.81719,441.0,False,303.60477,1.13103
t_19,-5.96555,32.81719,498.0,False,231.31424,0.9842
t_20,-5.69605,32.81719,505.0,False,222.86075,0.96861
t_21,-5.60622,32.81719,409.0,False,344.51276,1.23283
t_22,-6.14521,32.81719,483.0,False,249.84864,1.01924
t_23,-6.05538,32.81719,514.0,False,212.20397,0.94923
t_24,-5.78589,32.81719,428.0,False,320.35838,1.17042
t_25,-5.87572,32.89265,252.0,False,489.44607,2.14542
t_26,-5.96555,32.89265,441.0,False,303.60477,1.13103
t_27,-5.69605,32.89265,472.0,False,263.736,1.04646
t_28,-5.60622,32.89265,399.0,False,356.9498,1.26824
t_29,-6.14521,32.89265,566.0,False,156.3343,0.85014
t_30,-6.05538,32.89265,298.0,False,460.31564,1.77097
t_31,-5.78589,32.89265,432.0,False,315.215,1.15803
t_32,-5.78589,32.96805,436.0,False,310.05977,1.14589
t_33,-6.14521,32.96805,486.0,False,246.10074,1.01205
t_34,-5.60622,32.96805,854.0,False,21.24186,0.53104
t_35,-6.05538,32.96805,665.0,False,80.98251,0.70698
t_36,-5.69605,32.96805,378.0,False,382.14779,1.34916
t_37,-5.96555,32.96805,570.0,False,152.48803,0.84332
t_38,-5.87572,32.96805,443.0,False,301.02085,1.12519
t_39,-5.78589,33.04338,437.0,False,308.76955,1.14289
t_40,-6.14521,33.04338,548.0,False,174.47416,0.88216
t_41,-5.60622,33.04338,401.0,False,354.48169,1.261
t_42,-6.05538,33.04338,543.0,False,179.74849,0.89146
t_43,-5.96555,33.04338,753.0,False,43.42221,0.61328
t_44,-5.69605,33.04338,716.0,False,56.52604,0.64967
t_45,-5.87572,33.04338,409.0,False,344.51276,1.23283
t_46,-5.78589,33.11865,613.0,False,115.48531,0.77599
t_47,-6.14521,33.11865,469.0,False,267.55728,1.05412
t_48,-5.60622,33.11865,314.0,False,447.38324,1.66812
t_49,-6.05538,33.11865,279.0,False,473.77959,1.9096
t_50,-5.96555,33.11865,778.0,False,36.33151,0.59079
t_51,-5.69605,33.11865,334.0,False,429.20744,1.55435
t_52,-5.87572,33.11865,484.0,False,248.59727,1.01684
t_53,-5.87572,33.19386,493.0,False,237.43289,0.99563
t_54,-5.69605,33.19386,388.0,False,370.32452,1.30945
t_55,-5.96555,33.19386,437.0,False,308.76955,1.14289
t_56,-6.05538,33.19386,342.0,False,421.33721,1.51282
t_57,-5.78589,33.19386,502.0,False,226.46689,0.97523
t_58,-6.14521,33.19386,266.0,False,481.81957,2.01674
t_59,-5.60622,33.19386,349.0,False,414.18391,1.47816
t_60,-5.87572,33.269,412.0,False,340.7386,1.22256
t_61,-6.05538,33.269,403.0,False,352.00349,1.25385
t_62,-5.69605,33.269,312.0,False,449.07909,1.68035
t_63,-5.96555,33.269,393.0,False,364.28917,1.29041
t_64,-5.78589,33.269,708.0,False,59.83138,0.65808
t_65,-6.14521,33.269,448.0,False,294.56029,1.11084
t_66,-5.60622,33.269,483.0,False,249.84864,1.01924
t_67,-5.87572,33.34407,618.0,False,111.69543,0.76882
t_68,-5.96555,33.34407,754.0,False,43.11346,0.61235
t_69,-5.69605,33.34407,660.0,False,83.84806,0.71311
t_70,-6.05538,33.34407,408.0,False,345.76673,1.23628
t_71,-5.78589,33.34407,306.0,False,454.03112,1.7181
t_72,-5.87572,31.83036,641.0,False,95.58632,0.73734
t_73,-5.78589,31.83036,747.0,False,45.3217,0.61892
t_74,-5.87572,31.90665,712.0,False,58.15602,0.65385
t_75,-5.78589,31.90665,730.0,False,51.16382,0.63544
t_76,-5.69605,31.90665,771.0,False,38.18985,0.59693
t_77,-6.14521,31.90665,536.0,False,187.29804,0.90479
t_78,-5.96555,31.90665,625.0,False,106.56459,0.75897
t_79,-6.05538,31.90665,900.0,False,15.45801,0.5001
t_80,-5.60622,31.90665,583.0,False,140.46129,0.82184
t_81,-5.78589,31.98288,785.0,False,34.56516,0.58477
t_82,-5.87572,31.98288,582.0,False,141.36057,0.82346
t_83,-5.60622,31.98288,549.0,False,173.43135,0.88032
t_84,-5.69605,31.98288,852.0,False,21.5405,0.53246
t_85,-6.14521,31.98288,900.0,False,15.45801,0.5001
t_86,-5.96555,31.98288,653.0,False,88.01385,0.72186
t_87,-6.05538,31.98288,900.0,False,15.45801,0.5001
t_88,-5.78589,32.05904,712.0,False,58.15602,0.65385
t_89,-5.69605,32.05904,860.0,False,20.3719,0.5268
t_90,-6.14521,32.05904,900.0,False,15.45801,0.5001
t_91,-5.60622,32.05904,784.0,False,34.81202,0.58562
t_92,-6.05538,32.05904,900.0,False,15.45801,0.5001
t_93,-5.96555,32.05904,900.0,False,15.45801,0.5001
t_94,-5.87572,32.05904,900.0,False,15.45801,0.5001
t_95,-6.14521,32.13514,639.0,False,96.90268,0.73998
t_96,-5.60622,32.13514,624.0,False,107.28517,0.76037
t_97,-5.78589,32.13514,620.0,False,110.20875,0.76598
t_98,-5.96555,32.13514,530.0,False,193.91815,0.91652
t_99,-6.05538,32.13514,544.0,False,178.68565,0.88959
t_100,-5.87572,32.13514,863.0,False,19.95113,0.52471
t_101,-5.69605,32.13514,476.0,False,258.6619,1.03641
t_102,-5.60622,32.21118,631.0,False,102.32696,0.75072
t_103,-6.14521,32.21118,453.0,False,288.10433,1.09682
t_104,-5.87572,32.21118,531.0,False,192.80546,0.91455
t_105,-5.78589,32.21118,795.0,False,32.1929,0.57636
t_106,-5.96555,32.21118,474.0,False,261.19579,1.04141
t_107,-6.05538,32.21118,456.0,False,284.2359,1.08857
t_108,-5.69605,32.21118,570.0,False,152.48803,0.84332
t_109,-6.05538,32.28716,430.0,False,317.7884,1.16419
t_110,-5.69605,32.28716,900.0,False,15.45801,0.5001
t_111,-5.96555,32.28716,457.0,False,282.94761,1.08585
t_112,-5.78589,32.28716,553.0,False,169.30076,0.87304
t_113,-5.87572,32.28716,422.0,False,328.04304,1.18948
t_114,-6.14521,32.28716,674.0,False,76.04894,0.69619
t_115,-5.60622,32.28716,543.0,False,179.74849,0.89146
t_116,-5.96555,32.36307,477.0,False,257.39744,1.03392
t_117,-6.05538,32.36307,556.0,False,166.24591,0.86766
t_118,-5.69605,32.36307,540.0,False,182.96066,0.89713
t_119,-5.87572,32.36307,643.0,False,94.28564,0.73472
t_120,-5.78589,32.36307,492.0,False,238.66414,0.99794
t_121,-5.60622,32.36307,566.0,False,156.3343,0.85014
t_122,-6.14521,32.36307,900.0,False,15.45801,0.5001
t_123,-5.96555,32.43891,639.0,False,96.90268,0.73998
t_124,-5.87572,32.43891,521.0,False,204.09495,0.93465
t_125,-6.05538,32.43891,900.0,False,15.45801,0.5001
t_126,-5.69605,32.43891,313.0,False,448.23398,1.67421
t_127,-6.14521,32.43891,443.0,False,301.02085,1.12519
t_128,-5.78589,32.43891,365.0,False,396.95737,1.40427
t_129,-5.60622,32.43891,490.0,False,241.13383,1.0026
t_130,-5.87572,32.51469,598.0,False,127.49024,0.7983
t_131,-6.05538,32.51469,880.0,False,17.73463,0.51313
t_132,-6.14521,32.51469,608.0,False,119.38051,0.7833
t_133,-5.78589,32.51469,488.0,False,243.61281,1.00731
t_134,-5.69605,32.51469,783.0,False,35.06069,0.58648
t_135,-5.96555,32.51469,495.0,False,234.97778,0.99103
t_136,-5.60622,32.51469,404.0,False,350.76074,1.2503
t_137,-6.05538,32.59041,531.0,False,192.80546,0.91455
t_138,-6.14521,32.59041,330.0,False,433.01662,1.57592
t_139,-5.78589,32.59041,492.0,False,238.66414,0.99794
t_140,-5.69605,32.59041,407.0,False,347.01858,1.23976
t_141,-5.96555,32.59041,670.0,False,78.20653,0.70095
t_142,-5.60622,31.064,793.0,False,32.65361,0.57802
t_143,-5.69605,31.064,794.0,False,32.42242,0.57719
t_144,-6.14521,31.14092,496.0,False,233.75401,0.98874
