STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA,SOIL_TYPE,VS30,VS30_TYPE,VS30_USGS
105,,35.81624,37.0267,seismic,0.27611,0,C,264,C,229
3301,,34.60277,36.78098,seismic,0.126508,0,B,366,B,302
110,,35.39008,36.56801,seismic,0.033377,0,B,485,B,358
3102,,36.159,36.213,seismic,0.026964,0,B,485,B,340
2701,,36.63593,37.02546,seismic,0.018379,0,B,421,B,457
3106,,36.15826,36.59229,seismic,0.016618,0,B,485,B,241
4603,,36.93061,37.57998,seismic,0.008167,0,B,466,B,523
4605,,37.19771,38.20368,seismic,0.004699,0,C,315,C,313
202,,37.65275,37.78694,seismic,0.004103,0,B,469,B,491
UKOBS_6,Unknown,35.504713,36.899441,macroseismic,0.648628,0.8059,,189.01,inferred,189
UKOBS_7,Unknown,35.555102,36.947309,macroseismic,0.645515,0.8059,,271.5,inferred,271
OBS_1,Yuregir (Intensity VIII),35.434,36.907,macroseismic,0.629643,0.8059,,192.03,inferred,192
OBS_2,Ceyhan (Intensity VIII),35.8124,37.0288,macroseismic,0.625961,0.8059,,264.23,inferred,264
UKOBS_9,Unknown,35.587854,37.035489,macroseismic,0.621477,0.8059,,286.4,inferred,286
UKOBS_8,Unknown,35.51983,36.992659,macroseismic,0.62015,0.8059,,327.17,inferred,327
UKOBS_5,Unknown,35.781848,37.02793,macroseismic,0.34244,0.8059,,231.34,inferred,231
UKOBS_4,Unknown,35.744057,37.118629,macroseismic,0.325622,0.8059,,221.08,inferred,221
OBS_5,Seyhan (Intensity VII),35.3251,36.9863,macroseismic,0.301281,0.8059,,237.56,inferred,238
OBS_3,Adana (Intensity VII),35.321,36.999,macroseismic,0.298274,0.8059,,219.69,inferred,220
OBS_6,Karatas (Intensity VII),35.384,36.5664,macroseismic,0.269439,0.8059,,369.67,inferred,370
OBS_4,Osmaniye (Intensity VII),36.25,37.068,macroseismic,0.25086,0.8059,,331.19,inferred,331
OBS_7,Mersin (Intensity VII),34.633,36.799,macroseismic,0.220403,0.8059,,307.93,inferred,308
OBS_8,Hatay (Intensity VII),36.1603,36.2028,macroseismic,0.210175,0.8059,,353.24,inferred,353
UKOBS_3,Unknown,35.277967,36.833936,macroseismic,0.161315,0.8059,,214.31,inferred,214
OBS_15,Altinozu (Intensity VI),36.25,36.116,macroseismic,0.109078,0.8059,,511.89,inferred,512
OBS_10,Kilis (Intensity VI),37.121,36.718,macroseismic,0.103541,0.8059,,452.5,inferred,452
OBS_12,Nigde (Intensity VI),34.683,37.966,macroseismic,0.101271,0.8059,,350.03,inferred,350
OBS_14,Bor (Intensity VI),34.549,37.883,macroseismic,0.10114,0.8059,,337.92,inferred,338
OBS_11,Gaziantep (Intensity VI),37.383,37.066,macroseismic,0.099717,0.8059,,276.05,inferred,276
OBS_9,Karaman (Intensity VI),33.228,37.175,macroseismic,0.091145,0.8059,,760,inferred,350
UKOBS_1,Unknown,35.635723,37.191692,macroseismic,0.08639,0.8059,,360.8,inferred,361
UKOBS_2,Unknown,35.260331,36.995178,macroseismic,0.083035,0.8059,,245.19,inferred,245
OBS_13,Alanya (Intensity VI),32.002,36.56,macroseismic,0.082207,0.8059,,760,inferred,614
OBS_21,Kahramanmaras (Intensity V),36.937,37.585,macroseismic,0.055992,0.8059,,523.18,inferred,523
OBS_20,Kayseri (Intensity V),35.478,38.731,macroseismic,0.049851,0.8059,,760,inferred,238
OBS_19,Nevsehir (Intensity V),34.713,38.624,macroseismic,0.049326,0.8059,,459.3,inferred,459
OBS_18,Aksaray (Intensity V),34.036,38.368,macroseismic,0.0486,0.8059,,262.57,inferred,263
OBS_22,Adiyaman (Intensity V),38.278,37.765,macroseismic,0.046815,0.8059,,760,inferred,318
OBS_17,Konya (Intensity V),32.483,37.865,macroseismic,0.04453,0.8059,,760,inferred,231
OBS_16,Manavgat (Intensity V),31.463,36.789,macroseismic,0.04412,0.8059,,760,inferred,233
OBS_26,Sanliurfa (Intensity IV),38.796,37.158,macroseismic,0.013026,0.8059,,760,inferred,397
OBS_25,Diyarbakir (Intensity IV),40.2082,37.9174,macroseismic,0.012262,0.8059,,760,inferred,316
OBS_23,Antalya (Intensity IV),30.705,36.884,macroseismic,0.012262,0.8059,,760,inferred,417
OBS_24,Ankara (Intensity IV),32.854,39.92,macroseismic,0.012262,0.8059,,760,inferred,395
