STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA
GDLC,GDLC,172.089,-43.586,seismic,0.79142,0.0
DFHS,DFHS,172.102,-43.49,seismic,0.51879,0.0
LINC,LINC,172.468,-43.623,seismic,0.46605,0.0
DSLC,DSLC,172.198,-43.667,seismic,0.26178,0.0
REHS,REHS,172.635,-43.522,seismic,0.25693,0.0
CMHS,CMHS,172.624,-43.566,seismic,0.24653,0.0
SWNC,SWNC,172.495,-43.369,seismic,0.24647,0.0
CCCC,CCCC,172.647,-43.538,seismic,0.2304,0.0
PPHS,PPHS,172.607,-43.493,seismic,0.22693,0.0
CRLZ,CRLZ,172.623,-43.575,seismic,0.21667,0.0
CHHC,CHHC,172.628,-43.536,seismic,0.20592,0.0
CACS,CACS,172.53,-43.483,seismic,0.1915,0.0
CBGS,CBGS,172.62,-43.529,seismic,0.17579,0.0
ASHS,ASHS,172.596,-43.274,seismic,0.16632,0.0
SPFS,SPFS,171.929,-43.338,seismic,0.16262,0.0
WAKC,WAKC,172.705,-42.963,seismic,0.1541,0.0
OXZ,OXZ,172.038,-43.326,seismic,0.14484,0.0
FDCS,FDCS,170.829,-44.099,seismic,0.1248,0.0
CSHS,CSHS,171.724,-43.227,seismic,0.11739,0.0
ADCS,ADCS,171.748,-43.902,seismic,0.11186,0.0
LSRC,LSRC,172.543,-42.87,seismic,0.09864,0.0
DORC,DORC,172.094,-43.897,seismic,0.08507,0.0
APPS,APPS,171.568,-42.949,seismic,0.08011,0.0
TRCS,TRCS,171.244,-44.403,seismic,0.07679,0.0
KOKS,KOKS,171.136,-42.892,seismic,0.05308,0.0
RPZ,RPZ,171.054,-43.715,seismic,0.04969,0.0
DKHS,DKHS,170.493,-45.902,seismic,0.04075,0.0
IFPS,IFPS,171.473,-42.727,seismic,0.04042,0.0
CECS,CECS,173.275,-42.813,seismic,0.04008,0.0
WVAS,WVAS,170.737,-43.072,seismic,0.03275,0.0
LTZ,LTZ,172.271,-42.782,seismic,0.0295,0.0
FGPS,FGPS,170.02,-43.463,seismic,0.02425,0.0
FJDS,FJDS,170.184,-43.389,seismic,0.02116,0.0
ARPS,ARPS,171.408,-42.524,seismic,0.01791,0.0
AVIS,AVIS,170.357,-44.655,seismic,0.017,0.0
DUNS,DUNS,170.471,-45.905,seismic,0.01592,0.0
WVZ,WVZ,170.737,-43.074,seismic,0.01518,0.0
BENS,BENS,170.193,-44.563,seismic,0.01433,0.0
EBPS,EBPS,174.9,-41.289,seismic,0.01191,0.0
DCDS,DCDS,170.502,-45.874,seismic,0.01124,0.0
BDCS,BDCS,169.719,-46.249,seismic,0.01106,0.0
FTPS,FTPS,175.327,-41.119,seismic,0.0107,0.0
DGNS,DGNS,170.514,-45.863,seismic,0.0095,0.0
ARKS,ARKS,174.944,-41.242,seismic,0.00853,0.0
BTWS,BTWS,173.129,-41.389,seismic,0.00677,0.0
KHZ,KHZ,173.539,-42.416,seismic,0.00581,0.0
WNHS,WNHS,174.776,-41.301,seismic,0.00492,0.0
THZ,THZ,172.905,-41.762,seismic,0.00456,0.0
FXBS,FXBS,175.226,-40.461,seismic,0.00452,0.0
FAHS,FAHS,175.573,-40.214,seismic,0.00448,0.0
EKTS,EKTS,175.709,-40.649,seismic,0.00323,0.0
FKPS,FKPS,174.779,-41.288,seismic,0.00293,0.0
DVHS,DVHS,176.101,-40.202,seismic,0.00251,0.0
GDLC,GDLC,172.08944,-43.58806,seismic,0.75202,0.0
HVSC,HVSC,172.70917,-43.58111,seismic,0.61832,0.0
UTM:(59G 061 517 10000),,172.4241,-43.5691,macroseismic,0.61194,0.8059
UTM:(59G 059 518 10000),,172.1747,-43.4819,macroseismic,0.54033,0.8059
OBS_6,"""Darfield::Canterbury::New Zealand"" 18 responses 7 km (Intensity VII)",172.12,-43.48,macroseismic,0.47709,0.8059
OBS_25,"""Rolleston::Canterbury::New Zealand"" 11 responses 22 km (Intensity VII)",172.38,-43.58,macroseismic,0.47709,0.8059
HORC,HORC,171.95972,-43.54139,seismic,0.4613,0.0
DFHS,DFHS,172.10194,-43.49139,seismic,0.45838,0.0
OBS_13,"""Leeston::Canterbury::New Zealand"" 3 responses 29 km (Intensity VII)",172.3,-43.76,macroseismic,0.43072,0.8059
LINC,LINC,172.46778,-43.62472,seismic,0.41026,0.0
UTM:(59G 061 516 10000),,172.4262,-43.6591,macroseismic,0.40686,0.8059
ROLC,ROLC,172.38083,-43.59444,seismic,0.38157,0.0
OBS_16,"""Lyttelton::Canterbury::New Zealand"" 4 responses 49 km (Intensity VII)",172.72,-43.6,macroseismic,0.37749,0.8059
OBS_14,"""Lincoln::Canterbury::New Zealand"" 6 responses 32 km (Intensity VII)",172.48,-43.65,macroseismic,0.37196,0.8059
OBS_5,"""Christchurch::Canterbury::New Zealand"" 253 responses 42 km (Intensity VII)",172.64,-43.53,macroseismic,0.34504,0.8059
KPOC,KPOC,172.66361,-43.37806,seismic,0.34371,0.0
LPCC,LPCC,172.72222,-43.60556,seismic,0.3323,0.0
UTM:(59G 063 520 10000),,172.6642,-43.2957,macroseismic,0.30215,0.8059
OBS_11,"""Kaiapoi::Canterbury::New Zealand"" 5 responses 49 km (Intensity VII)",172.68,-43.36,macroseismic,0.30153,0.8059
UTM:(59G 063 517 10000),,172.6716,-43.5657,macroseismic,0.29987,0.8059
TPLC,TPLC,172.47194,-43.55167,seismic,0.29769,0.0
UTM:(59G 063 519 10000),,172.6667,-43.3857,macroseismic,0.27702,0.8059
OBS_32,"""Woodend::Canterbury::New Zealand"" 4 responses 50 km (Intensity VII)",172.67,-43.32,macroseismic,0.25626,0.8059
DSLC,DSLC,172.19778,-43.66917,seismic,0.25024,0.0
CMHS,CMHS,172.62417,-43.56722,seismic,0.24827,0.0
REHS,REHS,172.635,-43.52361,seismic,0.2463,0.0
PRPC,PRPC,172.68278,-43.5275,seismic,0.23173,0.0
CCCC,CCCC,172.64639,-43.53944,seismic,0.20217,0.0
CACS,CACS,172.53,-43.48472,seismic,0.20049,0.0
OBS_21,"""Oxford::Canterbury::New Zealand"" 4 responses 26 km (Intensity VI)",172.18,-43.3,macroseismic,0.19971,0.8059
CHHC,CHHC,172.62611,-43.53556,seismic,0.19781,0.0
OBS_24,"""Rangiora::Canterbury::New Zealand"" 18 responses 44 km (Intensity VI)",172.57,-43.31,macroseismic,0.19546,0.8059
RKAC,RKAC,172.02306,-43.75306,seismic,0.1933,0.0
NNBS,NNBS,172.71778,-43.49722,seismic,0.18737,0.0
UTM:(59G 062 520 10000),,172.541,-43.2974,macroseismic,0.18381,0.8059
SHLC,SHLC,172.66333,-43.50694,seismic,0.1794,0.0
CBGS,CBGS,172.61972,-43.53111,seismic,0.1743,0.0
PPHS,PPHS,172.60667,-43.49444,seismic,0.17312,0.0
ASHS,ASHS,172.59583,-43.27611,seismic,0.16269,0.0
SPFS,SPFS,171.92889,-43.33972,seismic,0.1605,0.0
OBS_17,"""Methven::Canterbury::New Zealand"" 3 responses 39 km (Intensity VI)",171.65,-43.63,macroseismic,0.15932,0.8059
UTM:(59G 055 516 10000),,171.6821,-43.666,macroseismic,0.15804,0.8059
WAKC,WAKC,172.705,-42.96472,seismic,0.15069,0.0
OXZ,OXZ,172.03806,-43.3275,seismic,0.14681,0.0
SBRC,SBRC,172.25222,-43.81028,seismic,0.1437,0.0
FDCS,FDCS,170.82861,-44.10194,seismic,0.12428,0.0
PEEC,PEEC,171.23667,-43.92361,seismic,0.1192,0.0
