STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE
CIMA,Civitanova Marche,43.305297,13.670091,seismic,ESM,B,0.0034275000000000004,0,0.00464457679241381,0,0.006528229148881745,0,0.011856143534854065,0,443,B
COR1,Corinaldo,43.631830,13.000330,seismic,ESM,D (inferred from geology),0.0027167880000000004,0,0.0036810710551353114,0,0.00659257821136621,0,0.0066106983500448385,0,,D (inferred from geology)
FANO,Fano,43.843471,13.018354,seismic,ESM,C (inferred from topography),0.0025889380000000003,0,0.0039052803713032157,0,0.006348287897510891,0,0.010573627631355886,0,,C (inferred from topography)
FCOR,Fonte Corniale  PU,43.769110,12.814590,seismic,ESM,B (inferred from topography),0.002050908,0,0.0021456330587510007,0,0.0052903316618478765,0,0.0037857199474847308,0,,B (inferred from topography)
FRE8,Fregona,46.015000,12.355200,seismic,ESM,A (inferred from geology),0.003463424,0,0.008417963675090992,0,0.009003793391874829,0,0.005567287088976595,0,,A (inferred from geology)
FREG,Fregona,46.011092,12.312986,seismic,ESM,B,0.007338764,0,0.02117554350712479,0,0.01666719523198972,0,0.005251035769209359,0,400,B
GUMA,Gualdo di Macerata,43.062700,13.335200,seismic,ESM,B,0.002338371,0,0.004850023759288049,0,0.007899421339942838,0,0.0035895421805561068,0,488,B
MCIF,Montecalvo in Foglia,43.811583,12.631683,seismic,ESM,B (inferred from topography),0.001863305,0,0.003378272046812507,0,0.004190993462420303,0,0.004717567299908828,0,,B (inferred from topography)
MNTP,Montappone,43.137378,13.469252,seismic,ESM,C (inferred from geology),0.0017467060000000002,0,0.0034949338371298507,0,0.0038702863360671204,0,0.004301885876977043,0,,C (inferred from geology)
MPAG,Monte Paganuccio,43.629200,12.759500,seismic,ESM,A (inferred from geology),0.0008248750000000001,0,0.001280299274372955,0,0.0022536592448884757,0,0.0025087164876841516,0,,A (inferred from geology)
MSAG,Monte S. Angelo,41.712000,15.909600,seismic,ESM,A (inferred from geology),0.000707634,0,0.0015976277050800398,0,0.0021899016712574634,0,0.001207174827810417,0,,A (inferred from geology)
MTL1,Matelica,43.256732,13.009601,seismic,ESM,C (inferred from geology),0.00174744,0,0.0021170747822243288,0,0.004722469330919576,0,0.004472997447006968,0,,C (inferred from geology)
SENI,Senigallia,43.705200,13.233100,seismic,ESM,C,0.0036943690000000003,0,0.01059163368529418,0,0.007308408158456406,0,0.004876780689240249,0,242,C
SSFR,Montelago di Sassoferrato,43.436280,12.782250,seismic,ESM,C (inferred from geology),0.000764959,0,0.0027560718929608456,0,0.001258001617278732,0,0.0014200009097134877,0,,C (inferred from geology)
STAL,Staligial,46.260100,12.710400,seismic,ESM,B (inferred from geology),0.002876782,0,0.009796326685588235,0,0.00501412872373069,0,0.002794243481777976,0,,B (inferred from geology)
TERO,TERAMO,42.622790,13.603930,seismic,ESM,A,0.000545585,0,0.0007240091432021598,0,0.0014274553350277041,0,0.0013699176629893347,0,912,A
TREM,ISOLE TREMITI   SAN NICOLA,42.123000,15.510000,seismic,ESM,B (inferred from geology),0.00140924,0,0.0016666593025855623,0,0.004187868519771648,0,0.004304182228147879,0,,B (inferred from geology)
BLY,Banja Luka  Bosnia and Herzegovina,44.748800,17.183900,seismic,ESM,A (inferred from topography),0.011811716000000002,0,0.03529627852474321,0,0.02088144525285221,0,0.013631571155007793,0,,A (inferred from topography)
DST2,Trieste Universita DST  Italy,45.658900,13.801300,seismic,ESM,B (inferred from geology),0.008516007,0,0.034115518704496695,0,0.0071780654218976895,0,0.004340181772358981,0,,B (inferred from geology)
ACOM,Acomizza  Italy,46.548000,13.513700,seismic,ESM,A (inferred from geology),0.004506664,0,0.01860425488413611,0,0.008218029333928723,0,0.006222271700490495,0,,A (inferred from geology)
BOO,Bordano  Italy,46.319500,13.098400,seismic,ESM,D (inferred from geology),0.0018584830000000002,0,0.004721002369963232,0,0.0037548899704182214,0,0.0020189817766359283,0,,D (inferred from geology)
CIMO,Cimolais  Italy,46.311600,12.444800,seismic,ESM,C (inferred from geology),0.001006037,0,0.00210211923534562,0,0.0014607611943507114,0,0.0012158631342865862,0,,C (inferred from geology)
CLUD,Cludinico  Italy,46.456900,12.881400,seismic,ESM,A (inferred from geology),0.0013421330000000001,0,0.0022439303980652603,0,0.0030000584861845435,0,0.0036516746557543954,0,,A (inferred from geology)
DRE,Drenchia  Italy,46.173300,13.645000,seismic,ESM,B (inferred from geology),0.004819058,0,0.015590209658857733,0,0.013210313488742496,0,0.004235285376365541,0,,B (inferred from geology)
FUSE,Fusea  Italy,46.414200,13.001100,seismic,ESM,B (inferred from geology),0.00122085,0,0.0032847161741097787,0,0.0033299147238883353,0,0.002941473407902976,0,,B (inferred from geology)
MLN,Malnisio  Italy,46.149500,12.615400,seismic,ESM,B (inferred from geology),0.001607296,0,0.003284520982278977,0,0.004240080947937218,0,0.0027386895288362212,0,,B (inferred from geology)
