# 19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:Berberian_et_al_1992, Max_dist:50km
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
m_32,49.417,36.736,0.44131988,0.44359025,0.39171314,0.42991138
m_33,49.77,36.693,0.36247662,0.3136975,0.3712417,0.33218595
m_34,49.426,36.81,0.4623858,0.4371466,0.48866233,0.45437005
m_35,49.414,36.806,0.4576415,0.43480298,0.4803232,0.45051298
m_36,49.522,36.842,0.6257354,0.65982157,0.57567626,0.6346584
m_37,48.997,36.895,0.37088564,0.3371391,0.38258427,0.3474431
m_38,49.5186,36.6294,0.28767854,0.2759295,0.2480329,0.26406947
m_39,49.367,36.73,0.4403222,0.48587486,0.3631176,0.44497564
m_40,49.514,36.626,0.2833418,0.27110684,0.24452834,0.25939497
m_44,50.0,36.2667,0.15603156,0.14919959,0.12980643,0.13899645
m_45,50.007,37.206,0.13377137,0.14211309,0.12407865,0.1335012
m_46,50.283,37.141,0.16949725,0.17125951,0.14029452,0.15500198
m_47,49.3667,36.25,0.101151064,0.08721903,0.09749111,0.08892882
m_49,49.313,37.223,0.31413624,0.32258144,0.26107904,0.2993492
m_50,50.006,36.263,0.15481341,0.14798093,0.1289256,0.13797523
m_51,49.604,37.273,0.22372158,0.23102221,0.17992575,0.20558237
m_52,49.999,37.21,0.13613085,0.14415094,0.1254265,0.13513318
m_53,51.0833,35.4667,0.034142558,0.030083962,0.028034115,0.03653359
m_54,49.954,37.261,0.15093867,0.16769984,0.1310187,0.14914365
m_55,50.154,37.196,0.15428248,0.1617977,0.13262908,0.14654948
m_56,50.286,37.135,0.17154498,0.17460462,0.14125256,0.15717088
m_60,48.4333,36.6667,0.13119772,0.12020434,0.11652263,0.11661648
m_61,50.366,35.721,0.06192535,0.05621258,0.052056424,0.061544776
m_62,50.987,35.831,0.04129057,0.03490303,0.036956992,0.04152612
m_63,48.2833,38.25,0.058794547,0.05465575,0.047594566,0.05969295
m_64,51.3597,35.5175,0.033018105,0.029608436,0.026280267,0.03590687
m_65,51.453,35.797,0.02816033,0.023174204,0.02517634,0.029405639
m_66,50.8764,34.64,0.018325862,0.015812786,0.014751507,0.020882715
m_67,46.2833,38.0833,0.015205926,0.012482816,0.013063118,0.017106144
m_69,45.0833,37.533,0.0077487403,0.006169212,0.006720504,0.0090588275
s_0,48.954,36.925,0.63531,0.63531,0.63531,0.63531
s_1,50.0,36.26,0.15528527,0.14898193,0.12886155,0.13856344
s_10,51.39,35.71,0.035530563,0.031538732,0.028943716,0.037990674
s_11,51.35,35.52,0.029581696,0.02563127,0.024605863,0.031922262
s_12,51.0,35.85,0.047899965,0.042352725,0.04069371,0.048769798
s_13,50.901,35.444,0.03566373,0.03129891,0.029617721,0.037817396
s_14,47.71,37.42,0.07592079,0.070404775,0.06356478,0.07381758
s_15,48.28,38.26,0.057516683,0.053262677,0.04671007,0.05846499
s_16,51.48,35.7,0.03365148,0.029880153,0.027246483,0.03626704
s_17,51.37,35.73,0.02321857,0.017968236,0.022372114,0.023640305
s_18,50.88,35.16,0.021777907,0.017585594,0.019557772,0.023216095
s_19,51.08,35.47,0.035610095,0.03173339,0.028831802,0.038162433
s_2,50.0,34.68,0.017768664,0.01457529,0.015403935,0.01966278
s_20,51.42,35.77,0.035324343,0.031123368,0.029113112,0.037612353
s_21,51.32,35.69,0.037280165,0.033317182,0.030189293,0.039763965
s_22,48.97,36.92,0.41,0.41,0.41,0.41
s_23,49.22,36.14,0.10368471,0.097970165,0.08854539,0.09682424
s_24,50.01,36.27,0.1582303,0.1523407,0.13068953,0.1411779
s_25,50.87,36.81,0.10776578,0.10264975,0.091912635,0.10027215
s_26,48.57,36.66,0.15779851,0.14966431,0.13355343,0.14044864
s_27,51.31,36.11,0.03403871,0.027206669,0.032352146,0.03358807
s_28,51.36,35.51,0.030851897,0.027147457,0.025128867,0.033449687
s_29,48.95,36.92,0.648,0.648,0.648,0.648
s_3,50.884,36.808,0.10661752,0.10173083,0.090510055,0.09947046
s_30,50.88,36.81,0.11420059,0.11338855,0.09371287,0.10773397
s_31,51.07,35.46,0.03546977,0.03160046,0.028717984,0.03802726
s_4,48.5,36.66,0.14371313,0.13400592,0.12444993,0.12784049
s_41,49.39,36.76,0.44669,0.44669,0.44669,0.44669
s_42,50.02,34.69,0.016720412,0.013436036,0.014852799,0.018355424
s_43,49.225,36.15,0.097846635,0.090016186,0.08674393,0.09075821
s_48,50.02,36.24,0.14964895,0.14344318,0.124743536,0.13390921
s_5,49.22,36.09,0.09078237,0.08350366,0.07936232,0.08523346
s_57,50.78,36.81,0.07774555,0.06368487,0.082373,0.06783602
s_58,48.48,36.67,0.13990892,0.12919006,0.12260164,0.12414406
s_59,51.3,36.11,0.031174654,0.024344048,0.030814046,0.030529955
s_6,50.03,37.21,0.11209,0.11209,0.11209,0.11209
s_68,50.9,35.11,0.021541668,0.01759952,0.019035038,0.023214336
s_7,50.3,37.13,0.1618664,0.15591006,0.13847306,0.14576222
s_8,51.32,36.112,0.034161575,0.027368875,0.03231447,0.033766817
s_9,50.37,35.72,0.062656604,0.057126623,0.052353825,0.062335633
t_0,51.40646,33.65178,0.0039969226,0.0027819707,0.0040410403,0.0045026145
t_1,51.58613,33.65178,0.002925666,0.0018932757,0.0032609003,0.0032163323
t_10,51.2268,33.65178,0.0034308396,0.0022691542,0.0037125743,0.0037832162
t_100,52.75394,33.65178,0.0033761521,0.002487306,0.0031894045,0.0039661364
t_1000,46.28606,33.65178,0.0020173572,0.0013146625,0.0022007853,0.0022655346
t_1001,46.3759,33.65178,0.0023321465,0.0015789706,0.0024429986,0.0026611907
t_1002,46.55556,33.65178,0.001759168,0.0010865023,0.0020705415,0.001932594
t_1003,46.46573,33.65178,0.0022301953,0.0014765637,0.0023908783,0.0025165416
t_1004,46.28606,33.72652,0.0022013807,0.0014552816,0.002364242,0.0024832652
t_1005,46.3759,33.72652,0.0023537886,0.0015765092,0.0024925647,0.0026675428
t_1006,46.46573,33.72652,0.0021272162,0.0013698222,0.0023508412,0.002366679
t_1007,46.55556,33.72652,0.0020745224,0.0013201326,0.0023351023,0.0022968308
t_1008,46.28606,33.8012,0.0021844401,0.0014201422,0.0023835378,0.002439956
t_1009,46.3759,33.8012,0.0025316353,0.001711546,0.0026523615,0.0028748119
t_101,52.6641,33.65178,0.0035795995,0.0026595744,0.003346071,0.0042123073
t_1010,46.64539,33.65178,0.0020290143,0.0012898087,0.0022854127,0.002247268
t_1011,46.73522,33.65178,0.002637971,0.0018006992,0.0027345223,0.0030068501
t_1012,46.82505,33.65178,0.0028153283,0.0019470768,0.0028755383,0.0032233677
t_1013,46.73522,33.72652,0.002783574,0.0019050514,0.0028755239,0.0031690341
t_1014,46.64539,33.72652,0.0028901738,0.002015262,0.0029252467,0.003320308
t_1015,46.82505,33.72652,0.0028207533,0.0019243321,0.0029227948,0.003202896
t_1016,46.82505,33.8012,0.002982479,0.0020407953,0.0030783813,0.0033825026
t_1017,46.73522,33.8012,0.002776052,0.001870198,0.0029125486,0.0031302539
t_1018,46.64539,33.8012,0.0029055309,0.0020022069,0.0029784683,0.0033140797
t_1019,46.73522,33.87582,0.0032518331,0.002271045,0.0032824583,0.003716619
t_102,52.57427,33.65178,0.0039153937,0.002959104,0.0035814145,0.0046287025
t_1020,47.00472,33.65178,0.0024675156,0.0016149064,0.00267231,0.0027509697
t_1021,47.09455,33.65178,0.00286372,0.0019517996,0.0029691437,0.0032472678
t_1022,46.91489,33.65178,0.0030849709,0.0021781018,0.0030769776,0.0035579628
t_1023,47.00472,33.72652,0.002720653,0.0018075312,0.0028935254,0.0030445543
t_1024,47.09455,33.72652,0.0041803895,0.003136792,0.0038664988,0.004908456
t_1025,46.91489,33.72652,0.002226118,0.0014129957,0.0025274828,0.00245485
t_1026,47.00472,33.8012,0.0033031602,0.0023013242,0.003342548,0.0037666548
t_1027,47.09455,33.8012,0.0028382356,0.0018740856,0.0030463173,0.0031580501
t_1028,46.91489,33.8012,0.0038669466,0.002838141,0.0036806613,0.0045052194
t_1029,47.00472,33.87582,0.0036156166,0.0025533051,0.003603461,0.0041358396
t_103,52.75394,33.72652,0.0035540394,0.0026277334,0.0033437365,0.0041733193
t_1030,46.55556,33.8012,0.0021989779,0.0014059038,0.0024624118,0.0024344507
t_1031,46.46573,33.8012,0.0020318667,0.0012818058,0.002320758,0.0022422122
t_1032,46.3759,33.87582,0.002084485,0.0013184086,0.0023732863,0.002300755
t_1033,46.28606,33.87582,0.0028695879,0.0020060735,0.0028963962,0.003302422
t_1034,46.55556,33.87582,0.0022685106,0.0014479023,0.002552801,0.0025061811
t_1035,46.46573,33.87582,0.0022649243,0.0014528614,0.0025255908,0.0025084028
t_1036,46.3759,33.95037,0.0028483092,0.0019447278,0.0029488236,0.0032338793
t_1037,46.28606,33.95037,0.0021134508,0.0013369963,0.0024075126,0.0023316434
t_1038,46.55556,33.95037,0.0030269164,0.0020706663,0.0031245407,0.0034293376
t_1039,46.46573,33.95037,0.002527649,0.0016500189,0.0027507718,0.0028107252
t_104,52.6641,33.72652,0.0034383214,0.0025005022,0.00330629,0.0040093116
t_1040,46.82505,33.87582,0.004258333,0.0031898513,0.003949655,0.0049908464
t_1041,46.64539,33.87582,0.0028702104,0.001941605,0.0029976906,0.0032387273
t_1042,46.82505,33.95037,0.0041692615,0.0030688748,0.003958159,0.0048463065
t_1043,46.73522,33.95037,0.0035658756,0.0025265398,0.0035416218,0.0040900474
t_1044,46.64539,33.95037,0.0031935829,0.0022039157,0.0032653143,0.0036270502
t_1045,46.73522,34.02485,0.0037994622,0.0027074586,0.0037492714,0.0043572653
t_1046,46.82505,34.02485,0.004662935,0.0034977181,0.0043253335,0.005443453
t_1047,46.64539,34.02485,0.0044113435,0.0033024035,0.0040984247,0.005159138
t_1048,46.55556,34.09927,0.003822581,0.002735813,0.0037537722,0.0043934695
t_1049,46.82505,34.09927,0.0044209687,0.0032274234,0.004243957,0.0050982856
t_105,52.57427,33.72652,0.003738942,0.0027610892,0.0035266557,0.004377548
t_1050,47.09455,33.87582,0.0032311329,0.0021848509,0.0033686974,0.0036201112
t_1051,46.91489,33.87582,0.0035323787,0.002493904,0.0035220059,0.0040452704
t_1052,47.00472,33.95037,0.004083191,0.00294931,0.0039673164,0.0047012065
t_1053,46.91489,33.95037,0.0043743937,0.0032424806,0.0041179424,0.0050913137
t_1054,47.09455,33.95037,0.003661885,0.0025394326,0.0037193934,0.004138196
t_1055,47.00472,34.02485,0.003617805,0.002478293,0.0037190833,0.0040589
t_1056,46.91489,34.02485,0.003923244,0.0027808878,0.0038938127,0.004476411
t_1057,47.09455,34.02485,0.004269286,0.0030617556,0.00418253,0.0048815487
t_1058,47.00472,34.09927,0.004393842,0.003155979,0.004297419,0.0050197295
t_1059,46.91489,34.09927,0.0040239873,0.002833166,0.0040223775,0.004564679
t_106,52.57427,33.8012,0.0038677463,0.0028520692,0.0036574542,0.0045177047
t_1060,46.46573,34.02485,0.0032169041,0.0022318482,0.0032710414,0.0036639627
t_1061,46.3759,34.02485,0.003011353,0.0020641622,0.0031027093,0.0034168672
t_1062,46.28606,34.02485,0.0030549003,0.0021225375,0.003102745,0.003492213
t_1063,46.55556,34.02485,0.0026687605,0.0017382829,0.0029228723,0.002956779
t_1064,46.3759,34.09927,0.003461925,0.002445587,0.0034504805,0.0039700107
t_1065,46.46573,34.09927,0.0036836928,0.002628818,0.0036293103,0.0042353
t_1066,46.28606,34.09927,0.002870111,0.0019277575,0.0030180565,0.003223816
t_1067,46.3759,34.17363,0.0036864558,0.0026206314,0.0036480867,0.0042285686
t_1068,46.46573,34.17363,0.004505808,0.0033645583,0.0042030048,0.0052565224
t_1069,46.28606,34.17363,0.0038393054,0.002784944,0.0037103947,0.004445583
t_107,52.75394,33.8012,0.0037832288,0.0028157986,0.0035309505,0.004444925
t_1070,46.73522,34.09927,0.0034820824,0.0023782214,0.0035918744,0.00390827
t_1071,46.64539,34.09927,0.004238255,0.0031014849,0.004054916,0.004905963
t_1072,46.55556,34.17363,0.0037615625,0.0026435386,0.0037690129,0.0042796107
t_1073,46.82505,34.17363,0.0037706464,0.0025810378,0.0038782184,0.0042169173
t_1074,46.64539,34.17363,0.004060017,0.0028967455,0.0040005655,0.00464141
