STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE
BERA1,BERATI PRIVATE BUILDING,40.708161,19.945463,seismic,ESM,A,0.0011901219999999998,0,0.0029373258503434777,0,0.003386571812692804,0,0.002426628501007792,0,1007,A
KBN,Korce  Albania,40.623600,20.787400,seismic,ESM,B,0.000660825,0,0.0010844999547777498,0,0.002255650588343933,0,0.0017382740609208447,0,742,B
KKS,KUKESI SEISM. STATION,42.075600,20.411300,seismic,ESM,B,0.000249689,0,0.0004413506407060751,0,0.00031199225124014726,0,0.0005594657074552795,0,745,B
LSK,Leskovik  Albania,40.149899,20.598700,seismic,ESM,A,0.0025850689999999997,0,0.003637731544590399,0,0.005427414062581478,0,0.009745497305264805,0,818,A
VLO,Vlore  Albania,40.468601,19.495501,seismic,ESM,B,0.001695525,0,0.0049011814430118044,0,0.005281712344384875,0,0.0028195774605689356,0,375,B
IMMV,GEOFON/NOA Station Varypetro- Crete- Greece,35.459900,23.980210,seismic,ESM,A (inferred from topography),0.000131187,0,0.00045276618508779525,0,0.00029587431409528066,0,0.000396671776135231,0,,A (inferred from topography)
KTHA,NOA GEOFON Station Kythira  Greece,36.256600,23.062100,seismic,ESM,B (inferred from topography),0.00028301300000000004,0,0.0006042870080619441,0,0.0008201234754479982,0,0.0006467335399708954,0,,B (inferred from topography)
ARG2,Prefecture Argostoli Cephalonia Ionian Islands,38.178300,20.487800,seismic,ESM,B (inferred from topography),0.378550537,0,1.0025864748299134,0,0.5478653088107421,0,0.1875468272475065,0,,B (inferred from topography)
ART2,Hospital Arta Epirus,39.147400,20.993700,seismic,ESM,A (inferred from topography),0.004140526,0,0.008354498889640622,0,0.013166369922826004,0,0.005895773305999941,0,,A (inferred from topography)
KLV1,Health Center Kalavryta Achaea Peloponnese,38.032560,22.107970,seismic,ESM,B (inferred from topography),0.004709072,0,0.013573280884884686,0,0.007896659041433239,0,0.00779911679342237,0,,B (inferred from topography)
KRK1,Prefecture Veterinary Corfu Ionian Islands,39.618861,19.920200,seismic,ESM,B (inferred from topography),0.008186807,0,0.014441377026365151,0,0.016820166737052816,0,0.004636093959847364,0,,B (inferred from topography)
LMS2,TownHall Laimos Florina Western Macedonia,40.834985,21.141815,seismic,ESM,B (inferred from topography),0.000614066,0,0.0011603734044030056,0,0.0014597324140539392,0,0.0011285361980575973,0,,B (inferred from topography)
MSL1,Prefecture Mesologgi Western Greece,38.372700,21.424300,seismic,ESM,C (inferred from topography),0.025581165,0,0.06231203131846733,0,0.04188298087315666,0,0.03527988572157449,0,,C (inferred from topography)
NPS1,HealthCenter Neapoli Laconia Peloponnese,36.512630,23.062480,seismic,ESM,B (inferred from topography),0.000536465,0,0.0012902802708119625,0,0.0016924488379415536,0,0.0014617134277268276,0,,B (inferred from topography)
PYL1,TownHall Pylos Messenia Peloponnese,36.914188,21.695161,seismic,ESM,B (inferred from topography),0.000821232,0,0.0026324364527116856,0,0.0015055648227148223,0,0.0015397816292045344,0,,B (inferred from topography)
SKO1,TownHall Skopelos Skopelos Island,39.123383,23.728705,seismic,ESM,A (inferred from topography),0.000209563,0,0.00044710396104686147,0,0.0006249273237161399,0,0.0004673540407351717,0,,A (inferred from topography)
VAS2,HealthCenter Vassiliki Lefkas Island,38.630558,20.608081,seismic,ESM,C (inferred from topography),0.083018311,0,0.23561647664245974,0,0.24158859349609696,0,0.2796898923340065,0,,C (inferred from topography)
VOL2,Prefecture Volos Magnesia Thessaly,39.366000,22.950600,seismic,ESM,B (inferred from topography),0.001057055,0,0.002571637107657647,0,0.003083988676777767,0,0.0020090821492096916,0,,B (inferred from topography)
