STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,VS30,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE
5588/01,Satarkhan Dam 3,38.456,46.899,seismic,BHRC,0.4876462793,1.5111346132,1.4123621303,0.3059904426,0.0,0.0,0.0,0.0,0.3852507645,0.8338864857,1.4123621303,0.3059904426,0.4876462793,1.5111346132,0.2917331844,0.0873623261,0.3396534149,0.6996921095,1.2166786259,0.2224478785,,,,,,,,
5579/01,Varzaqan,38.507,46.64,seismic,BHRC,0.4350682977,1.1907474707,0.994483866,0.4126987908,0.0,0.0,0.0,0.0,0.4350682977,1.1907474707,0.994483866,0.4126987908,0.253559633,0.2385607485,0.2463007862,0.0830450261,0.3789286442,0.7683315961,0.2402303568,0.1843839406,,,,,,,,
5587/01,Satarkhan Dam 2,38.457,46.915,seismic,BHRC,0.2728817533,0.5866010959,0.4193859396,0.1284795506,0.0,0.0,0.0,0.0,0.2728817533,0.5866010959,0.4193859396,0.1284795506,0.2515127421,0.3213252973,0.1027017521,0.0591863326,0.2533098879,0.4693233716,0.3117720911,0.0988603444,,,,,,,,
5547/01,Khajeh,38.154,46.589,seismic,BHRC,0.2207818552,0.5990857517,0.1511401201,0.0884280393,0.0,0.0,0.0,0.0,0.2207818552,0.5990857517,0.1511401201,0.0884280393,0.0990147808,0.1469415128,0.0798990288,0.061705871,0.2863832824,0.9369160043,0.3255939198,0.127669499,,,,,,,,
5585/01,Nahand Dam 3,38.224,46.481,seismic,BHRC,0.2162140673,0.5585837702,0.3925376409,0.1048393615,0.0,0.0,0.0,0.0,0.2162140673,0.5585837702,0.3925376409,0.0792820633,0.0679804281,0.1154399733,0.1854882744,0.1048393615,0.1346462793,0.4101075294,0.3396191231,0.176350225,,,,,,,,
5586/01,Satarkhan Dam 1,38.455,46.9,seismic,BHRC,0.1999938838,0.2946999067,0.1730091449,0.0891866559,0.0,0.0,0.0,0.0,0.1955249745,0.2946999067,0.1730091449,0.0891866559,0.1999938838,0.1796319694,0.1033709177,0.078911509,0.253312946,0.2754260122,0.32945704,0.1097596669,,,,,,,,
5520/01,Ahar,38.474,47.059,seismic,BHRC,0.1980795107,0.2721227866,0.0916007336,0.0494594501,0.0,0.0,0.0,0.0,0.1980795107,0.2721227866,0.0916007336,0.0494594501,0.1018026504,0.1562595189,0.0711350158,0.0356612622,0.2669704383,0.539497036,0.1161465167,0.0556711268,,,,,,,,
5558/01,Nahand,38.248,46.47,seismic,BHRC,0.1945504587,0.2534519959,0.1957931904,0.115473224,0.0,0.0,0.0,0.0,0.1945504587,0.2534519959,0.1957931904,0.115473224,0.0893442406,0.1098948513,0.1133676097,0.0609178035,0.2224831804,0.2002600965,0.1486168614,0.0515382483,,,,,,,,
5584/01,Nahand Dam 2,38.224,46.479,seismic,BHRC,0.1778980632,0.734621077,0.3716202394,0.1947828217,0.0,0.0,0.0,0.0,0.1778980632,0.734621077,0.3716202394,0.1947828217,0.1220366972,0.2569785248,0.1841336635,0.1157093944,0.1481060143,0.3375153683,0.3369393977,0.0554980897,,,,,,,,
5583/01,Nahand Dam 1,38.223,46.479,seismic,BHRC,0.1532517839,0.1377006689,0.2645457412,0.1614895976,0.0,0.0,0.0,0.0,0.1532517839,0.1377006689,0.2645457412,0.1614895976,0.0715358818,0.1296445066,0.1774043006,0.1161425744,0.0875463812,0.1368050073,0.1032473454,0.0508246551,,,,,,,,
