lon,lat,slope,vs30,geology,xvf,region,vs30measured,custom_site_id
15.15306,40.18536,0.015623374,286.84653,HOLOCENE,-40.84761567994984,3,0,t_0
15.07326,40.18727,0.123683296,668.08167,JURASSIC-TRIASSIC,-47.620441304696655,3,0,t_1
15.1144,40.21692,0.063130565,527.3218,JURASSIC-TRIASSIC,-44.41329350991944,3,0,t_2
15.03458,40.21882,0.14063007,740.9502,CENOZOIC,-51.184783575412375,3,0,t_3
15.15557,40.24656,0.061330218,532.3218,JURASSIC-TRIASSIC,-41.18924066533692,3,0,t_4
15.07573,40.24847,0.27111933,900.0,CENOZOIC,-47.90697529684148,3,0,t_5
15.1169,40.27811,0.11505031,502.37665,CENOZOIC,-43.95601331802677,3,0,t_6
14.99588,40.25034,0.11979705,806.1619,CENOZOIC,-54.61728035166046,3,0,t_7
14.95715,40.28186,0.102811165,654.9536,CENOZOIC,-57.22511907319125,3,0,t_8
14.9983,40.31152,0.10914746,501.04874,CENOZOIC,-53.20765862798808,3,0,t_9
14.95956,40.34302,0.05791437,592.3973,UNKNOWN,-55.63665052153392,3,0,t_10
15.00073,40.37267,0.12357625,611.3842,CENOZOIC,-51.417890069169474,3,0,t_11
15.00316,40.4338,0.007110013,281.50757,HOLOCENE,-49.47237047981969,3,0,t_12
14.96438,40.46528,0.001618777,305.99203,HOLOCENE,-51.74298067674113,3,0,t_13
15.0056,40.4949,0.003899688,241.24832,HOLOCENE,-47.527151393485966,3,0,t_14
14.96679,40.52638,0.004336209,270.56085,PLEISTOCENE,-49.7974485607589,3,0,t_15
15.00804,40.55599,0.0039024986,256.43103,HOLOCENE,-45.58249688980049,3,0,t_16
14.92796,40.55783,0.0090983715,289.14618,PLEISTOCENE,-52.06725801771424,3,0,t_17
14.96921,40.58745,0.009044652,292.7647,PLEISTOCENE,-47.85226263915708,3,0,t_18
15.01048,40.61705,0.044389397,586.9142,PLEISTOCENE,-43.63904232605533,3,0,t_19
14.65104,40.6556,0.2996239,897.6439,JURASSIC-TRIASSIC,-71.82523454619384,3,0,t_20
14.69225,40.68526,0.16403654,769.4953,PLEISTOCENE,-67.61027399376563,3,0,t_21
14.45171,40.69028,0.26595935,800.0937,CRETACEOUS,-87.03813571878813,3,0,t_22
14.45384,40.7513,0.029686127,447.52136,PLEISTOCENE,-85.08043223141084,3,0,t_23
14.57088,40.65729,0.308736,809.5587,CRETACEOUS,-78.30283845940474,3,0,t_24
14.61207,40.68697,0.11431723,783.8345,CRETACEOUS,-74.08703166566735,3,0,t_25
14.53189,40.68864,0.13167813,667.51685,PLEISTOCENE,-80.56304059782981,3,0,t_26
14.57308,40.71833,0.30226117,900.0,PLEISTOCENE,-76.34759485184293,3,0,t_27
14.49288,40.71998,0.008623675,291.4337,PLEISTOCENE,-82.8220207576361,3,0,t_28
14.61429,40.74799,0.021689197,390.10715,PLEISTOCENE,-72.13375267859716,3,0,t_29
14.53407,40.74967,0.0010791847,224.21346,PLEISTOCENE,-78.60692980330944,3,0,t_30
14.73348,40.71491,0.08941457,661.1413,JURASSIC-TRIASSIC,-63.39645248481762,3,0,t_31
14.65328,40.71664,0.23865305,863.45264,CRETACEOUS,-69.8724600754058,3,0,t_32
14.69451,40.74628,0.16763875,818.9178,JURASSIC-TRIASSIC,-65.65949343402717,3,0,t_33
14.73577,40.77592,0.01820748,480.29333,HOLOCENE,-61.44664403079785,3,0,t_34
14.65552,40.77764,0.08310947,574.72754,CRETACEOUS,-67.92108263753657,3,0,t_35
14.69678,40.80728,0.1009667,673.9034,HOLOCENE,-63.70872382058289,3,0,t_36
14.73806,40.83691,0.12246467,782.735,CENOZOIC,-59.49770026452144,3,0,t_37
14.65777,40.83863,0.06264264,690.41364,PLEISTOCENE,-65.96942626307887,3,0,t_38
14.69905,40.86826,0.14026512,583.9083,CENOZOIC,-61.75881300944153,3,0,t_39
14.74035,40.89787,0.04794535,606.18463,PLEISTOCENE,-57.54988937529654,3,0,t_40
14.57528,40.77934,0.0028503388,223.30753,HOLOCENE,-74.39333424832131,3,0,t_41
14.49504,40.78099,0.022388803,378.08713,PLEISTOCENE,-80.86509009367148,3,0,t_42
14.61652,40.80899,0.03638084,465.64148,PLEISTOCENE,-70.18027540599006,3,0,t_43
14.53625,40.81066,0.011173466,308.76962,PLEISTOCENE,-76.65184940975583,3,0,t_44
14.57748,40.84032,0.19770303,778.16125,PLEISTOCENE,-72.44006534980281,3,0,t_45
14.49719,40.84198,0.040307663,454.38602,PLEISTOCENE,-78.90962732381486,3,0,t_46
14.61874,40.86997,0.20039111,800.5843,HOLOCENE,-68.22845607098645,3,0,t_47
14.53843,40.87164,0.0025875256,247.35287,PLEISTOCENE,-74.6973083575689,3,0,t_48
