ID_1,NAME_1,ID_2,NAME_2,FATALITIES,FATALITIES_GROUND_SHAKING,INJURIES,DISPLACED_POPULATION,AFFECTED_POPULATION,CAUSE_OF_INJURY/DEATH,REFERENCE,COMMENTS
63,Quindio,63001,Armenia,921.0,921.0,2300.0,,,Shaking,sgs_earthquake19990125,
63,Quindio,63001,Armenia,700.0,700.0,,,,Shaking,Garcia_2000,
66,Risaralda,66001,Pereira,40.0,40.0,,,,Shaking,Garcia_2000,
63,Quindio,63001,Armenia,800.0,800.0,2300.0,,,Shaking,Takao_Hashimoto_et_al_2008,
63,Quindio,63130,Calarcá,116.0,116.0,334.0,,,Shaking,Takao_Hashimoto_et_al_2008,
76,Valle del Cauca,76122,Caicedonia,48.0,48.0,80.0,,,Shaking,Takao_Hashimoto_et_al_2008,
66,Risaralda,66001,Pereira,50.0,50.0,650.0,,,Shaking,Takao_Hashimoto_et_al_2008,
63,Quindio,63401,La Tebaida,33.0,33.0,280.0,,,Shaking,Takao_Hashimoto_et_al_2008,
63,Quindio,63470,Montenegro,19.0,19.0,350.0,,,Shaking,Takao_Hashimoto_et_al_2008,
63,Quindio,63190,Circasia,12.0,12.0,142.0,,,Shaking,Takao_Hashimoto_et_al_2008,
63,Quindio,63001,Armenia,929.0,929.0,,96534.0,,Shaking,CEPAL_1999,
63,Quindio,63111,Buenavista,2.0,2.0,,383.0,,Shaking,CEPAL_1999,
63,Quindio,63130,Calarcá,84.0,84.0,,21591.0,,Shaking,CEPAL_1999,
63,Quindio,63190,Circasia,8.0,8.0,,2483.0,,Shaking,CEPAL_1999,
63,Quindio,63212,Córdoba,2.0,2.0,,1410.0,,Shaking,CEPAL_1999,
63,Quindio,63302,Génova,4.0,4.0,,9.0,,Shaking,CEPAL_1999,
63,Quindio,63401,La Tebaida,59.0,59.0,,10562.0,,Shaking,CEPAL_1999,
63,Quindio,63470,Montenegro,11.0,11.0,,5041.0,,Shaking,CEPAL_1999,
63,Quindio,63548,Pijao,4.0,4.0,,2287.0,,Shaking,CEPAL_1999,
63,Quindio,63594,Quimbaya,7.0,7.0,,2484.0,,Shaking,CEPAL_1999,
66,Risaralda,66001,Pereira,61.0,61.0,,10978.0,,Shaking,CEPAL_1999,
66,Risaralda,66170,Dosquebradas,6.0,6.0,,1219.0,,Shaking,CEPAL_1999,
66,Risaralda,66682,Santa Rosa de Cabal,1.0,1.0,,270.0,,Shaking,CEPAL_1999,
73,Tolima,73124,Cajamarca,3.0,3.0,,1372.0,,Shaking,CEPAL_1999,
76,Valle del Cauca,76122,Caicedonia,2.0,2.0,,1173.0,,Shaking,CEPAL_1999,
76,Valle del Cauca,76736,Sevilla,1.0,1.0,,461.0,,Shaking,CEPAL_1999,
17,Caldas,17174,Chinchiná,1.0,1.0,,200.0,,Shaking,CEPAL_1999,
63,Quindio,63272,Filandia,,,,561.0,,Shaking,CEPAL_1999,
63,Quindio,63690,Salento,,,,325.0,,Shaking,CEPAL_1999,
66,Risaralda,66440,Marsella,,,,158.0,,Shaking,CEPAL_1999,
73,Tolima,73622,Roncesvalles,,,,40.0,,Shaking,CEPAL_1999,
76,Valle del Cauca,76020,Alcalá,,,,203.0,,Shaking,CEPAL_1999,
76,Valle del Cauca,76054,Argelia,,,,101.0,,Shaking,CEPAL_1999,
76,Valle del Cauca,76100,Bolívar,,,,32.0,,Shaking,CEPAL_1999,
76,Valle del Cauca,76043,La Victoria,,,,244.0,,Shaking,CEPAL_1999,
76,Valle del Cauca,76497,Obando,,,,95.0,,Shaking,CEPAL_1999,
76,Valle del Cauca,76845,Ulloa,,,,181.0,,Shaking,CEPAL_1999,
