# 20060527_M6.4_Yogyakarta median gmf, Stations:All, gmlt:USGS, Rupture:SCARDEC
custom_site_id,lon,lat,AbrahamsonEtAl2014,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014,ZhaoEtAl2016SInter
m_0,110.70600000000002,-7.72,0.11978941,0.110981554,0.11111313,0.12417416,0.116268724,0.1178691,0.110221125
m_1,110.62900000000002,-7.89,0.20307694,0.17447658,0.16781771,0.1826132,0.21435046,0.2047748,0.2626556
m_10,110.606,-7.71,0.18994607,0.18673833,0.17881554,0.18258493,0.18297717,0.18680084,0.22987612
m_11,110.42000000000002,-7.6,0.10910645,0.10461765,0.107347205,0.103386045,0.111468285,0.10197412,0.14013353
m_12,110.36000000000001,-7.72,0.16898835,0.16267638,0.14788294,0.16841953,0.16631523,0.16523525,0.2026391
m_13,110.82999999999998,-7.97,0.081616476,0.07150333,0.07155285,0.076413415,0.081986554,0.07469687,0.1029629
m_14,110.19999999999999,-7.6,0.07008132,0.06232936,0.063598365,0.07061198,0.06858102,0.066887766,0.077005506
m_15,110.52999999999997,-7.42,0.06889917,0.061694913,0.057443887,0.06807709,0.067049526,0.064050436,0.07580585
m_16,110.84100000000001,-7.68,0.09556628,0.087281264,0.077573135,0.09989518,0.08849112,0.08981629,0.0827647
m_17,110.35000000000002,-8.02,0.41403046,0.3230853,0.2681309,0.38195804,0.43314734,0.38628325,0.45601866
m_18,110.60000000000002,-7.63,0.12629355,0.119909905,0.113649525,0.12184712,0.12564024,0.12118422,0.15278678
m_19,110.45999999999998,-7.49,0.06665382,0.06477886,0.051638715,0.060075197,0.072299294,0.060126305,0.07676135
m_2,110.64600000000002,-7.99,0.14451312,0.12266398,0.13149014,0.13662569,0.14456458,0.14362076,0.17558448
m_20,110.20999999999998,-7.75,0.11654234,0.10746959,0.10068718,0.11749426,0.109867916,0.109429814,0.104657546
m_21,110.26600000000002,-7.98,0.24812198,0.24462329,0.21811657,0.26785505,0.23254624,0.25049037,0.26829222
m_22,110.81700000000001,-7.57,0.08904245,0.08127297,0.0703522,0.09199863,0.08216471,0.08286981,0.074775144
m_23,106.7536,-6.4057,0.00476256,0.013998133,0.0047570397,0.0056797476,0.004802006,0.0045728395,0.004407339
m_24,106.7552,-6.2253,0.0038583516,0.011310558,0.003996475,0.004453034,0.0039591556,0.0037164076,0.0035292062
m_25,110.18430000000001,-7.5081,0.06588139,0.06083013,0.054448128,0.06406738,0.0651508,0.06102918,0.07534436
m_26,110.36490000000003,-7.8702,0.32683712,0.34421965,0.29061398,0.34294316,0.30534968,0.33048066,0.35460892
