# 20060527_M6.4_Yogyakarta median gmf, Stations:None, gmlt:USGS, Rupture:IPGP
custom_site_id,lon,lat,AbrahamsonEtAl2014,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014,ZhaoEtAl2016SInter
t_0,108.20438000000001,-6.60444,0.0045058397,0.005408511,0.0032312048,0.0033806965,0.0038387694,0.004507248,0.0024762147
t_1,108.02472,-6.60444,0.0041552777,0.0052593774,0.0028326772,0.0031543344,0.0034784903,0.0042033643,0.0020914893
t_10,107.75522000000001,-6.5152,0.0029245717,0.004213107,0.0022234733,0.002148718,0.0025495868,0.0029535554,0.0015342339
t_100,108.92302999999998,-7.05041,0.01137817,0.009959331,0.0075774617,0.008785378,0.009608918,0.010681921,0.010246638
t_1000,113.77393999999998,-8.29676,0.001024714,0.0020015326,0.00081333297,0.0006290275,0.0011070328,0.00097270386,0.0008648149
t_1001,113.59427,-8.29676,0.0017820016,0.0030807198,0.0016383089,0.0012355454,0.0016700043,0.0017766157,0.0014270722
t_1002,113.50443999999999,-8.29676,0.0024432635,0.003940679,0.0017657533,0.0018083459,0.0021013126,0.0024913985,0.0011432711
t_1003,113.41460999999998,-8.20786,0.0026462676,0.004087555,0.0019176144,0.0019593004,0.002274111,0.0026937253,0.0012701072
t_1004,113.6841,-8.20786,0.0018317716,0.0032508222,0.0015303832,0.0013018408,0.0016634138,0.0018448619,0.0009528011
t_1005,113.32478000000003,-8.20786,0.003048472,0.004490081,0.0020707154,0.002298593,0.0025573424,0.0031172105,0.001400917
t_1006,113.23495000000003,-8.20786,0.0029333555,0.004213812,0.0022380338,0.0021462466,0.0025601753,0.002959864,0.0015470829
t_1007,113.50443999999999,-8.20786,0.0022585713,0.0036681043,0.0017773288,0.0016343546,0.0020010332,0.002284004,0.0011528336
t_1008,113.77393999999998,-8.20786,0.001290199,0.0024610162,0.0012670321,0.00084821804,0.0012910077,0.0012617244,0.0011912712
t_1009,113.14510999999999,-8.20786,0.0028918087,0.004040407,0.0024211807,0.0020655144,0.0026045605,0.0028841994,0.00234929
t_101,109.01285999999999,-7.05041,0.013686008,0.0115935,0.008171475,0.010881172,0.0111507755,0.012864752,0.008235103
t_1010,113.59427,-8.20786,0.002082149,0.003524047,0.0016486185,0.0015026882,0.0018519964,0.002106508,0.0010475208
t_1011,113.32478000000003,-8.11894,0.002616503,0.0039188755,0.0020807155,0.001891838,0.0023195606,0.0026348424,0.0014095601
t_1012,113.6841,-8.11894,0.0014407629,0.002621629,0.0013695037,0.0009569775,0.0014225373,0.0014134288,0.0013152269
t_1013,113.77393999999998,-8.11894,0.0015248822,0.0028524878,0.0014271884,0.001050243,0.0014435094,0.0015192785,0.0011971975
t_1014,113.14510999999999,-8.11894,0.0026077558,0.0036768154,0.0021693218,0.0018063391,0.0024372838,0.0025690321,0.0023652343
t_1015,113.50443999999999,-8.11894,0.0016898887,0.0028287242,0.0015910504,0.0011265111,0.0016562907,0.0016550248,0.0015920737
t_1016,113.23495000000003,-8.11894,0.0030833941,0.0043943604,0.0022493508,0.0022832658,0.0026489794,0.003124249,0.0015570864
t_1017,113.41460999999998,-8.11894,0.0021501358,0.0033983283,0.0017169685,0.0015041286,0.0019896687,0.0021433984,0.0017544741
t_1018,113.59427,-8.11894,0.0014693479,0.0025772674,0.001475561,0.00095976057,0.001474823,0.0014287092,0.0014462945
t_1019,113.41460999999998,-8.03,0.0017332032,0.0027939097,0.0017210653,0.0011360954,0.0017263759,0.0016807728,0.0017598165
t_102,108.74337000000003,-7.05041,0.009469296,0.008699668,0.0065027904,0.0072422936,0.0080384305,0.00901116,0.008394463
t_1020,113.14510999999999,-8.03,0.0022268065,0.0031786861,0.0021753237,0.0014664651,0.002196413,0.002144613,0.0017359098
t_1021,113.6841,-8.03,0.0011693224,0.0021647317,0.0013723505,0.00072748546,0.0012396047,0.001114364,0.0009644216
t_1022,113.50443999999999,-8.03,0.0014202334,0.002410427,0.0015946726,0.0008959133,0.0014770977,0.0013570032,0.0011677241
t_1023,113.59427,-8.03,0.0011770788,0.0021107453,0.0009547736,0.0007211402,0.0012774052,0.0011150594,0.0010606607
t_1024,113.32478000000003,-8.03,0.0020890872,0.0032041946,0.0018590824,0.001417473,0.002002123,0.0020521258,0.001941887
t_1025,113.77393999999998,-8.03,0.0013710612,0.0025924214,0.0012745128,0.000916131,0.0013467413,0.0013498353,0.0012002283
t_1026,113.23495000000003,-8.03,0.0024758866,0.0036161183,0.0020100088,0.001726298,0.0022975192,0.0024528354,0.002145479
t_1027,113.6841,-7.94104,0.0010719108,0.0020070234,0.0008861402,0.0006527017,0.0011732067,0.0010142509,0.00096452737
